,,Week 11 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Amari Niblack,Texas,Fla,Fla,-,-,21,5.38,25,8.04,38.75,2.67,14.5,0.25,0.00,0.00,0.0,0.00
Mitchell Evans,Notre Dame,FlaSt,FlaSt,-,-,22,5.36,23,8.10,34.75,2.75,12.6,0.31,0.00,0.00,0.0,0.00
Seydou Traore,Mississippi State,Tenn,MissSt,-,-,23,5.36,26,8.03,30.76,2.67,11.5,0.38,0.00,0.00,0.0,0.00
Arlis Boardingham,Florida,Tex,Fla,-,-,24,5.28,27,8.01,31.00,2.73,11.4,0.36,0.00,0.00,0.0,0.00
Tanner Koziol,Ball State,Mia-O,Mia-O,-,-,25,5.18,20,8.61,31.20,3.43,9.1,0.34,0.00,0.00,0.0,0.00
Brett Norfleet,Missouri,Okla,Okla,-,-,26,5.15,30,7.53,26.69,2.38,11.2,0.41,0.00,0.00,0.0,0.00
Kole Taylor,West Virginia,Cin,WVU,-,-,27,4.98,29,7.54,35.36,2.56,13.8,0.24,0.00,0.00,0.0,0.00
Corey Dyches,California,Wake,Cal,-,-,28,4.97,22,8.46,39.02,3.48,11.2,0.18,0.00,0.00,0.0,0.00
Kendall Karr,Coastal Carolina,App,App,-,-,29,4.94,34,7.19,21.28,2.25,9.5,0.47,0.00,0.00,0.0,0.00
Keanu Hill,BYU,Utah,BYU,-,-,30,4.91,24,8.06,37.96,3.15,12.1,0.19,0.00,0.00,0.0,0.00
Eli Wilson,Appalachian State,CoastC,App,-,-,31,4.83,33,7.36,27.48,2.52,10.9,0.35,0.00,0.00,0.0,0.00
Dan Villari,Syracuse,BC,Syr,-,-,32,4.82,39,6.79,21.51,1.97,10.9,0.26,6.09,1.29,4.7,0.09
Terrance Carter,Louisiana-Lafayette,ArkSt,ArkSt,-,-,33,4.66,28,7.64,27.76,2.98,9.3,0.31,0.00,0.00,0.0,0.00
Elijah Arroyo,Miami,GaTech,Mia-Fl,-,-,34,4.64,32,7.43,24.09,2.79,8.6,0.37,0.00,0.00,0.0,0.00
Jalin Conyers,Texas Tech,Colo,Colo,-,-,35,4.54,38,6.86,26.16,2.32,11.3,0.32,0.00,0.00,0.0,0.00
Boden Groen,Rice,Mem,Rice,-,-,36,4.54,31,7.50,31.04,2.96,10.5,0.24,0.00,0.00,0.0,0.00
Kamari Morales,Boston College,Syr,Syr,-,-,37,4.47,35,7.08,34.26,2.61,13.1,0.17,0.00,0.00,0.0,0.00
Bentley Hanshaw,Liberty,MiddTn,Lib,-,-,38,4.45,54,5.93,18.43,1.48,12.5,0.43,0.00,0.00,0.0,0.00
Alex Bauman,Tulane,Temple,Temple,-,-,39,4.31,46,6.41,20.63,2.10,9.8,0.38,0.00,0.00,0.0,0.00
Moliki Matavao,UCLA,Iowa,Iowa,-,-,40,4.23,42,6.58,26.70,2.35,11.4,0.26,0.00,0.00,0.0,0.00
Mason Williams,Ohio,KentSt,Ohio,-,-,41,4.22,40,6.71,26.22,2.49,10.5,0.27,0.00,0.00,0.0,0.00
Randy Pittman,Central Florida,AriSt,UCF,-,-,42,4.17,37,6.87,31.30,2.70,11.6,0.17,0.00,0.00,0.0,0.00
Sean Brown,Jacksonville State,LaTech,JacSt,-,-,43,4.10,62,5.21,20.40,1.11,18.4,0.34,0.00,0.00,0.0,0.00
Joey Beljan,Cincinnati,WVU,WVU,-,-,44,4.07,52,6.02,22.73,1.95,11.7,0.30,0.00,0.00,0.0,0.00
Nicky Dalmolin,Duke,NCSU,Duke,-,-,45,4.07,41,6.67,29.49,2.60,11.3,0.19,0.00,0.00,0.0,0.00
Markeston Douglas,Arizona State,UCF,UCF,-,-,46,4.07,45,6.45,29.24,2.38,12.3,0.19,0.00,0.00,0.0,0.00
Bryce Damous,UAB,UConn,UConn,-,-,47,4.03,49,6.06,22.84,2.03,11.3,0.29,0.00,0.00,0.0,0.00
Brady Hunt,South Carolina,Vandy,SCar,-,-,48,4.01,36,6.90,29.87,2.89,10.3,0.17,0.00,0.00,0.0,0.00
Jack Endries,California,Wake,Cal,-,-,49,3.97,44,6.46,29.07,2.49,11.7,0.18,0.00,0.00,0.0,0.00
Preston Howard,Maryland,Oregon,MD,-,-,50,3.95,47,6.22,28.55,2.27,12.6,0.18,0.00,0.00,0.0,0.00
Gavin Bartholomew,Pittsburgh,UVa,UVa,-,-,51,3.94,53,5.94,21.40,2.00,10.7,0.30,0.00,0.00,0.0,0.00
Blake Bosma,Western Michigan,NIU,NIU,-,-,52,3.94,50,6.03,28.45,2.09,13.6,0.18,0.00,0.00,0.0,0.00
Cameron Hite,Wake Forest,Cal,Cal,-,-,53,3.86,56,5.81,22.76,1.94,11.7,0.26,0.00,0.00,0.0,0.00
Anthony Landphere,Memphis,Rice,Rice,-,-,54,3.84,48,6.18,20.85,2.34,8.9,0.29,0.00,0.00,0.0,0.00
Manny Stevenson,Arkansas State,UL-Laf,ArkSt,-,-,55,3.81,43,6.48,20.95,2.67,7.8,0.29,0.00,0.00,0.0,0.00
Eli Stowers,Vanderbilt,SCar,SCar,-,-,56,3.79,57,5.75,21.00,1.95,10.8,0.15,3.45,0.98,3.5,0.08
Jake Boust,Fresno State,AF,Fres,-,-,57,3.62,60,5.52,17.29,1.89,9.1,0.32,0.00,0.00,0.0,0.00
Jared Casey,Kansas,IaSt,IaSt,-,-,58,3.59,59,5.59,20.92,2.00,10.5,0.25,0.00,0.00,0.0,0.00
Broc Lane,Utah State,WashSt,UtahSt,-,-,59,3.54,51,6.02,25.76,2.48,10.4,0.16,0.00,0.00,0.0,0.00
Keleki Latu,Washington,PSU,Wash,-,-,60,3.51,58,5.73,19.63,2.23,8.8,0.26,0.00,0.00,0.0,0.00
Jermaine Terry,Oregon State,SJSU,SJSU,-,-,61,3.45,64,5.15,19.86,1.70,11.7,0.24,0.00,0.00,0.0,0.00
Mason Tharp,Texas Tech,Colo,Colo,-,-,62,3.41,63,5.17,18.18,1.76,10.3,0.26,0.00,0.00,0.0,0.00
Kaleo Ballungay,UNLV,Hawaii,UNLV,-,-,63,3.38,68,4.86,24.89,1.48,16.8,0.15,0.00,0.00,0.0,0.00
Kyle Morlock,Florida State,ND,FlaSt,-,-,64,3.37,61,5.27,20.49,1.90,10.8,0.22,0.00,0.00,0.0,0.00
Nick Gallo,Virginia Tech,Clem,Clem,-,-,65,3.36,55,5.82,22.73,2.45,9.3,0.18,0.00,0.00,0.0,0.00
Trace Bruckler,New Mexico,SDSU,NM,-,-,66,3.11,69,4.85,16.89,1.74,9.7,0.24,0.00,0.00,0.0,0.00
Kyirin Heath,Southern Miss,Marsh,Marsh,-,-,67,3.10,65,5.03,19.35,1.94,10.0,0.19,0.00,0.00,0.0,0.00
Chris Carter,Northern Illinois,WestMI,NIU,-,-,68,3.05,78,4.26,17.64,1.21,14.6,0.21,0.00,0.00,0.0,0.00
Ahmon Green,Georgia State,JMU,GaSt,-,-,69,3.04,73,4.52,12.59,1.48,8.5,0.30,0.00,0.00,0.0,0.00
Hayden Hansen,Florida,Tex,Fla,-,-,70,3.01,74,4.48,17.47,1.47,11.9,0.21,0.00,0.00,0.0,0.00
Ethan Davis,Tennessee,MissSt,MissSt,-,-,71,2.97,77,4.28,15.85,1.31,12.1,0.23,0.00,0.00,0.0,0.00
Addison Ostrenga,Iowa,UCLA,Iowa,-,-,72,2.87,71,4.65,18.97,1.78,10.7,0.16,0.00,0.00,0.0,0.00
Cole Spence,Vanderbilt,SCar,SCar,-,-,73,2.77,72,4.61,21.87,1.84,11.9,0.10,0.00,0.00,0.0,0.00
Jake Roberts,Oklahoma,Missou,Okla,-,-,74,2.76,70,4.66,21.60,1.90,11.4,0.10,0.00,0.00,0.0,0.00
Cade Conley,Marshall,SouMis,Marsh,-,-,75,2.69,67,4.89,20.90,2.20,9.5,0.10,0.00,0.00,0.0,0.00
Landen King,Utah,BYU,BYU,-,-,76,2.68,81,3.95,14.00,1.26,11.1,0.21,0.21,0.11,1.9,0.00
Andrew Savaiinaea,Nevada,Boise,Nevada,-,-,77,2.64,75,4.37,16.89,1.74,9.7,0.16,0.00,0.00,0.0,0.00
Trevor Stephens,New Mexico State,WestKy,WestKy,-,-,78,2.51,76,4.37,20.19,1.86,10.9,0.08,0.00,0.00,0.0,0.00
Gee Scott,Ohio State,Purdue,Purdue,-,-,79,2.50,82,3.83,15.00,1.33,11.3,0.17,0.00,0.00,0.0,0.00
CJ Dippre,Alabama,LSU,Ala,-,-,80,2.47,79,4.05,14.67,1.58,9.3,0.17,0.00,0.00,0.0,0.00
Nate Jones,Louisiana Tech,JacSt,JacSt,-,-,81,2.36,66,4.93,22.76,2.58,8.8,0.00,0.80,0.27,3.0,0.00
Casey Kelly,East Carolina,FlaAtl,FlaAtl,-,-,82,2.26,80,3.99,17.84,1.74,10.3,0.08,0.00,0.00,0.0,0.00
Carson Kent,Kennesaw State,UTEP,KennSt,-,-,83,2.18,84,3.43,16.83,1.25,13.5,0.08,0.00,0.00,0.0,0.00
Zach Horton,Indiana,Mich,Mich,-,-,84,2.14,85,3.39,13.17,1.24,10.6,0.14,0.00,0.00,0.0,0.00
Cooper Mathers,Washington State,UtahSt,UtahSt,-,-,85,2.12,83,3.63,17.03,1.52,11.2,0.07,0.00,0.00,0.0,0.00
Matt Lauter,Boise State,Nevada,Nevada,-,-,86,2.11,97,2.91,9.07,0.80,11.3,0.20,0.00,0.00,0.0,0.00
Andrew Rappleyea,Penn State,Wash,Wash,-,-,87,2.06,86,3.33,14.32,1.26,11.4,0.11,0.00,0.00,0.0,0.00
Victor Konopka,Rutgers,Minn,Minn,-,-,88,1.96,91,3.11,11.07,1.14,9.7,0.14,0.00,0.00,0.0,0.00
Dylan Wade,Maryland,Oregon,MD,-,-,89,1.95,93,3.02,10.23,1.08,9.5,0.15,0.00,0.00,0.0,0.00
Avery Boyd,Georgia Tech,Mia-Fl,Mia-Fl,-,-,90,1.91,102,2.45,7.13,0.53,13.5,0.20,0.00,0.00,0.0,0.00
Sam Hart,Colorado,TxTch,Colo,-,-,91,1.89,88,3.22,12.22,1.33,9.2,0.11,0.00,0.00,0.0,0.00
Patrick Herbert,Oregon,MD,MD,-,-,92,1.88,100,2.59,10.21,0.71,14.4,0.14,0.00,0.00,0.0,0.00
Jeremiah Franklin,Boston College,Syr,Syr,-,-,93,1.87,96,2.91,12.95,1.05,12.3,0.10,0.00,0.00,0.0,0.00
Konner Fox,Texas State,UL-Mon,TxSt,-,-,94,1.83,95,2.92,12.82,1.09,11.8,0.09,0.00,0.00,0.0,0.00
George Burhenn,Purdue,OhioSt,Purdue,-,-,95,1.73,94,2.97,13.17,1.24,10.6,0.07,0.00,0.00,0.0,0.00
Quentin Moore,Washington,PSU,Wash,-,-,96,1.72,89,3.15,11.52,1.43,8.1,0.10,0.00,0.00,0.0,0.00
Tyler Foster,Oklahoma State,TCU,OkSt,-,-,97,1.68,92,3.06,12.15,1.38,8.8,0.08,0.00,0.00,0.0,0.00
Holden Staes,Tennessee,MissSt,MissSt,-,-,98,1.65,103,2.27,7.31,0.62,11.8,0.15,0.00,0.00,0.0,0.00
Reese Clark,Temple,Tulane,Temple,-,-,99,1.64,90,3.13,12.00,1.48,8.1,0.07,0.00,0.00,0.0,0.00
Weston Wolff,South Florida,Navy,Navy,-,-,100,1.61,87,3.27,16.08,1.67,9.6,0.00,0.00,0.00,0.0,0.00
Lawson Luckie,Georgia,Miss,UGa,-,-,101,1.52,104,2.15,7.75,0.63,12.3,0.13,0.00,0.00,0.0,0.00
Jace Henry,Nevada,Boise,Nevada,-,-,102,1.51,98,2.66,10.86,1.14,9.5,0.07,0.00,0.00,0.0,0.00
Marlin Klein,Michigan,Ind,Mich,-,-,103,1.47,99,2.61,8.95,1.14,7.9,0.10,0.00,0.00,0.0,0.00
Jameson Geers,Minnesota,Rut,Minn,-,-,104,1.44,101,2.54,10.28,1.10,9.3,0.07,0.00,0.00,0.0,0.00
Gunnar Helm,Texas,Fla,Fla,-,-,105,1.33,105,2.02,8.69,0.69,12.6,0.08,0.00,0.00,0.0,0.00
Sackett Wood,Virginia,Pitt,UVa,-,-,106,1.23,108,1.79,8.50,0.56,15.2,0.06,0.00,0.00,0.0,0.00
Tyler Neville,Virginia,Pitt,UVa,-,-,107,1.18,106,1.80,8.00,0.63,12.7,0.06,0.00,0.00,0.0,0.00
Stevo Klotz,Iowa State,Kansas,IaSt,-,-,108,1.15,107,1.79,6.09,0.64,9.5,0.09,0.00,0.00,0.0,0.00
Bauer Sharp,Oklahoma,Missou,Okla,-,-,109,1.04,109,1.68,6.82,0.65,10.5,0.06,0.00,0.00,0.0,0.00
Trevor Kardell,Kansas,IaSt,IaSt,-,-,110,0.98,110,1.58,5.80,0.60,9.7,0.07,0.00,0.00,0.0,0.00
Preston Daniel,Miami (OH),BallSt,Mia-O,-,-,111,0.91,111,1.51,3.10,0.60,5.2,0.10,0.00,0.00,0.0,0.00
Jack Pedersen,UCLA,Iowa,Iowa,-,-,112,0.65,112,1.25,6.50,0.60,10.8,0.00,0.00,0.00,0.0,0.00
Juice Vereen,North Carolina State,Duke,Duke,-,-,113,0.56,113,1.14,5.58,0.58,9.6,0.00,0.00,0.00,0.0,0.00
Sage Ennis,Virginia,Pitt,UVa,-,-,114,0.00,115,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Brett Seither,Georgia Tech,Mia-Fl,Mia-Fl,-,-,115,0.00,114,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
