,,Week 3 Game,,,,Standard,,PPR,,Rushing,,,,Receiving,,,
Chip Trayanum,Kentucky,UGa,UGa,-,-,20,15.36,20,16.98,79.73,17.00,4.7,0.75,15.82,1.61,9.8,0.22
Marcus Carroll,Missouri,BC,BC,-,-,21,14.88,24,16.37,83.48,16.00,5.2,0.80,11.63,1.49,7.8,0.10
TJ Harden,UCLA,Ind,Ind,-,-,22,14.83,25,16.36,79.83,16.00,5.0,0.85,12.26,1.53,8.0,0.09
Cameron Skattebo,Arizona State,TxSt,AriSt,-,-,23,14.74,22,16.78,77.53,16.00,4.8,0.68,23.91,2.04,11.7,0.09
Jamal Haynes,Georgia Tech,VMI,VMI,-,-,24,14.55,26,16.30,87.83,15.00,5.9,0.67,12.67,1.75,7.2,0.08
Bhayshul Tuten,Virginia Tech,ODU,VaTech,-,-,25,14.51,23,16.49,70.10,13.00,5.4,0.91,15.80,1.97,8.0,0.08
Jalen White,Georgia Southern,SCSt,SCSt,-,-,26,14.43,28,15.75,82.25,15.00,5.5,0.82,7.66,1.32,5.8,0.08
Trevor Etienne,Georgia,Kty,UGa,-,-,27,14.20,27,15.83,68.49,12.00,5.7,0.90,14.69,1.63,9.0,0.08
Dylan Sampson,Tennessee,KentSt,KentSt,-,-,28,13.89,29,15.61,84.18,15.00,5.6,0.57,15.41,1.72,9.0,0.08
Dean Connors,Rice,Hou,Rice,-,-,29,13.88,19,17.11,68.10,11.00,6.2,0.57,27.01,3.24,8.3,0.16
Justice Haynes,Alabama,Wisc,Ala,-,-,30,13.61,31,15.17,66.99,12.00,5.6,0.86,12.17,1.55,7.9,0.09
Kanye Roberts,Appalachian State,ECU,App,-,-,31,13.48,33,15.04,77.09,14.00,5.5,0.78,11.06,1.56,7.1,0.00
Jadarian Price,Notre Dame,Purdue,ND,-,-,32,13.45,40,14.38,74.29,13.00,5.7,0.76,9.54,0.93,10.3,0.08
Harrison Waylee,Wyoming,BYU,BYU,-,-,33,13.43,37,14.59,93.38,16.00,5.8,0.58,5.96,1.16,5.1,0.00
Jacquez Stuart,Toledo,MissSt,Toledo,-,-,34,13.34,39,14.41,71.56,14.00,5.1,0.74,12.44,1.07,11.6,0.08
Rickey Hunt,Ohio,MorgSt,MorgSt,-,-,35,13.29,38,14.54,72.17,15.00,4.8,0.75,10.75,1.25,8.6,0.08
Jonah Coleman,Washington,WashSt,WashSt,-,-,36,13.15,30,15.26,69.49,12.00,5.8,0.49,23.11,2.11,11.0,0.16
Chez Mellusi,Wisconsin,Ala,Ala,-,-,37,12.89,35,14.61,74.12,14.00,5.3,0.77,8.42,1.72,4.9,0.00
Jordan Waters,North Carolina State,LaTech,LaTech,-,-,38,12.89,46,13.88,70.18,13.00,5.4,0.82,9.38,0.99,9.5,0.00
Marion Lukes,Central Michigan,Ill,CentMi,-,-,39,12.84,34,14.86,78.08,15.00,5.2,0.49,21.08,2.03,10.4,0.00
Jaydon Blue,Texas,Tx-SA,Tx-SA,-,-,40,12.77,36,14.60,75.29,13.00,5.8,0.54,15.84,1.83,8.7,0.07
Kaden Feagin,Illinois,CentMi,CentMi,-,-,41,12.74,47,13.88,72.04,16.00,4.5,0.57,11.53,1.14,10.1,0.16
Jarquez Hunter,Auburn,NM,NM,-,-,42,12.63,42,14.14,80.88,14.00,5.8,0.59,9.95,1.52,6.5,0.00
Corey Kiner,Cincinnati,Mia-O,Cin,-,-,43,12.56,49,13.78,86.25,16.00,5.4,0.57,5.28,1.22,4.3,0.00
Ja'Quinden Jackson,Arkansas,UAB,UAB,-,-,44,12.55,44,14.08,67.37,15.00,4.5,0.68,12.37,1.53,8.1,0.08
Montrell Johnson,Florida,TexA&M,TexA&M,-,-,45,12.47,32,15.09,70.00,14.00,5.0,0.51,19.31,2.61,7.4,0.08
Quali Conley,Arizona,KanSt,Ari,-,-,46,12.25,43,14.10,55.38,12.00,4.6,0.74,17.26,1.85,9.3,0.09
Jai'Den Thomas,UNLV,Kansas,UNLV,-,-,47,12.14,56,13.17,65.62,14.00,4.7,0.69,9.36,1.03,9.1,0.09
Cam Cook,TCU,UCF,UCF,-,-,48,12.12,59,12.83,78.10,15.00,5.2,0.63,5.00,0.71,7.0,0.00
Roman Hemby,Maryland,UVa,MD,-,-,49,11.79,41,14.27,58.33,13.00,4.5,0.43,23.61,2.48,9.5,0.17
Raheim Sanders,South Carolina,LSU,LSU,-,-,50,11.77,48,13.87,69.83,14.00,5.0,0.50,12.66,2.10,6.0,0.08
Devin Mockobee,Purdue,ND,ND,-,-,51,11.73,54,13.31,65.77,14.00,4.7,0.53,14.53,1.58,9.2,0.09
Jaquez Moore,Duke,UConn,UConn,-,-,52,11.66,60,12.69,70.08,13.00,5.4,0.60,10.33,1.03,10.0,0.00
Ja'Quez Cross,Arkansas State,Mich,ArkSt,-,-,53,11.65,51,13.46,67.08,12.00,5.6,0.60,13.12,1.81,7.2,0.00
Kaleb Jackson,LSU,SCar,LSU,-,-,54,11.64,61,12.63,60.42,11.00,5.5,0.82,6.73,0.99,6.8,0.00
Parker Jenkins,Houston,Rice,Rice,-,-,55,11.60,62,12.60,79.61,15.00,5.3,0.50,6.20,1.01,6.1,0.00
Noah Whittington,Oregon,OreSt,Oregon,-,-,56,11.48,53,13.32,63.00,9.00,7.0,0.52,15.12,1.83,8.3,0.09
Rodrigues Clark,Southern Miss,USF,USF,-,-,57,11.46,57,13.04,70.50,15.00,4.7,0.50,9.08,1.58,5.7,0.08
Braylon McReynolds,South Alabama,NWSt,NWSt,-,-,58,11.44,52,13.34,64.92,13.00,5.0,0.49,14.97,1.89,7.9,0.08
Anthony Hankerson,Oregon State,Oregon,Oregon,-,-,59,11.30,55,13.30,59.67,13.00,4.6,0.50,13.33,2.00,6.7,0.17
Jacory Croskey-Merritt,Arizona,KanSt,Ari,-,-,60,11.28,58,12.94,51.53,11.00,4.7,0.66,16.62,1.65,10.1,0.08
Anthony Watkins,Tulsa,OkSt,OkSt,-,-,61,11.11,73,11.96,85.03,19.00,4.5,0.34,5.62,0.85,6.6,0.00
Jeremiyah Love,Notre Dame,Purdue,ND,-,-,62,11.00,69,12.08,60.38,11.00,5.5,0.58,9.92,1.08,9.2,0.08
Marquez Cooper,San Diego State,Cal,SDSU,-,-,63,10.97,50,13.55,51.73,11.00,4.7,0.43,21.91,2.58,8.5,0.17
LJ Martin,BYU,Wyo,BYU,-,-,64,10.93,63,12.33,62.20,13.00,4.8,0.49,7.57,1.40,5.4,0.16
Jevon Jackson,UTEP,Lib,UTEP,-,-,65,10.91,83,11.59,78.46,16.00,4.9,0.43,4.96,0.68,7.3,0.00
Justin Marshall,Colorado State,Colo,Colo,-,-,66,10.91,70,11.98,71.42,13.00,5.5,0.49,8.06,1.07,7.5,0.00
Andrew Paul,Jacksonville State,EastMi,JacSt,-,-,67,10.88,67,12.18,61.30,12.00,5.1,0.61,10.96,1.30,8.4,0.00
Jam Miller,Alabama,Wisc,Ala,-,-,68,10.86,66,12.23,53.18,10.00,5.3,0.64,11.82,1.36,8.7,0.09
Nathan Carter,Michigan State,PVA&M,PVA&M,-,-,69,10.81,74,11.94,67.38,15.00,4.5,0.57,6.65,1.14,5.8,0.00
Rahsul Faison,Utah State,Utah,Utah,-,-,70,10.81,78,11.72,74.05,13.00,5.7,0.49,4.44,0.91,4.9,0.00
Braedon Sloan,Ball State,Mia-Fl,BallSt,-,-,71,10.78,71,11.98,65.82,14.00,4.7,0.51,11.27,1.20,9.4,0.00
Ta'ron Keith,South Florida,SouMis,USF,-,-,72,10.68,45,13.93,40.62,8.00,5.1,0.44,29.27,3.25,9.0,0.18
Dylan Carson,Air Force,Baylor,AF,-,-,73,10.66,110,10.66,76.58,16.00,4.8,0.50,0.00,0.00,0.0,0.00
Micah Bernard,Utah,UtahSt,Utah,-,-,74,10.57,68,12.13,52.29,11.00,4.8,0.57,14.04,1.56,9.0,0.08
Josh Williams,LSU,SCar,LSU,-,-,75,10.52,82,11.64,57.15,11.00,5.2,0.69,6.79,1.12,6.1,0.00
Damien Taylor,Troy,Iowa,Troy,-,-,76,10.42,76,11.75,56.00,11.00,5.1,0.58,8.17,1.33,6.1,0.08
Demond Claiborne,Wake Forest,Miss,Miss,-,-,77,10.41,96,11.09,67.13,16.00,4.2,0.51,6.52,0.68,9.6,0.00
Eli Sanders,New Mexico,Auburn,NM,-,-,78,10.35,75,11.82,57.50,12.00,4.8,0.52,9.76,1.47,6.6,0.09
Monte Watkins,New Mexico State,Fres,NMSt,-,-,79,10.34,87,11.50,65.88,12.00,5.5,0.41,7.78,1.16,6.7,0.08
Kye Robichaux,Boston College,Missou,BC,-,-,80,10.33,72,11.98,56.19,12.00,4.7,0.58,12.33,1.66,7.4,0.00
Lee Beebe,UAB,Ark,UAB,-,-,81,10.26,77,11.73,53.23,7.00,7.6,0.57,10.34,1.47,7.0,0.08
Le'Veon Moss,Texas A&M,Fla,TexA&M,-,-,82,10.22,93,11.25,56.16,11.00,5.1,0.55,9.16,1.02,9.0,0.07
Roydell Williams,Florida State,Mem,Mem,-,-,83,10.18,92,11.36,59.40,11.00,5.4,0.51,6.85,1.18,5.8,0.08
Marquis Crosby,Louisiana Tech,NCSU,LaTech,-,-,84,10.16,89,11.38,60.38,11.00,5.5,0.57,7.01,1.22,5.7,0.00
Ulysses Bentley IV,Mississippi,Wake,Miss,-,-,85,10.03,99,10.99,56.05,10.00,5.6,0.53,7.37,0.96,7.7,0.09
Keegan Jones,UCLA,Ind,Ind,-,-,86,10.03,64,12.31,52.92,11.00,4.8,0.40,17.64,2.28,7.7,0.10
Zach Evans,North Texas,TxTch,NorTx,-,-,87,10.02,86,11.50,58.76,13.00,4.5,0.53,9.72,1.48,6.6,0.00
Elijah Young,Western Kentucky,MiddTn,WestKy,-,-,88,9.97,81,11.64,45.92,10.00,4.6,0.33,18.83,1.67,11.3,0.25
Cartevious Norton,UNC Charlotte,G-Webb,G-Webb,-,-,89,9.87,91,11.36,55.97,13.00,4.3,0.41,7.95,1.49,5.3,0.17
Nay'Quan Wright,South Florida,SouMis,USF,-,-,90,9.87,109,10.71,61.75,14.00,4.4,0.58,2.00,0.83,2.4,0.00
Armoni Goodwin,UAB,Ark,UAB,-,-,91,9.81,106,10.74,48.40,9.00,5.4,0.76,3.82,0.93,4.1,0.00
Reggie Love,Purdue,ND,ND,-,-,92,9.81,94,11.13,57.52,12.00,4.8,0.41,10.76,1.32,8.2,0.08
Alton McCaskill,Arizona State,TxSt,AriSt,-,-,93,9.77,105,10.81,56.43,12.00,4.7,0.52,9.91,1.04,9.5,0.00
Jacqez Barksdale,Buffalo,UMass,UMass,-,-,94,9.76,90,11.38,51.67,11.00,4.7,0.43,15.18,1.62,9.4,0.09
Ikaika Ragsdale,North Texas,TxTch,NorTx,-,-,95,9.76,101,10.97,52.66,11.00,4.8,0.43,8.57,1.21,7.1,0.17
Trey Sanders,TCU,UCF,UCF,-,-,96,9.75,95,11.09,36.86,10.00,3.7,0.76,9.24,1.33,6.9,0.10
Kevorian Barnes,UTSA,Tex,Tx-SA,-,-,97,9.74,100,10.98,56.15,11.00,5.1,0.57,6.81,1.23,5.5,0.00
Dominic Richardson,Baylor,AF,AF,-,-,98,9.69,79,11.68,52.22,12.00,4.4,0.33,14.90,1.99,7.5,0.17
Rodney Hammond,Pittsburgh,WVU,WVU,-,-,99,9.65,85,11.52,52.80,11.00,4.8,0.41,14.34,1.87,7.7,0.08
Floyd Chalk,San Jose State,KennSt,KennSt,-,-,100,9.63,98,11.02,57.58,12.00,4.8,0.43,12.86,1.38,9.3,0.00
Cam Porter,Northwestern,EastIl,EastIl,-,-,101,9.61,102,10.91,57.67,15.00,3.8,0.43,7.41,1.29,5.7,0.09
Kentrel Bullock,South Alabama,NWSt,NWSt,-,-,102,9.60,103,10.88,53.20,10.00,5.3,0.48,9.20,1.28,7.2,0.08
Ky Thomas,Kent,Tenn,KentSt,-,-,103,9.60,111,10.62,58.46,13.00,4.5,0.42,6.97,1.02,6.8,0.08
Michael Benefield,Kennesaw State,SJSU,KennSt,-,-,104,9.55,124,10.03,63.38,12.00,5.3,0.48,3.14,0.48,6.5,0.00
CJ Donaldson,West Virginia,Pitt,WVU,-,-,105,9.53,123,10.11,51.77,11.00,4.7,0.66,3.80,0.58,6.6,0.00
Justice Ellison,Indiana,UCLA,Ind,-,-,106,9.51,80,11.67,53.96,12.00,4.5,0.35,15.28,2.16,7.1,0.09
Braydon Bennett,Coastal Carolina,Temple,CoastC,-,-,107,9.44,88,11.41,47.01,10.00,4.7,0.51,16.67,1.97,8.5,0.00
Dylan Downing,Miami (OH),Cin,Cin,-,-,108,9.43,117,10.30,49.91,10.00,5.0,0.52,7.83,0.87,9.0,0.09
Leshon Williams,Iowa,Troy,Troy,-,-,109,9.42,114,10.40,67.22,14.00,4.8,0.25,7.29,0.98,7.4,0.08
Camryn Edwards,UConn,Duke,UConn,-,-,110,9.41,107,10.73,57.77,12.00,4.8,0.33,11.50,1.32,8.7,0.08
Peny Boone,Central Florida,TCU,UCF,-,-,111,9.40,120,10.19,52.12,8.00,6.5,0.55,8.63,0.79,10.9,0.00
Star Thomas,Duke,UConn,UConn,-,-,112,9.40,108,10.72,52.98,10.00,5.3,0.41,11.24,1.32,8.5,0.08
Delbert Mimms,Eastern Michigan,JacSt,JacSt,-,-,113,9.28,112,10.50,39.49,9.00,4.4,0.65,9.57,1.22,7.8,0.08
Treshaun Ward,Boston College,Missou,BC,-,-,114,9.24,104,10.84,50.17,10.00,5.0,0.34,12.02,1.60,7.5,0.17
Gabe Ervin,Nebraska,UNI,UNI,-,-,115,9.19,113,10.40,58.63,12.00,4.9,0.40,9.10,1.21,7.5,0.00
Henry Parrish,Mississippi,Wake,Miss,-,-,116,9.13,126,9.93,56.57,9.00,6.3,0.40,5.79,0.80,7.2,0.08
Tawee Walker,Wisconsin,Ala,Ala,-,-,117,9.12,116,10.31,50.57,11.00,4.6,0.55,7.44,1.19,6.3,0.00
Robert Henry,UTSA,Tex,Tx-SA,-,-,118,9.09,118,10.27,47.98,10.00,4.8,0.59,7.65,1.18,6.5,0.00
Lawrance Toafili,Florida State,Mem,Mem,-,-,119,9.06,97,11.08,41.07,7.00,5.9,0.42,19.14,2.02,9.5,0.08
Billy Lucas,Liberty,UTEP,UTEP,-,-,120,9.04,136,9.37,53.14,10.00,5.3,0.50,2.56,0.33,7.8,0.08
Davon Booth,Mississippi State,Toledo,Toledo,-,-,121,9.03,125,9.99,54.96,10.00,5.5,0.48,6.56,0.96,6.8,0.00
CJ Beasley,Georgia State,Vandy,Vandy,-,-,122,9.02,119,10.23,54.14,12.00,4.5,0.47,8.19,1.21,6.8,0.00
Zuberi Mobley,Florida Atlantic,FIU,FIU,-,-,123,8.97,128,9.92,55.96,13.00,4.3,0.34,7.92,0.95,8.3,0.09
Isaiah Jacobs,UAB,Ark,UAB,-,-,124,8.91,84,11.56,45.04,10.00,4.5,0.51,13.25,2.65,5.0,0.00
Seth McGowan,New Mexico State,Fres,NMSt,-,-,125,8.84,132,9.52,51.86,10.00,5.2,0.42,6.02,0.68,8.9,0.08
John Gentry,Sam Houston,Hawaii,Hawaii,-,-,126,8.79,65,12.26,28.89,8.00,3.6,0.36,27.02,3.47,7.8,0.18
Kobe Pace,Virginia,MD,MD,-,-,127,8.76,115,10.32,49.38,13.00,3.8,0.25,13.74,1.55,8.9,0.16
Jamious Griffin,Oregon State,Oregon,Oregon,-,-,128,8.74,121,10.15,47.93,10.00,4.8,0.41,9.75,1.40,7.0,0.08
Sean Dollars,Nevada,Minn,Nevada,-,-,129,8.67,129,9.70,45.51,12.00,3.8,0.51,5.23,1.03,5.1,0.09
DJ Jones,Wyoming,BYU,BYU,-,-,130,8.63,135,9.39,56.97,10.00,5.7,0.42,4.12,0.76,5.4,0.00
Dontae McMillan,Eastern Michigan,JacSt,JacSt,-,-,131,8.30,130,9.57,38.55,9.00,4.3,0.51,8.75,1.27,6.9,0.08
Jordon Simmons,Akron,Colg,Colg,-,-,132,8.28,127,9.93,42.93,10.00,4.3,0.38,12.78,1.65,7.7,0.08
Roderick Robinson,Georgia,Kty,UGa,-,-,133,8.27,140,8.88,41.05,7.00,5.9,0.60,5.36,0.60,8.9,0.00
Anthony Tyus,Ohio,MorgSt,MorgSt,-,-,134,8.24,138,8.94,52.82,11.00,4.8,0.44,3.40,0.70,4.9,0.00
Anderson Castle,Appalachian State,ECU,App,-,-,135,8.18,141,8.85,52.58,10.00,5.3,0.42,4.25,0.67,6.3,0.00
Vaughn Pemberton,Ball State,Mia-Fl,BallSt,-,-,136,8.17,149,8.60,45.79,8.00,5.7,0.43,5.28,0.43,12.3,0.09
Daniel Hishaw,Kansas,UNLV,UNLV,-,-,137,8.15,148,8.63,44.20,9.00,4.9,0.56,3.82,0.48,8.0,0.00
Zak Wallace,Arkansas State,Mich,ArkSt,-,-,138,8.08,151,8.50,48.35,11.00,4.4,0.51,1.71,0.43,4.0,0.00
Rayshon Luke,Arizona,KanSt,Ari,-,-,139,8.05,134,9.44,38.08,9.00,4.2,0.46,14.77,1.38,10.7,0.00
Dylan Edwards,Kansas State,Ari,Ari,-,-,140,7.98,133,9.47,36.78,8.00,4.6,0.33,13.36,1.48,9.0,0.16
Dallan Hayden,Colorado,ColoSt,Colo,-,-,141,7.98,122,10.14,46.19,10.00,4.6,0.41,2.68,2.16,1.2,0.10
Robert Briggs,Utah State,Utah,Utah,-,-,142,7.95,147,8.65,56.05,11.00,5.1,0.35,2.53,0.70,3.6,0.00
Gerald Green,Troy,Iowa,Troy,-,-,143,7.89,137,9.12,40.41,9.00,4.5,0.44,6.71,1.24,5.4,0.09
Desmond Reid,Pittsburgh,WVU,WVU,-,-,144,7.83,131,9.57,44.17,10.00,4.4,0.26,13.30,1.74,7.6,0.09
Aaron Young,Old Dominion,VaTech,VaTech,-,-,145,7.81,153,8.47,44.01,9.00,4.9,0.41,4.38,0.66,6.6,0.08
Nate Noel,Missouri,BC,BC,-,-,146,7.79,143,8.73,49.88,10.00,5.0,0.38,5.50,0.94,5.9,0.00
Cameron Seldon,Tennessee,KentSt,KentSt,-,-,147,7.79,139,8.89,45.00,9.00,5.0,0.42,7.39,1.10,6.7,0.00
Freddie Brock,Georgia State,Vandy,Vandy,-,-,148,7.70,154,8.43,47.82,10.00,4.8,0.40,5.00,0.73,6.8,0.00
Jeffery Pittman,Mississippi State,Toledo,Toledo,-,-,149,7.70,145,8.71,45.00,9.00,5.0,0.34,6.81,1.01,6.7,0.08
Anwar Lewis,Jacksonville State,EastMi,JacSt,-,-,150,7.66,150,8.50,48.99,10.00,4.9,0.34,7.39,0.84,8.8,0.00
Rashad Amos,Mississippi,Wake,Miss,-,-,151,7.54,167,8.06,40.69,8.00,5.1,0.52,3.78,0.52,7.3,0.00
Mark Fletcher,Miami,BallSt,BallSt,-,-,152,7.48,152,8.50,39.91,8.00,5.0,0.43,9.36,1.02,9.2,0.00
Michael Allen,UNLV,Kansas,UNLV,-,-,153,7.45,161,8.15,43.15,9.00,4.8,0.44,4.85,0.71,6.8,0.00
Al-Jay Henderson,Buffalo,UMass,UMass,-,-,154,7.40,146,8.69,40.50,9.00,4.5,0.32,9.40,1.29,7.3,0.08
Benjamin Hall,Michigan,ArkSt,ArkSt,-,-,155,7.37,166,8.06,42.26,9.00,4.7,0.43,5.74,0.69,8.3,0.00
Sedrick Alexander,Vanderbilt,GaSt,Vandy,-,-,156,7.35,142,8.74,38.00,10.00,3.8,0.35,9.39,1.39,6.8,0.09
Kay'Ron Lynch-Adams,Michigan State,PVA&M,PVA&M,-,-,157,7.34,156,8.34,42.86,10.00,4.3,0.34,5.29,1.01,5.2,0.08
AJ Newberry,Vanderbilt,GaSt,Vandy,-,-,158,7.28,165,8.07,40.59,9.00,4.5,0.35,5.74,0.79,7.3,0.09
Jalen John,Massachusetts,Buff,UMass,-,-,159,7.20,159,8.24,38.00,10.00,3.8,0.43,7.91,1.04,7.6,0.00
Zahir Abdus-Salaam,Western Michigan,B-C,B-C,-,-,160,7.18,155,8.39,35.84,9.00,4.0,0.40,7.07,1.21,5.8,0.08
Frank Peasant,Middle Tenn. St,WestKy,WestKy,-,-,161,7.15,174,7.72,37.97,10.00,3.8,0.49,4.23,0.57,7.4,0.00
Kenyon Clay,Southern Miss,USF,USF,-,-,162,7.13,163,8.10,45.21,11.00,4.1,0.24,6.71,0.97,6.9,0.08
Jaylon Glover,Utah,UtahSt,Utah,-,-,163,7.09,175,7.68,49.71,11.00,4.5,0.26,5.80,0.60,9.7,0.00
Treyaun Webb,Florida,TexA&M,TexA&M,-,-,164,7.09,162,8.13,39.91,8.00,5.0,0.35,4.87,1.04,4.7,0.09
Byron Cardwell,California,SDSU,SDSU,-,-,165,7.08,158,8.30,34.87,6.00,5.8,0.35,9.83,1.22,8.1,0.09
Tate Carney,Wake Forest,Miss,Miss,-,-,166,6.97,181,7.49,40.41,9.00,4.5,0.43,3.29,0.52,6.3,0.00
Ja'Vin Simpkins,Coastal Carolina,Temple,CoastC,-,-,167,6.92,179,7.56,41.52,8.00,5.2,0.40,3.68,0.64,5.8,0.00
Aiden Calvert,Air Force,Baylor,AF,-,-,168,6.91,187,7.22,43.11,6.00,7.2,0.39,2.29,0.32,7.2,0.00
Lexington Joseph,Florida International,FlaAtl,FIU,-,-,169,6.90,144,8.72,38.35,8.00,4.8,0.25,10.89,1.81,6.0,0.08
Leo Pulalasi,Washington State,Wash,WashSt,-,-,170,6.86,157,8.34,39.36,7.00,5.6,0.25,9.47,1.48,6.4,0.08
Brandon Thomas,Memphis,FlaSt,Mem,-,-,171,6.85,178,7.57,26.47,7.00,3.8,0.63,4.31,0.72,6.0,0.00
Jalen Hampton,Western Kentucky,MiddTn,WestKy,-,-,172,6.84,164,8.07,36.08,8.00,4.5,0.24,12.73,1.22,10.4,0.08
Kenny Tracy,Miami (OH),Cin,Cin,-,-,173,6.84,176,7.65,36.30,7.00,5.2,0.33,7.65,0.81,9.4,0.08
Cameron Davis,Washington,WashSt,WashSt,-,-,174,6.83,160,8.20,34.49,7.00,4.9,0.26,13.32,1.37,9.7,0.09
Rahjai Harris,East Carolina,App,App,-,-,175,6.78,173,7.76,35.84,9.00,4.0,0.33,7.45,0.98,7.6,0.08
Jay Ducker,Sam Houston,Hawaii,Hawaii,-,-,176,6.76,182,7.37,38.00,10.00,3.8,0.43,3.48,0.61,5.7,0.00
Andrew Henry,New Mexico,Auburn,NM,-,-,177,6.74,170,7.86,40.00,8.00,5.0,0.34,6.80,1.12,6.1,0.00
Myles Bailey,Central Michigan,Ill,CentMi,-,-,178,6.57,177,7.63,42.30,9.00,4.7,0.25,8.67,1.06,8.2,0.00
Demie Sumo-Karngbaye,Kentucky,UGa,UGa,-,-,179,6.56,168,7.96,36.89,7.00,5.3,0.25,8.89,1.40,6.4,0.08
CJ Campbell,Florida Atlantic,FIU,FIU,-,-,180,6.50,197,6.83,39.08,6.00,6.5,0.41,1.62,0.32,5.1,0.00
Kaelon Black,Indiana,UCLA,Ind,-,-,181,6.49,169,7.89,40.13,9.00,4.5,0.17,9.91,1.40,7.1,0.08
CJ Hester,Massachusetts,Buff,UMass,-,-,182,6.38,172,7.83,26.55,7.00,3.8,0.34,11.61,1.45,8.0,0.09
Shomari Lawrence,Florida International,FlaAtl,FIU,-,-,183,6.38,190,7.03,39.92,10.00,4.0,0.33,4.18,0.66,6.3,0.00
Victor Rosa,UConn,Duke,UConn,-,-,184,6.36,184,7.34,43.30,9.00,4.8,0.24,5.76,0.97,5.9,0.00
Pat Garwo,Nevada,Minn,Nevada,-,-,185,6.34,192,6.98,40.00,10.00,4.0,0.32,4.03,0.65,6.2,0.00
OJ Arnold,Georgia Southern,SCSt,SCSt,-,-,186,6.33,185,7.26,36.37,7.00,5.2,0.34,6.40,0.94,6.8,0.00
Bill Jackson,Tulsa,OkSt,OkSt,-,-,187,6.30,188,7.16,47.35,11.00,4.3,0.17,5.33,0.86,6.2,0.00
Bryce Duke,Old Dominion,VaTech,VaTech,-,-,188,6.24,195,6.89,32.91,7.00,4.7,0.32,5.39,0.64,8.4,0.08
Dawson Pendergrass,Baylor,AF,AF,-,-,189,6.22,186,7.25,30.31,7.00,4.3,0.32,8.03,1.03,7.8,0.08
Charlie Offerdahl,Colorado,ColoSt,Colo,-,-,190,6.20,180,7.51,32.99,7.00,4.7,0.26,7.96,1.31,6.1,0.09
Evan Pryor,Cincinnati,Mia-O,Cin,-,-,191,6.17,189,7.04,36.87,9.00,4.1,0.26,3.84,0.87,4.4,0.09
Marquese Williams,Akron,Colg,Colg,-,-,192,6.11,183,7.37,32.01,7.00,4.6,0.31,10.22,1.26,8.1,0.00
Ron Wiggins,Jacksonville State,EastMi,JacSt,-,-,193,6.10,196,6.84,35.81,7.00,5.1,0.33,5.70,0.73,7.8,0.00
