,,Week 8 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Mason Taylor,LSU,Ark,LSU,-,-,16,6.17,11,9.92,40.27,3.75,10.7,0.36,0.00,0.00,0.0,0.00
Rivaldo Fairweather,Auburn,Missou,Auburn,-,-,17,5.99,20,8.93,30.53,2.94,10.4,0.49,0.00,0.00,0.0,0.00
John Michael Gyllenborg,Wyoming,SJSU,Wyo,-,-,18,5.84,18,9.03,37.67,3.19,11.8,0.34,0.00,0.00,0.0,0.00
Benjamin Yurosek,Georgia,Tex,UGa,-,-,19,5.73,24,8.50,34.48,2.76,12.5,0.38,0.00,0.00,0.0,0.00
Garrett Oakley,Kansas State,WVU,KanSt,-,-,20,5.70,22,8.65,37.30,2.95,12.6,0.33,0.00,0.00,0.0,0.00
Sam Roush,Stanford,SMU,SMU,-,-,21,5.70,13,9.64,41.40,3.94,10.5,0.26,0.17,0.09,1.9,0.00
Benjamin Brahmer,Iowa State,UCF,UCF,-,-,22,5.59,21,8.86,39.55,3.27,12.1,0.27,0.00,0.00,0.0,0.00
Max Klare,Purdue,Oregon,Oregon,-,-,23,5.54,19,8.96,33.15,3.43,9.7,0.37,0.00,0.00,0.0,0.00
Amari Niblack,Texas,UGa,UGa,-,-,24,5.38,28,8.04,38.75,2.67,14.5,0.25,0.00,0.00,0.0,0.00
Mitchell Evans,Notre Dame,GaTech,ND,-,-,25,5.36,26,8.10,34.75,2.75,12.6,0.31,0.00,0.00,0.0,0.00
Seydou Traore,Mississippi State,TexA&M,TexA&M,-,-,26,5.36,29,8.03,30.76,2.67,11.5,0.38,0.00,0.00,0.0,0.00
Arlis Boardingham,Florida,Kty,Kty,-,-,27,5.28,30,8.01,31.00,2.73,11.4,0.36,0.00,0.00,0.0,0.00
DJ Thomas-Jones,South Alabama,Troy,Troy,-,-,28,5.22,31,7.98,23.62,2.76,8.6,0.48,0.00,0.00,0.0,0.00
Tanner Koziol,Ball State,Vandy,BallSt,-,-,29,5.18,23,8.61,31.20,3.43,9.1,0.34,0.00,0.00,0.0,0.00
Brett Norfleet,Missouri,Auburn,Auburn,-,-,30,5.15,34,7.53,26.69,2.38,11.2,0.41,0.00,0.00,0.0,0.00
Anthony Torres,Toledo,NIU,Toledo,-,-,31,5.13,41,7.18,37.11,2.05,18.1,0.24,0.00,0.00,0.0,0.00
Kole Taylor,West Virginia,KanSt,KanSt,-,-,32,4.98,33,7.54,35.36,2.56,13.8,0.24,0.00,0.00,0.0,0.00
Corey Dyches,California,NCSU,NCSU,-,-,33,4.97,25,8.46,39.02,3.48,11.2,0.18,0.00,0.00,0.0,0.00
Kendall Karr,Coastal Carolina,UL-Laf,UL-Laf,-,-,34,4.94,40,7.19,21.28,2.25,9.5,0.47,0.00,0.00,0.0,0.00
Keanu Hill,BYU,OkSt,OkSt,-,-,35,4.91,27,8.06,37.96,3.15,12.1,0.19,0.00,0.00,0.0,0.00
Ethan Conner,Troy,USA,Troy,-,-,36,4.85,36,7.47,30.08,2.62,11.5,0.31,0.00,0.00,0.0,0.00
Thomas Fidone,Nebraska,Ind,Neb,-,-,37,4.70,38,7.28,27.00,2.58,10.5,0.33,0.00,0.00,0.0,0.00
Terrance Carter,Louisiana-Lafayette,CoastC,UL-Laf,-,-,38,4.66,32,7.64,27.76,2.98,9.3,0.31,0.00,0.00,0.0,0.00
Elijah Arroyo,Miami,Lou,Mia-Fl,-,-,39,4.64,37,7.43,24.09,2.79,8.6,0.37,0.00,0.00,0.0,0.00
Jalin Conyers,Texas Tech,Baylor,Baylor,-,-,40,4.54,47,6.86,26.16,2.32,11.3,0.32,0.00,0.00,0.0,0.00
Boden Groen,Rice,Tulane,Rice,-,-,41,4.54,35,7.50,31.04,2.96,10.5,0.24,0.00,0.00,0.0,0.00
Mark Redman,Louisville,Mia-Fl,Mia-Fl,-,-,42,4.48,39,7.19,29.35,2.71,10.8,0.26,0.00,0.00,0.0,0.00
Kamari Morales,Boston College,VaTech,BC,-,-,43,4.47,42,7.08,34.26,2.61,13.1,0.17,0.00,0.00,0.0,0.00
Michael Trigg,Baylor,TxTch,Baylor,-,-,44,4.46,43,6.96,29.58,2.50,11.8,0.25,0.00,0.00,0.0,0.00
Alex Bauman,Tulane,Rice,Rice,-,-,45,4.31,55,6.41,20.63,2.10,9.8,0.38,0.00,0.00,0.0,0.00
Moliki Matavao,UCLA,Rut,UCLA,-,-,46,4.23,51,6.58,26.70,2.35,11.4,0.26,0.00,0.00,0.0,0.00
Mason Williams,Ohio,Mia-O,Ohio,-,-,47,4.22,49,6.71,26.22,2.49,10.5,0.27,0.00,0.00,0.0,0.00
Randy Pittman,Central Florida,IaSt,UCF,-,-,48,4.17,46,6.87,31.30,2.70,11.6,0.17,0.00,0.00,0.0,0.00
Tyler Fromm,Georgia Southern,JMU,JMU,-,-,49,4.15,56,6.38,24.74,2.23,11.1,0.28,0.00,0.00,0.0,0.00
Joey Beljan,Cincinnati,AriSt,AriSt,-,-,50,4.07,62,6.02,22.73,1.95,11.7,0.30,0.00,0.00,0.0,0.00
Nicky Dalmolin,Duke,FlaSt,FlaSt,-,-,51,4.07,50,6.67,29.49,2.60,11.3,0.19,0.00,0.00,0.0,0.00
Markeston Douglas,Arizona State,Cin,AriSt,-,-,52,4.07,54,6.45,29.24,2.38,12.3,0.19,0.00,0.00,0.0,0.00
Jaxxon Warren,Colorado State,AF,ColoSt,-,-,53,4.07,48,6.73,29.24,2.67,11.0,0.19,0.00,0.00,0.0,0.00
Bryce Damous,UAB,USF,UAB,-,-,54,4.03,60,6.06,22.84,2.03,11.3,0.29,0.00,0.00,0.0,0.00
Brady Hunt,South Carolina,Okla,SCar,-,-,55,4.01,45,6.90,29.87,2.89,10.3,0.17,0.00,0.00,0.0,0.00
Donovan Green,Texas A&M,MissSt,TexA&M,-,-,56,3.98,64,5.95,24.34,1.97,12.4,0.26,0.00,0.00,0.0,0.00
Colin Weber,UNC Charlotte,Navy,Char,-,-,57,3.98,44,6.90,34.83,2.92,11.9,0.08,0.00,0.00,0.0,0.00
Jack Endries,California,NCSU,NCSU,-,-,58,3.97,53,6.46,29.07,2.49,11.7,0.18,0.00,0.00,0.0,0.00
Preston Howard,Maryland,USC,USC,-,-,59,3.95,58,6.22,28.55,2.27,12.6,0.18,0.00,0.00,0.0,0.00
Blake Bosma,Western Michigan,Buff,WestMI,-,-,60,3.94,61,6.03,28.45,2.09,13.6,0.18,0.00,0.00,0.0,0.00
Cameron Hite,Wake Forest,UConn,Wake,-,-,61,3.86,66,5.81,22.76,1.94,11.7,0.26,0.00,0.00,0.0,0.00
Anthony Landphere,Memphis,NorTx,NorTx,-,-,62,3.84,59,6.18,20.85,2.34,8.9,0.29,0.00,0.00,0.0,0.00
Manny Stevenson,Arkansas State,SouMis,ArkSt,-,-,63,3.81,52,6.48,20.95,2.67,7.8,0.29,0.00,0.00,0.0,0.00
Eli Stowers,Vanderbilt,BallSt,BallSt,-,-,64,3.79,67,5.75,21.00,1.95,10.8,0.15,3.45,0.98,3.5,0.08
Luke McGary,Tulsa,Temple,Tulsa,-,-,65,3.69,76,5.06,18.00,1.37,13.1,0.32,0.00,0.00,0.0,0.00
Jake Boust,Fresno State,Nevada,Fres,-,-,66,3.62,70,5.52,17.29,1.89,9.1,0.32,0.00,0.00,0.0,0.00
Jared Casey,Kansas,Hou,Hou,-,-,67,3.59,68,5.59,20.92,2.00,10.5,0.25,0.00,0.00,0.0,0.00
Broc Lane,Utah State,NM,NM,-,-,68,3.54,63,6.02,25.76,2.48,10.4,0.16,0.00,0.00,0.0,0.00
Roberto Miranda,Arizona,Colo,Colo,-,-,69,3.54,69,5.59,21.16,2.05,10.3,0.24,0.00,0.00,0.0,0.00
Sam Olson,Arizona,Colo,Colo,-,-,70,3.53,71,5.43,22.10,1.90,11.6,0.22,0.00,0.00,0.0,0.00
Jermaine Terry,Oregon State,UNLV,UNLV,-,-,71,3.45,74,5.15,19.86,1.70,11.7,0.24,0.00,0.00,0.0,0.00
Mason Tharp,Texas Tech,Baylor,Baylor,-,-,72,3.41,73,5.17,18.18,1.76,10.3,0.26,0.00,0.00,0.0,0.00
Kaleo Ballungay,UNLV,OreSt,UNLV,-,-,73,3.38,83,4.86,24.89,1.48,16.8,0.15,0.00,0.00,0.0,0.00
Kyle Morlock,Florida State,Duke,FlaSt,-,-,74,3.37,72,5.27,20.49,1.90,10.8,0.22,0.00,0.00,0.0,0.00
Nick Gallo,Virginia Tech,BC,BC,-,-,75,3.36,65,5.82,22.73,2.45,9.3,0.18,0.00,0.00,0.0,0.00
Thomas Jewett,Sam Houston,WestKy,WestKy,-,-,76,3.31,57,6.35,22.41,3.04,7.4,0.18,0.00,0.00,0.0,0.00
Jake Orlando,Buffalo,WestMI,WestMI,-,-,77,3.16,75,5.13,20.34,1.97,10.3,0.19,0.00,0.00,0.0,0.00
Trace Bruckler,New Mexico,UtahSt,NM,-,-,78,3.11,84,4.85,16.89,1.74,9.7,0.24,0.00,0.00,0.0,0.00
Maliq Carr,Houston,Kansas,Hou,-,-,79,3.10,78,5.00,17.85,1.90,9.4,0.22,0.00,0.00,0.0,0.00
Kyirin Heath,Southern Miss,ArkSt,ArkSt,-,-,80,3.10,77,5.03,19.35,1.94,10.0,0.19,0.00,0.00,0.0,0.00
Chris Carter,Northern Illinois,Toledo,Toledo,-,-,81,3.05,93,4.26,17.64,1.21,14.6,0.21,0.00,0.00,0.0,0.00
Ahmon Green,Georgia State,Marsh,GaSt,-,-,82,3.04,88,4.52,12.59,1.48,8.5,0.30,0.00,0.00,0.0,0.00
Hayden Hansen,Florida,Kty,Kty,-,-,83,3.01,89,4.48,17.47,1.47,11.9,0.21,0.00,0.00,0.0,0.00
Ethan Davis,Tennessee,Ala,Ala,-,-,84,2.97,92,4.28,15.85,1.31,12.1,0.23,0.00,0.00,0.0,0.00
Addison Ostrenga,Iowa,MSU,Iowa,-,-,85,2.87,86,4.65,18.97,1.78,10.7,0.16,0.00,0.00,0.0,0.00
Oscar Cardenas,UTSA,FlaAtl,FlaAtl,-,-,86,2.81,79,4.93,18.95,2.12,8.9,0.15,0.37,0.15,2.5,0.00
Vince Brown,Colorado State,AF,ColoSt,-,-,87,2.80,81,4.90,18.98,2.10,9.0,0.15,0.00,0.00,0.0,0.00
Cole Spence,Vanderbilt,BallSt,BallSt,-,-,88,2.77,87,4.61,21.87,1.84,11.9,0.10,0.00,0.00,0.0,0.00
Jake Roberts,Oklahoma,SCar,SCar,-,-,89,2.76,85,4.66,21.60,1.90,11.4,0.10,0.00,0.00,0.0,0.00
Jordan Dingle,Kentucky,Fla,Kty,-,-,90,2.75,98,3.95,21.50,1.20,17.9,0.10,0.00,0.00,0.0,0.00
Will Swanson,Kansas State,WVU,KanSt,-,-,91,2.71,99,3.76,14.42,1.05,13.7,0.21,0.00,0.00,0.0,0.00
Cade Conley,Marshall,GaSt,GaSt,-,-,92,2.69,82,4.89,20.90,2.20,9.5,0.10,0.00,0.00,0.0,0.00
Landen King,Utah,TCU,TCU,-,-,93,2.68,97,3.95,14.00,1.26,11.1,0.21,0.21,0.11,1.9,0.00
Andrew Savaiinaea,Nevada,Fres,Fres,-,-,94,2.64,90,4.37,16.89,1.74,9.7,0.16,0.00,0.00,0.0,0.00
Lake McRee,USC,MD,USC,-,-,95,2.63,94,4.25,17.08,1.62,10.5,0.15,0.00,0.00,0.0,0.00
Trevor Stephens,New Mexico State,LaTech,LaTech,-,-,96,2.51,91,4.37,20.19,1.86,10.9,0.08,0.00,0.00,0.0,0.00
CJ Dippre,Alabama,Tenn,Ala,-,-,97,2.47,95,4.05,14.67,1.58,9.3,0.17,0.00,0.00,0.0,0.00
Nate Jones,Louisiana Tech,NMSt,LaTech,-,-,98,2.36,80,4.93,22.76,2.58,8.8,0.00,0.80,0.27,3.0,0.00
Tucker Ashcraft,Wisconsin,NW,Wisc,-,-,99,2.35,100,3.71,13.92,1.36,10.2,0.16,0.00,0.00,0.0,0.00
Riley Nowakowski,Wisconsin,NW,Wisc,-,-,100,2.31,102,3.55,11.71,1.24,9.4,0.19,0.00,0.00,0.0,0.00
Casey Kelly,East Carolina,Army,ECU,-,-,101,2.26,96,3.99,17.84,1.74,10.3,0.08,0.00,0.00,0.0,0.00
Carson Kent,Kennesaw State,MiddTn,KennSt,-,-,102,2.18,103,3.43,16.83,1.25,13.5,0.08,0.00,0.00,0.0,0.00
Zach Horton,Indiana,Neb,Neb,-,-,103,2.14,104,3.39,13.17,1.24,10.6,0.14,0.00,0.00,0.0,0.00
Cooper Mathers,Washington State,Hawaii,Hawaii,-,-,104,2.12,101,3.63,17.03,1.52,11.2,0.07,0.00,0.00,0.0,0.00
Marshall Lang,Northwestern,Wisc,Wisc,-,-,105,2.00,105,3.36,14.55,1.36,10.7,0.09,0.00,0.00,0.0,0.00
Victor Konopka,Rutgers,UCLA,UCLA,-,-,106,1.96,110,3.11,11.07,1.14,9.7,0.14,0.00,0.00,0.0,0.00
Dylan Wade,Maryland,USC,USC,-,-,107,1.95,112,3.02,10.23,1.08,9.5,0.15,0.00,0.00,0.0,0.00
Avery Boyd,Georgia Tech,ND,ND,-,-,108,1.91,123,2.45,7.13,0.53,13.5,0.20,0.00,0.00,0.0,0.00
Sam Hart,Colorado,Ari,Colo,-,-,109,1.89,108,3.22,12.22,1.33,9.2,0.11,0.00,0.00,0.0,0.00
Patrick Herbert,Oregon,Purdue,Oregon,-,-,110,1.88,122,2.59,10.21,0.71,14.4,0.14,0.00,0.00,0.0,0.00
Jeremiah Franklin,Boston College,VaTech,BC,-,-,111,1.87,116,2.91,12.95,1.05,12.3,0.10,0.00,0.00,0.0,0.00
Konner Fox,Texas State,ODU,TxSt,-,-,112,1.83,115,2.92,12.82,1.09,11.8,0.09,0.00,0.00,0.0,0.00
Rocky Beers,Florida International,UTEP,FIU,-,-,113,1.81,106,3.29,13.63,1.48,9.2,0.07,0.00,0.00,0.0,0.00
George Burhenn,Purdue,Oregon,Oregon,-,-,114,1.73,113,2.97,13.17,1.24,10.6,0.07,0.00,0.00,0.0,0.00
Evan King,Buffalo,WestMI,WestMI,-,-,115,1.72,114,2.96,13.03,1.24,10.5,0.07,0.00,0.00,0.0,0.00
Tyler Foster,Oklahoma State,BYU,OkSt,-,-,116,1.68,111,3.06,12.15,1.38,8.8,0.08,0.00,0.00,0.0,0.00
Blake Daniels,Eastern Michigan,CentMi,CentMi,-,-,117,1.65,118,2.69,11.68,1.04,11.2,0.08,0.00,0.00,0.0,0.00
Holden Staes,Tennessee,Ala,Ala,-,-,118,1.65,124,2.27,7.31,0.62,11.8,0.15,0.00,0.00,0.0,0.00
Reese Clark,Temple,Tulsa,Tulsa,-,-,119,1.64,109,3.13,12.00,1.48,8.1,0.07,0.00,0.00,0.0,0.00
Weston Wolff,South Florida,UAB,UAB,-,-,120,1.61,107,3.27,16.08,1.67,9.6,0.00,0.00,0.00,0.0,0.00
Lawson Luckie,Georgia,Tex,UGa,-,-,121,1.52,125,2.15,7.75,0.63,12.3,0.13,0.00,0.00,0.0,0.00
Jace Henry,Nevada,Fres,Fres,-,-,122,1.51,119,2.66,10.86,1.14,9.5,0.07,0.00,0.00,0.0,0.00
Jaleel Skinner,Louisville,Mia-Fl,Mia-Fl,-,-,123,1.51,126,2.14,7.63,0.63,12.1,0.13,0.00,0.00,0.0,0.00
Marlin Klein,Michigan,Ill,Mich,-,-,124,1.47,121,2.61,8.95,1.14,7.9,0.10,0.00,0.00,0.0,0.00
Jalen Butler,Old Dominion,TxSt,TxSt,-,-,125,1.45,117,2.83,9.85,1.38,7.1,0.08,0.00,0.00,0.0,0.00
Gunnar Helm,Texas,UGa,UGa,-,-,126,1.33,127,2.02,8.69,0.69,12.6,0.08,0.00,0.00,0.0,0.00
Jere Getzinger,Eastern Michigan,CentMi,CentMi,-,-,127,1.29,120,2.62,7.92,1.33,6.0,0.08,0.00,0.00,0.0,0.00
Brennan Parachek,Michigan State,Iowa,Iowa,-,-,128,1.27,130,1.85,7.67,0.58,13.2,0.08,0.00,0.00,0.0,0.00
Sackett Wood,Virginia,Clem,UVa,-,-,129,1.23,133,1.79,8.50,0.56,15.2,0.06,0.00,0.00,0.0,0.00
Carson Tabaracci,USC,MD,USC,-,-,130,1.21,128,2.01,6.10,0.80,7.6,0.10,0.00,0.00,0.0,0.00
Ty Washington,Arkansas,LSU,LSU,-,-,131,1.19,129,1.86,7.93,0.67,11.8,0.07,0.00,0.00,0.0,0.00
Tyler Neville,Virginia,Clem,UVa,-,-,132,1.18,131,1.80,8.00,0.63,12.7,0.06,0.00,0.00,0.0,0.00
Stevo Klotz,Iowa State,UCF,UCF,-,-,133,1.15,132,1.79,6.09,0.64,9.5,0.09,0.00,0.00,0.0,0.00
Josh Kattus,Kentucky,Fla,Kty,-,-,134,1.10,137,1.57,7.47,0.47,15.9,0.06,0.00,0.00,0.0,0.00
Khamari Anderson,Kentucky,Fla,Kty,-,-,135,1.07,138,1.57,5.67,0.50,11.3,0.08,0.00,0.00,0.0,0.00
Bauer Sharp,Oklahoma,SCar,SCar,-,-,136,1.04,135,1.68,6.82,0.65,10.5,0.06,0.00,0.00,0.0,0.00
Thomas Gordon,Northwestern,Wisc,Wisc,-,-,137,1.00,134,1.69,6.25,0.69,9.1,0.06,0.00,0.00,0.0,0.00
Trevor Kardell,Kansas,Hou,Hou,-,-,138,0.98,136,1.58,5.80,0.60,9.7,0.07,0.00,0.00,0.0,0.00
Preston Daniel,Miami (OH),Ohio,Ohio,-,-,139,0.91,139,1.51,3.10,0.60,5.2,0.10,0.00,0.00,0.0,0.00
Jack Pedersen,UCLA,Rut,UCLA,-,-,140,0.65,140,1.25,6.50,0.60,10.8,0.00,0.00,0.00,0.0,0.00
Juice Vereen,North Carolina State,Cal,NCSU,-,-,141,0.56,141,1.14,5.58,0.58,9.6,0.00,0.00,0.00,0.0,0.00
Tanner Arkin,Illinois,Mich,Mich,-,-,142,0.44,142,1.02,4.35,0.59,7.4,0.00,0.00,0.00,0.0,0.00
Sage Ennis,Virginia,Clem,UVa,-,-,143,0.00,145,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Cole Rusk,Illinois,Mich,Mich,-,-,144,0.00,143,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Brett Seither,Georgia Tech,ND,ND,-,-,145,0.00,144,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
