,,Week 4 Game,,,,Standard,,PPR,,Passing,,,,Rushing,,,
Grayson McCall,North Carolina State,Clem,NCSU,-,-,19,21.85,19,21.85,235.63,1.78,0.85,12.1,22.61,8.13,2.8,0.51
Preston Stone,SMU,TCU,TCU,-,-,20,21.47,20,21.47,261.65,2.02,0.84,13.6,14.14,5.22,2.7,0.25
Conner Weigman,Texas A&M,BGSU,BGSU,-,-,21,21.42,21,21.42,247.83,1.86,0.68,12.5,20.16,5.76,3.5,0.34
Riley Leonard,Notre Dame,Mia-O,Mia-O,-,-,22,21.34,22,21.34,215.75,2.06,0.41,13.8,24.82,5.03,4.9,0.33
Taylen Green,Arkansas,Auburn,Ark,-,-,23,21.32,23,21.32,212.94,1.43,1.18,12.1,40.67,9.66,4.2,0.50
Gio Lopez,South Alabama,App,USA,-,-,24,21.32,24,21.32,238.64,1.71,0.90,11.7,24.98,6.75,3.7,0.41
Quinn Ewers,Texas,UL-Mon,UL-Mon,-,-,25,21.22,25,21.22,286.78,1.91,0.58,12.9,6.07,4.99,1.2,0.25
Jaylen Raynor,Arkansas State,IaSt,ArkSt,-,-,26,21.21,26,21.21,238.08,1.51,0.75,14.6,31.35,10.81,2.9,0.42
Miller Moss,USC,Mich,USC,-,-,27,21.16,27,21.16,277.17,2.05,0.77,13.0,8.38,3.68,2.3,0.17
DJ Uiagalelei,Florida State,Cal,Cal,-,-,28,21.06,28,21.06,238.60,1.78,0.68,13.5,18.63,7.20,2.6,0.42
Donovan Smith,Houston,Cin,Hou,-,-,29,20.96,29,20.96,214.82,1.76,0.92,11.9,28.08,9.39,3.0,0.42
Maddux Madsen,Boise State,PorSt,PorSt,-,-,30,20.49,30,20.49,232.23,1.83,0.83,13.4,18.94,5.23,3.6,0.33
LaNorris Sellers,South Carolina,Akron,Akron,-,-,31,20.43,31,20.43,238.41,1.32,0.74,12.5,31.25,8.93,3.5,0.41
Tyler Shough,Louisville,GaTech,GaTech,-,-,32,20.40,32,20.40,247.63,1.84,1.00,11.5,16.37,5.26,3.1,0.25
Brayden Schager,Hawaii,UNI,UNI,-,-,33,20.31,33,20.31,276.90,2.02,1.09,10.6,6.48,8.17,0.8,0.08
Jalon Daniels,Kansas,WVU,Kansas,-,-,34,19.98,34,19.98,204.04,1.60,0.34,12.8,28.97,9.01,3.2,0.42
JC French,Georgia Southern,Miss,GaSo,-,-,35,19.95,35,19.95,267.83,1.83,1.08,10.7,9.00,6.00,1.5,0.17
Cameron Rising,Utah,OkSt,Utah,-,-,36,19.80,36,19.80,210.63,1.65,0.58,12.1,27.91,5.61,5.0,0.33
Dequan Finn,Baylor,Colo,Baylor,-,-,37,19.78,37,19.78,227.31,1.54,1.00,12.1,26.92,6.92,3.9,0.31
Nicholas Vattiato,Middle Tenn. St,Duke,Duke,-,-,38,19.73,38,19.73,232.58,1.66,0.99,12.2,23.04,7.96,2.9,0.25
Tucker Gleason,Toledo,WestKy,Toledo,-,-,39,19.72,39,19.72,202.58,1.52,0.68,12.6,35.18,8.78,4.0,0.34
Josh Hoover,TCU,SMU,TCU,-,-,40,19.59,40,19.59,281.45,1.77,1.18,12.3,2.28,3.80,0.6,0.17
John Mateer,Washington State,SJSU,SJSU,-,-,41,19.58,41,19.58,232.36,1.52,0.76,11.5,21.56,8.27,2.6,0.34
TJ Finley,Western Kentucky,Toledo,Toledo,-,-,42,19.57,42,19.57,251.77,2.00,0.91,11.0,5.16,3.99,1.3,0.17
E.J. Warner,Rice,Army,Rice,-,-,43,19.51,43,19.51,244.28,2.28,0.93,12.0,0.93,3.22,0.3,0.08
Rocco Becht,Iowa State,ArkSt,ArkSt,-,-,44,19.40,44,19.40,246.25,1.85,0.67,13.3,6.15,6.07,1.0,0.25
Kurtis Rourke,Indiana,Char,Char,-,-,45,19.35,45,19.35,241.47,1.57,0.66,11.2,19.31,6.44,3.0,0.25
Brayden Fowler-Nicolosi,Colorado State,UTEP,UTEP,-,-,46,19.17,46,19.17,289.81,1.81,1.32,11.6,-1.73,2.89,-0.6,0.08
Logan Smothers,Jacksonville State,SouMis,SouMis,-,-,47,18.97,47,18.97,130.40,0.91,0.66,10.9,51.21,14.19,3.6,0.83
Ashton Daniels,Stanford,Syr,Stan,-,-,48,18.90,48,18.90,243.25,1.26,0.93,11.5,26.07,9.34,2.8,0.25
Cade Klubnik,Clemson,NCSU,NCSU,-,-,49,18.85,49,18.85,233.88,1.65,0.74,10.1,14.17,9.47,1.5,0.25
Ethan Vasko,Coastal Carolina,UVa,UVa,-,-,50,18.70,50,18.70,209.84,1.65,0.58,11.4,27.20,6.51,4.2,0.16
Aidan Chiles,Michigan State,BC,MSU,-,-,51,18.69,51,18.69,226.52,1.43,1.01,13.7,23.77,6.07,3.9,0.25
Jase Bauer,Sam Houston,NMSt,NMSt,-,-,52,18.62,52,18.62,223.18,1.34,1.00,10.2,23.47,8.35,2.8,0.33
Jack Turner,Louisiana Tech,Tulsa,Tulsa,-,-,53,18.56,53,18.56,234.20,1.27,1.10,11.4,16.02,7.25,2.2,0.42
Luke Altmyer,Illinois,Neb,Ill,-,-,54,18.53,54,18.53,224.40,1.50,1.25,11.4,20.38,9.27,2.2,0.25
Devon Dampier,New Mexico,Fres,Fres,-,-,55,18.50,55,18.50,217.63,1.41,0.99,12.2,16.87,6.20,2.7,0.41
Blake Shapen,Mississippi State,Fla,Fla,-,-,56,18.44,56,18.44,228.07,1.51,0.76,12.6,12.52,6.55,1.9,0.34
Mikey Keene,Fresno State,NM,Fres,-,-,57,18.13,57,18.13,274.68,2.10,1.01,10.5,-17.65,4.45,-4.0,0.08
Anthony Colandrea,Virginia,CoastC,UVa,-,-,58,18.01,58,18.01,226.52,1.40,1.05,11.8,28.38,9.78,2.9,0.09
Drew Allar,Penn State,KentSt,KentSt,-,-,59,18.00,59,18.00,179.45,1.82,0.25,12.5,20.52,6.21,3.3,0.25
Graham Mertz,Florida,MissSt,Fla,-,-,60,17.96,60,17.96,252.82,1.76,0.59,11.6,-6.95,5.78,-1.2,0.25
Brendan Sorsby,Cincinnati,Hou,Hou,-,-,61,17.93,61,17.93,192.98,1.43,0.59,11.7,24.98,8.63,2.9,0.34
Alan Bowman,Oklahoma State,Utah,Utah,-,-,62,17.88,62,17.88,280.00,1.51,1.09,11.3,1.51,2.09,0.7,0.08
Behren Morton,Texas Tech,AriSt,AriSt,-,-,63,17.87,63,17.87,233.83,1.73,0.99,10.4,0.91,3.63,0.3,0.25
Hudson Card,Purdue,OreSt,Purdue,-,-,64,17.84,64,17.84,207.96,1.25,0.66,11.4,20.36,7.81,2.6,0.42
Will Rogers,Washington,NW,NW,-,-,65,17.47,65,17.47,258.10,1.90,0.74,11.2,-4.63,3.31,-1.4,0.00
Parker Navarro,Ohio,Kty,Ohio,-,-,66,17.42,66,17.42,195.85,1.15,1.07,11.3,30.15,8.13,3.7,0.33
Brett Gabbert,Miami (OH),ND,Mia-O,-,-,67,17.35,67,17.35,190.76,1.61,0.85,14.0,17.76,6.43,2.8,0.25
Diego Pavia,Vanderbilt,Missou,Vandy,-,-,68,17.25,68,17.25,177.42,1.23,0.82,13.0,32.68,8.19,4.0,0.33
Spencer Petras,Utah State,Temple,UtahSt,-,-,69,17.19,69,17.19,242.88,1.59,2.17,12.2,1.25,6.10,0.2,0.17
Payton Thorne,Auburn,Ark,Ark,-,-,70,17.10,70,17.10,176.92,1.52,1.02,10.9,29.05,9.65,3.0,0.17
Max Brown,UNC Charlotte,Ind,Char,-,-,71,16.95,71,16.95,185.67,1.25,1.08,9.9,30.25,10.42,2.9,0.25
Keyone Jenkins,Florida International,Monm,Monm,-,-,72,16.54,72,16.54,224.38,1.18,1.01,11.7,2.88,9.56,0.3,0.42
Cam Fancher,Florida Atlantic,UConn,FlaAtl,-,-,73,16.38,73,16.38,195.05,1.15,1.07,9.7,19.98,8.72,2.3,0.33
Brock Vandagriff,Kentucky,Ohio,Ohio,-,-,74,16.34,74,16.34,202.25,1.48,0.82,12.9,13.34,4.45,3.0,0.16
Kyle McCord,Syracuse,Stan,Stan,-,-,75,16.24,75,16.24,247.91,1.68,0.76,12.1,-3.95,2.60,-1.5,0.00
Maalik Murphy,Duke,MiddTn,Duke,-,-,76,16.20,76,16.20,222.14,1.53,1.21,12.4,2.41,3.06,0.8,0.16
Goose Crowder,Troy,FlaA&M,FlaA&M,-,-,77,16.04,77,16.04,209.75,1.42,1.17,12.0,9.83,4.67,2.1,0.17
Ty Thompson,Tulane,UL-Laf,Tulane,-,-,78,16.01,78,16.01,200.00,1.41,0.66,13.2,13.62,3.99,3.4,0.17
Evan Svoboda,Wyoming,NorTx,Wyo,-,-,79,15.88,79,15.88,192.40,1.26,0.84,10.8,16.09,5.14,3.1,0.25
Gevani McCoy,Oregon State,Purdue,Purdue,-,-,80,15.73,80,15.73,208.72,1.60,0.84,11.5,4.88,3.28,1.5,0.08
Ethan Garbers,UCLA,LSU,UCLA,-,-,81,15.55,81,15.55,201.34,1.40,0.82,11.9,14.21,5.26,2.7,0.08
Bryson Daily,Army,Rice,Rice,-,-,82,15.31,82,15.31,79.44,0.59,0.59,15.2,67.60,17.80,3.8,0.50
Nate Yarnell,Pittsburgh,YSU,YSU,-,-,83,14.86,83,14.86,201.20,1.36,0.76,10.4,3.57,5.27,0.7,0.17
Tate Rodemaker,Southern Miss,JacSt,SouMis,-,-,84,14.84,84,14.84,194.22,1.49,1.16,11.3,6.05,6.05,1.0,0.08
Athan Kaliakmanis,Rutgers,VaTech,Rut,-,-,85,14.32,85,14.32,157.56,1.25,0.75,11.6,15.37,6.15,2.5,0.25
Owen McCown,UTSA,HouChr,HouChr,-,-,86,14.29,86,14.29,167.09,1.14,0.65,11.7,15.54,4.99,3.1,0.25
General Booty,Louisiana-Monroe,Tex,UL-Mon,-,-,87,14.18,87,14.18,175.29,1.15,0.98,12.3,15.84,7.22,2.2,0.16
Malachi Nelson,Boise State,PorSt,PorSt,-,-,88,14.16,89,14.16,224.00,0.00,0.00,14.0,52.00,16.00,3.3,0.00
Jake Retzlaff,BYU,KanSt,KanSt,-,-,89,14.16,88,14.16,154.25,1.00,0.50,11.6,14.92,6.75,2.2,0.42
Kadin Semonza,Ball State,CentMi,BallSt,-,-,90,13.79,90,13.79,182.80,1.34,1.17,10.4,6.12,6.12,1.0,0.08
Ben Finley,Akron,SCar,Akron,-,-,91,13.59,91,13.59,190.33,1.27,0.93,11.4,3.89,4.91,0.8,0.08
Fernando Mendoza,California,FlaSt,Cal,-,-,92,13.58,92,13.58,155.50,1.19,0.85,11.5,10.71,6.04,1.8,0.26
Alex Orji,Michigan,USC,USC,-,-,93,13.50,93,13.50,154.29,1.01,0.59,12.3,17.82,4.12,4.3,0.25
Joe Labas,Central Michigan,BallSt,BallSt,-,-,94,13.45,94,13.45,169.95,1.16,0.91,11.9,10.26,6.87,1.5,0.17
Cade McNamara,Iowa,Minn,Iowa,-,-,95,13.03,95,13.03,175.71,1.15,0.82,12.0,4.19,5.17,0.8,0.16
Taisun Phommachanh,Massachusetts,CentCt,CentCt,-,-,96,12.94,96,12.94,178.27,0.91,0.66,10.8,6.94,6.28,1.1,0.25
Dylan Raiola,Nebraska,Ill,Ill,-,-,97,12.92,97,12.92,165.86,1.15,0.66,12.4,6.76,4.54,1.5,0.16
Conner Harrell,North Carolina,JMU,JMU,-,-,98,12.80,98,12.80,167.92,1.07,0.66,13.0,8.15,3.87,2.1,0.16
Max Brosmer,Minnesota,Iowa,Iowa,-,-,99,12.50,100,12.50,151.96,1.23,0.66,12.4,5.09,3.94,1.3,0.16
Blake Horvath,Navy,Mem,Mem,-,-,100,12.50,99,12.50,100.68,0.82,0.33,13.3,37.42,9.13,4.1,0.24
Cole Snyder,Eastern Michigan,StF-Pa,StF-Pa,-,-,101,12.15,101,12.15,167.75,1.01,0.76,10.2,9.00,5.97,1.5,0.08
Connor Bazelak,Bowling Green,TexA&M,BGSU,-,-,102,11.44,102,11.44,175.17,1.01,0.67,11.6,-11.20,5.13,-2.2,0.25
Dylan Morris,James Madison,UNC,JMU,-,-,103,11.25,103,11.25,146.60,0.93,1.01,12.5,6.59,5.49,1.2,0.17
Cardell Williams,Tulsa,LaTech,Tulsa,-,-,104,11.11,104,11.11,85.49,0.73,0.57,14.5,18.68,4.77,3.9,0.49
Ethan Hampton,Northern Illinois,Buff,Buff,-,-,105,11.01,105,11.01,136.07,0.85,0.77,11.8,6.07,4.19,1.4,0.26
Sam Leavitt,Arizona State,TxTch,AriSt,-,-,106,10.95,106,10.95,147.02,0.92,0.74,11.6,10.24,2.70,3.8,0.06
Jack Shields,Buffalo,NIU,Buff,-,-,107,10.81,107,10.81,140.24,0.73,0.90,12.5,12.82,3.67,3.5,0.16
Mike Wright,Northwestern,Wash,NW,-,-,108,10.48,108,10.48,97.09,0.59,0.59,9.8,27.06,6.60,4.1,0.25
Brendon Lewis,Nevada,EastWa,EastWa,-,-,109,10.37,109,10.37,110.02,0.66,0.58,10.4,23.23,5.81,4.0,0.17
Ben Wooldridge,Louisiana-Lafayette,Tulane,Tulane,-,-,110,10.29,110,10.29,103.10,0.81,0.24,11.6,14.73,3.64,4.0,0.24
Devin Kargman,Kent,PSU,KentSt,-,-,111,10.23,111,10.23,153.48,1.01,0.84,10.9,-9.39,6.71,-1.4,0.17
Joseph Fagnano,UConn,FlaAtl,FlaAtl,-,-,112,10.10,112,10.10,142.67,0.75,0.75,10.7,8.92,3.92,2.3,0.08
Chandler Fields,Louisiana-Lafayette,Tulane,Tulane,-,-,113,9.76,113,9.76,103.75,0.81,0.32,11.8,9.14,3.64,2.5,0.24
MJ Morris,Maryland,Vill,Vill,-,-,114,9.72,114,9.72,137.80,0.76,0.68,12.1,1.36,3.98,0.3,0.17
Cade McConnell,UTEP,ColoSt,UTEP,-,-,115,9.43,115,9.43,129.80,0.76,0.51,12.7,6.93,4.65,1.5,0.08
Kirk Francis,Tulsa,LaTech,Tulsa,-,-,116,8.95,116,8.95,131.14,0.92,0.50,13.7,0.17,1.93,0.1,0.00
Katin Houser,East Carolina,Lib,ECU,-,-,117,8.93,117,8.93,142.10,0.84,0.50,11.7,-1.18,4.03,-0.3,0.00
Evan Simon,Temple,UtahSt,UtahSt,-,-,118,8.90,118,8.90,144.25,0.76,0.93,9.9,0.85,4.31,0.2,0.00
Max Johnson,North Carolina,JMU,JMU,-,-,119,8.69,119,8.69,112.00,0.74,0.33,12.8,2.55,4.86,0.5,0.16
Emmett Brown,San Jose State,WashSt,SJSU,-,-,120,8.40,120,8.40,117.55,0.74,0.66,10.8,2.31,2.89,0.8,0.08
Chandler Rogers,California,FlaSt,Cal,-,-,121,8.32,121,8.32,103.43,0.76,0.17,12.0,6.19,2.46,2.5,0.08
CJ Ogbonna,Buffalo,NIU,Buff,-,-,122,7.98,122,7.98,93.65,0.51,0.60,12.8,11.61,3.07,3.8,0.17
Walker Eget,San Jose State,WashSt,SJSU,-,-,123,7.97,123,7.97,113.75,0.66,0.66,10.9,2.81,2.81,1.0,0.08
Skyler Locklear,UTEP,ColoSt,UTEP,-,-,124,5.94,124,5.94,85.35,0.42,0.25,12.3,3.30,3.30,1.0,0.08
Cole Pennington,Marshall,OhioSt,Marsh,-,-,125,5.70,125,5.70,69.13,0.51,0.42,10.9,3.98,1.44,2.8,0.08
Braylon Braxton,Marshall,OhioSt,Marsh,-,-,126,5.67,126,5.67,70.23,0.42,0.42,11.1,6.60,1.61,4.1,0.08
Alonza Barnett,James Madison,UNC,JMU,-,-,127,5.64,127,5.64,55.75,0.33,0.41,12.5,10.97,2.47,4.4,0.16
Beau Pribula,Penn State,KentSt,KentSt,-,-,128,5.60,128,5.60,23.32,0.29,0.10,12.7,17.61,3.29,5.4,0.29
Jake Garcia,East Carolina,Lib,ECU,-,-,129,5.47,129,5.47,94.76,0.49,0.33,12.2,-2.78,3.92,-0.7,0.00
Santino Marucci,New Mexico State,SamHou,NMSt,-,-,130,5.45,130,5.45,70.00,0.48,0.56,11.9,2.34,2.90,0.8,0.08
Eddie Lee Marburger,UTSA,HouChr,HouChr,-,-,131,5.43,131,5.43,69.03,0.48,0.24,11.0,2.50,2.50,1.0,0.08
Parker Awad,New Mexico State,SamHou,NMSt,-,-,132,5.16,132,5.16,52.82,0.34,0.34,11.4,11.53,2.92,3.9,0.09
Stone Earle,Marshall,OhioSt,Marsh,-,-,133,5.14,133,5.14,71.33,0.42,0.42,11.4,5.92,1.35,4.4,0.00
Brady Lichtenberg,Cincinnati,Hou,Hou,-,-,134,4.68,134,4.68,21.65,0.16,0.08,12.7,17.11,4.30,4.0,0.24
Zevi Eckhaus,Washington State,SJSU,SJSU,-,-,135,4.66,135,4.66,66.75,0.37,0.37,11.9,4.87,1.50,3.2,0.00
Chubba Purdy,Nevada,EastWa,EastWa,-,-,136,4.56,136,4.56,47.18,0.24,0.24,10.7,12.08,2.86,4.2,0.08
Tyler Huff,Jacksonville State,SouMis,SouMis,-,-,137,4.44,137,4.44,31.35,0.24,0.16,130.6,12.86,3.49,3.7,0.16
Deuce Hogan,New Mexico State,SamHou,NMSt,-,-,138,4.32,138,4.32,54.37,0.34,0.34,12.2,2.49,2.49,1.0,0.09
Billy Edwards,Maryland,Vill,Vill,-,-,139,4.29,139,4.29,43.27,0.24,0.24,11.5,5.96,2.04,2.9,0.16
Jalen Macon,Northern Illinois,Buff,Buff,-,-,140,4.25,140,4.25,53.76,0.32,0.32,11.6,3.36,1.68,2.0,0.08
Forrest Brock,Temple,UtahSt,UtahSt,-,-,141,4.01,141,4.01,70.23,0.42,0.76,8.8,-4.80,4.80,-1.0,0.00
Camden Orth,Bowling Green,TexA&M,BGSU,-,-,142,3.96,142,3.96,21.00,0.09,0.09,12.1,11.18,3.73,3.0,0.27
Jack Lausch,Northwestern,Wash,NW,-,-,143,3.77,143,3.77,37.88,0.27,0.18,10.6,6.45,1.70,3.8,0.09
Gerry Bohanon,BYU,KanSt,KanSt,-,-,144,3.52,144,3.52,33.64,0.25,0.08,11.7,6.44,1.61,4.0,0.08
Jeff Sims,Arizona State,TxTch,AriSt,-,-,145,3.35,145,3.35,60.00,0.00,0.50,12.0,9.50,2.00,4.8,0.00
Cameran Brown,Texas Tech,AriSt,AriSt,-,-,146,3.33,146,3.33,23.00,0.17,0.08,10.6,7.42,1.67,4.4,0.17
Davis Warren,Michigan,USC,USC,-,-,147,2.70,147,2.70,38.75,0.25,0.17,12.2,1.50,1.00,1.5,0.00
Bert Emanuel,Central Michigan,BallSt,BallSt,-,-,148,2.62,148,2.62,19.85,0.18,0.18,12.5,5.91,1.41,4.2,0.09
McCae Hillstead,BYU,KanSt,KanSt,-,-,149,2.58,149,2.58,33.64,0.25,0.17,11.7,2.20,2.46,0.9,0.00
Heinrich Haarberg,Nebraska,Ill,Ill,-,-,150,2.57,150,2.57,19.13,0.09,0.09,11.3,8.63,2.16,4.0,0.09
Gavin Wimsatt,Kentucky,Ohio,Ohio,-,-,151,2.49,151,2.49,12.64,0.08,0.08,13.2,7.04,1.76,4.0,0.16
Ryan Hilinski,Northwestern,Wash,NW,-,-,152,2.42,152,2.42,37.25,0.18,0.09,11.3,2.15,1.07,2.0,0.00
Nate Johnson,Vanderbilt,Missou,Vandy,-,-,153,2.41,153,2.41,19.18,0.09,0.09,13.2,7.36,2.36,3.1,0.09
Nick Evers,UConn,FlaAtl,FlaAtl,-,-,154,2.30,154,2.30,33.04,0.16,0.16,10.6,3.36,1.12,3.0,0.00
Grayson Loftis,Duke,MiddTn,Duke,-,-,155,2.25,155,2.25,12.50,0.00,0.00,12.5,2.50,3.00,0.8,0.25
Caden Veltkamp,Western Kentucky,Toledo,Toledo,-,-,156,2.24,156,2.24,27.43,0.24,0.08,11.2,1.63,0.65,2.5,0.00
Kai Horton,Tulane,UL-Laf,Tulane,-,-,157,2.22,157,2.22,30.87,0.23,0.08,12.8,0.83,0.68,1.2,0.00
Cameron Edge,Maryland,Vill,Vill,-,-,158,2.07,158,2.07,34.41,0.17,0.17,13.1,0.17,0.68,0.3,0.00
Colin Parachek,Marshall,OhioSt,Marsh,-,-,159,2.01,159,2.01,24.93,0.19,0.19,11.2,2.70,1.12,2.4,0.00
Sawyer Robertson,Baylor,Colo,Baylor,-,-,160,1.69,160,1.69,31.00,0.00,0.00,12.4,4.50,1.50,3.0,0.00
Pierce Clarkson,Louisville,GaTech,GaTech,-,-,161,1.61,161,1.61,21.26,0.18,0.09,14.2,0.53,0.18,2.9,0.00
Steve Angeli,Notre Dame,Mia-O,Mia-O,-,-,162,1.59,162,1.59,17.45,0.18,0.09,13.7,1.64,0.45,3.6,0.00
Elijah Brown,Stanford,Syr,Stan,-,-,163,1.56,163,1.56,19.67,0.08,0.08,11.2,4.42,2.00,2.2,0.00
Ben Gulbranson,Oregon State,Purdue,Purdue,-,-,164,1.50,164,1.50,20.78,0.15,0.07,11.4,0.88,0.66,1.3,0.00
Devin Brown,Ohio State,Marsh,Marsh,-,-,165,1.41,165,1.41,15.70,0.15,0.07,13.2,1.93,0.74,2.6,0.00
Justin Lamson,Stanford,Syr,Stan,-,-,166,1.38,166,1.38,5.67,0.00,0.00,11.3,6.58,2.33,2.8,0.08
Brock Glenn,Florida State,Cal,Cal,-,-,167,1.35,167,1.35,7.00,0.00,0.00,12.3,2.14,1.71,1.3,0.14
Collin Schlee,Virginia Tech,Rut,Rut,-,-,168,1.30,168,1.30,7.17,0.00,0.00,10.7,10.17,1.67,6.1,0.00
Tony Muskett,Virginia,CoastC,UVa,-,-,169,1.25,169,1.25,20.93,0.07,0.07,11.0,1.17,0.95,1.2,0.00
Dematrius Davis,UTSA,HouChr,HouChr,-,-,170,1.24,170,1.24,13.43,0.10,0.10,10.8,3.24,0.86,3.8,0.00
Jayden Maiava,USC,Mich,USC,-,-,171,1.24,171,1.24,17.10,0.10,0.10,13.2,1.60,0.50,3.2,0.00
Justyn Martin,UCLA,LSU,UCLA,-,-,172,1.14,172,1.14,13.78,0.11,0.11,12.4,1.44,0.67,2.1,0.00
Bryson Barnes,Utah State,Temple,UtahSt,-,-,173,1.12,173,1.12,14.90,0.10,0.10,12.4,1.20,0.60,2.0,0.00
Ethan Crawford,Southern Miss,JacSt,SouMis,-,-,174,1.09,174,1.09,13.56,0.11,0.11,11.1,1.00,0.44,2.3,0.00
Dexter Williams,Georgia Southern,Miss,GaSo,-,-,175,1.04,175,1.04,13.52,0.08,0.08,12.1,1.76,0.56,3.1,0.00
Ryan Burger,Liberty,ECU,ECU,-,-,176,1.02,176,1.02,8.00,0.14,0.00,14.0,1.29,0.71,1.8,0.00
Gabarri Johnson,Oregon State,Purdue,Purdue,-,-,177,1.00,177,1.00,13.80,0.10,0.10,11.5,0.50,0.40,1.3,0.00
Trexler Ivey,UNC Charlotte,Ind,Char,-,-,178,0.99,178,0.99,17.60,0.10,0.20,11.0,-1.10,0.50,-2.2,0.00
Arch Manning,Texas,UL-Mon,UL-Mon,-,-,179,0.82,179,0.82,8.60,0.10,0.00,12.3,0.80,0.40,2.0,0.00
Ta'Quan Roberson,Kansas State,BYU,KanSt,-,-,180,0.78,180,0.78,7.29,0.00,0.00,12.8,4.86,1.43,3.4,0.00
Nicco Marchiol,West Virginia,Kansas,Kansas,-,-,181,0.75,181,0.75,5.00,0.00,0.00,10.0,5.50,1.50,3.7,0.00
AJ Padgett,Rice,Army,Rice,-,-,182,0.75,182,0.75,6.00,0.13,0.00,9.5,0.13,0.25,0.5,0.00
Hunter Herring,Louisiana-Monroe,Tex,UL-Mon,-,-,183,0.74,183,0.74,6.53,0.06,0.06,12.3,2.41,0.53,4.5,0.00
Drew Pyne,Missouri,Vandy,Vandy,-,-,184,0.74,184,0.74,7.73,0.09,0.00,12.1,0.64,0.36,1.8,0.00
Ajani Sheppard,Rutgers,VaTech,Rut,-,-,185,0.73,185,0.73,6.50,0.00,0.00,13.0,4.67,1.17,4.0,0.00
Cole Ballard,Kansas,WVU,Kansas,-,-,186,0.70,186,0.70,7.50,0.00,0.00,15.0,4.00,1.17,3.4,0.00
Jaylen Henderson,Texas A&M,BGSU,BGSU,-,-,187,0.68,187,0.68,8.14,0.00,0.00,11.5,3.57,1.00,3.6,0.00
Zeon Chriss,Houston,Cin,Hou,-,-,188,0.65,188,0.65,7.43,0.00,0.00,13.0,3.57,0.71,5.0,0.00
Tahj Bullock,Akron,SCar,Akron,-,-,189,0.62,190,0.62,6.06,0.06,0.06,11.4,1.47,0.47,3.1,0.00
Ahmad Haston,Massachusetts,CentCt,CentCt,-,-,190,0.62,189,0.62,6.76,0.06,0.06,10.4,1.18,0.47,2.5,0.00
Robby Ashford,South Carolina,Akron,Akron,-,-,191,0.60,191,0.60,5.63,0.00,0.00,11.3,3.75,0.88,4.3,0.00
Kevin Jennings,SMU,TCU,TCU,-,-,192,0.57,192,0.57,6.13,0.00,0.00,9.7,3.25,1.13,2.9,0.00
