,,Week 2 Game,,,,Standard,,PPR,,Rushing,,,,Receiving,,,
Roman Hemby,Maryland,MSU,MSU,-,-,59,11.79,50,14.27,58.33,13.00,4.5,0.43,23.61,2.48,9.5,0.17
Raheim Sanders,South Carolina,Kty,SCar,-,-,60,11.77,57,13.87,69.83,14.00,5.0,0.50,12.66,2.10,6.0,0.08
Jaquez Moore,Duke,NW,Duke,-,-,61,11.66,71,12.69,70.08,13.00,5.4,0.60,10.33,1.03,10.0,0.00
Ja'Quez Cross,Arkansas State,Tulsa,Tulsa,-,-,62,11.65,61,13.46,67.08,12.00,5.6,0.60,13.12,1.81,7.2,0.00
Kaleb Jackson,LSU,Nich,Nich,-,-,63,11.64,72,12.63,60.42,11.00,5.5,0.82,6.73,0.99,6.8,0.00
Parker Jenkins,Houston,Okla,Hou,-,-,64,11.60,73,12.60,79.61,15.00,5.3,0.50,6.20,1.01,6.1,0.00
Noah Whittington,Oregon,Boise,Boise,-,-,65,11.48,63,13.32,63.00,9.00,7.0,0.52,15.12,1.83,8.3,0.09
Rodrigues Clark,Southern Miss,SELa,SELa,-,-,66,11.46,66,13.04,70.50,15.00,4.7,0.50,9.08,1.58,5.7,0.08
Braylon McReynolds,South Alabama,Ohio,USA,-,-,67,11.44,62,13.34,64.92,13.00,5.0,0.49,14.97,1.89,7.9,0.08
Anthony Hankerson,Oregon State,SDSU,OreSt,-,-,68,11.30,64,13.30,59.67,13.00,4.6,0.50,13.33,2.00,6.7,0.17
Jacory Croskey-Merritt,Arizona,NoAri,NoAri,-,-,69,11.28,67,12.94,51.53,11.00,4.7,0.66,16.62,1.65,10.1,0.08
Kaytron Allen,Penn State,BGSU,BGSU,-,-,70,11.23,86,11.90,72.83,14.00,5.2,0.50,4.50,0.67,6.7,0.08
Anthony Watkins,Tulsa,ArkSt,Tulsa,-,-,71,11.11,84,11.96,85.03,19.00,4.5,0.34,5.62,0.85,6.6,0.00
Jordan Houston,Marshall,VaTech,Marsh,-,-,72,11.06,68,12.85,56.43,12.00,4.7,0.68,13.36,1.79,7.5,0.00
Jaylan Knighton,SMU,BYU,BYU,-,-,73,11.04,78,12.16,66.29,13.00,5.1,0.52,7.92,1.12,7.1,0.09
Jeremiyah Love,Notre Dame,NIU,NIU,-,-,74,11.00,80,12.08,60.38,11.00,5.5,0.58,9.92,1.08,9.2,0.08
Marquez Cooper,San Diego State,OreSt,OreSt,-,-,75,10.97,60,13.55,51.73,11.00,4.7,0.43,21.91,2.58,8.5,0.17
LJ Martin,BYU,SMU,BYU,-,-,76,10.93,74,12.33,62.20,13.00,4.8,0.49,7.57,1.40,5.4,0.16
Jevon Jackson,UTEP,SoUt,SoUt,-,-,77,10.91,96,11.59,78.46,16.00,4.9,0.43,4.96,0.68,7.3,0.00
Justin Marshall,Colorado State,NorCol,NorCol,-,-,78,10.91,81,11.98,71.42,13.00,5.5,0.49,8.06,1.07,7.5,0.00
Andrew Paul,Jacksonville State,Lou,JacSt,-,-,79,10.88,77,12.18,61.30,12.00,5.1,0.61,10.96,1.30,8.4,0.00
Jam Miller,Alabama,USF,USF,-,-,80,10.86,76,12.23,53.18,10.00,5.3,0.64,11.82,1.36,8.7,0.09
Ayo Adeyi,James Madison,G-Webb,G-Webb,-,-,81,10.84,91,11.68,65.74,14.00,4.7,0.61,6.16,0.84,7.3,0.00
Nathan Carter,Michigan State,MD,MSU,-,-,82,10.81,85,11.94,67.38,15.00,4.5,0.57,6.65,1.14,5.8,0.00
Rahsul Faison,Utah State,USC,UtahSt,-,-,83,10.81,90,11.72,74.05,13.00,5.7,0.49,4.44,0.91,4.9,0.00
Braedon Sloan,Ball State,MoStU,MoStU,-,-,84,10.78,82,11.98,65.82,14.00,4.7,0.51,11.27,1.20,9.4,0.00
Donald Chaney,Louisville,JacSt,JacSt,-,-,85,10.74,70,12.73,62.35,13.00,4.8,0.50,15.24,1.99,7.7,0.00
Ta'ron Keith,South Florida,Ala,USF,-,-,86,10.68,54,13.93,40.62,8.00,5.1,0.44,29.27,3.25,9.0,0.18
Dylan Carson,Air Force,SJSU,SJSU,-,-,87,10.66,119,10.66,76.58,16.00,4.8,0.50,0.00,0.00,0.0,0.00
Jambres Dubar,Boise State,Oregon,Boise,-,-,88,10.58,87,11.83,58.17,10.00,5.8,0.58,12.67,1.25,10.1,0.00
Micah Bernard,Utah,Baylor,Baylor,-,-,89,10.57,79,12.13,52.29,11.00,4.8,0.57,14.04,1.56,9.0,0.08
Josh Williams,LSU,Nich,Nich,-,-,90,10.52,95,11.64,57.15,11.00,5.2,0.69,6.79,1.12,6.1,0.00
Damien Taylor,Troy,Mem,Troy,-,-,91,10.42,88,11.75,56.00,11.00,5.1,0.58,8.17,1.33,6.1,0.08
Demond Claiborne,Wake Forest,UVa,UVa,-,-,92,10.41,105,11.09,67.13,16.00,4.2,0.51,6.52,0.68,9.6,0.00
Monte Watkins,New Mexico State,Lib,Lib,-,-,93,10.34,100,11.50,65.88,12.00,5.5,0.41,7.78,1.16,6.7,0.08
Kye Robichaux,Boston College,Duq,Duq,-,-,94,10.33,83,11.98,56.19,12.00,4.7,0.58,12.33,1.66,7.4,0.00
Lee Beebe,UAB,UL-Mon,UAB,-,-,95,10.26,89,11.73,53.23,7.00,7.6,0.57,10.34,1.47,7.0,0.08
Le'Veon Moss,Texas A&M,McNe,McNe,-,-,96,10.22,104,11.25,56.16,11.00,5.1,0.55,9.16,1.02,9.0,0.07
Ulysses Bentley IV,Mississippi,MiddTn,MiddTn,-,-,97,10.03,108,10.99,56.05,10.00,5.6,0.53,7.37,0.96,7.7,0.09
Hunter Smith,Louisiana-Monroe,UAB,UAB,-,-,98,10.03,121,10.52,60.66,11.00,5.5,0.49,5.17,0.49,10.6,0.08
Zach Evans,North Texas,SFA,SFA,-,-,99,10.02,99,11.50,58.76,13.00,4.5,0.53,9.72,1.48,6.6,0.00
Elijah Young,Western Kentucky,EastKy,EastKy,-,-,100,9.97,94,11.64,45.92,10.00,4.6,0.33,18.83,1.67,11.3,0.25
Cartevious Norton,UNC Charlotte,UNC,Char,-,-,101,9.87,103,11.36,55.97,13.00,4.3,0.41,7.95,1.49,5.3,0.17
Nay'Quan Wright,South Florida,Ala,USF,-,-,102,9.87,118,10.71,61.75,14.00,4.4,0.58,2.00,0.83,2.4,0.00
Armoni Goodwin,UAB,UL-Mon,UAB,-,-,103,9.81,115,10.74,48.40,9.00,5.4,0.76,3.82,0.93,4.1,0.00
Alton McCaskill,Arizona State,MissSt,MissSt,-,-,104,9.77,114,10.81,56.43,12.00,4.7,0.52,9.91,1.04,9.5,0.00
Jacqez Barksdale,Buffalo,Missou,Buff,-,-,105,9.76,102,11.38,51.67,11.00,4.7,0.43,15.18,1.62,9.4,0.09
Ikaika Ragsdale,North Texas,SFA,SFA,-,-,106,9.76,110,10.97,52.66,11.00,4.8,0.43,8.57,1.21,7.1,0.17
Trey Sanders,TCU,LIU,LIU,-,-,107,9.75,106,11.09,36.86,10.00,3.7,0.76,9.24,1.33,6.9,0.10
Kevorian Barnes,UTSA,TxSt,Tx-SA,-,-,108,9.74,109,10.98,56.15,11.00,5.1,0.57,6.81,1.23,5.5,0.00
Dominic Richardson,Baylor,Utah,Baylor,-,-,109,9.69,92,11.68,52.22,12.00,4.4,0.33,14.90,1.99,7.5,0.17
Rodney Hammond,Pittsburgh,Cin,Pitt,-,-,110,9.65,98,11.52,52.80,11.00,4.8,0.41,14.34,1.87,7.7,0.08
Floyd Chalk,San Jose State,AF,SJSU,-,-,111,9.63,107,11.02,57.58,12.00,4.8,0.43,12.86,1.38,9.3,0.00
Cam Porter,Northwestern,Duke,Duke,-,-,112,9.61,111,10.91,57.67,15.00,3.8,0.43,7.41,1.29,5.7,0.09
Kentrel Bullock,South Alabama,Ohio,USA,-,-,113,9.60,112,10.88,53.20,10.00,5.3,0.48,9.20,1.28,7.2,0.08
Ky Thomas,Kent,StF-Pa,StF-Pa,-,-,114,9.60,120,10.62,58.46,13.00,4.5,0.42,6.97,1.02,6.8,0.08
Michael Benefield,Kennesaw State,UL-Laf,UL-Laf,-,-,115,9.55,134,10.03,63.38,12.00,5.3,0.48,3.14,0.48,6.5,0.00
CJ Donaldson,West Virginia,Albany,Albany,-,-,116,9.53,133,10.11,51.77,11.00,4.7,0.66,3.80,0.58,6.6,0.00
Justice Ellison,Indiana,WestIl,WestIl,-,-,117,9.51,93,11.67,53.96,12.00,4.5,0.35,15.28,2.16,7.1,0.09
Braydon Bennett,Coastal Carolina,W&M,W&M,-,-,118,9.44,101,11.41,47.01,10.00,4.7,0.51,16.67,1.97,8.5,0.00
Leshon Williams,Iowa,IaSt,IaSt,-,-,119,9.42,124,10.40,67.22,14.00,4.8,0.25,7.29,0.98,7.4,0.08
Camryn Edwards,UConn,Merrim,Merrim,-,-,120,9.41,116,10.73,57.77,12.00,4.8,0.33,11.50,1.32,8.7,0.08
Peny Boone,Central Florida,SamHou,SamHou,-,-,121,9.40,130,10.19,52.12,8.00,6.5,0.55,8.63,0.79,10.9,0.00
Star Thomas,Duke,NW,Duke,-,-,122,9.40,117,10.72,52.98,10.00,5.3,0.41,11.24,1.32,8.5,0.08
Delbert Mimms,Eastern Michigan,Wash,EastMi,-,-,123,9.28,123,10.50,39.49,9.00,4.4,0.65,9.57,1.22,7.8,0.08
Treshaun Ward,Boston College,Duq,Duq,-,-,124,9.24,113,10.84,50.17,10.00,5.0,0.34,12.02,1.60,7.5,0.17
Gabe Ervin,Nebraska,Colo,Colo,-,-,125,9.19,125,10.40,58.63,12.00,4.9,0.40,9.10,1.21,7.5,0.00
Henry Parrish,Mississippi,MiddTn,MiddTn,-,-,126,9.13,136,9.93,56.57,9.00,6.3,0.40,5.79,0.80,7.2,0.08
Tawee Walker,Wisconsin,SouDak,SouDak,-,-,127,9.12,127,10.31,50.57,11.00,4.6,0.55,7.44,1.19,6.3,0.00
Robert Henry,UTSA,TxSt,Tx-SA,-,-,128,9.09,128,10.27,47.98,10.00,4.8,0.59,7.65,1.18,6.5,0.00
Billy Lucas,Liberty,NMSt,Lib,-,-,129,9.04,147,9.37,53.14,10.00,5.3,0.50,2.56,0.33,7.8,0.08
Dre'lyn Washington,Louisiana-Lafayette,KennSt,UL-Laf,-,-,130,9.04,139,9.79,56.78,10.00,5.7,0.41,3.88,0.74,5.2,0.08
Davon Booth,Mississippi State,AriSt,MissSt,-,-,131,9.03,135,9.99,54.96,10.00,5.5,0.48,6.56,0.96,6.8,0.00
CJ Beasley,Georgia State,Chat,Chat,-,-,132,9.02,129,10.23,54.14,12.00,4.5,0.47,8.19,1.21,6.8,0.00
Zuberi Mobley,Florida Atlantic,Army,Army,-,-,133,8.97,138,9.92,55.96,13.00,4.3,0.34,7.92,0.95,8.3,0.09
Isaiah Jacobs,UAB,UL-Mon,UAB,-,-,134,8.91,97,11.56,45.04,10.00,4.5,0.51,13.25,2.65,5.0,0.00
Seth McGowan,New Mexico State,Lib,Lib,-,-,135,8.84,143,9.52,51.86,10.00,5.2,0.42,6.02,0.68,8.9,0.08
John Gentry,Sam Houston,UCF,SamHou,-,-,136,8.79,75,12.26,28.89,8.00,3.6,0.36,27.02,3.47,7.8,0.18
Kobe Pace,Virginia,Wake,UVa,-,-,137,8.76,126,10.32,49.38,13.00,3.8,0.25,13.74,1.55,8.9,0.16
Jamious Griffin,Oregon State,SDSU,OreSt,-,-,138,8.74,131,10.15,47.93,10.00,4.8,0.41,9.75,1.40,7.0,0.08
Sean Dollars,Nevada,GaSo,GaSo,-,-,139,8.67,140,9.70,45.51,12.00,3.8,0.51,5.23,1.03,5.1,0.09
DJ Jones,Wyoming,Idaho,Idaho,-,-,140,8.63,146,9.39,56.97,10.00,5.7,0.42,4.12,0.76,5.4,0.00
LJ Johnson Jr.,SMU,BYU,BYU,-,-,141,8.61,149,9.12,56.45,11.00,5.1,0.43,4.09,0.51,8.0,0.00
Dontae McMillan,Eastern Michigan,Wash,EastMi,-,-,142,8.30,141,9.57,38.55,9.00,4.3,0.51,8.75,1.27,6.9,0.08
Jordon Simmons,Akron,Rut,Akron,-,-,143,8.28,137,9.93,42.93,10.00,4.3,0.38,12.78,1.65,7.7,0.08
Roderick Robinson,Georgia,TnTech,TnTech,-,-,144,8.27,153,8.88,41.05,7.00,5.9,0.60,5.36,0.60,8.9,0.00
Anthony Tyus,Ohio,USA,USA,-,-,145,8.24,151,8.94,52.82,11.00,4.8,0.44,3.40,0.70,4.9,0.00
Anderson Castle,Appalachian State,Clem,App,-,-,146,8.18,154,8.85,52.58,10.00,5.3,0.42,4.25,0.67,6.3,0.00
Vaughn Pemberton,Ball State,MoStU,MoStU,-,-,147,8.17,163,8.60,45.79,8.00,5.7,0.43,5.28,0.43,12.3,0.09
Daniel Hishaw,Kansas,Ill,Kansas,-,-,148,8.15,162,8.63,44.20,9.00,4.9,0.56,3.82,0.48,8.0,0.00
Zak Wallace,Arkansas State,Tulsa,Tulsa,-,-,149,8.08,164,8.50,48.35,11.00,4.4,0.51,1.71,0.43,4.0,0.00
Rayshon Luke,Arizona,NoAri,NoAri,-,-,150,8.05,145,9.44,38.08,9.00,4.2,0.46,14.77,1.38,10.7,0.00
Dylan Edwards,Kansas State,Tulane,KanSt,-,-,151,7.98,144,9.47,36.78,8.00,4.6,0.33,13.36,1.48,9.0,0.16
Dallan Hayden,Colorado,Neb,Colo,-,-,152,7.98,132,10.14,46.19,10.00,4.6,0.41,2.68,2.16,1.2,0.10
Robert Briggs,Utah State,USC,UtahSt,-,-,153,7.95,160,8.65,56.05,11.00,5.1,0.35,2.53,0.70,3.6,0.00
Gerald Green,Troy,Mem,Troy,-,-,154,7.89,150,9.12,40.41,9.00,4.5,0.44,6.71,1.24,5.4,0.09
Desmond Reid,Pittsburgh,Cin,Pitt,-,-,155,7.83,142,9.57,44.17,10.00,4.4,0.26,13.30,1.74,7.6,0.09
Aaron Young,Old Dominion,ECU,ECU,-,-,156,7.81,167,8.47,44.01,9.00,4.9,0.41,4.38,0.66,6.6,0.08
Nate Noel,Missouri,Buff,Buff,-,-,157,7.79,156,8.73,49.88,10.00,5.0,0.38,5.50,0.94,5.9,0.00
Cameron Seldon,Tennessee,NCSU,Tenn,-,-,158,7.79,152,8.89,45.00,9.00,5.0,0.42,7.39,1.10,6.7,0.00
Freddie Brock,Georgia State,Chat,Chat,-,-,159,7.70,169,8.43,47.82,10.00,4.8,0.40,5.00,0.73,6.8,0.00
Jeffery Pittman,Mississippi State,AriSt,MissSt,-,-,160,7.70,158,8.71,45.00,9.00,5.0,0.34,6.81,1.01,6.7,0.08
Sedrick Irvin,Stanford,CalPly,CalPly,-,-,161,7.69,122,10.51,36.57,8.00,4.6,0.35,19.25,2.81,6.9,0.00
Anwar Lewis,Jacksonville State,Lou,JacSt,-,-,162,7.66,165,8.50,48.99,10.00,4.9,0.34,7.39,0.84,8.8,0.00
Rashad Amos,Mississippi,MiddTn,MiddTn,-,-,163,7.54,183,8.06,40.69,8.00,5.1,0.52,3.78,0.52,7.3,0.00
Mark Fletcher,Miami,FlaA&M,FlaA&M,-,-,164,7.48,166,8.50,39.91,8.00,5.0,0.43,9.36,1.02,9.2,0.00
Michael Allen,UNLV,UtahTe,UtahTe,-,-,165,7.45,177,8.15,43.15,9.00,4.8,0.44,4.85,0.71,6.8,0.00
Elijah Davis,Louisiana-Lafayette,KennSt,UL-Laf,-,-,166,7.45,192,7.71,47.63,9.00,5.3,0.42,1.44,0.25,5.8,0.00
Bennett Galloway,Louisiana-Monroe,UAB,UAB,-,-,167,7.45,187,7.85,51.53,9.00,5.7,0.32,3.82,0.40,9.6,0.00
Ethan Payne,Marshall,VaTech,Marsh,-,-,168,7.42,170,8.42,42.92,10.00,4.3,0.42,6.33,1.00,6.3,0.00
Al-Jay Henderson,Buffalo,Missou,Buff,-,-,169,7.40,159,8.69,40.50,9.00,4.5,0.32,9.40,1.29,7.3,0.08
Benjamin Hall,Michigan,Tex,Tex,-,-,170,7.37,182,8.06,42.26,9.00,4.7,0.43,5.74,0.69,8.3,0.00
Sedrick Alexander,Vanderbilt,Alc,Alc,-,-,171,7.35,155,8.74,38.00,10.00,3.8,0.35,9.39,1.39,6.8,0.09
Kay'Ron Lynch-Adams,Michigan State,MD,MSU,-,-,172,7.34,172,8.34,42.86,10.00,4.3,0.34,5.29,1.01,5.2,0.08
AJ Newberry,Vanderbilt,Alc,Alc,-,-,173,7.28,181,8.07,40.59,9.00,4.5,0.35,5.74,0.79,7.3,0.09
Maurice Turner,Louisville,JacSt,JacSt,-,-,174,7.22,148,9.16,37.66,8.00,4.7,0.24,15.19,1.94,7.8,0.08
Jalen John,Massachusetts,Toledo,UMass,-,-,175,7.20,175,8.24,38.00,10.00,3.8,0.43,7.91,1.04,7.6,0.00
Keith Adams Jr.,Clemson,App,App,-,-,176,7.19,189,7.79,43.18,8.00,5.4,0.43,2.92,0.60,4.9,0.00
Zahir Abdus-Salaam,Western Michigan,OhioSt,WestMI,-,-,177,7.18,171,8.39,35.84,9.00,4.0,0.40,7.07,1.21,5.8,0.08
Frank Peasant,Middle Tenn. St,Miss,MiddTn,-,-,178,7.15,191,7.72,37.97,10.00,3.8,0.49,4.23,0.57,7.4,0.00
Kenyon Clay,Southern Miss,SELa,SELa,-,-,179,7.13,179,8.10,45.21,11.00,4.1,0.24,6.71,0.97,6.9,0.08
Jaylon Glover,Utah,Baylor,Baylor,-,-,180,7.09,193,7.68,49.71,11.00,4.5,0.26,5.80,0.60,9.7,0.00
Treyaun Webb,Florida,Sam,Sam,-,-,181,7.09,178,8.13,39.91,8.00,5.0,0.35,4.87,1.04,4.7,0.09
Byron Cardwell,California,Auburn,Cal,-,-,182,7.08,174,8.30,34.87,6.00,5.8,0.35,9.83,1.22,8.1,0.09
Gavin Williams,Northern Illinois,ND,NIU,-,-,183,7.05,161,8.64,45.00,9.00,5.0,0.26,9.62,1.59,6.1,0.00
Tate Carney,Wake Forest,UVa,UVa,-,-,184,6.97,198,7.49,40.41,9.00,4.5,0.43,3.29,0.52,6.3,0.00
Ja'Vin Simpkins,Coastal Carolina,W&M,W&M,-,-,185,6.92,196,7.56,41.52,8.00,5.2,0.40,3.68,0.64,5.8,0.00
Aiden Calvert,Air Force,SJSU,SJSU,-,-,186,6.91,205,7.22,43.11,6.00,7.2,0.39,2.29,0.32,7.2,0.00
Lexington Joseph,Florida International,CentMi,CentMi,-,-,187,6.90,157,8.72,38.35,8.00,4.8,0.25,10.89,1.81,6.0,0.08
Leo Pulalasi,Washington State,TxTch,TxTch,-,-,188,6.86,173,8.34,39.36,7.00,5.6,0.25,9.47,1.48,6.4,0.08
Brandon Thomas,Memphis,Troy,Troy,-,-,189,6.85,195,7.57,26.47,7.00,3.8,0.63,4.31,0.72,6.0,0.00
Jalen Hampton,Western Kentucky,EastKy,EastKy,-,-,190,6.84,180,8.07,36.08,8.00,4.5,0.24,12.73,1.22,10.4,0.08
Cameron Davis,Washington,EastMi,EastMi,-,-,191,6.83,176,8.20,34.49,7.00,4.9,0.26,13.32,1.37,9.7,0.09
Rahjai Harris,East Carolina,ODU,ECU,-,-,192,6.78,190,7.76,35.84,9.00,4.0,0.33,7.45,0.98,7.6,0.08
