,,Week 4 Game,,,,Standard,,PPR,,Rushing,,,,Receiving,,,
Ron Wiggins,Jacksonville State,SouMis,SouMis,-,-,193,6.10,196,6.84,35.81,7.00,5.1,0.33,5.70,0.73,7.8,0.00
Donerio Davenport,Louisiana Tech,Tulsa,Tulsa,-,-,194,6.05,194,6.94,35.64,7.00,5.1,0.24,5.55,0.89,6.2,0.08
Kendrick Raphael,North Carolina State,Clem,NCSU,-,-,195,6.02,192,6.97,41.37,9.00,4.6,0.17,8.48,0.95,8.9,0.00
Trey Cooley,Georgia Tech,Lou,GaTech,-,-,196,5.98,190,7.02,30.74,7.00,4.4,0.24,9.74,1.05,9.3,0.08
Emmett Johnson,Nebraska,Ill,Ill,-,-,197,5.93,204,6.35,41.75,9.00,4.6,0.25,2.58,0.42,6.1,0.00
Gavin Garcia,Kent,PSU,KentSt,-,-,198,5.92,206,6.08,42.93,11.00,3.9,0.25,1.48,0.16,9.3,0.00
Coleman Bennett,Rice,Army,Rice,-,-,199,5.82,169,7.85,25.97,7.00,3.7,0.24,17.58,2.03,8.7,0.00
Elijah Gilliam,Fresno State,NM,Fres,-,-,200,5.79,203,6.44,25.97,6.00,4.3,0.33,7.23,0.66,11.0,0.08
Jadan Baugh,Florida,MissSt,Fla,-,-,201,5.72,205,6.26,36.17,7.00,5.2,0.27,4.85,0.54,9.0,0.00
Zylan Perry,Louisiana-Lafayette,Tulane,Tulane,-,-,202,5.56,210,5.88,29.43,7.00,4.2,0.32,2.31,0.32,7.2,0.08
Kaleb Johnson,Iowa,Minn,Iowa,-,-,203,5.48,211,5.82,36.42,9.00,4.0,0.25,3.06,0.34,9.0,0.00
Jaison Patterson,Bowling Green,TexA&M,BGSU,-,-,204,5.45,184,7.28,19.08,5.00,3.8,0.17,15.42,1.83,8.4,0.17
Daelen Alexander,Rice,Army,Rice,-,-,205,5.41,223,5.41,6.10,3.00,2.0,0.80,0.00,0.00,0.0,0.00
Tyrell Robinson,Army,Rice,Rice,-,-,206,5.41,213,5.80,31.25,6.00,5.2,0.31,4.13,0.39,10.6,0.00
Rocko Griffin,UTSA,HouChr,HouChr,-,-,207,5.35,208,5.93,31.64,6.00,5.3,0.33,2.14,0.58,3.7,0.00
Dawaiian McNeely,Wyoming,NorTx,Wyo,-,-,208,5.31,207,5.95,32.91,6.00,5.5,0.27,3.82,0.64,6.0,0.00
Landon Sims,Hawaii,UNI,UNI,-,-,209,5.29,201,6.52,33.57,8.00,4.2,0.16,9.40,1.24,7.6,0.00
Javious Bond,East Carolina,Lib,ECU,-,-,210,5.22,200,6.63,25.83,5.00,5.2,0.17,11.33,1.42,8.0,0.08
Jaiden Credle,Middle Tenn. St,Duke,Duke,-,-,211,5.20,212,5.81,36.39,8.00,4.5,0.17,5.33,0.60,8.9,0.00
Stacy Sneed,Houston,Cin,Hou,-,-,212,5.19,209,5.90,36.42,7.00,5.2,0.18,4.87,0.71,6.9,0.00
Yasin Wllis,Syracuse,Stan,Stan,-,-,213,5.17,217,5.74,32.31,7.00,4.6,0.24,4.72,0.57,8.3,0.00
Mike Washington,New Mexico State,SamHou,NMSt,-,-,214,5.14,215,5.74,25.86,5.00,5.2,0.26,4.83,0.60,8.1,0.09
Oscar Adaway III,South Carolina,Akron,Akron,-,-,215,5.09,219,5.66,32.23,7.00,4.6,0.24,3.99,0.57,7.0,0.00
Jovantae Barnes,Oklahoma,Tenn,Tenn,-,-,216,5.07,214,5.75,31.91,8.00,4.0,0.26,3.49,0.68,5.1,0.00
Sutton Smith,Memphis,Navy,Mem,-,-,217,5.02,199,6.64,19.14,4.00,4.8,0.19,13.90,1.62,8.6,0.10
Joquez Smith,Temple,UtahSt,UtahSt,-,-,218,5.01,216,5.74,36.80,9.00,4.1,0.08,3.70,0.72,5.1,0.08
Samuel Brown,Rutgers,VaTech,Rut,-,-,219,4.98,225,5.22,28.08,7.00,4.0,0.32,2.63,0.24,11.0,0.00
Djouvensky Schlenbaker,Washington State,SJSU,SJSU,-,-,220,4.96,218,5.68,28.30,6.00,4.7,0.27,5.19,0.72,7.2,0.00
Corey Wren,UTEP,ColoSt,UTEP,-,-,221,4.96,226,5.20,33.55,8.00,4.2,0.24,1.31,0.24,5.5,0.00
Jeremiah Cobb,Auburn,Ark,Ark,-,-,222,4.93,220,5.62,26.00,5.00,5.2,0.23,4.85,0.69,7.0,0.08
Brandon Chatman,Navy,Mem,Mem,-,-,223,4.85,202,6.46,17.97,5.00,3.6,0.08,20.34,1.61,12.6,0.08
Willie Shaw,Toledo,WestKy,Toledo,-,-,224,4.81,222,5.44,24.71,6.00,4.1,0.24,4.42,0.63,7.0,0.08
Keyon Mozee,Miami (OH),ND,Mia-O,-,-,225,4.80,227,5.15,28.06,6.00,4.7,0.26,4.06,0.35,11.6,0.00
Logan Diggs,Mississippi,GaSo,GaSo,-,-,226,4.68,224,5.35,22.17,4.00,5.5,0.25,4.67,0.67,7.0,0.08
Kalib Hicks,Oklahoma,Tenn,Tenn,-,-,227,4.63,229,5.14,28.29,6.00,4.7,0.26,2.57,0.51,5.0,0.00
Amari Daniels,Texas A&M,BGSU,BGSU,-,-,228,4.47,234,5.01,22.50,5.00,4.5,0.25,4.56,0.54,8.4,0.05
Damari Alston,Auburn,Ark,Ark,-,-,229,4.46,231,5.05,30.59,6.00,5.1,0.17,3.89,0.59,6.6,0.00
Joseph Himon,Northwestern,Wash,NW,-,-,230,4.46,221,5.58,22.80,6.00,3.8,0.16,7.36,1.12,6.6,0.08
Daniyel Ngata,Washington,NW,NW,-,-,231,4.42,230,5.11,23.08,5.00,4.6,0.15,7.23,0.69,10.5,0.08
Keyjuan Brown,Louisville,GaTech,GaTech,-,-,232,4.41,240,4.77,25.45,5.00,5.1,0.27,2.59,0.36,7.2,0.00
Malachi Thomas,Virginia Tech,Rut,Rut,-,-,233,4.37,233,5.03,30.50,6.00,5.1,0.17,3.17,0.67,4.7,0.00
Devyn Ford,Notre Dame,Mia-O,Mia-O,-,-,234,4.31,238,4.89,21.05,4.00,5.3,0.19,4.95,0.57,8.7,0.10
Jay Haynes,Clemson,NCSU,NCSU,-,-,235,4.31,228,5.14,16.67,3.00,5.6,0.25,6.42,0.83,7.7,0.08
Vaughn Blue,Liberty,ECU,ECU,-,-,236,4.29,244,4.64,30.52,5.00,6.1,0.09,2.07,0.34,6.1,0.09
Isaiah Augustave,Colorado,Baylor,Baylor,-,-,237,4.22,247,4.57,25.96,6.00,4.3,0.23,2.42,0.35,6.9,0.00
Rashod Dubinion,Arkansas,Auburn,Ark,-,-,238,4.22,235,4.97,27.18,7.00,3.9,0.16,5.19,0.74,7.0,0.00
Brandon Campbell,Massachusetts,CentCt,CentCt,-,-,239,4.19,236,4.92,17.42,5.00,3.5,0.24,5.16,0.73,7.1,0.08
Darwin Barlow,North Carolina,JMU,JMU,-,-,240,4.16,241,4.71,19.73,4.00,4.9,0.27,5.55,0.55,10.1,0.00
Ty Son Lawton,Indiana,Char,Char,-,-,241,4.11,239,4.80,22.38,5.00,4.5,0.23,4.85,0.69,7.0,0.00
Jabari Bates,San Jose State,WashSt,SJSU,-,-,242,4.09,246,4.60,27.09,6.00,4.5,0.17,3.51,0.51,6.9,0.00
Richard Reese,Baylor,Colo,Baylor,-,-,243,4.07,251,4.33,27.67,6.00,4.6,0.18,2.24,0.27,8.3,0.00
Terron Kellman,UNC Charlotte,Ind,Char,-,-,244,4.06,250,4.39,28.85,8.00,3.6,0.16,2.10,0.32,6.6,0.00
Jerrick Gibson,Texas,UL-Mon,UL-Mon,-,-,245,4.05,242,4.70,23.81,4.00,6.0,0.19,5.49,0.65,8.4,0.00
Alex Broome,Boston College,MSU,MSU,-,-,246,3.97,245,4.62,23.80,5.00,4.8,0.09,4.81,0.65,7.4,0.09
Kamari Moulton,Iowa,Minn,Iowa,-,-,247,3.94,255,4.18,28.00,7.00,4.0,0.16,1.83,0.24,7.6,0.00
Sire Gaines,Boise State,PorSt,PorSt,-,-,248,3.91,249,4.49,23.67,4.00,5.9,0.17,5.42,0.58,9.3,0.00
Xavier Terrell,Florida Atlantic,UConn,FlaAtl,-,-,249,3.86,232,5.04,21.41,4.00,5.4,0.08,7.76,1.18,6.6,0.08
Cam'Ron Valdez,Texas Tech,AriSt,AriSt,-,-,250,3.86,252,4.23,30.09,6.00,5.0,0.09,3.09,0.36,8.6,0.00
Marlon Gunn,East Carolina,Lib,ECU,-,-,251,3.81,248,4.54,27.57,6.00,4.6,0.08,5.68,0.73,7.8,0.00
Dylan Lee,Iowa State,ArkSt,ArkSt,-,-,252,3.80,257,4.12,26.09,5.00,5.2,0.16,2.58,0.31,8.3,0.00
Christian Washington,Coastal Carolina,UVa,UVa,-,-,253,3.76,243,4.67,24.08,5.00,4.8,0.17,3.50,0.92,3.8,0.00
Tyler Purdy,James Madison,UNC,JMU,-,-,254,3.75,259,4.11,24.09,5.00,4.8,0.18,2.45,0.36,6.8,0.00
Nolan Ray,Maryland,Vill,Vill,-,-,255,3.75,256,4.14,25.74,6.00,4.3,0.16,2.29,0.39,5.9,0.00
Colby McDonald,Maryland,Vill,Vill,-,-,256,3.74,258,4.11,25.09,5.00,5.0,0.19,1.20,0.37,3.2,0.00
Kobe Johnson,Colorado State,UTEP,UTEP,-,-,257,3.73,260,4.09,23.82,6.00,4.0,0.18,2.78,0.36,7.7,0.00
Juwaun Price,North Texas,Wyo,Wyo,-,-,258,3.71,263,3.96,23.32,6.00,3.9,0.17,3.63,0.25,14.5,0.00
James Jones,Louisiana-Monroe,Tex,UL-Mon,-,-,259,3.68,266,3.86,24.36,5.00,4.9,0.18,1.55,0.18,8.6,0.00
Jordan Lovett,Troy,FlaA&M,FlaA&M,-,-,260,3.56,253,4.22,22.11,6.00,3.7,0.16,3.62,0.66,5.5,0.00
PJ Martin,South Alabama,App,USA,-,-,261,3.55,254,4.19,17.18,3.00,5.7,0.18,7.45,0.64,11.6,0.00
Lamar Sperling,Buffalo,NIU,Buff,-,-,262,3.52,261,4.02,21.07,5.00,4.2,0.16,4.34,0.49,8.9,0.00
Charlie Spegal,Ball State,CentMi,BallSt,-,-,263,3.49,267,3.81,23.97,5.00,4.8,0.16,1.43,0.32,4.5,0.00
Sieh Bangura,Minnesota,Iowa,Iowa,-,-,264,3.38,278,3.47,23.02,5.00,4.6,0.17,0.43,0.09,4.8,0.00
Omiri Wiggins,Louisiana Tech,Tulsa,Tulsa,-,-,265,3.36,265,3.92,18.51,4.00,4.6,0.19,3.91,0.56,7.0,0.00
Dante Dowdell,Nebraska,Ill,Ill,-,-,266,3.35,274,3.51,23.36,5.00,4.7,0.16,0.78,0.16,4.9,0.00
DeSean Bishop,Tennessee,Okla,Tenn,-,-,267,3.29,268,3.78,19.59,4.00,4.9,0.16,3.51,0.49,7.2,0.00
Damian Henderson,Colorado State,UTEP,UTEP,-,-,268,3.27,279,3.44,21.42,5.00,4.3,0.17,1.33,0.17,7.8,0.00
Mike Drennen,Toledo,WestKy,Toledo,-,-,269,3.26,275,3.50,16.00,4.00,4.0,0.24,2.51,0.24,10.5,0.00
Aidan Laughery,Illinois,Neb,Ill,-,-,270,3.25,277,3.49,20.08,4.00,5.0,0.16,2.61,0.24,10.9,0.00
Keyvone Lee,Mississippi State,Fla,Fla,-,-,271,3.25,273,3.56,21.77,4.00,5.4,0.15,1.54,0.31,5.0,0.00
Shaadie Clayton-Johnson,Tulane,UL-Laf,Tulane,-,-,272,3.23,262,4.01,16.41,5.00,3.3,0.16,6.48,0.78,8.3,0.00
Maquel Haywood,Appalachian State,USA,USA,-,-,273,3.16,282,3.39,20.54,4.00,5.1,0.15,1.85,0.23,8.0,0.00
Antwain Littleton,Temple,UtahSt,UtahSt,-,-,274,3.16,276,3.50,19.69,6.00,3.3,0.17,1.77,0.34,5.2,0.00
Quran Boyd,Duke,MiddTn,Duke,-,-,275,3.12,272,3.56,15.73,4.00,3.9,0.18,4.80,0.44,10.9,0.00
Kadarius Calloway,California,FlaSt,Cal,-,-,276,3.11,271,3.66,18.24,3.00,6.1,0.16,3.39,0.55,6.2,0.00
Trent Howland,Oklahoma State,Utah,Utah,-,-,277,3.09,286,3.32,20.15,5.00,4.0,0.15,1.54,0.23,6.7,0.00
Mike Mitchell,Utah,OkSt,Utah,-,-,278,3.07,296,3.07,15.76,4.00,3.9,0.24,0.24,0.00,0.0,0.00
Xavier Brown,Virginia,CoastC,UVa,-,-,279,3.06,269,3.74,20.59,5.00,4.1,0.08,4.92,0.68,7.2,0.00
Kejon Owens,Florida International,Monm,Monm,-,-,280,3.01,264,3.95,14.81,3.00,4.9,0.19,4.03,0.94,4.3,0.00
Brian Brewton,Middle Tenn. St,Duke,Duke,-,-,281,2.92,288,3.23,17.77,4.00,4.4,0.15,2.23,0.31,7.2,0.00
Elijah Jackson-Anderson,Eastern Michigan,StF-Pa,StF-Pa,-,-,282,2.92,281,3.39,16.16,4.00,4.0,0.16,3.61,0.47,7.7,0.00
L.T. Sanders,Western Kentucky,Toledo,Toledo,-,-,283,2.91,270,3.72,13.54,3.00,4.5,0.07,6.80,0.80,8.5,0.07
Quintrevion Wisner,Texas,UL-Mon,UL-Mon,-,-,284,2.91,287,3.28,18.26,3.00,6.1,0.13,2.98,0.37,8.1,0.00
Noah Short,Army,Rice,Rice,-,-,285,2.90,237,4.90,3.00,1.00,3.0,0.00,26.00,2.00,13.0,0.00
Cam Barfield,Hawaii,UNI,UNI,-,-,286,2.88,280,3.42,20.00,5.00,4.0,0.09,3.48,0.54,6.4,0.00
Lloyd Avant,Tulsa,LaTech,Tulsa,-,-,287,2.86,284,3.39,19.39,5.00,3.9,0.09,3.95,0.53,7.5,0.00
DeCarlos Brooks,Arizona State,TxTch,AriSt,-,-,288,2.83,283,3.39,14.45,3.00,4.8,0.16,4.42,0.55,8.0,0.00
A.J. Turner,Marshall,OhioSt,Marsh,-,-,289,2.78,292,3.11,15.76,4.00,3.9,0.16,2.29,0.33,6.9,0.00
John Emery Jr.,LSU,UCLA,UCLA,-,-,290,2.77,299,3.02,15.89,3.00,5.3,0.16,2.11,0.24,8.8,0.00
Lamar Radcliffe,San Jose State,WashSt,SJSU,-,-,291,2.72,297,3.05,14.84,3.00,4.9,0.16,2.68,0.32,8.4,0.00
Kam Davis,Florida State,Cal,Cal,-,-,292,2.70,303,2.88,15.00,3.00,5.0,0.18,1.09,0.18,6.1,0.00
Hollywood Smothers,North Carolina State,Clem,NCSU,-,-,293,2.70,285,3.35,17.30,4.00,4.3,0.09,4.09,0.65,6.3,0.00
Ja'Shon Benjamin,Rutgers,VaTech,Rut,-,-,294,2.67,293,3.11,11.12,3.00,3.7,0.09,5.03,0.44,11.4,0.09
Jarris Williams,Troy,FlaA&M,FlaA&M,-,-,295,2.67,289,3.14,14.45,3.00,4.8,0.16,2.76,0.47,5.9,0.00
Nahree Biggins,Central Michigan,BallSt,BallSt,-,-,296,2.61,290,3.12,16.68,4.00,4.2,0.09,4.34,0.51,8.5,0.00
Mel Brown,UConn,FlaAtl,FlaAtl,-,-,297,2.60,300,2.97,18.23,4.00,4.6,0.09,2.14,0.37,5.8,0.00
Marcus Major,Minnesota,Iowa,Iowa,-,-,298,2.60,291,3.11,16.94,4.00,4.2,0.09,3.91,0.51,7.7,0.00
EJ Smith,Texas A&M,BGSU,BGSU,-,-,299,2.59,294,3.10,13.20,3.00,4.4,0.09,4.43,0.51,8.7,0.05
Miles Davis,BYU,KanSt,KanSt,-,-,300,2.57,304,2.87,14.48,3.00,4.8,0.15,2.17,0.30,7.2,0.00
Dominique Johnson,TCU,SMU,TCU,-,-,301,2.57,309,2.73,15.69,4.00,3.9,0.16,0.63,0.16,3.9,0.00
Ryan Butler,Stanford,Syr,Stan,-,-,302,2.56,298,3.04,16.10,4.00,4.0,0.10,3.81,0.48,7.9,0.00
Ahmani Marshall,Appalachian State,USA,USA,-,-,303,2.48,313,2.57,13.51,4.00,3.4,0.18,0.62,0.09,6.9,0.00
Ezell Jolly,UTEP,ColoSt,UTEP,-,-,304,2.41,311,2.67,17.13,4.00,4.3,0.09,1.74,0.26,6.7,0.00
Javen Jacobs,New Mexico,Fres,Fres,-,-,305,2.37,307,2.75,12.00,3.00,4.0,0.15,2.70,0.38,7.1,0.00
K'Wan Powell,South Florida,Mia-Fl,Mia-Fl,-,-,306,2.37,302,2.94,15.41,5.00,3.1,0.08,3.36,0.57,5.9,0.00
Jaylon Jackson,Iowa State,ArkSt,ArkSt,-,-,307,2.35,295,3.08,13.00,3.00,4.3,0.00,5.09,0.73,7.0,0.09
Arnold Barnes,Tulane,UL-Laf,Tulane,-,-,308,2.34,314,2.50,17.12,4.00,4.3,0.08,1.44,0.16,9.0,0.00
Josh McCray,Illinois,Neb,Ill,-,-,309,2.33,308,2.73,11.35,3.00,3.8,0.16,2.19,0.41,5.3,0.00
Wayshawn Parker,Washington State,SJSU,SJSU,-,-,310,2.19,312,2.65,13.55,3.00,4.5,0.09,2.91,0.45,6.5,0.00
Jonathan Baird,Utah State,Temple,UtahSt,-,-,311,2.14,318,2.41,14.82,3.00,4.9,0.09,1.09,0.27,4.0,0.00
James Peoples,Ohio State,Marsh,Marsh,-,-,312,2.09,317,2.41,11.79,2.00,5.9,0.11,2.84,0.32,8.9,0.00
Cam Wallace,Penn State,KentSt,KentSt,-,-,313,2.07,323,2.27,13.60,3.00,4.5,0.10,1.10,0.20,5.5,0.00
Derrick Davis,Pittsburgh,YSU,YSU,-,-,314,2.06,315,2.49,12.69,3.00,4.2,0.09,2.74,0.43,6.4,0.00
Jamal Johnson,Bowling Green,TexA&M,BGSU,-,-,315,2.06,301,2.95,12.08,3.00,4.0,0.08,3.65,0.89,4.1,0.00
Kalel Mullings,Michigan,USC,USC,-,-,316,2.06,330,2.14,14.84,3.00,4.9,0.08,1.03,0.08,12.9,0.00
Jawarn Howell,South Carolina,Akron,Akron,-,-,317,2.04,310,2.71,9.11,2.00,4.6,0.11,4.67,0.67,7.0,0.00
Moni Jones,Vanderbilt,Missou,Vandy,-,-,318,2.02,322,2.32,11.30,3.00,3.8,0.10,2.90,0.30,9.7,0.00
David Cordero,Hawaii,UNI,UNI,-,-,319,2.01,321,2.34,13.08,3.00,4.4,0.08,2.00,0.33,6.1,0.00
Hinckley Ropati,BYU,KanSt,KanSt,-,-,320,2.00,306,2.80,8.40,2.00,4.2,0.08,6.80,0.80,8.5,0.00
Ajay Allen,Miami,USF,Mia-Fl,-,-,321,1.93,325,2.21,9.93,2.00,5.0,0.14,0.79,0.29,2.7,0.00
Jordan Nubin,Minnesota,Iowa,Iowa,-,-,322,1.93,338,1.93,13.45,3.00,4.5,0.10,0.00,0.00,0.0,0.00
A'Marion Peterson,USC,Mich,USC,-,-,323,1.92,333,2.08,13.15,2.00,6.6,0.08,1.46,0.15,9.7,0.00
Jaylen Poe,Northern Illinois,Buff,Buff,-,-,324,1.92,316,2.46,10.73,2.00,5.4,0.09,3.00,0.55,5.5,0.00
Dijon Stanley,Utah,OkSt,Utah,-,-,325,1.92,327,2.18,12.26,3.00,4.1,0.09,1.80,0.26,6.9,0.00
Braylen Russell,Arkansas,Auburn,Ark,-,-,326,1.90,331,2.14,12.65,3.00,4.2,0.08,1.46,0.24,6.1,0.00
Cedric Hawkins,Arkansas State,IaSt,ArkSt,-,-,327,1.88,335,2.02,9.50,2.00,4.8,0.14,0.71,0.14,5.1,0.00
Zach Hrbacek,Sam Houston,NMSt,NMSt,-,-,328,1.88,324,2.26,11.06,3.00,3.7,0.09,2.16,0.38,5.7,0.00
Anthony Woods,Utah,OkSt,Utah,-,-,329,1.88,319,2.36,9.84,2.00,4.9,0.08,4.16,0.48,8.7,0.00
JQ Gray,Southern Miss,JacSt,SouMis,-,-,330,1.86,326,2.18,12.16,3.00,4.1,0.08,1.74,0.32,5.4,0.00
Chandler Pittman,Southern Miss,JacSt,SouMis,-,-,331,1.85,336,2.01,12.00,3.00,4.0,0.08,1.62,0.16,10.1,0.00
Curtis Douglas,Kent,PSU,KentSt,-,-,332,1.84,334,2.02,11.91,3.00,4.0,0.09,1.24,0.18,6.9,0.00
Jaylin Lucas,Florida State,Cal,Cal,-,-,333,1.80,320,2.36,8.88,2.00,4.4,0.08,4.32,0.56,7.7,0.00
Nolan McCormick,Ohio,Kty,Ohio,-,-,334,1.78,339,1.88,11.42,3.00,3.8,0.10,0.58,0.10,5.8,0.00
Charles Kellom,Akron,SCar,Akron,-,-,335,1.76,329,2.16,10.03,3.00,3.3,0.08,2.84,0.39,7.3,0.00
Juju McDowell,South Carolina,Akron,Akron,-,-,336,1.76,305,2.85,4.09,1.00,4.1,0.00,8.09,1.09,7.4,0.09
Anthony Carrie,Georgia Tech,Lou,GaTech,-,-,337,1.70,332,2.13,8.70,2.00,4.4,0.09,3.04,0.43,7.1,0.00
Cameron Dickey,Texas Tech,AriSt,AriSt,-,-,338,1.68,343,1.79,9.33,2.00,4.7,0.11,0.78,0.11,7.1,0.00
Noah Vaughn,Virginia,CoastC,UVa,-,-,339,1.68,328,2.16,13.58,3.00,4.5,0.00,3.24,0.47,6.9,0.00
Caleb Hood,North Carolina,JMU,JMU,-,-,340,1.67,344,1.74,7.86,2.00,3.9,0.14,0.55,0.07,7.9,0.00
Cornell Hatcher,Oregon State,Purdue,Purdue,-,-,341,1.66,337,1.99,9.33,2.00,4.7,0.08,2.25,0.33,6.8,0.00
Terrance Gibbs,Georgia Southern,Miss,GaSo,-,-,342,1.60,341,1.82,8.22,2.00,4.1,0.11,1.11,0.22,5.0,0.00
Elijah Jackson,Purdue,OreSt,Purdue,-,-,343,1.58,340,1.84,8.87,2.00,4.4,0.09,1.74,0.26,6.7,0.00
Sevion Morrison,Kansas,WVU,Kansas,-,-,344,1.48,345,1.70,6.22,1.00,6.2,0.11,1.89,0.22,8.6,0.00
Chance Williams,Cincinnati,Hou,Hou,-,-,345,1.46,342,1.82,8.64,2.00,4.3,0.07,1.71,0.36,4.8,0.00
Durell Robinson,UConn,FlaAtl,FlaAtl,-,-,346,1.45,346,1.66,8.57,2.00,4.3,0.07,1.64,0.21,7.8,0.00
Anthony Adkins,UCLA,LSU,UCLA,-,-,347,1.39,350,1.39,9.12,2.00,4.6,0.08,0.00,0.00,0.0,0.00
Jack Griese,Virginia,CoastC,UVa,-,-,348,1.32,347,1.63,6.31,2.00,3.2,0.08,2.31,0.31,7.5,0.00
EJ Wilson,Temple,UtahSt,UtahSt,-,-,349,1.27,348,1.49,11.93,3.00,4.0,0.00,0.75,0.22,3.4,0.00
Jamari Ferrell,Wyoming,NorTx,Wyo,-,-,350,1.20,352,1.20,7.38,2.00,3.7,0.08,0.00,0.00,0.0,0.00
Jamarion Wilcox,Kentucky,Ohio,Ohio,-,-,351,1.11,349,1.39,4.71,1.00,4.7,0.07,2.07,0.29,7.1,0.00
Jaylen Anderson,West Virginia,Kansas,Kansas,-,-,352,1.02,351,1.21,8.00,2.00,4.0,0.00,2.19,0.19,11.5,0.00
Tavierre Dunlap,Michigan,USC,USC,-,-,353,0.93,356,1.00,4.14,1.00,4.1,0.07,0.86,0.07,12.3,0.00
Jamal Roberts,Missouri,Vandy,Vandy,-,-,354,0.89,357,0.96,4.00,1.00,4.0,0.07,0.64,0.07,9.1,0.00
Caleb Hampton,Stanford,Syr,Stan,-,-,355,0.85,358,0.95,7.64,2.00,3.8,0.00,0.91,0.09,10.1,0.00
Jaren Mangham,Minnesota,Iowa,Iowa,-,-,356,0.84,359,0.93,7.81,2.00,3.9,0.00,0.57,0.10,5.7,0.00
Jason Patterson,Kentucky,Ohio,Ohio,-,-,357,0.84,355,1.06,4.55,1.00,4.6,0.03,1.90,0.23,8.3,0.00
Caleb Komolafe,Northwestern,Wash,NW,-,-,358,0.81,353,1.16,6.00,2.00,3.0,0.00,2.14,0.34,6.3,0.00
Brandon Tullis,Michigan State,BC,MSU,-,-,359,0.81,360,0.90,7.65,2.00,3.8,0.00,0.43,0.09,4.8,0.00
AJ Green,Oklahoma State,Utah,Utah,-,-,360,0.77,354,1.14,5.25,1.00,5.3,0.00,2.44,0.38,6.4,0.00
Joe Jackson,Kansas State,BYU,KanSt,-,-,361,0.52,361,0.69,4.08,1.00,4.1,0.00,1.17,0.17,6.9,0.00
Johnathan Arceneaux,Fresno State,NM,Fres,-,-,362,0.51,362,0.62,4.22,1.00,4.2,0.00,0.89,0.11,8.1,0.00
Jeremiah Coney,Virginia Tech,Rut,Rut,-,-,363,0.32,364,0.32,3.15,1.00,3.2,0.00,0.00,0.00,0.0,0.00
Amin Hassan,Navy,Mem,Mem,-,-,364,0.28,363,0.51,2.00,1.00,2.0,0.00,0.77,0.23,3.3,0.00
CJ Baxter,Texas,UL-Mon,UL-Mon,-,-,365,0.00,365,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Tony Mathis Jr.,Houston,Cin,Hou,-,-,366,0.00,367,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Rueben Owens,Texas A&M,BGSU,BGSU,-,-,367,0.00,368,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Micah Welch,Colorado,Baylor,Baylor,-,-,368,0.00,369,0.00,0.00,3.00,0.0,0.00,0.00,0.00,0.0,0.00
Camar Wheaton,SMU,TCU,TCU,-,-,369,0.00,366,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
