,,Week 11 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Lawrence Arnold,Kansas,IaSt,IaSt,-,-,59,8.40,73,11.76,56.00,3.36,16.7,0.45,0.73,0.09,8.1,0.00
Ty Robinson,Ball State,Mia-O,Mia-O,-,-,60,8.36,69,11.82,57.06,3.46,16.5,0.44,0.00,0.00,0.0,0.00
Jameson Tucker,Coastal Carolina,App,App,-,-,61,8.35,70,11.80,56.18,3.45,16.3,0.45,0.00,0.00,0.0,0.00
Tailique Williams,Georgia State,JMU,GaSt,-,-,62,8.14,53,13.12,60.09,4.98,12.1,0.36,0.00,0.00,0.0,0.00
Nick Nash,San Jose State,OreSt,SJSU,-,-,63,8.13,58,12.76,54.36,4.64,11.7,0.45,0.00,0.00,0.0,0.00
Kris Hutson,Washington State,UtahSt,UtahSt,-,-,64,8.10,57,12.83,59.50,4.73,12.6,0.35,0.53,0.18,2.9,0.00
Shazz Preston,Tulane,Temple,Temple,-,-,65,8.03,98,10.95,52.62,2.92,18.0,0.46,0.00,0.00,0.0,0.00
Courtney Jackson,Arkansas State,UL-Laf,ArkSt,-,-,66,8.02,95,11.10,54.83,3.08,17.8,0.42,0.33,0.08,4.1,0.00
Dante Wright,Temple,Tulane,Temple,-,-,67,7.95,68,11.90,53.10,3.96,13.4,0.44,0.00,0.00,0.0,0.00
Carnell Tate,Ohio State,Purdue,Purdue,-,-,68,7.94,74,11.72,54.74,3.78,14.5,0.41,0.00,0.00,0.0,0.00
Amare Thomas,UAB,UConn,UConn,-,-,69,7.90,42,14.13,55.92,6.23,9.0,0.34,2.86,0.34,8.4,0.00
Nyck Harbor,South Carolina,Vandy,SCar,-,-,70,7.89,86,11.38,58.95,3.49,16.9,0.32,0.49,0.16,3.1,0.00
Yulkeith Brown,Tulane,Temple,Temple,-,-,71,7.85,88,11.30,45.73,3.45,13.3,0.27,10.91,1.09,10.0,0.09
Savion Williams,TCU,OkSt,OkSt,-,-,72,7.85,79,11.61,51.31,3.76,13.6,0.36,5.73,1.07,5.4,0.00
Omari Kelly,Middle Tenn. St,Lib,Lib,-,-,73,7.84,62,12.34,59.06,4.51,13.1,0.32,0.00,0.00,0.0,0.00
Kris Mitchell,Notre Dame,FlaSt,FlaSt,-,-,74,7.84,124,10.20,43.67,2.37,18.4,0.57,0.41,0.08,5.1,0.00
Tru Edwards,Louisiana Tech,JacSt,JacSt,-,-,75,7.79,66,12.05,51.13,4.27,12.0,0.43,1.11,0.34,3.3,0.00
Theo Wease Jr.,Missouri,Okla,Okla,-,-,76,7.75,84,11.50,52.50,3.75,14.0,0.42,0.00,0.00,0.0,0.00
Chris Brazzell II,Tennessee,MissSt,MissSt,-,-,77,7.74,110,10.63,49.30,2.89,17.1,0.47,0.00,0.00,0.0,0.00
Mario Williams,Tulane,Temple,Temple,-,-,78,7.72,64,12.09,55.13,4.38,12.6,0.35,1.05,0.26,4.0,0.00
Tyrin Smith,Cincinnati,WVU,WVU,-,-,79,7.68,82,11.56,50.38,3.88,13.0,0.35,5.21,0.71,7.3,0.00
Ali Jennings,Virginia Tech,Clem,Clem,-,-,80,7.67,91,11.22,52.97,3.55,14.9,0.39,0.00,0.00,0.0,0.00
Donavon Greene,Wake Forest,Cal,Cal,-,-,81,7.66,83,11.55,55.29,3.90,14.2,0.35,0.00,0.00,0.0,0.00
Trond Grizzell,California,Wake,Cal,-,-,82,7.62,100,10.92,50.87,3.30,15.4,0.42,0.00,0.00,0.0,0.00
Louis Brown,San Diego State,NM,NM,-,-,83,7.61,67,12.03,48.45,4.42,11.0,0.46,0.00,0.00,0.0,0.00
Chase Sowell,East Carolina,FlaAtl,FlaAtl,-,-,84,7.61,72,11.77,56.08,4.17,13.4,0.33,0.00,0.00,0.0,0.00
Tyler Brown,Clemson,VaTech,Clem,-,-,85,7.54,65,12.08,49.05,4.54,10.8,0.41,2.03,0.16,12.7,0.00
Landon Ransom-Goelz,Rice,Mem,Rice,-,-,86,7.53,92,11.21,49.54,3.69,13.4,0.43,0.00,0.00,0.0,0.00
Corey Rucker,Arkansas State,UL-Laf,ArkSt,-,-,87,7.52,104,10.75,58.60,3.23,18.1,0.27,0.45,0.09,5.0,0.00
J. Michael Sturdivant,UCLA,Iowa,Iowa,-,-,88,7.47,87,11.36,53.93,3.89,13.9,0.35,0.00,0.00,0.0,0.00
Tobias Merriweather,California,Wake,Cal,-,-,89,7.44,112,10.52,50.76,3.08,16.5,0.39,0.00,0.00,0.0,0.00
Cam Camper,Boise State,Nevada,Nevada,-,-,90,7.40,119,10.32,50.92,2.92,17.4,0.38,0.00,0.00,0.0,0.00
Lewis Bond,Boston College,Syr,Syr,-,-,91,7.39,106,10.72,47.92,3.33,14.4,0.42,1.00,0.17,5.9,0.00
Jordan Watkins,Mississippi,UGa,UGa,-,-,92,7.36,80,11.56,58.11,4.20,13.8,0.26,0.09,0.09,1.0,0.00
Kaden Prather,Maryland,Oregon,MD,-,-,93,7.31,108,10.67,48.64,3.36,14.5,0.40,0.48,0.08,6.0,0.00
Ja'Khi Douglas,Florida State,ND,FlaSt,-,-,94,7.29,94,11.13,59.07,3.84,15.4,0.17,3.59,0.60,6.0,0.00
Jack Hestera,Utah State,WashSt,UtahSt,-,-,95,7.28,101,10.90,48.16,3.62,13.3,0.41,0.00,0.00,0.0,0.00
Trey Goodman,UTEP,KennSt,KennSt,-,-,96,7.26,109,10.63,45.36,3.36,13.5,0.45,0.00,0.00,0.0,0.00
Elijah Metcalf,Marshall,SouMis,Marsh,-,-,97,7.23,78,11.62,47.86,4.40,10.9,0.41,0.00,0.00,0.0,0.00
Xavier Townsend,Central Florida,AriSt,UCF,-,-,98,7.23,96,11.07,42.83,3.83,11.2,0.42,4.50,0.58,7.8,0.00
Winston Wright,East Carolina,FlaAtl,FlaAtl,-,-,99,7.23,75,11.70,57.10,4.47,12.8,0.25,0.00,0.00,0.0,0.00
Omari Hayes,Florida Atlantic,ECU,FlaAtl,-,-,100,7.20,76,11.69,51.25,4.49,11.4,0.35,0.00,0.00,0.0,0.00
Samuel Brown,Miami,GaTech,Mia-Fl,-,-,101,7.19,77,11.66,56.76,4.47,12.7,0.25,0.00,0.00,0.0,0.00
Dominic Lovett,Georgia,Miss,UGa,-,-,102,7.18,81,11.56,52.38,4.38,12.0,0.32,0.00,0.00,0.0,0.00
Jaylin Lane,Virginia Tech,Clem,Clem,-,-,103,7.17,123,10.22,39.26,3.06,12.8,0.46,4.63,1.20,3.9,0.00
Darrius Clemons,Oregon State,SJSU,SJSU,-,-,104,7.13,99,10.94,50.70,3.80,13.3,0.34,0.34,0.08,4.3,0.00
Da'Quan Felton,Virginia Tech,Clem,Clem,-,-,105,7.10,138,9.91,42.89,2.81,15.3,0.47,0.00,0.00,0.0,0.00
Darius Lassiter,BYU,Utah,BYU,-,-,106,7.10,114,10.46,43.18,3.36,12.9,0.45,0.55,0.09,6.1,0.00
Julian Fleming,Penn State,Wash,Wash,-,-,107,7.09,121,10.26,45.17,3.17,14.2,0.42,0.75,0.17,4.4,0.00
Easton Messer,Western Kentucky,NMSt,WestKy,-,-,108,7.06,89,11.30,45.76,4.24,10.8,0.40,0.80,0.16,5.0,0.00
Jimmy Valsin,Oregon State,SJSU,SJSU,-,-,109,7.06,103,10.75,49.63,3.69,13.4,0.34,0.43,0.09,4.8,0.00
Chris Hilton,LSU,Ala,Ala,-,-,110,7.05,139,9.89,47.23,2.85,16.6,0.38,0.15,0.08,1.9,0.00
Logan Loya,UCLA,Iowa,Iowa,-,-,111,7.04,93,11.16,45.59,4.13,11.0,0.36,3.23,0.72,4.5,0.00
Donaven McCulley,Indiana,Mich,Mich,-,-,112,7.03,107,10.70,48.54,3.67,13.2,0.36,0.27,0.09,3.0,0.00
Luke Grimm,Kansas,IaSt,IaSt,-,-,113,6.99,127,10.14,41.85,3.15,13.3,0.46,0.28,0.09,3.1,0.00
Taylor Morin,Wake Forest,Cal,Cal,-,-,114,6.98,105,10.74,50.40,3.76,13.4,0.32,0.24,0.08,3.0,0.00
Taji Hudson,James Madison,GaSt,GaSt,-,-,115,6.96,141,9.81,42.77,2.86,15.0,0.45,0.00,0.00,0.0,0.00
Caleb Medford,New Mexico,SDSU,NM,-,-,116,6.94,129,10.08,55.21,3.15,17.5,0.24,0.00,0.00,0.0,0.00
Christan Horn,Appalachian State,CoastC,App,-,-,117,6.91,144,9.74,44.08,2.83,15.6,0.42,0.00,0.00,0.0,0.00
Jerand Bradley,Boston College,Syr,Syr,-,-,118,6.88,143,9.79,47.65,2.91,16.4,0.35,0.00,0.00,0.0,0.00
Tai Felton,Maryland,Oregon,MD,-,-,119,6.88,126,10.18,47.22,3.30,14.3,0.35,0.70,0.09,7.8,0.00
Ryan Williams,Alabama,LSU,Ala,-,-,120,6.86,135,9.95,52.27,3.09,16.9,0.27,0.00,0.00,0.0,0.00
Justus Ross-Simmons,Syracuse,BC,Syr,-,-,121,6.84,120,10.28,52.50,3.44,15.3,0.26,0.00,0.00,0.0,0.00
Antonio Williams,Clemson,VaTech,Clem,-,-,122,6.84,85,11.40,49.20,4.56,10.8,0.32,0.00,0.00,0.0,0.00
Kenneth Womack,Western Michigan,NIU,NIU,-,-,123,6.84,54,13.01,58.42,6.17,9.5,0.17,0.00,0.00,0.0,0.00
Jaden Greathouse,Notre Dame,FlaSt,FlaSt,-,-,124,6.82,154,9.46,37.28,2.64,14.1,0.51,0.26,0.09,2.9,0.00
Harrison Wallace,Penn State,Wash,Wash,-,-,125,6.81,130,10.06,43.81,3.25,13.5,0.40,0.48,0.08,6.0,0.00
Semaj Morgan,Michigan,Ind,Mich,-,-,126,6.80,132,9.96,38.42,3.16,12.2,0.35,3.25,0.61,5.3,0.09
Chase Roberts,BYU,Utah,BYU,-,-,127,6.75,125,10.20,46.77,3.45,13.6,0.33,0.99,0.16,6.2,0.00
Justin Lockhart,San Jose State,OreSt,SJSU,-,-,128,6.73,116,10.43,52.46,3.71,14.1,0.25,0.00,0.00,0.0,0.00
Tiaquelin Mims,Southern Miss,Marsh,Marsh,-,-,129,6.73,102,10.82,46.42,4.08,11.4,0.33,0.92,0.17,5.4,0.00
Junior Sherrill,Vanderbilt,SCar,SCar,-,-,130,6.68,133,9.96,42.67,3.28,13.0,0.34,3.45,0.60,5.8,0.00
Malik Rutherford,Georgia Tech,Mia-Fl,Mia-Fl,-,-,131,6.67,111,10.58,44.96,3.91,11.5,0.35,0.87,0.17,5.1,0.00
Micah Davis,Mississippi,UGa,UGa,-,-,132,6.65,145,9.65,36.50,3.00,12.2,0.50,0.00,0.00,0.0,0.00
Kellen Stewart,Middle Tenn. St,Lib,Lib,-,-,133,6.65,118,10.41,44.87,3.76,11.9,0.36,0.18,0.09,2.0,0.00
De'zhaun Stribling,Oklahoma State,TCU,OkSt,-,-,134,6.65,117,10.43,51.98,3.78,13.8,0.24,0.00,0.00,0.0,0.00
Coy Eakin,Texas Tech,Colo,Colo,-,-,135,6.64,90,11.24,50.33,4.61,10.9,0.27,0.09,0.09,1.0,0.00
Jaden Williams,Texas State,UL-Mon,TxSt,-,-,136,6.64,153,9.48,50.86,2.84,17.9,0.26,0.00,0.00,0.0,0.00
Quincy Skinner Jr.,Vanderbilt,SCar,SCar,-,-,137,6.61,156,9.36,40.92,2.75,14.9,0.42,0.17,0.08,2.1,0.00
Cameron Ross,James Madison,GaSt,GaSt,-,-,138,6.56,140,9.86,47.10,3.30,14.3,0.30,0.52,0.22,2.4,0.00
Jahmal Edrine,Purdue,OhioSt,Purdue,-,-,139,6.47,137,9.93,44.91,3.46,13.0,0.31,0.94,0.24,3.9,0.00
Colbie Young,Georgia,Miss,UGa,-,-,140,6.47,136,9.94,44.07,3.47,12.7,0.34,0.25,0.08,3.1,0.00
Gabriel Benyard,Kennesaw State,UTEP,KennSt,-,-,141,6.45,158,9.25,42.29,2.80,15.1,0.34,1.86,0.59,3.2,0.00
Konata Mumpfield,Pittsburgh,UVa,UVa,-,-,142,6.42,147,9.64,38.73,3.22,12.0,0.42,0.00,0.00,0.0,0.00
Dillon Bell,Georgia,Miss,UGa,-,-,143,6.41,161,9.23,34.67,2.82,12.3,0.16,10.59,1.73,6.1,0.16
Jacob De Jesus,UNLV,Hawaii,UNLV,-,-,144,6.41,97,10.97,45.55,4.56,10.0,0.17,3.30,0.76,4.3,0.08
Landon Sides,North Texas,Army,Army,-,-,145,6.40,134,9.95,37.98,3.55,10.7,0.40,1.85,0.32,5.8,0.00
Coleman Owen,Ohio,KentSt,Ohio,-,-,146,6.32,113,10.51,48.44,4.18,11.6,0.24,0.32,0.08,4.0,0.00
Kobe Prentice,Alabama,LSU,Ala,-,-,147,6.29,150,9.57,44.14,3.28,13.5,0.31,0.00,0.00,0.0,0.00
Hykeem Williams,Florida State,ND,FlaSt,-,-,148,6.29,177,8.60,35.09,2.31,15.2,0.46,0.00,0.00,0.0,0.00
Tyler Morris,Michigan,Ind,Mich,-,-,149,6.28,160,9.24,45.74,2.96,15.5,0.28,0.37,0.09,4.1,0.00
DT Sheffield,North Texas,Army,Army,-,-,150,6.28,148,9.62,37.33,3.33,11.2,0.42,0.50,0.17,2.9,0.00
Andre Johnson,Miami (OH),BallSt,Mia-O,-,-,151,6.26,179,8.57,41.24,2.31,17.9,0.36,0.00,0.00,0.0,0.00
Mac Dalena,Fresno State,AF,Fres,-,-,152,6.23,131,10.00,43.23,3.77,11.5,0.31,0.62,0.08,7.8,0.00
Jacoby Jones,Central Florida,AriSt,UCF,-,-,153,6.23,174,8.71,38.32,2.48,15.5,0.40,0.00,0.00,0.0,0.00
Cade McDonald,Miami (OH),BallSt,Mia-O,-,-,154,6.22,157,9.35,40.00,3.13,12.8,0.36,0.80,0.18,4.4,0.00
Eli Pancol,Duke,NCSU,Duke,-,-,155,6.22,142,9.79,42.73,3.57,12.0,0.32,0.00,0.00,0.0,0.00
DeMarcus Harris,Marshall,SouMis,Marsh,-,-,156,6.21,122,10.24,46.38,4.02,11.5,0.26,0.00,0.00,0.0,0.00
Anthony Sambucci,Western Michigan,NIU,NIU,-,-,157,6.21,181,8.56,33.73,2.35,14.4,0.47,0.16,0.16,1.0,0.00
Naiem Simmons,South Florida,Navy,Navy,-,-,158,6.17,168,8.89,39.09,2.72,14.4,0.38,0.00,0.00,0.0,0.00
Noah Rogers,North Carolina State,Duke,Duke,-,-,159,6.16,166,8.96,41.27,2.80,14.7,0.34,0.00,0.00,0.0,0.00
Marlyn Johnson,Florida Atlantic,ECU,FlaAtl,-,-,160,6.14,149,9.58,42.16,3.44,12.3,0.32,0.00,0.00,0.0,0.00
Ja'Shaun Poke,San Diego State,NM,NM,-,-,161,6.11,128,10.11,41.08,4.00,10.3,0.33,0.00,0.00,0.0,0.00
Robert Williams,Louisiana-Lafayette,ArkSt,ArkSt,-,-,162,6.10,159,9.25,38.80,3.15,12.3,0.37,0.00,0.00,0.0,0.00
Austin Bolt,Boise State,Nevada,Nevada,-,-,163,6.09,203,8.09,42.46,2.00,21.2,0.31,0.00,0.00,0.0,0.00
Jimmy Holiday,Louisiana Tech,JacSt,JacSt,-,-,164,6.03,172,8.78,44.08,2.75,16.0,0.25,1.25,0.50,2.5,0.00
Traylon Ray,West Virginia,Cin,WVU,-,-,165,6.02,204,8.06,42.11,2.04,20.6,0.30,0.00,0.00,0.0,0.00
Jamahdia Whitby,Coastal Carolina,App,App,-,-,166,6.01,170,8.88,37.87,2.87,13.2,0.37,0.00,0.00,0.0,0.00
Jalil Farooq,Oklahoma,Missou,Okla,-,-,167,6.00,152,9.48,46.17,3.48,13.3,0.17,3.39,0.61,5.6,0.00
Luke Wysong,New Mexico,SDSU,NM,-,-,168,6.00,183,8.54,36.92,2.54,14.5,0.38,0.00,0.00,0.0,0.00
Bru McCoy,Tennessee,MissSt,MissSt,-,-,169,5.98,162,9.14,41.23,3.15,13.1,0.31,0.15,0.08,1.9,0.00
Blair Conwright,North Texas,Army,Army,-,-,170,5.97,187,8.50,44.09,2.52,17.5,0.26,0.00,0.00,0.0,0.00
Bryant Wesco Jr.,Clemson,VaTech,Clem,-,-,171,5.97,165,9.05,39.67,3.08,12.9,0.33,0.00,0.00,0.0,0.00
Myles Price,Indiana,Mich,Mich,-,-,172,5.93,115,10.45,42.71,4.52,9.4,0.27,0.62,0.18,3.4,0.00
Jaden Smith,UTEP,KennSt,KennSt,-,-,173,5.93,155,9.45,43.46,3.51,12.4,0.26,0.43,0.09,4.8,0.00
Tyson Davis,Central Michigan,BGSU,BGSU,-,-,174,5.91,191,8.41,38.50,2.50,15.4,0.33,0.58,0.17,3.4,0.00
Kam Thomas,UTEP,KennSt,KennSt,-,-,175,5.88,169,8.88,36.77,3.00,12.3,0.23,3.62,1.00,3.6,0.08
Traeshon Holden,Oregon,MD,MD,-,-,176,5.87,189,8.48,31.83,2.61,12.2,0.43,0.78,0.17,4.6,0.00
CJ Daniels,LSU,Ala,Ala,-,-,177,5.86,194,8.29,36.06,2.44,14.8,0.38,0.00,0.00,0.0,0.00
JP Richardson,TCU,OkSt,OkSt,-,-,178,5.84,151,9.50,43.32,3.66,11.8,0.23,1.01,0.23,4.4,0.00
Andrel Anthony,Oklahoma,Missou,Okla,-,-,179,5.82,192,8.36,44.38,2.54,17.5,0.23,0.00,0.00,0.0,0.00
Chedon James,Fresno State,AF,Fres,-,-,180,5.81,146,9.65,43.68,3.84,11.4,0.24,0.00,0.00,0.0,0.00
Steven McBride,Hawaii,UNLV,UNLV,-,-,181,5.80,197,8.20,36.62,2.40,15.3,0.36,0.00,0.00,0.0,0.00
Chase Lane,Georgia Tech,Mia-Fl,Mia-Fl,-,-,182,5.74,184,8.52,40.74,2.78,14.7,0.28,0.00,0.00,0.0,0.00
Hudson Clement,West Virginia,Cin,WVU,-,-,183,5.71,231,7.44,38.13,1.74,21.9,0.32,0.00,0.00,0.0,0.00
Omar Cooper,Indiana,Mich,Mich,-,-,184,5.69,190,8.48,41.44,2.80,14.8,0.25,0.17,0.08,2.1,0.00
Javon Tracy,Miami (OH),BallSt,Mia-O,-,-,185,5.66,205,8.03,40.27,2.36,17.1,0.27,0.00,0.00,0.0,0.00
Jaden Bray,West Virginia,Cin,WVU,-,-,186,5.65,215,7.79,35.20,2.13,16.5,0.36,0.00,0.00,0.0,0.00
Kaleb Brown,Iowa,UCLA,Iowa,-,-,187,5.60,173,8.73,44.69,3.13,14.3,0.18,0.54,0.09,6.0,0.00
Naseim Brantley,Rutgers,Minn,Minn,-,-,188,5.59,199,8.18,34.46,2.59,13.3,0.36,0.00,0.00,0.0,0.00
Jesse Prewitt III,Central Michigan,BGSU,BGSU,-,-,189,5.56,200,8.15,36.29,2.58,14.1,0.32,0.00,0.00,0.0,0.00
Cadarrius Thompson,Georgia State,JMU,GaSt,-,-,190,5.54,185,8.52,36.05,2.98,12.1,0.32,0.00,0.00,0.0,0.00
Kevin Coleman,Mississippi State,Tenn,MissSt,-,-,191,5.53,171,8.84,39.44,3.31,11.9,0.24,1.37,0.32,4.3,0.00
Kendrick Law,Alabama,LSU,Ala,-,-,192,5.48,186,8.52,39.84,3.03,13.1,0.25,0.25,0.08,3.1,0.00
Marlion Jackson,Louisiana Tech,JacSt,JacSt,-,-,193,5.46,193,8.36,37.54,2.89,13.0,0.26,1.32,0.35,3.8,0.00
