,,Week 8 Game,,,,Standard,,PPR,,Rushing,,,,Receiving,,,
Jalen Buckley,Western Michigan,Buff,WestMI,-,-,20,15.37,21,16.91,86.34,16.00,5.4,0.81,13.73,1.54,8.9,0.08
Chip Trayanum,Kentucky,Fla,Kty,-,-,21,15.36,20,16.98,79.73,17.00,4.7,0.75,15.82,1.61,9.8,0.22
Woody Marks,USC,MD,USC,-,-,22,15.29,19,17.08,90.84,14.00,6.5,0.57,18.07,1.79,10.1,0.16
Marcus Carroll,Missouri,Auburn,Auburn,-,-,23,14.88,26,16.37,83.48,16.00,5.2,0.80,11.63,1.49,7.8,0.10
TJ Harden,UCLA,Rut,UCLA,-,-,24,14.83,27,16.36,79.83,16.00,5.0,0.85,12.26,1.53,8.0,0.09
Cameron Skattebo,Arizona State,Cin,AriSt,-,-,25,14.74,22,16.78,77.53,16.00,4.8,0.68,23.91,2.04,11.7,0.09
Jamal Haynes,Georgia Tech,ND,ND,-,-,26,14.55,28,16.30,87.83,15.00,5.9,0.67,12.67,1.75,7.2,0.08
Bhayshul Tuten,Virginia Tech,BC,BC,-,-,27,14.51,25,16.49,70.10,13.00,5.4,0.91,15.80,1.97,8.0,0.08
Jalen White,Georgia Southern,JMU,JMU,-,-,28,14.43,30,15.75,82.25,15.00,5.5,0.82,7.66,1.32,5.8,0.08
Trevor Etienne,Georgia,Tex,UGa,-,-,29,14.20,29,15.83,68.49,12.00,5.7,0.90,14.69,1.63,9.0,0.08
Dylan Sampson,Tennessee,Ala,Ala,-,-,30,13.89,31,15.61,84.18,15.00,5.6,0.57,15.41,1.72,9.0,0.08
Dean Connors,Rice,Tulane,Rice,-,-,31,13.88,18,17.11,68.10,11.00,6.2,0.57,27.01,3.24,8.3,0.16
Justice Haynes,Alabama,Tenn,Ala,-,-,32,13.61,32,15.17,66.99,12.00,5.6,0.86,12.17,1.55,7.9,0.09
Jadarian Price,Notre Dame,GaTech,ND,-,-,33,13.45,40,14.38,74.29,13.00,5.7,0.76,9.54,0.93,10.3,0.08
Harrison Waylee,Wyoming,SJSU,Wyo,-,-,34,13.43,37,14.59,93.38,16.00,5.8,0.58,5.96,1.16,5.1,0.00
Jacquez Stuart,Toledo,NIU,Toledo,-,-,35,13.34,39,14.41,71.56,14.00,5.1,0.74,12.44,1.07,11.6,0.08
Rickey Hunt,Ohio,Mia-O,Ohio,-,-,36,13.29,38,14.54,72.17,15.00,4.8,0.75,10.75,1.25,8.6,0.08
Terion Stewart,Bowling Green,KentSt,KentSt,-,-,37,13.22,50,13.64,76.92,14.00,5.5,0.84,4.64,0.42,11.0,0.00
Chez Mellusi,Wisconsin,NW,Wisc,-,-,38,12.89,35,14.61,74.12,14.00,5.3,0.77,8.42,1.72,4.9,0.00
Jordan Waters,North Carolina State,Cal,NCSU,-,-,39,12.89,46,13.88,70.18,13.00,5.4,0.82,9.38,0.99,9.5,0.00
Marion Lukes,Central Michigan,EastMi,CentMi,-,-,40,12.84,34,14.86,78.08,15.00,5.2,0.49,21.08,2.03,10.4,0.00
Jaydon Blue,Texas,UGa,UGa,-,-,41,12.77,36,14.60,75.29,13.00,5.8,0.54,15.84,1.83,8.7,0.07
Kaden Feagin,Illinois,Mich,Mich,-,-,42,12.74,47,13.88,72.04,16.00,4.5,0.57,11.53,1.14,10.1,0.16
Jarquez Hunter,Auburn,Missou,Auburn,-,-,43,12.63,42,14.14,80.88,14.00,5.8,0.59,9.95,1.52,6.5,0.00
Corey Kiner,Cincinnati,AriSt,AriSt,-,-,44,12.56,49,13.78,86.25,16.00,5.4,0.57,5.28,1.22,4.3,0.00
Ja'Quinden Jackson,Arkansas,LSU,LSU,-,-,45,12.55,44,14.08,67.37,15.00,4.5,0.68,12.37,1.53,8.1,0.08
Montrell Johnson,Florida,Kty,Kty,-,-,46,12.47,33,15.09,70.00,14.00,5.0,0.51,19.31,2.61,7.4,0.08
Quali Conley,Arizona,Colo,Colo,-,-,47,12.25,43,14.10,55.38,12.00,4.6,0.74,17.26,1.85,9.3,0.09
Jai'Den Thomas,UNLV,OreSt,UNLV,-,-,48,12.14,56,13.17,65.62,14.00,4.7,0.69,9.36,1.03,9.1,0.09
Cam Cook,TCU,Utah,TCU,-,-,49,12.12,60,12.83,78.10,15.00,5.2,0.63,5.00,0.71,7.0,0.00
Roman Hemby,Maryland,USC,USC,-,-,50,11.79,41,14.27,58.33,13.00,4.5,0.43,23.61,2.48,9.5,0.17
Raheim Sanders,South Carolina,Okla,SCar,-,-,51,11.77,48,13.87,69.83,14.00,5.0,0.50,12.66,2.10,6.0,0.08
Devin Mockobee,Purdue,Oregon,Oregon,-,-,52,11.73,54,13.31,65.77,14.00,4.7,0.53,14.53,1.58,9.2,0.09
Jaquez Moore,Duke,FlaSt,FlaSt,-,-,53,11.66,62,12.69,70.08,13.00,5.4,0.60,10.33,1.03,10.0,0.00
Ja'Quez Cross,Arkansas State,SouMis,ArkSt,-,-,54,11.65,51,13.46,67.08,12.00,5.6,0.60,13.12,1.81,7.2,0.00
Kaleb Jackson,LSU,Ark,LSU,-,-,55,11.64,63,12.63,60.42,11.00,5.5,0.82,6.73,0.99,6.8,0.00
Parker Jenkins,Houston,Kansas,Hou,-,-,56,11.60,64,12.60,79.61,15.00,5.3,0.50,6.20,1.01,6.1,0.00
Noah Whittington,Oregon,Purdue,Oregon,-,-,57,11.48,53,13.32,63.00,9.00,7.0,0.52,15.12,1.83,8.3,0.09
Rodrigues Clark,Southern Miss,ArkSt,ArkSt,-,-,58,11.46,57,13.04,70.50,15.00,4.7,0.50,9.08,1.58,5.7,0.08
Braylon McReynolds,South Alabama,Troy,Troy,-,-,59,11.44,52,13.34,64.92,13.00,5.0,0.49,14.97,1.89,7.9,0.08
Anthony Hankerson,Oregon State,UNLV,UNLV,-,-,60,11.30,55,13.30,59.67,13.00,4.6,0.50,13.33,2.00,6.7,0.17
Jacory Croskey-Merritt,Arizona,Colo,Colo,-,-,61,11.28,58,12.94,51.53,11.00,4.7,0.66,16.62,1.65,10.1,0.08
Anthony Watkins,Tulsa,Temple,Tulsa,-,-,62,11.11,75,11.96,85.03,19.00,4.5,0.34,5.62,0.85,6.6,0.00
Jordan Houston,Marshall,GaSt,GaSt,-,-,63,11.06,59,12.85,56.43,12.00,4.7,0.68,13.36,1.79,7.5,0.00
Jaylan Knighton,SMU,Stan,SMU,-,-,64,11.04,69,12.16,66.29,13.00,5.1,0.52,7.92,1.12,7.1,0.09
Jeremiyah Love,Notre Dame,GaTech,ND,-,-,65,11.00,71,12.08,60.38,11.00,5.5,0.58,9.92,1.08,9.2,0.08
LJ Martin,BYU,OkSt,OkSt,-,-,66,10.93,65,12.33,62.20,13.00,4.8,0.49,7.57,1.40,5.4,0.16
Jevon Jackson,UTEP,FIU,FIU,-,-,67,10.91,86,11.59,78.46,16.00,4.9,0.43,4.96,0.68,7.3,0.00
Justin Marshall,Colorado State,AF,ColoSt,-,-,68,10.91,72,11.98,71.42,13.00,5.5,0.49,8.06,1.07,7.5,0.00
Jam Miller,Alabama,Tenn,Ala,-,-,69,10.86,68,12.23,53.18,10.00,5.3,0.64,11.82,1.36,8.7,0.09
Ayo Adeyi,James Madison,GaSo,JMU,-,-,70,10.84,81,11.68,65.74,14.00,4.7,0.61,6.16,0.84,7.3,0.00
Nathan Carter,Michigan State,Iowa,Iowa,-,-,71,10.81,76,11.94,67.38,15.00,4.5,0.57,6.65,1.14,5.8,0.00
Rahsul Faison,Utah State,NM,NM,-,-,72,10.81,80,11.72,74.05,13.00,5.7,0.49,4.44,0.91,4.9,0.00
Braedon Sloan,Ball State,Vandy,BallSt,-,-,73,10.78,74,11.98,65.82,14.00,4.7,0.51,11.27,1.20,9.4,0.00
Donald Chaney,Louisville,Mia-Fl,Mia-Fl,-,-,74,10.74,61,12.73,62.35,13.00,4.8,0.50,15.24,1.99,7.7,0.00
Ta'ron Keith,South Florida,UAB,UAB,-,-,75,10.68,45,13.93,40.62,8.00,5.1,0.44,29.27,3.25,9.0,0.18
Dylan Carson,Air Force,ColoSt,ColoSt,-,-,76,10.66,111,10.66,76.58,16.00,4.8,0.50,0.00,0.00,0.0,0.00
Micah Bernard,Utah,TCU,TCU,-,-,77,10.57,70,12.13,52.29,11.00,4.8,0.57,14.04,1.56,9.0,0.08
Josh Williams,LSU,Ark,LSU,-,-,78,10.52,85,11.64,57.15,11.00,5.2,0.69,6.79,1.12,6.1,0.00
Damien Taylor,Troy,USA,Troy,-,-,79,10.42,78,11.75,56.00,11.00,5.1,0.58,8.17,1.33,6.1,0.08
Demond Claiborne,Wake Forest,UConn,Wake,-,-,80,10.41,98,11.09,67.13,16.00,4.2,0.51,6.52,0.68,9.6,0.00
Eli Sanders,New Mexico,UtahSt,NM,-,-,81,10.35,77,11.82,57.50,12.00,4.8,0.52,9.76,1.47,6.6,0.09
Monte Watkins,New Mexico State,LaTech,LaTech,-,-,82,10.34,88,11.50,65.88,12.00,5.5,0.41,7.78,1.16,6.7,0.08
Kye Robichaux,Boston College,VaTech,BC,-,-,83,10.33,73,11.98,56.19,12.00,4.7,0.58,12.33,1.66,7.4,0.00
Lee Beebe,UAB,USF,UAB,-,-,84,10.26,79,11.73,53.23,7.00,7.6,0.57,10.34,1.47,7.0,0.08
Le'Veon Moss,Texas A&M,MissSt,TexA&M,-,-,85,10.22,95,11.25,56.16,11.00,5.1,0.55,9.16,1.02,9.0,0.07
Roydell Williams,Florida State,Duke,FlaSt,-,-,86,10.18,93,11.36,59.40,11.00,5.4,0.51,6.85,1.18,5.8,0.08
Marquis Crosby,Louisiana Tech,NMSt,LaTech,-,-,87,10.16,91,11.38,60.38,11.00,5.5,0.57,7.01,1.22,5.7,0.00
Keegan Jones,UCLA,Rut,UCLA,-,-,88,10.03,66,12.31,52.92,11.00,4.8,0.40,17.64,2.28,7.7,0.10
Zach Evans,North Texas,Mem,NorTx,-,-,89,10.02,89,11.50,58.76,13.00,4.5,0.53,9.72,1.48,6.6,0.00
Elijah Young,Western Kentucky,SamHou,WestKy,-,-,90,9.97,84,11.64,45.92,10.00,4.6,0.33,18.83,1.67,11.3,0.25
Cartevious Norton,UNC Charlotte,Navy,Char,-,-,91,9.87,94,11.36,55.97,13.00,4.3,0.41,7.95,1.49,5.3,0.17
Nay'Quan Wright,South Florida,UAB,UAB,-,-,92,9.87,110,10.71,61.75,14.00,4.4,0.58,2.00,0.83,2.4,0.00
Armoni Goodwin,UAB,USF,UAB,-,-,93,9.81,107,10.74,48.40,9.00,5.4,0.76,3.82,0.93,4.1,0.00
Reggie Love,Purdue,Oregon,Oregon,-,-,94,9.81,96,11.13,57.52,12.00,4.8,0.41,10.76,1.32,8.2,0.08
Alton McCaskill,Arizona State,Cin,AriSt,-,-,95,9.77,106,10.81,56.43,12.00,4.7,0.52,9.91,1.04,9.5,0.00
Jacqez Barksdale,Buffalo,WestMI,WestMI,-,-,96,9.76,92,11.38,51.67,11.00,4.7,0.43,15.18,1.62,9.4,0.09
Ikaika Ragsdale,North Texas,Mem,NorTx,-,-,97,9.76,102,10.97,52.66,11.00,4.8,0.43,8.57,1.21,7.1,0.17
Trey Sanders,TCU,Utah,TCU,-,-,98,9.75,97,11.09,36.86,10.00,3.7,0.76,9.24,1.33,6.9,0.10
Kevorian Barnes,UTSA,FlaAtl,FlaAtl,-,-,99,9.74,101,10.98,56.15,11.00,5.1,0.57,6.81,1.23,5.5,0.00
Dominic Richardson,Baylor,TxTch,Baylor,-,-,100,9.69,82,11.68,52.22,12.00,4.4,0.33,14.90,1.99,7.5,0.17
Floyd Chalk,San Jose State,Wyo,Wyo,-,-,101,9.63,100,11.02,57.58,12.00,4.8,0.43,12.86,1.38,9.3,0.00
Cam Porter,Northwestern,Wisc,Wisc,-,-,102,9.61,103,10.91,57.67,15.00,3.8,0.43,7.41,1.29,5.7,0.09
Kentrel Bullock,South Alabama,Troy,Troy,-,-,103,9.60,104,10.88,53.20,10.00,5.3,0.48,9.20,1.28,7.2,0.08
Ky Thomas,Kent,BGSU,KentSt,-,-,104,9.60,112,10.62,58.46,13.00,4.5,0.42,6.97,1.02,6.8,0.08
Michael Benefield,Kennesaw State,MiddTn,KennSt,-,-,105,9.55,126,10.03,63.38,12.00,5.3,0.48,3.14,0.48,6.5,0.00
CJ Donaldson,West Virginia,KanSt,KanSt,-,-,106,9.53,125,10.11,51.77,11.00,4.7,0.66,3.80,0.58,6.6,0.00
Justice Ellison,Indiana,Neb,Neb,-,-,107,9.51,83,11.67,53.96,12.00,4.5,0.35,15.28,2.16,7.1,0.09
Braydon Bennett,Coastal Carolina,UL-Laf,UL-Laf,-,-,108,9.44,90,11.41,47.01,10.00,4.7,0.51,16.67,1.97,8.5,0.00
Dylan Downing,Miami (OH),Ohio,Ohio,-,-,109,9.43,119,10.30,49.91,10.00,5.0,0.52,7.83,0.87,9.0,0.09
Leshon Williams,Iowa,MSU,Iowa,-,-,110,9.42,115,10.40,67.22,14.00,4.8,0.25,7.29,0.98,7.4,0.08
Camryn Edwards,UConn,Wake,Wake,-,-,111,9.41,108,10.73,57.77,12.00,4.8,0.33,11.50,1.32,8.7,0.08
Peny Boone,Central Florida,IaSt,UCF,-,-,112,9.40,122,10.19,52.12,8.00,6.5,0.55,8.63,0.79,10.9,0.00
Star Thomas,Duke,FlaSt,FlaSt,-,-,113,9.40,109,10.72,52.98,10.00,5.3,0.41,11.24,1.32,8.5,0.08
Delbert Mimms,Eastern Michigan,CentMi,CentMi,-,-,114,9.28,114,10.50,39.49,9.00,4.4,0.65,9.57,1.22,7.8,0.08
Treshaun Ward,Boston College,VaTech,BC,-,-,115,9.24,105,10.84,50.17,10.00,5.0,0.34,12.02,1.60,7.5,0.17
Gabe Ervin,Nebraska,Ind,Neb,-,-,116,9.19,116,10.40,58.63,12.00,4.9,0.40,9.10,1.21,7.5,0.00
Tawee Walker,Wisconsin,NW,Wisc,-,-,117,9.12,118,10.31,50.57,11.00,4.6,0.55,7.44,1.19,6.3,0.00
Robert Henry,UTSA,FlaAtl,FlaAtl,-,-,118,9.09,120,10.27,47.98,10.00,4.8,0.59,7.65,1.18,6.5,0.00
Lawrance Toafili,Florida State,Duke,FlaSt,-,-,119,9.06,99,11.08,41.07,7.00,5.9,0.42,19.14,2.02,9.5,0.08
Dre'lyn Washington,Louisiana-Lafayette,CoastC,UL-Laf,-,-,120,9.04,129,9.79,56.78,10.00,5.7,0.41,3.88,0.74,5.2,0.08
Davon Booth,Mississippi State,TexA&M,TexA&M,-,-,121,9.03,127,9.99,54.96,10.00,5.5,0.48,6.56,0.96,6.8,0.00
CJ Beasley,Georgia State,Marsh,GaSt,-,-,122,9.02,121,10.23,54.14,12.00,4.5,0.47,8.19,1.21,6.8,0.00
Zuberi Mobley,Florida Atlantic,Tx-SA,FlaAtl,-,-,123,8.97,128,9.92,55.96,13.00,4.3,0.34,7.92,0.95,8.3,0.09
Isaiah Jacobs,UAB,USF,UAB,-,-,124,8.91,87,11.56,45.04,10.00,4.5,0.51,13.25,2.65,5.0,0.00
Seth McGowan,New Mexico State,LaTech,LaTech,-,-,125,8.84,132,9.52,51.86,10.00,5.2,0.42,6.02,0.68,8.9,0.08
John Gentry,Sam Houston,WestKy,WestKy,-,-,126,8.79,67,12.26,28.89,8.00,3.6,0.36,27.02,3.47,7.8,0.18
Kobe Pace,Virginia,Clem,UVa,-,-,127,8.76,117,10.32,49.38,13.00,3.8,0.25,13.74,1.55,8.9,0.16
Jamious Griffin,Oregon State,UNLV,UNLV,-,-,128,8.74,123,10.15,47.93,10.00,4.8,0.41,9.75,1.40,7.0,0.08
Sean Dollars,Nevada,Fres,Fres,-,-,129,8.67,130,9.70,45.51,12.00,3.8,0.51,5.23,1.03,5.1,0.09
DJ Jones,Wyoming,SJSU,Wyo,-,-,130,8.63,135,9.39,56.97,10.00,5.7,0.42,4.12,0.76,5.4,0.00
LJ Johnson Jr.,SMU,Stan,SMU,-,-,131,8.61,137,9.12,56.45,11.00,5.1,0.43,4.09,0.51,8.0,0.00
Dontae McMillan,Eastern Michigan,CentMi,CentMi,-,-,132,8.30,131,9.57,38.55,9.00,4.3,0.51,8.75,1.27,6.9,0.08
Roderick Robinson,Georgia,Tex,UGa,-,-,133,8.27,141,8.88,41.05,7.00,5.9,0.60,5.36,0.60,8.9,0.00
Anthony Tyus,Ohio,Mia-O,Ohio,-,-,134,8.24,139,8.94,52.82,11.00,4.8,0.44,3.40,0.70,4.9,0.00
Vaughn Pemberton,Ball State,Vandy,BallSt,-,-,135,8.17,150,8.60,45.79,8.00,5.7,0.43,5.28,0.43,12.3,0.09
Daniel Hishaw,Kansas,Hou,Hou,-,-,136,8.15,149,8.63,44.20,9.00,4.9,0.56,3.82,0.48,8.0,0.00
Zak Wallace,Arkansas State,SouMis,ArkSt,-,-,137,8.08,151,8.50,48.35,11.00,4.4,0.51,1.71,0.43,4.0,0.00
Rayshon Luke,Arizona,Colo,Colo,-,-,138,8.05,134,9.44,38.08,9.00,4.2,0.46,14.77,1.38,10.7,0.00
Dylan Edwards,Kansas State,WVU,KanSt,-,-,139,7.98,133,9.47,36.78,8.00,4.6,0.33,13.36,1.48,9.0,0.16
Dallan Hayden,Colorado,Ari,Colo,-,-,140,7.98,124,10.14,46.19,10.00,4.6,0.41,2.68,2.16,1.2,0.10
Robert Briggs,Utah State,NM,NM,-,-,141,7.95,147,8.65,56.05,11.00,5.1,0.35,2.53,0.70,3.6,0.00
Gerald Green,Troy,USA,Troy,-,-,142,7.89,138,9.12,40.41,9.00,4.5,0.44,6.71,1.24,5.4,0.09
Aaron Young,Old Dominion,TxSt,TxSt,-,-,143,7.81,153,8.47,44.01,9.00,4.9,0.41,4.38,0.66,6.6,0.08
Nate Noel,Missouri,Auburn,Auburn,-,-,144,7.79,143,8.73,49.88,10.00,5.0,0.38,5.50,0.94,5.9,0.00
Cameron Seldon,Tennessee,Ala,Ala,-,-,145,7.79,140,8.89,45.00,9.00,5.0,0.42,7.39,1.10,6.7,0.00
Freddie Brock,Georgia State,Marsh,GaSt,-,-,146,7.70,155,8.43,47.82,10.00,4.8,0.40,5.00,0.73,6.8,0.00
Jeffery Pittman,Mississippi State,TexA&M,TexA&M,-,-,147,7.70,145,8.71,45.00,9.00,5.0,0.34,6.81,1.01,6.7,0.08
Sedrick Irvin,Stanford,SMU,SMU,-,-,148,7.69,113,10.51,36.57,8.00,4.6,0.35,19.25,2.81,6.9,0.00
Mark Fletcher,Miami,Lou,Mia-Fl,-,-,149,7.48,152,8.50,39.91,8.00,5.0,0.43,9.36,1.02,9.2,0.00
Michael Allen,UNLV,OreSt,UNLV,-,-,150,7.45,161,8.15,43.15,9.00,4.8,0.44,4.85,0.71,6.8,0.00
Elijah Davis,Louisiana-Lafayette,CoastC,UL-Laf,-,-,151,7.45,174,7.71,47.63,9.00,5.3,0.42,1.44,0.25,5.8,0.00
Ethan Payne,Marshall,GaSt,GaSt,-,-,152,7.42,156,8.42,42.92,10.00,4.3,0.42,6.33,1.00,6.3,0.00
Al-Jay Henderson,Buffalo,WestMI,WestMI,-,-,153,7.40,146,8.69,40.50,9.00,4.5,0.32,9.40,1.29,7.3,0.08
Benjamin Hall,Michigan,Ill,Mich,-,-,154,7.37,166,8.06,42.26,9.00,4.7,0.43,5.74,0.69,8.3,0.00
Sedrick Alexander,Vanderbilt,BallSt,BallSt,-,-,155,7.35,142,8.74,38.00,10.00,3.8,0.35,9.39,1.39,6.8,0.09
Kay'Ron Lynch-Adams,Michigan State,Iowa,Iowa,-,-,156,7.34,158,8.34,42.86,10.00,4.3,0.34,5.29,1.01,5.2,0.08
AJ Newberry,Vanderbilt,BallSt,BallSt,-,-,157,7.28,165,8.07,40.59,9.00,4.5,0.35,5.74,0.79,7.3,0.09
Maurice Turner,Louisville,Mia-Fl,Mia-Fl,-,-,158,7.22,136,9.16,37.66,8.00,4.7,0.24,15.19,1.94,7.8,0.08
Keith Adams Jr.,Clemson,UVa,UVa,-,-,159,7.19,171,7.79,43.18,8.00,5.4,0.43,2.92,0.60,4.9,0.00
Zahir Abdus-Salaam,Western Michigan,Buff,WestMI,-,-,160,7.18,157,8.39,35.84,9.00,4.0,0.40,7.07,1.21,5.8,0.08
Frank Peasant,Middle Tenn. St,KennSt,KennSt,-,-,161,7.15,173,7.72,37.97,10.00,3.8,0.49,4.23,0.57,7.4,0.00
Kenyon Clay,Southern Miss,ArkSt,ArkSt,-,-,162,7.13,163,8.10,45.21,11.00,4.1,0.24,6.71,0.97,6.9,0.08
Jaylon Glover,Utah,TCU,TCU,-,-,163,7.09,175,7.68,49.71,11.00,4.5,0.26,5.80,0.60,9.7,0.00
Treyaun Webb,Florida,Kty,Kty,-,-,164,7.09,162,8.13,39.91,8.00,5.0,0.35,4.87,1.04,4.7,0.09
Byron Cardwell,California,NCSU,NCSU,-,-,165,7.08,160,8.30,34.87,6.00,5.8,0.35,9.83,1.22,8.1,0.09
Gavin Williams,Northern Illinois,Toledo,Toledo,-,-,166,7.05,148,8.64,45.00,9.00,5.0,0.26,9.62,1.59,6.1,0.00
Tate Carney,Wake Forest,UConn,Wake,-,-,167,6.97,181,7.49,40.41,9.00,4.5,0.43,3.29,0.52,6.3,0.00
Ja'Vin Simpkins,Coastal Carolina,UL-Laf,UL-Laf,-,-,168,6.92,179,7.56,41.52,8.00,5.2,0.40,3.68,0.64,5.8,0.00
Aiden Calvert,Air Force,ColoSt,ColoSt,-,-,169,6.91,187,7.22,43.11,6.00,7.2,0.39,2.29,0.32,7.2,0.00
Lexington Joseph,Florida International,UTEP,FIU,-,-,170,6.90,144,8.72,38.35,8.00,4.8,0.25,10.89,1.81,6.0,0.08
Leo Pulalasi,Washington State,Hawaii,Hawaii,-,-,171,6.86,159,8.34,39.36,7.00,5.6,0.25,9.47,1.48,6.4,0.08
Brandon Thomas,Memphis,NorTx,NorTx,-,-,172,6.85,178,7.57,26.47,7.00,3.8,0.63,4.31,0.72,6.0,0.00
Jalen Hampton,Western Kentucky,SamHou,WestKy,-,-,173,6.84,164,8.07,36.08,8.00,4.5,0.24,12.73,1.22,10.4,0.08
Kenny Tracy,Miami (OH),Ohio,Ohio,-,-,174,6.84,176,7.65,36.30,7.00,5.2,0.33,7.65,0.81,9.4,0.08
Rahjai Harris,East Carolina,Army,ECU,-,-,175,6.78,172,7.76,35.84,9.00,4.0,0.33,7.45,0.98,7.6,0.08
Jay Ducker,Sam Houston,WestKy,WestKy,-,-,176,6.76,182,7.37,38.00,10.00,3.8,0.43,3.48,0.61,5.7,0.00
Andrew Henry,New Mexico,UtahSt,NM,-,-,177,6.74,169,7.86,40.00,8.00,5.0,0.34,6.80,1.12,6.1,0.00
Eli Heidenreich,Navy,Char,Char,-,-,178,6.72,154,8.47,22.33,3.00,7.4,0.08,29.83,1.75,17.0,0.17
Kanye Udoh,Army,ECU,ECU,-,-,179,6.65,199,6.65,50.95,10.00,5.1,0.26,0.00,0.00,0.0,0.00
Myles Bailey,Central Michigan,EastMi,CentMi,-,-,180,6.57,177,7.63,42.30,9.00,4.7,0.25,8.67,1.06,8.2,0.00
Demie Sumo-Karngbaye,Kentucky,Fla,Kty,-,-,181,6.56,167,7.96,36.89,7.00,5.3,0.25,8.89,1.40,6.4,0.08
CJ Campbell,Florida Atlantic,Tx-SA,FlaAtl,-,-,182,6.50,198,6.83,39.08,6.00,6.5,0.41,1.62,0.32,5.1,0.00
Kaelon Black,Indiana,Neb,Neb,-,-,183,6.49,168,7.89,40.13,9.00,4.5,0.17,9.91,1.40,7.1,0.08
Shomari Lawrence,Florida International,UTEP,FIU,-,-,184,6.38,190,7.03,39.92,10.00,4.0,0.33,4.18,0.66,6.3,0.00
Victor Rosa,UConn,Wake,Wake,-,-,185,6.36,183,7.34,43.30,9.00,4.8,0.24,5.76,0.97,5.9,0.00
Pat Garwo,Nevada,Fres,Fres,-,-,186,6.34,192,6.98,40.00,10.00,4.0,0.32,4.03,0.65,6.2,0.00
Quinten Joyner,USC,MD,USC,-,-,187,6.34,197,6.85,43.96,7.00,6.3,0.26,4.10,0.51,8.0,0.00
OJ Arnold,Georgia Southern,JMU,JMU,-,-,188,6.33,185,7.26,36.37,7.00,5.2,0.34,6.40,0.94,6.8,0.00
Bill Jackson,Tulsa,Temple,Tulsa,-,-,189,6.30,188,7.16,47.35,11.00,4.3,0.17,5.33,0.86,6.2,0.00
Bryce Duke,Old Dominion,TxSt,TxSt,-,-,190,6.24,196,6.89,32.91,7.00,4.7,0.32,5.39,0.64,8.4,0.08
Dawson Pendergrass,Baylor,TxTch,Baylor,-,-,191,6.22,186,7.25,30.31,7.00,4.3,0.32,8.03,1.03,7.8,0.08
Charlie Offerdahl,Colorado,Ari,Colo,-,-,192,6.20,180,7.51,32.99,7.00,4.7,0.26,7.96,1.31,6.1,0.09
