,,Week 10 Game,,,,Standard,,PPR,,Rushing,,,,Receiving,,,
Jaylon Armstead,San Diego State,Boise,SDSU,-,-,193,4.74,194,5.14,30.66,7.00,4.4,0.24,2.25,0.40,5.6,0.00
Logan Diggs,Mississippi,Ark,Miss,-,-,194,4.68,191,5.35,22.17,4.00,5.5,0.25,4.67,0.67,7.0,0.08
Kalib Hicks,Oklahoma,Maine,Maine,-,-,195,4.63,195,5.14,28.29,6.00,4.7,0.26,2.57,0.51,5.0,0.00
Yesiah Clemons,Kennesaw State,WestKy,KennSt,-,-,196,4.50,210,4.67,28.03,6.00,4.7,0.27,0.81,0.18,4.5,0.00
Amari Daniels,Texas A&M,SCar,TexA&M,-,-,197,4.47,202,5.01,22.50,5.00,4.5,0.25,4.56,0.54,8.4,0.05
Damari Alston,Auburn,Vandy,Vandy,-,-,198,4.46,198,5.05,30.59,6.00,5.1,0.17,3.89,0.59,6.6,0.00
Joseph Himon,Northwestern,Purdue,NW,-,-,199,4.46,188,5.58,22.80,6.00,3.8,0.16,7.36,1.12,6.6,0.08
Daniyel Ngata,Washington,USC,USC,-,-,200,4.42,197,5.11,23.08,5.00,4.6,0.15,7.23,0.69,10.5,0.08
Keyjuan Brown,Louisville,Clem,Lou,-,-,201,4.41,208,4.77,25.45,5.00,5.1,0.27,2.59,0.36,7.2,0.00
Lincoln Pare,Texas State,UL-Laf,UL-Laf,-,-,202,4.40,206,4.83,24.14,5.00,4.8,0.26,4.31,0.43,10.0,0.00
Malachi Thomas,Virginia Tech,Syr,VaTech,-,-,203,4.37,200,5.03,30.50,6.00,5.1,0.17,3.17,0.67,4.7,0.00
Jay Haynes,Clemson,Lou,Lou,-,-,204,4.31,196,5.14,16.67,3.00,5.6,0.25,6.42,0.83,7.7,0.08
Vaughn Blue,Liberty,JacSt,JacSt,-,-,205,4.29,212,4.64,30.52,5.00,6.1,0.09,2.07,0.34,6.1,0.09
Rashod Dubinion,Arkansas,Miss,Miss,-,-,206,4.22,203,4.97,27.18,7.00,3.9,0.16,5.19,0.74,7.0,0.00
Brandon Campbell,Massachusetts,MissSt,UMass,-,-,207,4.19,204,4.92,17.42,5.00,3.5,0.24,5.16,0.73,7.1,0.08
Darwin Barlow,North Carolina,FlaSt,UNC,-,-,208,4.16,209,4.71,19.73,4.00,4.9,0.27,5.55,0.55,10.1,0.00
Ty Son Lawton,Indiana,MSU,Ind,-,-,209,4.11,207,4.80,22.38,5.00,4.5,0.23,4.85,0.69,7.0,0.00
Devin Roche,Old Dominion,App,ODU,-,-,210,4.11,213,4.63,27.60,6.00,4.6,0.17,3.26,0.51,6.4,0.00
Richard Reese,Baylor,TCU,TCU,-,-,211,4.07,216,4.33,27.67,6.00,4.6,0.18,2.24,0.27,8.3,0.00
Terron Kellman,UNC Charlotte,Tulane,Tulane,-,-,212,4.06,215,4.39,28.85,8.00,3.6,0.16,2.10,0.32,6.6,0.00
Kamari Moulton,Iowa,Wisc,Wisc,-,-,213,3.94,221,4.18,28.00,7.00,4.0,0.16,1.83,0.24,7.6,0.00
Sire Gaines,Boise State,SDSU,SDSU,-,-,214,3.91,214,4.49,23.67,4.00,5.9,0.17,5.42,0.58,9.3,0.00
Xavier Terrell,Florida Atlantic,USF,USF,-,-,215,3.86,199,5.04,21.41,4.00,5.4,0.08,7.76,1.18,6.6,0.08
Cam'Ron Valdez,Texas Tech,IaSt,TxTch,-,-,216,3.86,218,4.23,30.09,6.00,5.0,0.09,3.09,0.36,8.6,0.00
Dylan Lee,Iowa State,TxTch,TxTch,-,-,217,3.80,222,4.12,26.09,5.00,5.2,0.16,2.58,0.31,8.3,0.00
Christian Washington,Coastal Carolina,Troy,CoastC,-,-,218,3.76,211,4.67,24.08,5.00,4.8,0.17,3.50,0.92,3.8,0.00
Kobe Johnson,Colorado State,Nevada,ColoSt,-,-,219,3.73,223,4.09,23.82,6.00,4.0,0.18,2.78,0.36,7.7,0.00
James Jones,Louisiana-Monroe,Marsh,UL-Mon,-,-,220,3.68,228,3.86,24.36,5.00,4.9,0.18,1.55,0.18,8.6,0.00
Jordan Lovett,Troy,CoastC,CoastC,-,-,221,3.56,219,4.22,22.11,6.00,3.7,0.16,3.62,0.66,5.5,0.00
PJ Martin,South Alabama,GaSo,GaSo,-,-,222,3.55,220,4.19,17.18,3.00,5.7,0.18,7.45,0.64,11.6,0.00
Jay Harris,Oregon,Mich,Oregon,-,-,223,3.54,217,4.26,19.18,3.00,6.4,0.16,6.79,0.71,9.6,0.00
Lamar Sperling,Buffalo,Akron,Buff,-,-,224,3.52,224,4.02,21.07,5.00,4.2,0.16,4.34,0.49,8.9,0.00
Sieh Bangura,Minnesota,Ill,Minn,-,-,225,3.38,236,3.47,23.02,5.00,4.6,0.17,0.43,0.09,4.8,0.00
Omiri Wiggins,Louisiana Tech,SamHou,LaTech,-,-,226,3.36,227,3.92,18.51,4.00,4.6,0.19,3.91,0.56,7.0,0.00
Dante Dowdell,Nebraska,UCLA,UCLA,-,-,227,3.35,233,3.51,23.36,5.00,4.7,0.16,0.78,0.16,4.9,0.00
DeSean Bishop,Tennessee,Kty,Kty,-,-,228,3.29,229,3.78,19.59,4.00,4.9,0.16,3.51,0.49,7.2,0.00
Damian Henderson,Colorado State,Nevada,ColoSt,-,-,229,3.27,237,3.44,21.42,5.00,4.3,0.17,1.33,0.17,7.8,0.00
Mike Drennen,Toledo,EastMi,Toledo,-,-,230,3.26,234,3.50,16.00,4.00,4.0,0.24,2.51,0.24,10.5,0.00
Aidan Laughery,Illinois,Minn,Minn,-,-,231,3.25,235,3.49,20.08,4.00,5.0,0.16,2.61,0.24,10.9,0.00
Keyvone Lee,Mississippi State,UMass,UMass,-,-,232,3.25,232,3.56,21.77,4.00,5.4,0.15,1.54,0.31,5.0,0.00
Shaadie Clayton-Johnson,Tulane,Char,Tulane,-,-,233,3.23,225,4.01,16.41,5.00,3.3,0.16,6.48,0.78,8.3,0.00
Maquel Haywood,Appalachian State,ODU,ODU,-,-,234,3.16,239,3.39,20.54,4.00,5.1,0.15,1.85,0.23,8.0,0.00
Quran Boyd,Duke,Mia-Fl,Duke,-,-,235,3.12,231,3.56,15.73,4.00,3.9,0.18,4.80,0.44,10.9,0.00
Trent Howland,Oklahoma State,AriSt,AriSt,-,-,236,3.09,244,3.32,20.15,5.00,4.0,0.15,1.54,0.23,6.7,0.00
Cam Davis,San Diego State,Boise,SDSU,-,-,237,3.03,245,3.31,17.30,4.00,4.3,0.19,1.86,0.28,6.6,0.00
Kejon Owens,Florida International,NMSt,NMSt,-,-,238,3.01,226,3.95,14.81,3.00,4.9,0.19,4.03,0.94,4.3,0.00
Brian Brewton,Middle Tenn. St,UTEP,MiddTn,-,-,239,2.92,246,3.23,17.77,4.00,4.4,0.15,2.23,0.31,7.2,0.00
Elijah Jackson-Anderson,Eastern Michigan,Toledo,Toledo,-,-,240,2.92,240,3.39,16.16,4.00,4.0,0.16,3.61,0.47,7.7,0.00
L.T. Sanders,Western Kentucky,KennSt,KennSt,-,-,241,2.91,230,3.72,13.54,3.00,4.5,0.07,6.80,0.80,8.5,0.07
Noah Short,Army,AF,AF,-,-,242,2.90,205,4.90,3.00,1.00,3.0,0.00,26.00,2.00,13.0,0.00
Cam Barfield,Hawaii,Fres,Hawaii,-,-,243,2.88,238,3.42,20.00,5.00,4.0,0.09,3.48,0.54,6.4,0.00
Lloyd Avant,Tulsa,UAB,Tulsa,-,-,244,2.86,242,3.39,19.39,5.00,3.9,0.09,3.95,0.53,7.5,0.00
DeCarlos Brooks,Arizona State,OkSt,AriSt,-,-,245,2.83,241,3.39,14.45,3.00,4.8,0.16,4.42,0.55,8.0,0.00
A.J. Turner,Marshall,UL-Mon,UL-Mon,-,-,246,2.78,249,3.11,15.76,4.00,3.9,0.16,2.29,0.33,6.9,0.00
Kam Davis,Florida State,UNC,UNC,-,-,247,2.70,257,2.88,15.00,3.00,5.0,0.18,1.09,0.18,6.1,0.00
Hollywood Smothers,North Carolina State,Stan,Stan,-,-,248,2.70,243,3.35,17.30,4.00,4.3,0.09,4.09,0.65,6.3,0.00
Jarris Williams,Troy,CoastC,CoastC,-,-,249,2.67,247,3.14,14.45,3.00,4.8,0.16,2.76,0.47,5.9,0.00
Mel Brown,UConn,GaSt,GaSt,-,-,250,2.60,254,2.97,18.23,4.00,4.6,0.09,2.14,0.37,5.8,0.00
Marcus Major,Minnesota,Ill,Minn,-,-,251,2.60,248,3.11,16.94,4.00,4.2,0.09,3.91,0.51,7.7,0.00
EJ Smith,Texas A&M,SCar,TexA&M,-,-,252,2.59,250,3.10,13.20,3.00,4.4,0.09,4.43,0.51,8.7,0.05
Dominique Johnson,TCU,Baylor,TCU,-,-,253,2.57,260,2.73,15.69,4.00,3.9,0.16,0.63,0.16,3.9,0.00
Ryan Butler,Stanford,NCSU,Stan,-,-,254,2.56,252,3.04,16.10,4.00,4.0,0.10,3.81,0.48,7.9,0.00
Ahmani Marshall,Appalachian State,ODU,ODU,-,-,255,2.48,264,2.57,13.51,4.00,3.4,0.18,0.62,0.09,6.9,0.00
Ezell Jolly,UTEP,MiddTn,MiddTn,-,-,256,2.41,263,2.67,17.13,4.00,4.3,0.09,1.74,0.26,6.7,0.00
Javen Jacobs,New Mexico,Wyo,Wyo,-,-,257,2.37,259,2.75,12.00,3.00,4.0,0.15,2.70,0.38,7.1,0.00
K'Wan Powell,South Florida,FlaAtl,USF,-,-,258,2.37,255,2.94,15.41,5.00,3.1,0.08,3.36,0.57,5.9,0.00
Jaylon Jackson,Iowa State,TxTch,TxTch,-,-,259,2.35,251,3.08,13.00,3.00,4.3,0.00,5.09,0.73,7.0,0.09
Johnny Richardson,Central Florida,Ari,Ari,-,-,260,2.35,253,3.00,19.62,3.00,6.5,0.00,3.89,0.65,6.0,0.00
Arnold Barnes,Tulane,Char,Tulane,-,-,261,2.34,265,2.50,17.12,4.00,4.3,0.08,1.44,0.16,9.0,0.00
Josh McCray,Illinois,Minn,Minn,-,-,262,2.33,261,2.73,11.35,3.00,3.8,0.16,2.19,0.41,5.3,0.00
Cade Yacamelli,Wisconsin,Iowa,Wisc,-,-,263,2.31,267,2.46,13.10,3.00,4.4,0.15,1.24,0.15,8.3,0.00
James Peoples,Ohio State,PSU,OhioSt,-,-,264,2.09,268,2.41,11.79,2.00,5.9,0.11,2.84,0.32,8.9,0.00
Cam Wallace,Penn State,OhioSt,OhioSt,-,-,265,2.07,272,2.27,13.60,3.00,4.5,0.10,1.10,0.20,5.5,0.00
Kenan Christon,San Diego State,Boise,SDSU,-,-,266,2.06,256,2.89,9.17,2.00,4.6,0.08,6.42,0.83,7.7,0.00
Derrick Davis,Pittsburgh,SMU,Pitt,-,-,267,2.06,266,2.49,12.69,3.00,4.2,0.09,2.74,0.43,6.4,0.00
Kalel Mullings,Michigan,Oregon,Oregon,-,-,268,2.06,276,2.14,14.84,3.00,4.9,0.08,1.03,0.08,12.9,0.00
Jawarn Howell,South Carolina,TexA&M,TexA&M,-,-,269,2.04,262,2.71,9.11,2.00,4.6,0.11,4.67,0.67,7.0,0.00
Moni Jones,Vanderbilt,Auburn,Vandy,-,-,270,2.02,271,2.32,11.30,3.00,3.8,0.10,2.90,0.30,9.7,0.00
David Cordero,Hawaii,Fres,Hawaii,-,-,271,2.01,270,2.34,13.08,3.00,4.4,0.08,2.00,0.33,6.1,0.00
Ajay Allen,Miami,Duke,Duke,-,-,272,1.93,274,2.21,9.93,2.00,5.0,0.14,0.79,0.29,2.7,0.00
Jordan Nubin,Minnesota,Ill,Minn,-,-,273,1.93,279,1.93,13.45,3.00,4.5,0.10,0.00,0.00,0.0,0.00
A'Marion Peterson,USC,Wash,USC,-,-,274,1.92,278,2.08,13.15,2.00,6.6,0.08,1.46,0.15,9.7,0.00
Braylen Russell,Arkansas,Miss,Miss,-,-,275,1.90,277,2.14,12.65,3.00,4.2,0.08,1.46,0.24,6.1,0.00
Zach Hrbacek,Sam Houston,LaTech,LaTech,-,-,276,1.88,273,2.26,11.06,3.00,3.7,0.09,2.16,0.38,5.7,0.00
Jaylin Lucas,Florida State,UNC,UNC,-,-,277,1.80,269,2.36,8.88,2.00,4.4,0.08,4.32,0.56,7.7,0.00
Charles Kellom,Akron,Buff,Buff,-,-,278,1.76,275,2.16,10.03,3.00,3.3,0.08,2.84,0.39,7.3,0.00
Juju McDowell,South Carolina,TexA&M,TexA&M,-,-,279,1.76,258,2.85,4.09,1.00,4.1,0.00,8.09,1.09,7.4,0.09
Cameron Dickey,Texas Tech,IaSt,TxTch,-,-,280,1.68,282,1.79,9.33,2.00,4.7,0.11,0.78,0.11,7.1,0.00
Caleb Hood,North Carolina,FlaSt,UNC,-,-,281,1.67,283,1.74,7.86,2.00,3.9,0.14,0.55,0.07,7.9,0.00
Terrance Gibbs,Georgia Southern,USA,GaSo,-,-,282,1.60,281,1.82,8.22,2.00,4.1,0.11,1.11,0.22,5.0,0.00
Elijah Jackson,Purdue,NW,NW,-,-,283,1.58,280,1.84,8.87,2.00,4.4,0.09,1.74,0.26,6.7,0.00
Durell Robinson,UConn,GaSt,GaSt,-,-,284,1.45,284,1.66,8.57,2.00,4.3,0.07,1.64,0.21,7.8,0.00
Anthony Adkins,UCLA,Neb,UCLA,-,-,285,1.39,285,1.39,9.12,2.00,4.6,0.08,0.00,0.00,0.0,0.00
Jamari Ferrell,Wyoming,NM,Wyo,-,-,286,1.20,288,1.20,7.38,2.00,3.7,0.08,0.00,0.00,0.0,0.00
Myles Montgomery,Central Florida,Ari,Ari,-,-,287,1.13,287,1.31,6.31,1.00,6.3,0.06,1.19,0.19,6.3,0.00
Jamarion Wilcox,Kentucky,Tenn,Kty,-,-,288,1.11,286,1.39,4.71,1.00,4.7,0.07,2.07,0.29,7.1,0.00
Tavierre Dunlap,Michigan,Oregon,Oregon,-,-,289,0.93,292,1.00,4.14,1.00,4.1,0.07,0.86,0.07,12.3,0.00
Caleb Hampton,Stanford,NCSU,Stan,-,-,290,0.85,293,0.95,7.64,2.00,3.8,0.00,0.91,0.09,10.1,0.00
Jaren Mangham,Minnesota,Ill,Minn,-,-,291,0.84,294,0.93,7.81,2.00,3.9,0.00,0.57,0.10,5.7,0.00
Jason Patterson,Kentucky,Tenn,Kty,-,-,292,0.84,291,1.06,4.55,1.00,4.6,0.03,1.90,0.23,8.3,0.00
Caleb Komolafe,Northwestern,Purdue,NW,-,-,293,0.81,289,1.16,6.00,2.00,3.0,0.00,2.14,0.34,6.3,0.00
Brandon Tullis,Michigan State,Ind,Ind,-,-,294,0.81,295,0.90,7.65,2.00,3.8,0.00,0.43,0.09,4.8,0.00
AJ Green,Oklahoma State,AriSt,AriSt,-,-,295,0.77,290,1.14,5.25,1.00,5.3,0.00,2.44,0.38,6.4,0.00
Joe Jackson,Kansas State,Hou,KanSt,-,-,296,0.52,296,0.69,4.08,1.00,4.1,0.00,1.17,0.17,6.9,0.00
Johnathan Arceneaux,Fresno State,Hawaii,Hawaii,-,-,297,0.51,297,0.62,4.22,1.00,4.2,0.00,0.89,0.11,8.1,0.00
Jeremiah Coney,Virginia Tech,Syr,VaTech,-,-,298,0.32,299,0.32,3.15,1.00,3.2,0.00,0.00,0.00,0.0,0.00
Amin Hassan,Navy,Rice,Navy,-,-,299,0.28,298,0.51,2.00,1.00,2.0,0.00,0.77,0.23,3.3,0.00
Brandon Johnson,Arizona,UCF,Ari,-,-,300,0.00,300,0.00,0.00,3.00,0.0,0.00,0.00,0.00,0.0,0.00
Tony Mathis Jr.,Houston,KanSt,KanSt,-,-,301,0.00,303,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Rueben Owens,Texas A&M,SCar,TexA&M,-,-,302,0.00,301,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Camar Wheaton,SMU,Pitt,Pitt,-,-,303,0.00,302,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
