,,Week 13 Game,,,,Standard,,PPR,,Rushing,,,,Receiving,,,
Rahjai Harris,East Carolina,NorTx,ECU,-,-,194,6.78,191,7.76,35.84,9.00,4.0,0.33,7.45,0.98,7.6,0.08
Jay Ducker,Sam Houston,JacSt,SamHou,-,-,195,6.76,200,7.37,38.00,10.00,3.8,0.43,3.48,0.61,5.7,0.00
Kanye Udoh,Army,ND,ND,-,-,196,6.65,219,6.65,50.95,10.00,5.1,0.26,0.00,0.00,0.0,0.00
Myles Bailey,Central Michigan,WestMI,WestMI,-,-,197,6.57,196,7.63,42.30,9.00,4.7,0.25,8.67,1.06,8.2,0.00
Demie Sumo-Karngbaye,Kentucky,Tex,Kty,-,-,198,6.56,185,7.96,36.89,7.00,5.3,0.25,8.89,1.40,6.4,0.08
CJ Campbell,Florida Atlantic,Char,Char,-,-,199,6.50,218,6.83,39.08,6.00,6.5,0.41,1.62,0.32,5.1,0.00
Kaelon Black,Indiana,OhioSt,Ind,-,-,200,6.49,186,7.89,40.13,9.00,4.5,0.17,9.91,1.40,7.1,0.08
CJ Hester,Massachusetts,UGa,UMass,-,-,201,6.38,189,7.83,26.55,7.00,3.8,0.34,11.61,1.45,8.0,0.09
Shomari Lawrence,Florida International,KennSt,FIU,-,-,202,6.38,209,7.03,39.92,10.00,4.0,0.33,4.18,0.66,6.3,0.00
Victor Rosa,UConn,Syr,UConn,-,-,203,6.36,202,7.34,43.30,9.00,4.8,0.24,5.76,0.97,5.9,0.00
Pat Garwo,Nevada,AF,AF,-,-,204,6.34,211,6.98,40.00,10.00,4.0,0.32,4.03,0.65,6.2,0.00
Quinten Joyner,USC,UCLA,USC,-,-,205,6.34,216,6.85,43.96,7.00,6.3,0.26,4.10,0.51,8.0,0.00
OJ Arnold,Georgia Southern,CoastC,GaSo,-,-,206,6.33,204,7.26,36.37,7.00,5.2,0.34,6.40,0.94,6.8,0.00
Bill Jackson,Tulsa,USF,Tulsa,-,-,207,6.30,207,7.16,47.35,11.00,4.3,0.17,5.33,0.86,6.2,0.00
Bryce Duke,Old Dominion,Marsh,Marsh,-,-,208,6.24,215,6.89,32.91,7.00,4.7,0.32,5.39,0.64,8.4,0.08
Dawson Pendergrass,Baylor,Hou,Baylor,-,-,209,6.22,205,7.25,30.31,7.00,4.3,0.32,8.03,1.03,7.8,0.08
Charlie Offerdahl,Colorado,Kansas,Colo,-,-,210,6.20,198,7.51,32.99,7.00,4.7,0.26,7.96,1.31,6.1,0.09
George Pettaway,James Madison,App,JMU,-,-,211,6.18,213,6.96,35.96,8.00,4.5,0.34,5.25,0.77,6.8,0.00
Evan Pryor,Cincinnati,KanSt,Cin,-,-,212,6.17,208,7.04,36.87,9.00,4.1,0.26,3.84,0.87,4.4,0.09
Marquese Williams,Akron,KentSt,Akron,-,-,213,6.11,201,7.37,32.01,7.00,4.6,0.31,10.22,1.26,8.1,0.00
Ron Wiggins,Jacksonville State,SamHou,SamHou,-,-,214,6.10,217,6.84,35.81,7.00,5.1,0.33,5.70,0.73,7.8,0.00
Donerio Davenport,Louisiana Tech,Ark,LaTech,-,-,215,6.05,214,6.94,35.64,7.00,5.1,0.24,5.55,0.89,6.2,0.08
Kendrick Raphael,North Carolina State,GaTech,NCSU,-,-,216,6.02,212,6.97,41.37,9.00,4.6,0.17,8.48,0.95,8.9,0.00
Trey Cooley,Georgia Tech,NCSU,NCSU,-,-,217,5.98,210,7.02,30.74,7.00,4.4,0.24,9.74,1.05,9.3,0.08
Emmett Johnson,Nebraska,Wisc,Wisc,-,-,218,5.93,222,6.35,41.75,9.00,4.6,0.25,2.58,0.42,6.1,0.00
Gavin Garcia,Kent,Akron,Akron,-,-,219,5.92,225,6.08,42.93,11.00,3.9,0.25,1.48,0.16,9.3,0.00
Coleman Bennett,Rice,UAB,Rice,-,-,220,5.82,187,7.85,25.97,7.00,3.7,0.24,17.58,2.03,8.7,0.00
Elijah Gilliam,Fresno State,ColoSt,ColoSt,-,-,221,5.79,221,6.44,25.97,6.00,4.3,0.33,7.23,0.66,11.0,0.08
Alexander Diggs,Kennesaw State,FIU,FIU,-,-,222,5.77,224,6.12,38.51,8.00,4.8,0.26,3.34,0.35,9.5,0.00
Jadan Baugh,Florida,Miss,Miss,-,-,223,5.72,223,6.26,36.17,7.00,5.2,0.27,4.85,0.54,9.0,0.00
Zylan Perry,Louisiana-Lafayette,Troy,Troy,-,-,224,5.56,230,5.88,29.43,7.00,4.2,0.32,2.31,0.32,7.2,0.08
Branson Robinson,Georgia,UMass,UMass,-,-,225,5.52,228,5.93,26.80,5.00,5.4,0.41,3.77,0.41,9.2,0.00
Sy'veon Wilkerson,Georgia State,TxSt,GaSt,-,-,226,5.49,238,5.73,33.70,8.00,4.2,0.32,1.78,0.24,7.4,0.00
Kaleb Johnson,Iowa,MD,Iowa,-,-,227,5.48,231,5.82,36.42,9.00,4.0,0.25,3.06,0.34,9.0,0.00
Jaison Patterson,Bowling Green,BallSt,BGSU,-,-,228,5.45,203,7.28,19.08,5.00,3.8,0.17,15.42,1.83,8.4,0.17
Daelen Alexander,Rice,UAB,Rice,-,-,229,5.41,244,5.41,6.10,3.00,2.0,0.80,0.00,0.00,0.0,0.00
Tyrell Robinson,Army,ND,ND,-,-,230,5.41,233,5.80,31.25,6.00,5.2,0.31,4.13,0.39,10.6,0.00
Rocko Griffin,UTSA,Temple,Temple,-,-,231,5.35,227,5.93,31.64,6.00,5.3,0.33,2.14,0.58,3.7,0.00
Dawaiian McNeely,Wyoming,Boise,Boise,-,-,232,5.31,226,5.95,32.91,6.00,5.5,0.27,3.82,0.64,6.0,0.00
Javious Bond,East Carolina,NorTx,ECU,-,-,233,5.22,220,6.63,25.83,5.00,5.2,0.17,11.33,1.42,8.0,0.08
Jaiden Credle,Middle Tenn. St,NMSt,NMSt,-,-,234,5.20,232,5.81,36.39,8.00,4.5,0.17,5.33,0.60,8.9,0.00
Stacy Sneed,Houston,Baylor,Baylor,-,-,235,5.19,229,5.90,36.42,7.00,5.2,0.18,4.87,0.71,6.9,0.00
Yasin Wllis,Syracuse,UConn,UConn,-,-,236,5.17,236,5.74,32.31,7.00,4.6,0.24,4.72,0.57,8.3,0.00
Mike Washington,New Mexico State,MiddTn,NMSt,-,-,237,5.14,235,5.74,25.86,5.00,5.2,0.26,4.83,0.60,8.1,0.09
Oscar Adaway III,South Carolina,Wof,Wof,-,-,238,5.09,240,5.66,32.23,7.00,4.6,0.24,3.99,0.57,7.0,0.00
Jovantae Barnes,Oklahoma,Ala,Ala,-,-,239,5.07,234,5.75,31.91,8.00,4.0,0.26,3.49,0.68,5.1,0.00
Terrence Gist,Air Force,Nevada,AF,-,-,240,5.03,255,5.03,34.19,7.00,4.9,0.27,0.00,0.00,0.0,0.00
Joquez Smith,Temple,Tx-SA,Temple,-,-,241,5.01,237,5.74,36.80,9.00,4.1,0.08,3.70,0.72,5.1,0.08
Samuel Brown,Rutgers,Ill,Ill,-,-,242,4.98,247,5.22,28.08,7.00,4.0,0.32,2.63,0.24,11.0,0.00
Djouvensky Schlenbaker,Washington State,OreSt,WashSt,-,-,243,4.96,239,5.68,28.30,6.00,4.7,0.27,5.19,0.72,7.2,0.00
Corey Wren,UTEP,Tenn,UTEP,-,-,244,4.96,248,5.20,33.55,8.00,4.2,0.24,1.31,0.24,5.5,0.00
Jeremiah Cobb,Auburn,TexA&M,TexA&M,-,-,245,4.93,241,5.62,26.00,5.00,5.2,0.23,4.85,0.69,7.0,0.08
Deion Hankins,Texas State,GaSt,GaSt,-,-,246,4.88,246,5.35,30.55,6.00,5.1,0.24,4.03,0.47,8.6,0.00
Willie Shaw,Toledo,Ohio,Ohio,-,-,247,4.81,243,5.44,24.71,6.00,4.1,0.24,4.42,0.63,7.0,0.08
Keyon Mozee,Miami (OH),NIU,NIU,-,-,248,4.80,249,5.15,28.06,6.00,4.7,0.26,4.06,0.35,11.6,0.00
Jaylon Armstead,San Diego State,UtahSt,SDSU,-,-,249,4.74,250,5.14,30.66,7.00,4.4,0.24,2.25,0.40,5.6,0.00
Logan Diggs,Mississippi,Fla,Miss,-,-,250,4.68,245,5.35,22.17,4.00,5.5,0.25,4.67,0.67,7.0,0.08
Kalib Hicks,Oklahoma,Ala,Ala,-,-,251,4.63,252,5.14,28.29,6.00,4.7,0.26,2.57,0.51,5.0,0.00
Yesiah Clemons,Kennesaw State,FIU,FIU,-,-,252,4.50,267,4.67,28.03,6.00,4.7,0.27,0.81,0.18,4.5,0.00
Amari Daniels,Texas A&M,Auburn,TexA&M,-,-,253,4.47,257,5.01,22.50,5.00,4.5,0.25,4.56,0.54,8.4,0.05
Damari Alston,Auburn,TexA&M,TexA&M,-,-,254,4.46,253,5.05,30.59,6.00,5.1,0.17,3.89,0.59,6.6,0.00
Joseph Himon,Northwestern,Mich,NW,-,-,255,4.46,242,5.58,22.80,6.00,3.8,0.16,7.36,1.12,6.6,0.08
Keyjuan Brown,Louisville,Pitt,Pitt,-,-,256,4.41,264,4.77,25.45,5.00,5.1,0.27,2.59,0.36,7.2,0.00
Lincoln Pare,Texas State,GaSt,GaSt,-,-,257,4.40,262,4.83,24.14,5.00,4.8,0.26,4.31,0.43,10.0,0.00
Malachi Thomas,Virginia Tech,Duke,VaTech,-,-,258,4.37,256,5.03,30.50,6.00,5.1,0.17,3.17,0.67,4.7,0.00
Devyn Ford,Notre Dame,Army,ND,-,-,259,4.31,261,4.89,21.05,4.00,5.3,0.19,4.95,0.57,8.7,0.10
Jay Haynes,Clemson,Cit,Cit,-,-,260,4.31,251,5.14,16.67,3.00,5.6,0.25,6.42,0.83,7.7,0.08
Vaughn Blue,Liberty,WestKy,WestKy,-,-,261,4.29,269,4.64,30.52,5.00,6.1,0.09,2.07,0.34,6.1,0.09
Isaiah Augustave,Colorado,Kansas,Colo,-,-,262,4.22,273,4.57,25.96,6.00,4.3,0.23,2.42,0.35,6.9,0.00
Rashod Dubinion,Arkansas,LaTech,LaTech,-,-,263,4.22,258,4.97,27.18,7.00,3.9,0.16,5.19,0.74,7.0,0.00
Brandon Campbell,Massachusetts,UGa,UMass,-,-,264,4.19,259,4.92,17.42,5.00,3.5,0.24,5.16,0.73,7.1,0.08
Darwin Barlow,North Carolina,BC,UNC,-,-,265,4.16,265,4.71,19.73,4.00,4.9,0.27,5.55,0.55,10.1,0.00
Ty Son Lawton,Indiana,OhioSt,Ind,-,-,266,4.11,263,4.80,22.38,5.00,4.5,0.23,4.85,0.69,7.0,0.00
Devin Roche,Old Dominion,Marsh,Marsh,-,-,267,4.11,270,4.63,27.60,6.00,4.6,0.17,3.26,0.51,6.4,0.00
Jabari Bates,San Jose State,UNLV,UNLV,-,-,268,4.09,272,4.60,27.09,6.00,4.5,0.17,3.51,0.51,6.9,0.00
Richard Reese,Baylor,Hou,Baylor,-,-,269,4.07,277,4.33,27.67,6.00,4.6,0.18,2.24,0.27,8.3,0.00
Terron Kellman,UNC Charlotte,FlaAtl,Char,-,-,270,4.06,276,4.39,28.85,8.00,3.6,0.16,2.10,0.32,6.6,0.00
Jerrick Gibson,Texas,Kty,Kty,-,-,271,4.05,266,4.70,23.81,4.00,6.0,0.19,5.49,0.65,8.4,0.00
Alex Broome,Boston College,UNC,UNC,-,-,272,3.97,271,4.62,23.80,5.00,4.8,0.09,4.81,0.65,7.4,0.09
Kamari Moulton,Iowa,MD,Iowa,-,-,273,3.94,281,4.18,28.00,7.00,4.0,0.16,1.83,0.24,7.6,0.00
Sire Gaines,Boise State,Wyo,Boise,-,-,274,3.91,275,4.49,23.67,4.00,5.9,0.17,5.42,0.58,9.3,0.00
Xavier Terrell,Florida Atlantic,Char,Char,-,-,275,3.86,254,5.04,21.41,4.00,5.4,0.08,7.76,1.18,6.6,0.08
Cam'Ron Valdez,Texas Tech,OkSt,TxTch,-,-,276,3.86,278,4.23,30.09,6.00,5.0,0.09,3.09,0.36,8.6,0.00
Marlon Gunn,East Carolina,NorTx,ECU,-,-,277,3.81,274,4.54,27.57,6.00,4.6,0.08,5.68,0.73,7.8,0.00
Dylan Lee,Iowa State,Utah,IaSt,-,-,278,3.80,283,4.12,26.09,5.00,5.2,0.16,2.58,0.31,8.3,0.00
Christian Washington,Coastal Carolina,GaSo,GaSo,-,-,279,3.76,268,4.67,24.08,5.00,4.8,0.17,3.50,0.92,3.8,0.00
Tyler Purdy,James Madison,App,JMU,-,-,280,3.75,285,4.11,24.09,5.00,4.8,0.18,2.45,0.36,6.8,0.00
Nolan Ray,Maryland,Iowa,Iowa,-,-,281,3.75,282,4.14,25.74,6.00,4.3,0.16,2.29,0.39,5.9,0.00
Colby McDonald,Maryland,Iowa,Iowa,-,-,282,3.74,284,4.11,25.09,5.00,5.0,0.19,1.20,0.37,3.2,0.00
Kobe Johnson,Colorado State,Fres,ColoSt,-,-,283,3.73,286,4.09,23.82,6.00,4.0,0.18,2.78,0.36,7.7,0.00
Juwaun Price,North Texas,ECU,ECU,-,-,284,3.71,288,3.96,23.32,6.00,3.9,0.17,3.63,0.25,14.5,0.00
James Jones,Louisiana-Monroe,ArkSt,UL-Mon,-,-,285,3.68,293,3.86,24.36,5.00,4.9,0.18,1.55,0.18,8.6,0.00
Jordan Lovett,Troy,UL-Laf,Troy,-,-,286,3.56,279,4.22,22.11,6.00,3.7,0.16,3.62,0.66,5.5,0.00
PJ Martin,South Alabama,SouMis,USA,-,-,287,3.55,280,4.19,17.18,3.00,5.7,0.18,7.45,0.64,11.6,0.00
Keshawn King,Western Michigan,CentMi,WestMI,-,-,288,3.53,290,3.92,17.88,4.00,4.5,0.24,3.29,0.39,8.4,0.00
Kylin James,UNLV,SJSU,UNLV,-,-,289,3.52,291,3.92,22.98,5.00,4.6,0.16,2.50,0.40,6.3,0.00
Lamar Sperling,Buffalo,EastMi,Buff,-,-,290,3.52,287,4.02,21.07,5.00,4.2,0.16,4.34,0.49,8.9,0.00
Charlie Spegal,Ball State,BGSU,BGSU,-,-,291,3.49,294,3.81,23.97,5.00,4.8,0.16,1.43,0.32,4.5,0.00
Sieh Bangura,Minnesota,PSU,PSU,-,-,292,3.38,305,3.47,23.02,5.00,4.6,0.17,0.43,0.09,4.8,0.00
Omiri Wiggins,Louisiana Tech,Ark,LaTech,-,-,293,3.36,292,3.92,18.51,4.00,4.6,0.19,3.91,0.56,7.0,0.00
Dante Dowdell,Nebraska,Wisc,Wisc,-,-,294,3.35,301,3.51,23.36,5.00,4.7,0.16,0.78,0.16,4.9,0.00
DeSean Bishop,Tennessee,UTEP,UTEP,-,-,295,3.29,295,3.78,19.59,4.00,4.9,0.16,3.51,0.49,7.2,0.00
Damian Henderson,Colorado State,Fres,ColoSt,-,-,296,3.27,306,3.44,21.42,5.00,4.3,0.17,1.33,0.17,7.8,0.00
Mike Drennen,Toledo,Ohio,Ohio,-,-,297,3.26,302,3.50,16.00,4.00,4.0,0.24,2.51,0.24,10.5,0.00
Aidan Laughery,Illinois,Rut,Ill,-,-,298,3.25,304,3.49,20.08,4.00,5.0,0.16,2.61,0.24,10.9,0.00
Keyvone Lee,Mississippi State,Missou,Missou,-,-,299,3.25,300,3.56,21.77,4.00,5.4,0.15,1.54,0.31,5.0,0.00
Maquel Haywood,Appalachian State,JMU,JMU,-,-,300,3.16,308,3.39,20.54,4.00,5.1,0.15,1.85,0.23,8.0,0.00
Antwain Littleton,Temple,Tx-SA,Temple,-,-,301,3.16,303,3.50,19.69,6.00,3.3,0.17,1.77,0.34,5.2,0.00
Quran Boyd,Duke,VaTech,VaTech,-,-,302,3.12,299,3.56,15.73,4.00,3.9,0.18,4.80,0.44,10.9,0.00
Kadarius Calloway,California,Stan,Stan,-,-,303,3.11,298,3.66,18.24,3.00,6.1,0.16,3.39,0.55,6.2,0.00
Trent Howland,Oklahoma State,TxTch,TxTch,-,-,304,3.09,312,3.32,20.15,5.00,4.0,0.15,1.54,0.23,6.7,0.00
Mike Mitchell,Utah,IaSt,IaSt,-,-,305,3.07,323,3.07,15.76,4.00,3.9,0.24,0.24,0.00,0.0,0.00
Xavier Brown,Virginia,SMU,SMU,-,-,306,3.06,296,3.74,20.59,5.00,4.1,0.08,4.92,0.68,7.2,0.00
Cam Davis,San Diego State,UtahSt,SDSU,-,-,307,3.03,313,3.31,17.30,4.00,4.3,0.19,1.86,0.28,6.6,0.00
Kejon Owens,Florida International,KennSt,FIU,-,-,308,3.01,289,3.95,14.81,3.00,4.9,0.19,4.03,0.94,4.3,0.00
Brian Brewton,Middle Tenn. St,NMSt,NMSt,-,-,309,2.92,315,3.23,17.77,4.00,4.4,0.15,2.23,0.31,7.2,0.00
Elijah Jackson-Anderson,Eastern Michigan,Buff,Buff,-,-,310,2.92,309,3.39,16.16,4.00,4.0,0.16,3.61,0.47,7.7,0.00
L.T. Sanders,Western Kentucky,Lib,WestKy,-,-,311,2.91,297,3.72,13.54,3.00,4.5,0.07,6.80,0.80,8.5,0.07
Quintrevion Wisner,Texas,Kty,Kty,-,-,312,2.91,314,3.28,18.26,3.00,6.1,0.13,2.98,0.37,8.1,0.00
Noah Short,Army,ND,ND,-,-,313,2.90,260,4.90,3.00,1.00,3.0,0.00,26.00,2.00,13.0,0.00
Lloyd Avant,Tulsa,USF,Tulsa,-,-,314,2.86,307,3.39,19.39,5.00,3.9,0.09,3.95,0.53,7.5,0.00
DeCarlos Brooks,Arizona State,BYU,BYU,-,-,315,2.83,310,3.39,14.45,3.00,4.8,0.16,4.42,0.55,8.0,0.00
David Egbe,Wake Forest,Mia-Fl,Wake,-,-,316,2.79,328,2.98,15.52,4.00,3.9,0.19,0.95,0.19,5.0,0.00
A.J. Turner,Marshall,ODU,Marsh,-,-,317,2.78,318,3.11,15.76,4.00,3.9,0.16,2.29,0.33,6.9,0.00
John Emery Jr.,LSU,Vandy,Vandy,-,-,318,2.77,326,3.02,15.89,3.00,5.3,0.16,2.11,0.24,8.8,0.00
Lamar Radcliffe,San Jose State,UNLV,UNLV,-,-,319,2.72,324,3.05,14.84,3.00,4.9,0.16,2.68,0.32,8.4,0.00
Kam Davis,Florida State,ChSou,ChSou,-,-,320,2.70,333,2.88,15.00,3.00,5.0,0.18,1.09,0.18,6.1,0.00
Hollywood Smothers,North Carolina State,GaTech,NCSU,-,-,321,2.70,311,3.35,17.30,4.00,4.3,0.09,4.09,0.65,6.3,0.00
Ja'Shon Benjamin,Rutgers,Ill,Ill,-,-,322,2.67,320,3.11,11.12,3.00,3.7,0.09,5.03,0.44,11.4,0.09
Jarris Williams,Troy,UL-Laf,Troy,-,-,323,2.67,316,3.14,14.45,3.00,4.8,0.16,2.76,0.47,5.9,0.00
Nahree Biggins,Central Michigan,WestMI,WestMI,-,-,324,2.61,317,3.12,16.68,4.00,4.2,0.09,4.34,0.51,8.5,0.00
Mel Brown,UConn,Syr,UConn,-,-,325,2.60,329,2.97,18.23,4.00,4.6,0.09,2.14,0.37,5.8,0.00
Marcus Major,Minnesota,PSU,PSU,-,-,326,2.60,319,3.11,16.94,4.00,4.2,0.09,3.91,0.51,7.7,0.00
EJ Smith,Texas A&M,Auburn,TexA&M,-,-,327,2.59,321,3.10,13.20,3.00,4.4,0.09,4.43,0.51,8.7,0.05
Miles Davis,BYU,AriSt,BYU,-,-,328,2.57,334,2.87,14.48,3.00,4.8,0.15,2.17,0.30,7.2,0.00
Dominique Johnson,TCU,Ari,Ari,-,-,329,2.57,337,2.73,15.69,4.00,3.9,0.16,0.63,0.16,3.9,0.00
Ryan Butler,Stanford,Cal,Stan,-,-,330,2.56,325,3.04,16.10,4.00,4.0,0.10,3.81,0.48,7.9,0.00
Ahmani Marshall,Appalachian State,JMU,JMU,-,-,331,2.48,342,2.57,13.51,4.00,3.4,0.18,0.62,0.09,6.9,0.00
Ezell Jolly,UTEP,Tenn,UTEP,-,-,332,2.41,340,2.67,17.13,4.00,4.3,0.09,1.74,0.26,6.7,0.00
K'Wan Powell,South Florida,Tulsa,Tulsa,-,-,333,2.37,331,2.94,15.41,5.00,3.1,0.08,3.36,0.57,5.9,0.00
Jaylon Jackson,Iowa State,Utah,IaSt,-,-,334,2.35,322,3.08,13.00,3.00,4.3,0.00,5.09,0.73,7.0,0.09
Johnny Richardson,Central Florida,WVU,UCF,-,-,335,2.35,327,3.00,19.62,3.00,6.5,0.00,3.89,0.65,6.0,0.00
Josh McCray,Illinois,Rut,Ill,-,-,336,2.33,338,2.73,11.35,3.00,3.8,0.16,2.19,0.41,5.3,0.00
Cade Yacamelli,Wisconsin,Neb,Wisc,-,-,337,2.31,344,2.46,13.10,3.00,4.4,0.15,1.24,0.15,8.3,0.00
Wayshawn Parker,Washington State,OreSt,WashSt,-,-,338,2.19,341,2.65,13.55,3.00,4.5,0.09,2.91,0.45,6.5,0.00
Jonathan Baird,Utah State,SDSU,SDSU,-,-,339,2.14,347,2.41,14.82,3.00,4.9,0.09,1.09,0.27,4.0,0.00
James Peoples,Ohio State,Ind,Ind,-,-,340,2.09,346,2.41,11.79,2.00,5.9,0.11,2.84,0.32,8.9,0.00
Cam Wallace,Penn State,Minn,PSU,-,-,341,2.07,351,2.27,13.60,3.00,4.5,0.10,1.10,0.20,5.5,0.00
Kenan Christon,San Diego State,UtahSt,SDSU,-,-,342,2.06,332,2.89,9.17,2.00,4.6,0.08,6.42,0.83,7.7,0.00
Derrick Davis,Pittsburgh,Lou,Pitt,-,-,343,2.06,343,2.49,12.69,3.00,4.2,0.09,2.74,0.43,6.4,0.00
Jamal Johnson,Bowling Green,BallSt,BGSU,-,-,344,2.06,330,2.95,12.08,3.00,4.0,0.08,3.65,0.89,4.1,0.00
Kalel Mullings,Michigan,NW,NW,-,-,345,2.06,360,2.14,14.84,3.00,4.9,0.08,1.03,0.08,12.9,0.00
Jawarn Howell,South Carolina,Wof,Wof,-,-,346,2.04,339,2.71,9.11,2.00,4.6,0.11,4.67,0.67,7.0,0.00
Moni Jones,Vanderbilt,LSU,Vandy,-,-,347,2.02,350,2.32,11.30,3.00,3.8,0.10,2.90,0.30,9.7,0.00
Hinckley Ropati,BYU,AriSt,BYU,-,-,348,2.00,336,2.80,8.40,2.00,4.2,0.08,6.80,0.80,8.5,0.00
Richard Young,Alabama,Okla,Ala,-,-,349,1.95,357,2.16,9.59,2.00,4.8,0.14,1.66,0.21,7.9,0.00
Ajay Allen,Miami,Wake,Wake,-,-,350,1.93,354,2.21,9.93,2.00,5.0,0.14,0.79,0.29,2.7,0.00
Jordan Nubin,Minnesota,PSU,PSU,-,-,351,1.93,368,1.93,13.45,3.00,4.5,0.10,0.00,0.00,0.0,0.00
A'Marion Peterson,USC,UCLA,USC,-,-,352,1.92,363,2.08,13.15,2.00,6.6,0.08,1.46,0.15,9.7,0.00
Jaylen Poe,Northern Illinois,Mia-O,NIU,-,-,353,1.92,345,2.46,10.73,2.00,5.4,0.09,3.00,0.55,5.5,0.00
Dijon Stanley,Utah,IaSt,IaSt,-,-,354,1.92,356,2.18,12.26,3.00,4.1,0.09,1.80,0.26,6.9,0.00
Braylen Russell,Arkansas,LaTech,LaTech,-,-,355,1.90,361,2.14,12.65,3.00,4.2,0.08,1.46,0.24,6.1,0.00
Cedric Hawkins,Arkansas State,UL-Mon,UL-Mon,-,-,356,1.88,364,2.02,9.50,2.00,4.8,0.14,0.71,0.14,5.1,0.00
Zach Hrbacek,Sam Houston,JacSt,SamHou,-,-,357,1.88,352,2.26,11.06,3.00,3.7,0.09,2.16,0.38,5.7,0.00
Anthony Woods,Utah,IaSt,IaSt,-,-,358,1.88,348,2.36,9.84,2.00,4.9,0.08,4.16,0.48,8.7,0.00
JQ Gray,Southern Miss,USA,USA,-,-,359,1.86,355,2.18,12.16,3.00,4.1,0.08,1.74,0.32,5.4,0.00
Chandler Pittman,Southern Miss,USA,USA,-,-,360,1.85,366,2.01,12.00,3.00,4.0,0.08,1.62,0.16,10.1,0.00
Curtis Douglas,Kent,Akron,Akron,-,-,361,1.84,365,2.02,11.91,3.00,4.0,0.09,1.24,0.18,6.9,0.00
Jaylin Lucas,Florida State,ChSou,ChSou,-,-,362,1.80,349,2.36,8.88,2.00,4.4,0.08,4.32,0.56,7.7,0.00
Nolan McCormick,Ohio,Toledo,Ohio,-,-,363,1.78,369,1.88,11.42,3.00,3.8,0.10,0.58,0.10,5.8,0.00
Charles Kellom,Akron,KentSt,Akron,-,-,364,1.76,359,2.16,10.03,3.00,3.3,0.08,2.84,0.39,7.3,0.00
Juju McDowell,South Carolina,Wof,Wof,-,-,365,1.76,335,2.85,4.09,1.00,4.1,0.00,8.09,1.09,7.4,0.09
Jaden Nixon,Western Michigan,CentMi,WestMI,-,-,366,1.72,353,2.22,8.08,2.00,4.0,0.08,4.17,0.50,8.3,0.00
Anthony Carrie,Georgia Tech,NCSU,NCSU,-,-,367,1.70,362,2.13,8.70,2.00,4.4,0.09,3.04,0.43,7.1,0.00
Cameron Dickey,Texas Tech,OkSt,TxTch,-,-,368,1.68,373,1.79,9.33,2.00,4.7,0.11,0.78,0.11,7.1,0.00
Noah Vaughn,Virginia,SMU,SMU,-,-,369,1.68,358,2.16,13.58,3.00,4.5,0.00,3.24,0.47,6.9,0.00
Caleb Hood,North Carolina,BC,UNC,-,-,370,1.67,374,1.74,7.86,2.00,3.9,0.14,0.55,0.07,7.9,0.00
Cornell Hatcher,Oregon State,WashSt,WashSt,-,-,371,1.66,367,1.99,9.33,2.00,4.7,0.08,2.25,0.33,6.8,0.00
Terrance Gibbs,Georgia Southern,CoastC,GaSo,-,-,372,1.60,371,1.82,8.22,2.00,4.1,0.11,1.11,0.22,5.0,0.00
Elijah Jackson,Purdue,MSU,Purdue,-,-,373,1.58,370,1.84,8.87,2.00,4.4,0.09,1.74,0.26,6.7,0.00
Sevion Morrison,Kansas,Colo,Colo,-,-,374,1.48,375,1.70,6.22,1.00,6.2,0.11,1.89,0.22,8.6,0.00
Chance Williams,Cincinnati,KanSt,Cin,-,-,375,1.46,372,1.82,8.64,2.00,4.3,0.07,1.71,0.36,4.8,0.00
Durell Robinson,UConn,Syr,UConn,-,-,376,1.45,376,1.66,8.57,2.00,4.3,0.07,1.64,0.21,7.8,0.00
Anthony Adkins,UCLA,USC,USC,-,-,377,1.39,380,1.39,9.12,2.00,4.6,0.08,0.00,0.00,0.0,0.00
Jack Griese,Virginia,SMU,SMU,-,-,378,1.32,377,1.63,6.31,2.00,3.2,0.08,2.31,0.31,7.5,0.00
EJ Wilson,Temple,Tx-SA,Temple,-,-,379,1.27,378,1.49,11.93,3.00,4.0,0.00,0.75,0.22,3.4,0.00
Jamari Ferrell,Wyoming,Boise,Boise,-,-,380,1.20,383,1.20,7.38,2.00,3.7,0.08,0.00,0.00,0.0,0.00
Myles Montgomery,Central Florida,WVU,UCF,-,-,381,1.13,381,1.31,6.31,1.00,6.3,0.06,1.19,0.19,6.3,0.00
Jamarion Wilcox,Kentucky,Tex,Kty,-,-,382,1.11,379,1.39,4.71,1.00,4.7,0.07,2.07,0.29,7.1,0.00
Jaylen Anderson,West Virginia,UCF,UCF,-,-,383,1.02,382,1.21,8.00,2.00,4.0,0.00,2.19,0.19,11.5,0.00
Tavierre Dunlap,Michigan,NW,NW,-,-,384,0.93,387,1.00,4.14,1.00,4.1,0.07,0.86,0.07,12.3,0.00
Jamal Roberts,Missouri,MissSt,Missou,-,-,385,0.89,388,0.96,4.00,1.00,4.0,0.07,0.64,0.07,9.1,0.00
Caleb Hampton,Stanford,Cal,Stan,-,-,386,0.85,389,0.95,7.64,2.00,3.8,0.00,0.91,0.09,10.1,0.00
Jaren Mangham,Minnesota,PSU,PSU,-,-,387,0.84,390,0.93,7.81,2.00,3.9,0.00,0.57,0.10,5.7,0.00
Jason Patterson,Kentucky,Tex,Kty,-,-,388,0.84,386,1.06,4.55,1.00,4.6,0.03,1.90,0.23,8.3,0.00
