,,Week 7 Game,,,,Standard,,PPR,,Rushing,,,,Receiving,,,
Tyrell Robinson,Army,UAB,UAB,-,-,193,5.41,196,5.80,31.25,6.00,5.2,0.31,4.13,0.39,10.6,0.00
Rocko Griffin,UTSA,Rice,Tx-SA,-,-,194,5.35,191,5.93,31.64,6.00,5.3,0.33,2.14,0.58,3.7,0.00
Dawaiian McNeely,Wyoming,SDSU,SDSU,-,-,195,5.31,190,5.95,32.91,6.00,5.5,0.27,3.82,0.64,6.0,0.00
Landon Sims,Hawaii,Boise,Boise,-,-,196,5.29,186,6.52,33.57,8.00,4.2,0.16,9.40,1.24,7.6,0.00
Jaiden Credle,Middle Tenn. St,LaTech,MiddTn,-,-,197,5.20,195,5.81,36.39,8.00,4.5,0.17,5.33,0.60,8.9,0.00
Yasin Wllis,Syracuse,NCSU,Syr,-,-,198,5.17,199,5.74,32.31,7.00,4.6,0.24,4.72,0.57,8.3,0.00
Mike Washington,New Mexico State,JacSt,NMSt,-,-,199,5.14,198,5.74,25.86,5.00,5.2,0.26,4.83,0.60,8.1,0.09
Oscar Adaway III,South Carolina,Ala,SCar,-,-,200,5.09,202,5.66,32.23,7.00,4.6,0.24,3.99,0.57,7.0,0.00
Jovantae Barnes,Oklahoma,Tex,Tex,-,-,201,5.07,197,5.75,31.91,8.00,4.0,0.26,3.49,0.68,5.1,0.00
Terrence Gist,Air Force,NM,AF,-,-,202,5.03,216,5.03,34.19,7.00,4.9,0.27,0.00,0.00,0.0,0.00
Sutton Smith,Memphis,USF,Mem,-,-,203,5.02,185,6.64,19.14,4.00,4.8,0.19,13.90,1.62,8.6,0.10
Samuel Brown,Rutgers,Wisc,Wisc,-,-,204,4.98,208,5.22,28.08,7.00,4.0,0.32,2.63,0.24,11.0,0.00
Djouvensky Schlenbaker,Washington State,Fres,WashSt,-,-,205,4.96,201,5.68,28.30,6.00,4.7,0.27,5.19,0.72,7.2,0.00
Corey Wren,UTEP,WestKy,UTEP,-,-,206,4.96,209,5.20,33.55,8.00,4.2,0.24,1.31,0.24,5.5,0.00
Deion Hankins,Texas State,ArkSt,ArkSt,-,-,207,4.88,207,5.35,30.55,6.00,5.1,0.24,4.03,0.47,8.6,0.00
Willie Shaw,Toledo,Buff,Toledo,-,-,208,4.81,204,5.44,24.71,6.00,4.1,0.24,4.42,0.63,7.0,0.08
Keyon Mozee,Miami (OH),EastMi,Mia-O,-,-,209,4.80,210,5.15,28.06,6.00,4.7,0.26,4.06,0.35,11.6,0.00
Jaylon Armstead,San Diego State,Wyo,SDSU,-,-,210,4.74,211,5.14,30.66,7.00,4.4,0.24,2.25,0.40,5.6,0.00
Logan Diggs,Mississippi,LSU,Miss,-,-,211,4.68,206,5.35,22.17,4.00,5.5,0.25,4.67,0.67,7.0,0.08
Kalib Hicks,Oklahoma,Tex,Tex,-,-,212,4.63,213,5.14,28.29,6.00,4.7,0.26,2.57,0.51,5.0,0.00
Joseph Himon,Northwestern,MD,NW,-,-,213,4.46,203,5.58,22.80,6.00,3.8,0.16,7.36,1.12,6.6,0.08
Daniyel Ngata,Washington,Iowa,Wash,-,-,214,4.42,214,5.11,23.08,5.00,4.6,0.15,7.23,0.69,10.5,0.08
Keyjuan Brown,Louisville,UVa,Lou,-,-,215,4.41,221,4.77,25.45,5.00,5.1,0.27,2.59,0.36,7.2,0.00
Lincoln Pare,Texas State,ArkSt,ArkSt,-,-,216,4.40,220,4.83,24.14,5.00,4.8,0.26,4.31,0.43,10.0,0.00
Devyn Ford,Notre Dame,Stan,Stan,-,-,217,4.31,219,4.89,21.05,4.00,5.3,0.19,4.95,0.57,8.7,0.10
Jay Haynes,Clemson,Wake,Clem,-,-,218,4.31,212,5.14,16.67,3.00,5.6,0.25,6.42,0.83,7.7,0.08
Vaughn Blue,Liberty,FIU,FIU,-,-,219,4.29,225,4.64,30.52,5.00,6.1,0.09,2.07,0.34,6.1,0.09
Isaiah Augustave,Colorado,KanSt,KanSt,-,-,220,4.22,228,4.57,25.96,6.00,4.3,0.23,2.42,0.35,6.9,0.00
Brandon Campbell,Massachusetts,Missou,Missou,-,-,221,4.19,217,4.92,17.42,5.00,3.5,0.24,5.16,0.73,7.1,0.08
Darwin Barlow,North Carolina,GaTech,GaTech,-,-,222,4.16,222,4.71,19.73,4.00,4.9,0.27,5.55,0.55,10.1,0.00
Devin Roche,Old Dominion,GaSt,ODU,-,-,223,4.11,226,4.63,27.60,6.00,4.6,0.17,3.26,0.51,6.4,0.00
Jabari Bates,San Jose State,ColoSt,SJSU,-,-,224,4.09,227,4.60,27.09,6.00,4.5,0.17,3.51,0.51,6.9,0.00
Jerrick Gibson,Texas,Okla,Tex,-,-,225,4.05,223,4.70,23.81,4.00,6.0,0.19,5.49,0.65,8.4,0.00
Kamari Moulton,Iowa,Wash,Wash,-,-,226,3.94,231,4.18,28.00,7.00,4.0,0.16,1.83,0.24,7.6,0.00
Sire Gaines,Boise State,Hawaii,Boise,-,-,227,3.91,229,4.49,23.67,4.00,5.9,0.17,5.42,0.58,9.3,0.00
Xavier Terrell,Florida Atlantic,NorTx,NorTx,-,-,228,3.86,215,5.04,21.41,4.00,5.4,0.08,7.76,1.18,6.6,0.08
Dylan Lee,Iowa State,WVU,IaSt,-,-,229,3.80,233,4.12,26.09,5.00,5.2,0.16,2.58,0.31,8.3,0.00
Christian Washington,Coastal Carolina,JMU,CoastC,-,-,230,3.76,224,4.67,24.08,5.00,4.8,0.17,3.50,0.92,3.8,0.00
Tyler Purdy,James Madison,CoastC,CoastC,-,-,231,3.75,234,4.11,24.09,5.00,4.8,0.18,2.45,0.36,6.8,0.00
Nolan Ray,Maryland,NW,NW,-,-,232,3.75,232,4.14,25.74,6.00,4.3,0.16,2.29,0.39,5.9,0.00
Colby McDonald,Maryland,NW,NW,-,-,233,3.74,235,4.11,25.09,5.00,5.0,0.19,1.20,0.37,3.2,0.00
Kobe Johnson,Colorado State,SJSU,SJSU,-,-,234,3.73,236,4.09,23.82,6.00,4.0,0.18,2.78,0.36,7.7,0.00
Juwaun Price,North Texas,FlaAtl,NorTx,-,-,235,3.71,238,3.96,23.32,6.00,3.9,0.17,3.63,0.25,14.5,0.00
James Jones,Louisiana-Monroe,SouMis,SouMis,-,-,236,3.68,243,3.86,24.36,5.00,4.9,0.18,1.55,0.18,8.6,0.00
Jay Harris,Oregon,OhioSt,OhioSt,-,-,237,3.54,230,4.26,19.18,3.00,6.4,0.16,6.79,0.71,9.6,0.00
Keshawn King,Western Michigan,Akron,Akron,-,-,238,3.53,240,3.92,17.88,4.00,4.5,0.24,3.29,0.39,8.4,0.00
Kylin James,UNLV,UtahSt,UNLV,-,-,239,3.52,241,3.92,22.98,5.00,4.6,0.16,2.50,0.40,6.3,0.00
Lamar Sperling,Buffalo,Toledo,Toledo,-,-,240,3.52,237,4.02,21.07,5.00,4.2,0.16,4.34,0.49,8.9,0.00
Charlie Spegal,Ball State,KentSt,BallSt,-,-,241,3.49,244,3.81,23.97,5.00,4.8,0.16,1.43,0.32,4.5,0.00
Sieh Bangura,Minnesota,UCLA,Minn,-,-,242,3.38,252,3.47,23.02,5.00,4.6,0.17,0.43,0.09,4.8,0.00
Omiri Wiggins,Louisiana Tech,MiddTn,MiddTn,-,-,243,3.36,242,3.92,18.51,4.00,4.6,0.19,3.91,0.56,7.0,0.00
DeSean Bishop,Tennessee,Fla,Fla,-,-,244,3.29,245,3.78,19.59,4.00,4.9,0.16,3.51,0.49,7.2,0.00
Damian Henderson,Colorado State,SJSU,SJSU,-,-,245,3.27,253,3.44,21.42,5.00,4.3,0.17,1.33,0.17,7.8,0.00
Mike Drennen,Toledo,Buff,Toledo,-,-,246,3.26,250,3.50,16.00,4.00,4.0,0.24,2.51,0.24,10.5,0.00
Aidan Laughery,Illinois,Purdue,Purdue,-,-,247,3.25,251,3.49,20.08,4.00,5.0,0.16,2.61,0.24,10.9,0.00
Keyvone Lee,Mississippi State,UGa,MissSt,-,-,248,3.25,249,3.56,21.77,4.00,5.4,0.15,1.54,0.31,5.0,0.00
Maquel Haywood,Appalachian State,UL-Laf,App,-,-,249,3.16,255,3.39,20.54,4.00,5.1,0.15,1.85,0.23,8.0,0.00
Kadarius Calloway,California,Pitt,Cal,-,-,250,3.11,248,3.66,18.24,3.00,6.1,0.16,3.39,0.55,6.2,0.00
Mike Mitchell,Utah,AriSt,Utah,-,-,251,3.07,267,3.07,15.76,4.00,3.9,0.24,0.24,0.00,0.0,0.00
Xavier Brown,Virginia,Lou,Lou,-,-,252,3.06,246,3.74,20.59,5.00,4.1,0.08,4.92,0.68,7.2,0.00
Cam Davis,San Diego State,Wyo,SDSU,-,-,253,3.03,259,3.31,17.30,4.00,4.3,0.19,1.86,0.28,6.6,0.00
Kejon Owens,Florida International,Lib,FIU,-,-,254,3.01,239,3.95,14.81,3.00,4.9,0.19,4.03,0.94,4.3,0.00
Brian Brewton,Middle Tenn. St,LaTech,MiddTn,-,-,255,2.92,261,3.23,17.77,4.00,4.4,0.15,2.23,0.31,7.2,0.00
Elijah Jackson-Anderson,Eastern Michigan,Mia-O,Mia-O,-,-,256,2.92,256,3.39,16.16,4.00,4.0,0.16,3.61,0.47,7.7,0.00
L.T. Sanders,Western Kentucky,UTEP,UTEP,-,-,257,2.91,247,3.72,13.54,3.00,4.5,0.07,6.80,0.80,8.5,0.07
Quintrevion Wisner,Texas,Okla,Tex,-,-,258,2.91,260,3.28,18.26,3.00,6.1,0.13,2.98,0.37,8.1,0.00
Noah Short,Army,UAB,UAB,-,-,259,2.90,218,4.90,3.00,1.00,3.0,0.00,26.00,2.00,13.0,0.00
Cam Barfield,Hawaii,Boise,Boise,-,-,260,2.88,254,3.42,20.00,5.00,4.0,0.09,3.48,0.54,6.4,0.00
DeCarlos Brooks,Arizona State,Utah,Utah,-,-,261,2.83,257,3.39,14.45,3.00,4.8,0.16,4.42,0.55,8.0,0.00
David Egbe,Wake Forest,Clem,Clem,-,-,262,2.79,272,2.98,15.52,4.00,3.9,0.19,0.95,0.19,5.0,0.00
A.J. Turner,Marshall,GaSo,Marsh,-,-,263,2.78,264,3.11,15.76,4.00,3.9,0.16,2.29,0.33,6.9,0.00
John Emery Jr.,LSU,Miss,Miss,-,-,264,2.77,270,3.02,15.89,3.00,5.3,0.16,2.11,0.24,8.8,0.00
Lamar Radcliffe,San Jose State,ColoSt,SJSU,-,-,265,2.72,268,3.05,14.84,3.00,4.9,0.16,2.68,0.32,8.4,0.00
Hollywood Smothers,North Carolina State,Syr,Syr,-,-,266,2.70,258,3.35,17.30,4.00,4.3,0.09,4.09,0.65,6.3,0.00
Ja'Shon Benjamin,Rutgers,Wisc,Wisc,-,-,267,2.67,265,3.11,11.12,3.00,3.7,0.09,5.03,0.44,11.4,0.09
Nahree Biggins,Central Michigan,Ohio,Ohio,-,-,268,2.61,262,3.12,16.68,4.00,4.2,0.09,4.34,0.51,8.5,0.00
Marcus Major,Minnesota,UCLA,Minn,-,-,269,2.60,263,3.11,16.94,4.00,4.2,0.09,3.91,0.51,7.7,0.00
Miles Davis,BYU,Ari,Ari,-,-,270,2.57,276,2.87,14.48,3.00,4.8,0.15,2.17,0.30,7.2,0.00
Ryan Butler,Stanford,ND,Stan,-,-,271,2.56,269,3.04,16.10,4.00,4.0,0.10,3.81,0.48,7.9,0.00
Ahmani Marshall,Appalachian State,UL-Laf,App,-,-,272,2.48,284,2.57,13.51,4.00,3.4,0.18,0.62,0.09,6.9,0.00
Ezell Jolly,UTEP,WestKy,UTEP,-,-,273,2.41,282,2.67,17.13,4.00,4.3,0.09,1.74,0.26,6.7,0.00
Javen Jacobs,New Mexico,AF,AF,-,-,274,2.37,279,2.75,12.00,3.00,4.0,0.15,2.70,0.38,7.1,0.00
K'Wan Powell,South Florida,Mem,Mem,-,-,275,2.37,274,2.94,15.41,5.00,3.1,0.08,3.36,0.57,5.9,0.00
Jaylon Jackson,Iowa State,WVU,IaSt,-,-,276,2.35,266,3.08,13.00,3.00,4.3,0.00,5.09,0.73,7.0,0.09
Johnny Richardson,Central Florida,Cin,Cin,-,-,277,2.35,271,3.00,19.62,3.00,6.5,0.00,3.89,0.65,6.0,0.00
Josh McCray,Illinois,Purdue,Purdue,-,-,278,2.33,280,2.73,11.35,3.00,3.8,0.16,2.19,0.41,5.3,0.00
Cade Yacamelli,Wisconsin,Rut,Wisc,-,-,279,2.31,286,2.46,13.10,3.00,4.4,0.15,1.24,0.15,8.3,0.00
Wayshawn Parker,Washington State,Fres,WashSt,-,-,280,2.19,283,2.65,13.55,3.00,4.5,0.09,2.91,0.45,6.5,0.00
Jonathan Baird,Utah State,UNLV,UNLV,-,-,281,2.14,289,2.41,14.82,3.00,4.9,0.09,1.09,0.27,4.0,0.00
James Peoples,Ohio State,Oregon,OhioSt,-,-,282,2.09,288,2.41,11.79,2.00,5.9,0.11,2.84,0.32,8.9,0.00
Cam Wallace,Penn State,USC,PSU,-,-,283,2.07,293,2.27,13.60,3.00,4.5,0.10,1.10,0.20,5.5,0.00
Kenan Christon,San Diego State,Wyo,SDSU,-,-,284,2.06,275,2.89,9.17,2.00,4.6,0.08,6.42,0.83,7.7,0.00
Derrick Davis,Pittsburgh,Cal,Cal,-,-,285,2.06,285,2.49,12.69,3.00,4.2,0.09,2.74,0.43,6.4,0.00
Jamal Johnson,Bowling Green,NIU,NIU,-,-,286,2.06,273,2.95,12.08,3.00,4.0,0.08,3.65,0.89,4.1,0.00
Jawarn Howell,South Carolina,Ala,SCar,-,-,287,2.04,281,2.71,9.11,2.00,4.6,0.11,4.67,0.67,7.0,0.00
Moni Jones,Vanderbilt,Kty,Vandy,-,-,288,2.02,292,2.32,11.30,3.00,3.8,0.10,2.90,0.30,9.7,0.00
David Cordero,Hawaii,Boise,Boise,-,-,289,2.01,291,2.34,13.08,3.00,4.4,0.08,2.00,0.33,6.1,0.00
Hinckley Ropati,BYU,Ari,Ari,-,-,290,2.00,278,2.80,8.40,2.00,4.2,0.08,6.80,0.80,8.5,0.00
Richard Young,Alabama,SCar,SCar,-,-,291,1.95,298,2.16,9.59,2.00,4.8,0.14,1.66,0.21,7.9,0.00
Jordan Nubin,Minnesota,UCLA,Minn,-,-,292,1.93,306,1.93,13.45,3.00,4.5,0.10,0.00,0.00,0.0,0.00
A'Marion Peterson,USC,PSU,PSU,-,-,293,1.92,301,2.08,13.15,2.00,6.6,0.08,1.46,0.15,9.7,0.00
Jaylen Poe,Northern Illinois,BGSU,NIU,-,-,294,1.92,287,2.46,10.73,2.00,5.4,0.09,3.00,0.55,5.5,0.00
Dijon Stanley,Utah,AriSt,Utah,-,-,295,1.92,296,2.18,12.26,3.00,4.1,0.09,1.80,0.26,6.9,0.00
Cedric Hawkins,Arkansas State,TxSt,ArkSt,-,-,296,1.88,302,2.02,9.50,2.00,4.8,0.14,0.71,0.14,5.1,0.00
Anthony Woods,Utah,AriSt,Utah,-,-,297,1.88,290,2.36,9.84,2.00,4.9,0.08,4.16,0.48,8.7,0.00
JQ Gray,Southern Miss,UL-Mon,SouMis,-,-,298,1.86,295,2.18,12.16,3.00,4.1,0.08,1.74,0.32,5.4,0.00
Chandler Pittman,Southern Miss,UL-Mon,SouMis,-,-,299,1.85,304,2.01,12.00,3.00,4.0,0.08,1.62,0.16,10.1,0.00
Curtis Douglas,Kent,BallSt,BallSt,-,-,300,1.84,303,2.02,11.91,3.00,4.0,0.09,1.24,0.18,6.9,0.00
Nolan McCormick,Ohio,CentMi,Ohio,-,-,301,1.78,307,1.88,11.42,3.00,3.8,0.10,0.58,0.10,5.8,0.00
Charles Kellom,Akron,WestMI,Akron,-,-,302,1.76,299,2.16,10.03,3.00,3.3,0.08,2.84,0.39,7.3,0.00
Juju McDowell,South Carolina,Ala,SCar,-,-,303,1.76,277,2.85,4.09,1.00,4.1,0.00,8.09,1.09,7.4,0.09
Jaden Nixon,Western Michigan,Akron,Akron,-,-,304,1.72,294,2.22,8.08,2.00,4.0,0.08,4.17,0.50,8.3,0.00
Anthony Carrie,Georgia Tech,UNC,GaTech,-,-,305,1.70,300,2.13,8.70,2.00,4.4,0.09,3.04,0.43,7.1,0.00
Noah Vaughn,Virginia,Lou,Lou,-,-,306,1.68,297,2.16,13.58,3.00,4.5,0.00,3.24,0.47,6.9,0.00
Caleb Hood,North Carolina,GaTech,GaTech,-,-,307,1.67,311,1.74,7.86,2.00,3.9,0.14,0.55,0.07,7.9,0.00
Cornell Hatcher,Oregon State,Nevada,OreSt,-,-,308,1.66,305,1.99,9.33,2.00,4.7,0.08,2.25,0.33,6.8,0.00
Terrance Gibbs,Georgia Southern,Marsh,Marsh,-,-,309,1.60,309,1.82,8.22,2.00,4.1,0.11,1.11,0.22,5.0,0.00
Elijah Jackson,Purdue,Ill,Purdue,-,-,310,1.58,308,1.84,8.87,2.00,4.4,0.09,1.74,0.26,6.7,0.00
Chance Williams,Cincinnati,UCF,Cin,-,-,311,1.46,310,1.82,8.64,2.00,4.3,0.07,1.71,0.36,4.8,0.00
Anthony Adkins,UCLA,Minn,Minn,-,-,312,1.39,314,1.39,9.12,2.00,4.6,0.08,0.00,0.00,0.0,0.00
Jack Griese,Virginia,Lou,Lou,-,-,313,1.32,312,1.63,6.31,2.00,3.2,0.08,2.31,0.31,7.5,0.00
Jamari Ferrell,Wyoming,SDSU,SDSU,-,-,314,1.20,317,1.20,7.38,2.00,3.7,0.08,0.00,0.00,0.0,0.00
Myles Montgomery,Central Florida,Cin,Cin,-,-,315,1.13,315,1.31,6.31,1.00,6.3,0.06,1.19,0.19,6.3,0.00
Jamarion Wilcox,Kentucky,Vandy,Vandy,-,-,316,1.11,313,1.39,4.71,1.00,4.7,0.07,2.07,0.29,7.1,0.00
Jaylen Anderson,West Virginia,IaSt,IaSt,-,-,317,1.02,316,1.21,8.00,2.00,4.0,0.00,2.19,0.19,11.5,0.00
Jamal Roberts,Missouri,UMass,Missou,-,-,318,0.89,320,0.96,4.00,1.00,4.0,0.07,0.64,0.07,9.1,0.00
Caleb Hampton,Stanford,ND,Stan,-,-,319,0.85,321,0.95,7.64,2.00,3.8,0.00,0.91,0.09,10.1,0.00
Jaren Mangham,Minnesota,UCLA,Minn,-,-,320,0.84,322,0.93,7.81,2.00,3.9,0.00,0.57,0.10,5.7,0.00
Jason Patterson,Kentucky,Vandy,Vandy,-,-,321,0.84,319,1.06,4.55,1.00,4.6,0.03,1.90,0.23,8.3,0.00
Caleb Komolafe,Northwestern,MD,NW,-,-,322,0.81,318,1.16,6.00,2.00,3.0,0.00,2.14,0.34,6.3,0.00
Joe Jackson,Kansas State,Colo,KanSt,-,-,323,0.52,323,0.69,4.08,1.00,4.1,0.00,1.17,0.17,6.9,0.00
Johnathan Arceneaux,Fresno State,WashSt,WashSt,-,-,324,0.51,324,0.62,4.22,1.00,4.2,0.00,0.89,0.11,8.1,0.00
CJ Baxter,Texas,Okla,Tex,-,-,325,0.00,326,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Brandon Johnson,Arizona,BYU,Ari,-,-,326,0.00,325,0.00,0.00,3.00,0.0,0.00,0.00,0.00,0.0,0.00
Micah Welch,Colorado,KanSt,KanSt,-,-,327,0.00,327,0.00,0.00,3.00,0.0,0.00,0.00,0.00,0.0,0.00
