,,Week 7 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Arlis Boardingham,Florida,Tenn,Fla,-,-,26,5.28,29,8.01,31.00,2.73,11.4,0.36,0.00,0.00,0.0,0.00
Tanner Koziol,Ball State,KentSt,BallSt,-,-,27,5.18,22,8.61,31.20,3.43,9.1,0.34,0.00,0.00,0.0,0.00
Brett Norfleet,Missouri,UMass,Missou,-,-,28,5.15,32,7.53,26.69,2.38,11.2,0.41,0.00,0.00,0.0,0.00
Anthony Torres,Toledo,Buff,Toledo,-,-,29,5.13,37,7.18,37.11,2.05,18.1,0.24,0.00,0.00,0.0,0.00
Kole Taylor,West Virginia,IaSt,IaSt,-,-,30,4.98,31,7.54,35.36,2.56,13.8,0.24,0.00,0.00,0.0,0.00
Corey Dyches,California,Pitt,Cal,-,-,31,4.97,24,8.46,39.02,3.48,11.2,0.18,0.00,0.00,0.0,0.00
Kendall Karr,Coastal Carolina,JMU,CoastC,-,-,32,4.94,36,7.19,21.28,2.25,9.5,0.47,0.00,0.00,0.0,0.00
Keanu Hill,BYU,Ari,Ari,-,-,33,4.91,26,8.06,37.96,3.15,12.1,0.19,0.00,0.00,0.0,0.00
Eli Wilson,Appalachian State,UL-Laf,App,-,-,34,4.83,34,7.36,27.48,2.52,10.9,0.35,0.00,0.00,0.0,0.00
Dan Villari,Syracuse,NCSU,Syr,-,-,35,4.82,41,6.79,21.51,1.97,10.9,0.26,6.09,1.29,4.7,0.09
Terrance Carter,Louisiana-Lafayette,App,App,-,-,36,4.66,30,7.64,27.76,2.98,9.3,0.31,0.00,0.00,0.0,0.00
Boden Groen,Rice,Tx-SA,Tx-SA,-,-,37,4.54,33,7.50,31.04,2.96,10.5,0.24,0.00,0.00,0.0,0.00
Mark Redman,Louisville,UVa,Lou,-,-,38,4.48,35,7.19,29.35,2.71,10.8,0.26,0.00,0.00,0.0,0.00
Bentley Hanshaw,Liberty,FIU,FIU,-,-,39,4.45,58,5.93,18.43,1.48,12.5,0.43,0.00,0.00,0.0,0.00
John Copenhaver,North Carolina,GaTech,GaTech,-,-,40,4.25,52,6.16,26.18,1.91,13.7,0.27,0.00,0.00,0.0,0.00
Moliki Matavao,UCLA,Minn,Minn,-,-,41,4.23,45,6.58,26.70,2.35,11.4,0.26,0.00,0.00,0.0,0.00
Mason Williams,Ohio,CentMi,Ohio,-,-,42,4.22,43,6.71,26.22,2.49,10.5,0.27,0.00,0.00,0.0,0.00
Jake Newell,Akron,WestMI,Akron,-,-,43,4.18,38,7.02,25.78,2.84,9.1,0.27,0.00,0.00,0.0,0.00
Randy Pittman,Central Florida,Cin,Cin,-,-,44,4.17,40,6.87,31.30,2.70,11.6,0.17,0.00,0.00,0.0,0.00
Tyler Fromm,Georgia Southern,Marsh,Marsh,-,-,45,4.15,49,6.38,24.74,2.23,11.1,0.28,0.00,0.00,0.0,0.00
Sean Brown,Jacksonville State,NMSt,NMSt,-,-,46,4.10,65,5.21,20.40,1.11,18.4,0.34,0.00,0.00,0.0,0.00
Joey Beljan,Cincinnati,UCF,Cin,-,-,47,4.07,55,6.02,22.73,1.95,11.7,0.30,0.00,0.00,0.0,0.00
Markeston Douglas,Arizona State,Utah,Utah,-,-,48,4.07,48,6.45,29.24,2.38,12.3,0.19,0.00,0.00,0.0,0.00
Jaxxon Warren,Colorado State,SJSU,SJSU,-,-,49,4.07,42,6.73,29.24,2.67,11.0,0.19,0.00,0.00,0.0,0.00
Bryce Damous,UAB,Army,UAB,-,-,50,4.03,53,6.06,22.84,2.03,11.3,0.29,0.00,0.00,0.0,0.00
Dominick Mazotti,Massachusetts,Missou,Missou,-,-,51,4.02,44,6.69,28.76,2.67,10.8,0.19,0.00,0.00,0.0,0.00
Brady Hunt,South Carolina,Ala,SCar,-,-,52,4.01,39,6.90,29.87,2.89,10.3,0.17,0.00,0.00,0.0,0.00
Jack Endries,California,Pitt,Cal,-,-,53,3.97,47,6.46,29.07,2.49,11.7,0.18,0.00,0.00,0.0,0.00
Preston Howard,Maryland,NW,NW,-,-,54,3.95,50,6.22,28.55,2.27,12.6,0.18,0.00,0.00,0.0,0.00
Gavin Bartholomew,Pittsburgh,Cal,Cal,-,-,55,3.94,57,5.94,21.40,2.00,10.7,0.30,0.00,0.00,0.0,0.00
Blake Bosma,Western Michigan,Akron,Akron,-,-,56,3.94,54,6.03,28.45,2.09,13.6,0.18,0.00,0.00,0.0,0.00
Cameron Hite,Wake Forest,Clem,Clem,-,-,57,3.86,59,5.81,22.76,1.94,11.7,0.26,0.00,0.00,0.0,0.00
Anthony Landphere,Memphis,USF,Mem,-,-,58,3.84,51,6.18,20.85,2.34,8.9,0.29,0.00,0.00,0.0,0.00
Manny Stevenson,Arkansas State,TxSt,ArkSt,-,-,59,3.81,46,6.48,20.95,2.67,7.8,0.29,0.00,0.00,0.0,0.00
Eli Stowers,Vanderbilt,Kty,Vandy,-,-,60,3.79,60,5.75,21.00,1.95,10.8,0.15,3.45,0.98,3.5,0.08
Jake Boust,Fresno State,WashSt,WashSt,-,-,61,3.62,63,5.52,17.29,1.89,9.1,0.32,0.00,0.00,0.0,0.00
Broc Lane,Utah State,UNLV,UNLV,-,-,62,3.54,56,6.02,25.76,2.48,10.4,0.16,0.00,0.00,0.0,0.00
Roberto Miranda,Arizona,BYU,Ari,-,-,63,3.54,62,5.59,21.16,2.05,10.3,0.24,0.00,0.00,0.0,0.00
Sam Olson,Arizona,BYU,Ari,-,-,64,3.53,64,5.43,22.10,1.90,11.6,0.22,0.00,0.00,0.0,0.00
Keleki Latu,Washington,Iowa,Wash,-,-,65,3.51,61,5.73,19.63,2.23,8.8,0.26,0.00,0.00,0.0,0.00
Jermaine Terry,Oregon State,Nevada,OreSt,-,-,66,3.45,66,5.15,19.86,1.70,11.7,0.24,0.00,0.00,0.0,0.00
Kaleo Ballungay,UNLV,UtahSt,UNLV,-,-,67,3.38,73,4.86,24.89,1.48,16.8,0.15,0.00,0.00,0.0,0.00
Jake Orlando,Buffalo,Toledo,Toledo,-,-,68,3.16,67,5.13,20.34,1.97,10.3,0.19,0.00,0.00,0.0,0.00
Trace Bruckler,New Mexico,AF,AF,-,-,69,3.11,74,4.85,16.89,1.74,9.7,0.24,0.00,0.00,0.0,0.00
Kyirin Heath,Southern Miss,UL-Mon,SouMis,-,-,70,3.10,68,5.03,19.35,1.94,10.0,0.19,0.00,0.00,0.0,0.00
Chris Carter,Northern Illinois,BGSU,NIU,-,-,71,3.05,83,4.26,17.64,1.21,14.6,0.21,0.00,0.00,0.0,0.00
Ahmon Green,Georgia State,ODU,ODU,-,-,72,3.04,78,4.52,12.59,1.48,8.5,0.30,0.00,0.00,0.0,0.00
Hayden Hansen,Florida,Tenn,Fla,-,-,73,3.01,79,4.48,17.47,1.47,11.9,0.21,0.00,0.00,0.0,0.00
Ethan Davis,Tennessee,Fla,Fla,-,-,74,2.97,82,4.28,15.85,1.31,12.1,0.23,0.00,0.00,0.0,0.00
Addison Ostrenga,Iowa,Wash,Wash,-,-,75,2.87,76,4.65,18.97,1.78,10.7,0.16,0.00,0.00,0.0,0.00
Oscar Cardenas,UTSA,Rice,Tx-SA,-,-,76,2.81,70,4.93,18.95,2.12,8.9,0.15,0.37,0.15,2.5,0.00
Vince Brown,Colorado State,SJSU,SJSU,-,-,77,2.80,71,4.90,18.98,2.10,9.0,0.15,0.00,0.00,0.0,0.00
Cole Spence,Vanderbilt,Kty,Vandy,-,-,78,2.77,77,4.61,21.87,1.84,11.9,0.10,0.00,0.00,0.0,0.00
Jake Roberts,Oklahoma,Tex,Tex,-,-,79,2.76,75,4.66,21.60,1.90,11.4,0.10,0.00,0.00,0.0,0.00
Jordan Dingle,Kentucky,Vandy,Vandy,-,-,80,2.75,86,3.95,21.50,1.20,17.9,0.10,0.00,0.00,0.0,0.00
Will Swanson,Kansas State,Colo,KanSt,-,-,81,2.71,89,3.76,14.42,1.05,13.7,0.21,0.00,0.00,0.0,0.00
Cade Conley,Marshall,GaSo,Marsh,-,-,82,2.69,72,4.89,20.90,2.20,9.5,0.10,0.00,0.00,0.0,0.00
Landen King,Utah,AriSt,Utah,-,-,83,2.68,87,3.95,14.00,1.26,11.1,0.21,0.21,0.11,1.9,0.00
Andrew Savaiinaea,Nevada,OreSt,OreSt,-,-,84,2.64,80,4.37,16.89,1.74,9.7,0.16,0.00,0.00,0.0,0.00
Lake McRee,USC,PSU,PSU,-,-,85,2.63,84,4.25,17.08,1.62,10.5,0.15,0.00,0.00,0.0,0.00
Trevor Stephens,New Mexico State,JacSt,NMSt,-,-,86,2.51,81,4.37,20.19,1.86,10.9,0.08,0.00,0.00,0.0,0.00
Gee Scott,Ohio State,Oregon,OhioSt,-,-,87,2.50,88,3.83,15.00,1.33,11.3,0.17,0.00,0.00,0.0,0.00
CJ Dippre,Alabama,SCar,SCar,-,-,88,2.47,85,4.05,14.67,1.58,9.3,0.17,0.00,0.00,0.0,0.00
Nate Jones,Louisiana Tech,MiddTn,MiddTn,-,-,89,2.36,69,4.93,22.76,2.58,8.8,0.00,0.80,0.27,3.0,0.00
Tucker Ashcraft,Wisconsin,Rut,Wisc,-,-,90,2.35,90,3.71,13.92,1.36,10.2,0.16,0.00,0.00,0.0,0.00
Riley Nowakowski,Wisconsin,Rut,Wisc,-,-,91,2.31,92,3.55,11.71,1.24,9.4,0.19,0.00,0.00,0.0,0.00
Cooper Mathers,Washington State,Fres,WashSt,-,-,92,2.12,91,3.63,17.03,1.52,11.2,0.07,0.00,0.00,0.0,0.00
Matt Lauter,Boise State,Hawaii,Boise,-,-,93,2.11,104,2.91,9.07,0.80,11.3,0.20,0.00,0.00,0.0,0.00
Andrew Rappleyea,Penn State,USC,PSU,-,-,94,2.06,94,3.33,14.32,1.26,11.4,0.11,0.00,0.00,0.0,0.00
Marshall Lang,Northwestern,MD,NW,-,-,95,2.00,93,3.36,14.55,1.36,10.7,0.09,0.00,0.00,0.0,0.00
Victor Konopka,Rutgers,Wisc,Wisc,-,-,96,1.96,99,3.11,11.07,1.14,9.7,0.14,0.00,0.00,0.0,0.00
Dylan Wade,Maryland,NW,NW,-,-,97,1.95,100,3.02,10.23,1.08,9.5,0.15,0.00,0.00,0.0,0.00
Avery Boyd,Georgia Tech,UNC,GaTech,-,-,98,1.91,111,2.45,7.13,0.53,13.5,0.20,0.00,0.00,0.0,0.00
Sam Hart,Colorado,KanSt,KanSt,-,-,99,1.89,97,3.22,12.22,1.33,9.2,0.11,0.00,0.00,0.0,0.00
Patrick Herbert,Oregon,OhioSt,OhioSt,-,-,100,1.88,109,2.59,10.21,0.71,14.4,0.14,0.00,0.00,0.0,0.00
Konner Fox,Texas State,ArkSt,ArkSt,-,-,101,1.83,103,2.92,12.82,1.09,11.8,0.09,0.00,0.00,0.0,0.00
Rocky Beers,Florida International,Lib,FIU,-,-,102,1.81,95,3.29,13.63,1.48,9.2,0.07,0.00,0.00,0.0,0.00
George Burhenn,Purdue,Ill,Purdue,-,-,103,1.73,101,2.97,13.17,1.24,10.6,0.07,0.00,0.00,0.0,0.00
Evan King,Buffalo,Toledo,Toledo,-,-,104,1.72,102,2.96,13.03,1.24,10.5,0.07,0.00,0.00,0.0,0.00
Quentin Moore,Washington,Iowa,Wash,-,-,105,1.72,98,3.15,11.52,1.43,8.1,0.10,0.00,0.00,0.0,0.00
Blake Daniels,Eastern Michigan,Mia-O,Mia-O,-,-,106,1.65,106,2.69,11.68,1.04,11.2,0.08,0.00,0.00,0.0,0.00
Holden Staes,Tennessee,Fla,Fla,-,-,107,1.65,112,2.27,7.31,0.62,11.8,0.15,0.00,0.00,0.0,0.00
Weston Wolff,South Florida,Mem,Mem,-,-,108,1.61,96,3.27,16.08,1.67,9.6,0.00,0.00,0.00,0.0,0.00
Lawson Luckie,Georgia,MissSt,MissSt,-,-,109,1.52,113,2.15,7.75,0.63,12.3,0.13,0.00,0.00,0.0,0.00
Jace Henry,Nevada,OreSt,OreSt,-,-,110,1.51,107,2.66,10.86,1.14,9.5,0.07,0.00,0.00,0.0,0.00
Jaleel Skinner,Louisville,UVa,Lou,-,-,111,1.51,114,2.14,7.63,0.63,12.1,0.13,0.00,0.00,0.0,0.00
Jalen Butler,Old Dominion,GaSt,ODU,-,-,112,1.45,105,2.83,9.85,1.38,7.1,0.08,0.00,0.00,0.0,0.00
Jameson Geers,Minnesota,UCLA,Minn,-,-,113,1.44,110,2.54,10.28,1.10,9.3,0.07,0.00,0.00,0.0,0.00
Gunnar Helm,Texas,Okla,Tex,-,-,114,1.33,115,2.02,8.69,0.69,12.6,0.08,0.00,0.00,0.0,0.00
Jere Getzinger,Eastern Michigan,Mia-O,Mia-O,-,-,115,1.29,108,2.62,7.92,1.33,6.0,0.08,0.00,0.00,0.0,0.00
Sackett Wood,Virginia,Lou,Lou,-,-,116,1.23,119,1.79,8.50,0.56,15.2,0.06,0.00,0.00,0.0,0.00
Carson Tabaracci,USC,PSU,PSU,-,-,117,1.21,116,2.01,6.10,0.80,7.6,0.10,0.00,0.00,0.0,0.00
Tyler Neville,Virginia,Lou,Lou,-,-,118,1.18,117,1.80,8.00,0.63,12.7,0.06,0.00,0.00,0.0,0.00
Stevo Klotz,Iowa State,WVU,IaSt,-,-,119,1.15,118,1.79,6.09,0.64,9.5,0.09,0.00,0.00,0.0,0.00
Josh Kattus,Kentucky,Vandy,Vandy,-,-,120,1.10,122,1.57,7.47,0.47,15.9,0.06,0.00,0.00,0.0,0.00
Khamari Anderson,Kentucky,Vandy,Vandy,-,-,121,1.07,123,1.57,5.67,0.50,11.3,0.08,0.00,0.00,0.0,0.00
Bauer Sharp,Oklahoma,Tex,Tex,-,-,122,1.04,121,1.68,6.82,0.65,10.5,0.06,0.00,0.00,0.0,0.00
Thomas Gordon,Northwestern,MD,NW,-,-,123,1.00,120,1.69,6.25,0.69,9.1,0.06,0.00,0.00,0.0,0.00
Preston Daniel,Miami (OH),EastMi,Mia-O,-,-,124,0.91,124,1.51,3.10,0.60,5.2,0.10,0.00,0.00,0.0,0.00
Jack Pedersen,UCLA,Minn,Minn,-,-,125,0.65,125,1.25,6.50,0.60,10.8,0.00,0.00,0.00,0.0,0.00
Juice Vereen,North Carolina State,Syr,Syr,-,-,126,0.56,126,1.14,5.58,0.58,9.6,0.00,0.00,0.00,0.0,0.00
Tanner Arkin,Illinois,Purdue,Purdue,-,-,127,0.44,127,1.02,4.35,0.59,7.4,0.00,0.00,0.00,0.0,0.00
Sage Ennis,Virginia,Lou,Lou,-,-,128,0.00,130,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Cole Rusk,Illinois,Purdue,Purdue,-,-,129,0.00,128,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Brett Seither,Georgia Tech,UNC,GaTech,-,-,130,0.00,129,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
