,,Week 12 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Chris Brazzell II,Tennessee,UGa,Tenn,-,-,73,7.74,115,10.63,49.30,2.89,17.1,0.47,0.00,0.00,0.0,0.00
Mario Williams,Tulane,Navy,Tulane,-,-,74,7.72,60,12.09,55.13,4.38,12.6,0.35,1.05,0.26,4.0,0.00
Tyrin Smith,Cincinnati,IaSt,Cin,-,-,75,7.68,77,11.56,50.38,3.88,13.0,0.35,5.21,0.71,7.3,0.00
Donavon Greene,Wake Forest,UNC,Wake,-,-,76,7.66,79,11.55,55.29,3.90,14.2,0.35,0.00,0.00,0.0,0.00
Jordan Hudson,SMU,BC,BC,-,-,77,7.65,118,10.54,43.67,2.89,15.1,0.55,0.00,0.00,0.0,0.00
Trond Grizzell,California,Syr,Syr,-,-,78,7.62,100,10.92,50.87,3.30,15.4,0.42,0.00,0.00,0.0,0.00
Louis Brown,San Diego State,UNLV,SDSU,-,-,79,7.61,63,12.03,48.45,4.42,11.0,0.46,0.00,0.00,0.0,0.00
Chase Sowell,East Carolina,Tulsa,ECU,-,-,80,7.61,70,11.77,56.08,4.17,13.4,0.33,0.00,0.00,0.0,0.00
De'Corian Clark,UTSA,NorTx,NorTx,-,-,81,7.60,85,11.33,51.65,3.73,13.8,0.41,0.00,0.00,0.0,0.00
Makai Lemon,USC,Neb,Neb,-,-,82,7.59,69,11.80,48.00,4.21,11.4,0.45,1.07,0.18,5.9,0.00
Pat Bryant,Illinois,MSU,MSU,-,-,83,7.58,91,11.17,47.77,3.58,13.3,0.47,0.00,0.00,0.0,0.00
Tyler Brown,Clemson,Pitt,Clem,-,-,84,7.54,61,12.08,49.05,4.54,10.8,0.41,2.03,0.16,12.7,0.00
Corey Rucker,Arkansas State,GaSt,ArkSt,-,-,85,7.52,106,10.75,58.60,3.23,18.1,0.27,0.45,0.09,5.0,0.00
J. Michael Sturdivant,UCLA,Wash,UCLA,-,-,86,7.47,84,11.36,53.93,3.89,13.9,0.35,0.00,0.00,0.0,0.00
Devin Voisin,South Alabama,UL-Laf,USA,-,-,87,7.47,95,11.07,55.52,3.60,15.4,0.32,0.00,0.00,0.0,0.00
Jahdae Walker,Texas A&M,NMSt,NMSt,-,-,88,7.47,103,10.88,51.92,3.42,15.2,0.33,2.75,0.67,4.1,0.00
Montorie Foster,Michigan State,Ill,MSU,-,-,89,7.46,86,11.31,53.02,3.85,13.8,0.35,0.61,0.18,3.4,0.00
Ja'Corey Brooks,Louisville,Stan,Lou,-,-,90,7.44,113,10.70,43.26,3.26,13.3,0.52,0.00,0.00,0.0,0.00
Tobias Merriweather,California,Syr,Syr,-,-,91,7.44,119,10.52,50.76,3.08,16.5,0.39,0.00,0.00,0.0,0.00
Cam Camper,Boise State,SJSU,Boise,-,-,92,7.40,124,10.32,50.92,2.92,17.4,0.38,0.00,0.00,0.0,0.00
Lewis Bond,Boston College,SMU,BC,-,-,93,7.39,111,10.72,47.92,3.33,14.4,0.42,1.00,0.17,5.9,0.00
Kaden Prather,Maryland,Rut,Rut,-,-,94,7.31,114,10.67,48.64,3.36,14.5,0.40,0.48,0.08,6.0,0.00
Dane Key,Kentucky,Murray,Murray,-,-,95,7.29,117,10.54,47.92,3.25,14.7,0.42,0.00,0.00,0.0,0.00
Jack Hestera,Utah State,Hawaii,Hawaii,-,-,96,7.28,102,10.90,48.16,3.62,13.3,0.41,0.00,0.00,0.0,0.00
Kobe Paysour,North Carolina,Wake,Wake,-,-,97,7.27,89,11.27,50.91,4.00,12.7,0.36,0.00,0.00,0.0,0.00
Andrew Armstrong,Arkansas,Tex,Tex,-,-,98,7.26,93,11.12,53.02,3.86,13.7,0.32,0.24,0.08,3.0,0.00
Elijah Metcalf,Marshall,CoastC,CoastC,-,-,99,7.23,75,11.62,47.86,4.40,10.9,0.41,0.00,0.00,0.0,0.00
Winston Wright,East Carolina,Tulsa,ECU,-,-,100,7.23,73,11.70,57.10,4.47,12.8,0.25,0.00,0.00,0.0,0.00
Junior Vandeross,Toledo,CentMi,CentMi,-,-,101,7.21,109,10.74,49.15,3.53,13.9,0.35,1.76,0.26,6.8,0.00
Omari Hayes,Florida Atlantic,Temple,FlaAtl,-,-,102,7.20,74,11.69,51.25,4.49,11.4,0.35,0.00,0.00,0.0,0.00
Dominic Lovett,Georgia,Tenn,Tenn,-,-,103,7.18,78,11.56,52.38,4.38,12.0,0.32,0.00,0.00,0.0,0.00
Jerjuan Newton,Toledo,CentMi,CentMi,-,-,104,7.16,105,10.82,48.08,3.66,13.1,0.39,0.16,0.08,2.0,0.00
Barion Brown,Kentucky,Murray,Murray,-,-,105,7.15,76,11.60,48.75,4.45,11.0,0.33,2.96,0.49,6.0,0.00
Cam Coleman,Auburn,UL-Mon,UL-Mon,-,-,106,7.14,127,10.27,43.28,3.13,13.8,0.47,0.00,0.00,0.0,0.00
Darrius Clemons,Oregon State,AF,OreSt,-,-,107,7.13,98,10.94,50.70,3.80,13.3,0.34,0.34,0.08,4.3,0.00
Ja'Kobi Lane,USC,Neb,Neb,-,-,108,7.11,125,10.29,45.95,3.17,14.5,0.40,1.35,0.24,5.6,0.00
Darius Lassiter,BYU,Kansas,Kansas,-,-,109,7.10,122,10.46,43.18,3.36,12.9,0.45,0.55,0.09,6.1,0.00
Julian Fleming,Penn State,Purdue,PSU,-,-,110,7.09,128,10.26,45.17,3.17,14.2,0.42,0.75,0.17,4.4,0.00
Jayce Brown,Kansas State,AriSt,AriSt,-,-,111,7.07,108,10.75,46.40,3.68,12.6,0.40,0.32,0.32,1.0,0.00
Easton Messer,Western Kentucky,LaTech,LaTech,-,-,112,7.06,88,11.30,45.76,4.24,10.8,0.40,0.80,0.16,5.0,0.00
Jimmy Valsin,Oregon State,AF,OreSt,-,-,113,7.06,107,10.75,49.63,3.69,13.4,0.34,0.43,0.09,4.8,0.00
Alex Adams,Akron,NIU,Akron,-,-,114,7.05,81,11.42,48.73,4.36,11.2,0.36,0.00,0.00,0.0,0.00
Chris Hilton,LSU,Fla,LSU,-,-,115,7.05,146,9.89,47.23,2.85,16.6,0.38,0.15,0.08,1.9,0.00
Logan Loya,UCLA,Wash,UCLA,-,-,116,7.04,92,11.16,45.59,4.13,11.0,0.36,3.23,0.72,4.5,0.00
Luke Grimm,Kansas,BYU,Kansas,-,-,117,6.99,135,10.14,41.85,3.15,13.3,0.46,0.28,0.09,3.1,0.00
Bryce Kirtz,Northwestern,OhioSt,OhioSt,-,-,118,6.99,99,10.94,50.15,3.95,12.7,0.33,0.00,0.00,0.0,0.00
Taylor Morin,Wake Forest,UNC,Wake,-,-,119,6.98,110,10.74,50.40,3.76,13.4,0.32,0.24,0.08,3.0,0.00
Dylan Goffney,Colorado State,Wyo,Wyo,-,-,120,6.96,112,10.71,48.74,3.76,13.0,0.34,0.34,0.17,2.0,0.00
Taji Hudson,James Madison,ODU,JMU,-,-,121,6.96,148,9.81,42.77,2.86,15.0,0.45,0.00,0.00,0.0,0.00
Caleb Medford,New Mexico,WashSt,WashSt,-,-,122,6.94,138,10.08,55.21,3.15,17.5,0.24,0.00,0.00,0.0,0.00
Nik McMillan,Buffalo,BallSt,BallSt,-,-,123,6.91,116,10.57,49.40,3.66,13.5,0.31,1.01,0.16,6.3,0.00
Jerand Bradley,Boston College,SMU,BC,-,-,124,6.88,150,9.79,47.65,2.91,16.4,0.35,0.00,0.00,0.0,0.00
Tai Felton,Maryland,Rut,Rut,-,-,125,6.88,134,10.18,47.22,3.30,14.3,0.35,0.70,0.09,7.8,0.00
A.J. Henning,Northwestern,OhioSt,OhioSt,-,-,126,6.88,101,10.90,39.11,4.02,9.7,0.26,8.66,2.27,3.8,0.09
Justin Olson,UNC Charlotte,USF,USF,-,-,127,6.88,90,11.19,47.29,4.31,11.0,0.36,0.00,0.00,0.0,0.00
J.J. Jones,North Carolina,Wake,Wake,-,-,128,6.86,131,10.22,52.76,3.35,15.7,0.26,0.00,0.00,0.0,0.00
Ryan Williams,Alabama,Merc,Merc,-,-,129,6.86,141,9.95,52.27,3.09,16.9,0.27,0.00,0.00,0.0,0.00
Ja'Mori Maclin,Kentucky,Murray,Murray,-,-,130,6.84,161,9.42,49.03,2.58,19.0,0.32,0.00,0.00,0.0,0.00
Justus Ross-Simmons,Syracuse,Cal,Syr,-,-,131,6.84,126,10.28,52.50,3.44,15.3,0.26,0.00,0.00,0.0,0.00
Antonio Williams,Clemson,Pitt,Clem,-,-,132,6.84,82,11.40,49.20,4.56,10.8,0.32,0.00,0.00,0.0,0.00
Kenneth Womack,Western Michigan,BGSU,WestMI,-,-,133,6.84,49,13.01,58.42,6.17,9.5,0.17,0.00,0.00,0.0,0.00
Zakhari Franklin,Illinois,MSU,MSU,-,-,134,6.83,137,10.11,44.96,3.27,13.7,0.39,0.00,0.00,0.0,0.00
Jaden Greathouse,Notre Dame,UVa,UVa,-,-,135,6.82,159,9.46,37.28,2.64,14.1,0.51,0.26,0.09,2.9,0.00
Harrison Wallace,Penn State,Purdue,PSU,-,-,136,6.81,139,10.06,43.81,3.25,13.5,0.40,0.48,0.08,6.0,0.00
Chase Roberts,BYU,Kansas,Kansas,-,-,137,6.75,132,10.20,46.77,3.45,13.6,0.33,0.99,0.16,6.2,0.00
Justin Lockhart,San Jose State,Boise,Boise,-,-,138,6.73,123,10.43,52.46,3.71,14.1,0.25,0.00,0.00,0.0,0.00
Tiaquelin Mims,Southern Miss,TxSt,SouMis,-,-,139,6.73,104,10.82,46.42,4.08,11.4,0.33,0.92,0.17,5.4,0.00
J.J. Sparkman,UTSA,NorTx,NorTx,-,-,140,6.70,121,10.49,48.08,3.79,12.7,0.32,0.00,0.00,0.0,0.00
Jaylen Lloyd,Nebraska,USC,Neb,-,-,141,6.69,177,8.82,41.39,2.12,19.5,0.41,1.06,0.33,3.2,0.00
Jaden Williams,Texas State,SouMis,SouMis,-,-,142,6.64,158,9.48,50.86,2.84,17.9,0.26,0.00,0.00,0.0,0.00
Bryson Green,Wisconsin,Oregon,Oregon,-,-,143,6.59,151,9.76,45.92,3.17,14.5,0.33,0.00,0.00,0.0,0.00
Cameron Ross,James Madison,ODU,JMU,-,-,144,6.56,147,9.86,47.10,3.30,14.3,0.30,0.52,0.22,2.4,0.00
Jahmal Edrine,Purdue,PSU,PSU,-,-,145,6.47,145,9.93,44.91,3.46,13.0,0.31,0.94,0.24,3.9,0.00
Colbie Young,Georgia,Tenn,Tenn,-,-,146,6.47,143,9.94,44.07,3.47,12.7,0.34,0.25,0.08,3.1,0.00
Gabriel Benyard,Kennesaw State,SamHou,SamHou,-,-,147,6.45,164,9.25,42.29,2.80,15.1,0.34,1.86,0.59,3.2,0.00
Konata Mumpfield,Pittsburgh,Clem,Clem,-,-,148,6.42,152,9.64,38.73,3.22,12.0,0.42,0.00,0.00,0.0,0.00
Dillon Bell,Georgia,Tenn,Tenn,-,-,149,6.41,165,9.23,34.67,2.82,12.3,0.16,10.59,1.73,6.1,0.16
Jacob De Jesus,UNLV,SDSU,SDSU,-,-,150,6.41,96,10.97,45.55,4.56,10.0,0.17,3.30,0.76,4.3,0.08
Landon Sides,North Texas,Tx-SA,NorTx,-,-,151,6.40,142,9.95,37.98,3.55,10.7,0.40,1.85,0.32,5.8,0.00
Dean Patterson,Florida International,JacSt,FIU,-,-,152,6.37,140,9.95,53.97,3.58,15.1,0.16,0.00,0.00,0.0,0.00
Jaron Glover,Michigan State,Ill,MSU,-,-,153,6.32,173,8.91,45.83,2.58,17.8,0.17,2.42,0.50,4.8,0.08
Coleman Owen,Ohio,EastMi,EastMi,-,-,154,6.32,120,10.51,48.44,4.18,11.6,0.24,0.32,0.08,4.0,0.00
Tiger Bachmeier,Stanford,Lou,Lou,-,-,155,6.31,130,10.24,46.01,3.93,11.7,0.26,1.71,0.17,10.1,0.00
Kobe Prentice,Alabama,Merc,Merc,-,-,156,6.29,156,9.57,44.14,3.28,13.5,0.31,0.00,0.00,0.0,0.00
DT Sheffield,North Texas,Tx-SA,NorTx,-,-,157,6.28,153,9.62,37.33,3.33,11.2,0.42,0.50,0.17,2.9,0.00
Andre Johnson,Miami (OH),KentSt,KentSt,-,-,158,6.26,186,8.57,41.24,2.31,17.9,0.36,0.00,0.00,0.0,0.00
Cade McDonald,Miami (OH),KentSt,KentSt,-,-,159,6.22,162,9.35,40.00,3.13,12.8,0.36,0.80,0.18,4.4,0.00
Kelby Williams,Old Dominion,JMU,JMU,-,-,160,6.22,178,8.81,40.00,2.59,15.4,0.37,0.00,0.09,0.0,0.00
DeMarcus Harris,Marshall,CoastC,CoastC,-,-,161,6.21,129,10.24,46.38,4.02,11.5,0.26,0.00,0.00,0.0,0.00
Anthony Sambucci,Western Michigan,BGSU,WestMI,-,-,162,6.21,188,8.56,33.73,2.35,14.4,0.47,0.16,0.16,1.0,0.00
Naiem Simmons,South Florida,Char,USF,-,-,163,6.17,175,8.89,39.09,2.72,14.4,0.38,0.00,0.00,0.0,0.00
Marlyn Johnson,Florida Atlantic,Temple,FlaAtl,-,-,164,6.14,155,9.58,42.16,3.44,12.3,0.32,0.00,0.00,0.0,0.00
Ja'Shaun Poke,San Diego State,UNLV,SDSU,-,-,165,6.11,136,10.11,41.08,4.00,10.3,0.33,0.00,0.00,0.0,0.00
Jahmal Banks,Nebraska,USC,Neb,-,-,166,6.10,154,9.60,39.57,3.50,11.3,0.36,0.00,0.00,0.0,0.00
Robert Williams,Louisiana-Lafayette,USA,USA,-,-,167,6.10,163,9.25,38.80,3.15,12.3,0.37,0.00,0.00,0.0,0.00
Austin Bolt,Boise State,SJSU,Boise,-,-,168,6.09,212,8.09,42.46,2.00,21.2,0.31,0.00,0.00,0.0,0.00
Jimmy Holiday,Louisiana Tech,WestKy,LaTech,-,-,169,6.03,180,8.78,44.08,2.75,16.0,0.25,1.25,0.50,2.5,0.00
Traylon Ray,West Virginia,Baylor,Baylor,-,-,170,6.02,213,8.06,42.11,2.04,20.6,0.30,0.00,0.00,0.0,0.00
Jamahdia Whitby,Coastal Carolina,Marsh,CoastC,-,-,171,6.01,176,8.88,37.87,2.87,13.2,0.37,0.00,0.00,0.0,0.00
JB Mitchell,Eastern Michigan,Ohio,EastMi,-,-,172,6.00,149,9.81,43.95,3.81,11.5,0.27,0.09,0.09,1.0,0.00
Luke Wysong,New Mexico,WashSt,WashSt,-,-,173,6.00,191,8.54,36.92,2.54,14.5,0.38,0.00,0.00,0.0,0.00
Bru McCoy,Tennessee,UGa,Tenn,-,-,174,5.98,166,9.14,41.23,3.15,13.1,0.31,0.15,0.08,1.9,0.00
Blair Conwright,North Texas,Tx-SA,NorTx,-,-,175,5.97,194,8.50,44.09,2.52,17.5,0.26,0.00,0.00,0.0,0.00
Bryant Wesco Jr.,Clemson,Pitt,Clem,-,-,176,5.97,171,9.05,39.67,3.08,12.9,0.33,0.00,0.00,0.0,0.00
Monaray Baldwin,Baylor,WVU,Baylor,-,-,177,5.91,169,9.06,43.42,3.16,13.7,0.24,1.42,0.24,5.9,0.00
Tyson Davis,Central Michigan,Toledo,CentMi,-,-,178,5.91,197,8.41,38.50,2.50,15.4,0.33,0.58,0.17,3.4,0.00
Jonah Wilson,Houston,Ari,Hou,-,-,179,5.90,179,8.80,39.60,2.90,13.7,0.32,0.00,0.00,0.0,0.00
Traeshon Holden,Oregon,Wisc,Oregon,-,-,180,5.87,196,8.48,31.83,2.61,12.2,0.43,0.78,0.17,4.6,0.00
CJ Daniels,LSU,Fla,LSU,-,-,181,5.86,201,8.29,36.06,2.44,14.8,0.38,0.00,0.00,0.0,0.00
Qua'Vez Humphreys,Sam Houston,KennSt,SamHou,-,-,182,5.86,183,8.69,38.31,2.82,13.6,0.32,0.97,0.24,4.0,0.00
Steven McBride,Hawaii,UtahSt,Hawaii,-,-,183,5.80,204,8.20,36.62,2.40,15.3,0.36,0.00,0.00,0.0,0.00
Key'Shawn Smith,SMU,BC,BC,-,-,184,5.79,184,8.64,37.24,2.84,13.1,0.34,0.00,0.00,0.0,0.00
Kenari Wilcher,Illinois,MSU,MSU,-,-,185,5.77,144,9.94,47.75,4.17,11.5,0.17,0.00,0.00,0.0,0.00
Hudson Clement,West Virginia,Baylor,Baylor,-,-,186,5.71,249,7.44,38.13,1.74,21.9,0.32,0.00,0.00,0.0,0.00
Isiah Paige,Old Dominion,JMU,JMU,-,-,187,5.70,157,9.52,40.36,3.82,10.6,0.27,0.27,0.09,3.0,0.00
Javon Tracy,Miami (OH),KentSt,KentSt,-,-,188,5.66,214,8.03,40.27,2.36,17.1,0.27,0.00,0.00,0.0,0.00
Jaden Bray,West Virginia,Baylor,Baylor,-,-,189,5.65,230,7.79,35.20,2.13,16.5,0.36,0.00,0.00,0.0,0.00
Hal Presley,Baylor,WVU,Baylor,-,-,190,5.64,172,8.95,45.74,3.30,13.9,0.17,0.26,0.17,1.5,0.00
Adrian Norton,Akron,NIU,Akron,-,-,191,5.61,160,9.43,39.73,3.82,10.4,0.27,0.00,0.00,0.0,0.00
Naseim Brantley,Rutgers,MD,Rut,-,-,192,5.59,206,8.18,34.46,2.59,13.3,0.36,0.00,0.00,0.0,0.00
Jesse Prewitt III,Central Michigan,Toledo,CentMi,-,-,193,5.56,208,8.15,36.29,2.58,14.1,0.32,0.00,0.00,0.0,0.00
