,,Week 11 Game,,,,Standard,,PPR,,Passing,,,,Rushing,,,
Shedeur Sanders,Colorado,TxTch,Colo,-,-,16,23.79,16,23.79,300.27,2.41,0.45,11.1,-5.45,10.89,-0.5,0.45
Brady Cook,Missouri,Okla,Okla,-,-,17,22.68,17,22.68,257.39,1.71,0.41,13.6,25.88,8.90,2.9,0.49
Cam Ward,Miami,GaTech,Mia-Fl,-,-,18,22.50,18,22.50,278.63,1.74,0.66,12.4,9.04,9.04,1.0,0.58
Joey Aguilar,Appalachian State,CoastC,App,-,-,19,22.44,19,22.44,267.17,2.33,0.83,12.8,14.17,5.25,2.7,0.17
Garrett Nussmeier,LSU,Ala,Ala,-,-,20,22.13,20,22.13,266.88,2.31,0.91,13.3,7.34,5.61,1.3,0.25
Will Howard,Ohio State,Purdue,Purdue,-,-,21,21.91,21,21.91,254.84,1.97,0.58,13.4,18.57,4.44,4.2,0.33
Grayson McCall,North Carolina State,Duke,Duke,-,-,22,21.85,22,21.85,235.63,1.78,0.85,12.1,22.61,8.13,2.8,0.51
Riley Leonard,Notre Dame,FlaSt,FlaSt,-,-,23,21.34,23,21.34,215.75,2.06,0.41,13.8,24.82,5.03,4.9,0.33
Quinn Ewers,Texas,Fla,Fla,-,-,24,21.22,24,21.22,286.78,1.91,0.58,12.9,6.07,4.99,1.2,0.25
Jaylen Raynor,Arkansas State,UL-Laf,ArkSt,-,-,25,21.21,25,21.21,238.08,1.51,0.75,14.6,31.35,10.81,2.9,0.42
Carson Beck,Georgia,Miss,UGa,-,-,26,21.20,26,21.20,291.08,1.83,0.58,12.7,7.48,4.41,1.7,0.25
DJ Uiagalelei,Florida State,ND,FlaSt,-,-,27,21.06,27,21.06,238.60,1.78,0.68,13.5,18.63,7.20,2.6,0.42
Jacob Zeno,UAB,UConn,UConn,-,-,28,20.81,28,20.81,273.20,1.82,0.83,10.7,10.86,8.38,1.3,0.25
Maddux Madsen,Boise State,Nevada,Nevada,-,-,29,20.49,29,20.49,232.23,1.83,0.83,13.4,18.94,5.23,3.6,0.33
LaNorris Sellers,South Carolina,Vandy,SCar,-,-,30,20.43,30,20.43,238.41,1.32,0.74,12.5,31.25,8.93,3.5,0.41
Brayden Schager,Hawaii,UNLV,UNLV,-,-,31,20.31,31,20.31,276.90,2.02,1.09,10.6,6.48,8.17,0.8,0.08
Jalon Daniels,Kansas,IaSt,IaSt,-,-,32,19.98,32,19.98,204.04,1.60,0.34,12.8,28.97,9.01,3.2,0.42
Cameron Rising,Utah,BYU,BYU,-,-,33,19.80,33,19.80,210.63,1.65,0.58,12.1,27.91,5.61,5.0,0.33
Nicholas Vattiato,Middle Tenn. St,Lib,Lib,-,-,34,19.73,34,19.73,232.58,1.66,0.99,12.2,23.04,7.96,2.9,0.25
Josh Hoover,TCU,OkSt,OkSt,-,-,35,19.59,35,19.59,281.45,1.77,1.18,12.3,2.28,3.80,0.6,0.17
John Mateer,Washington State,UtahSt,UtahSt,-,-,36,19.58,36,19.58,232.36,1.52,0.76,11.5,21.56,8.27,2.6,0.34
TJ Finley,Western Kentucky,NMSt,WestKy,-,-,37,19.57,37,19.57,251.77,2.00,0.91,11.0,5.16,3.99,1.3,0.17
E.J. Warner,Rice,Mem,Rice,-,-,38,19.51,38,19.51,244.28,2.28,0.93,12.0,0.93,3.22,0.3,0.08
Rocco Becht,Iowa State,Kansas,IaSt,-,-,39,19.40,39,19.40,246.25,1.85,0.67,13.3,6.15,6.07,1.0,0.25
Kurtis Rourke,Indiana,Mich,Mich,-,-,40,19.35,40,19.35,241.47,1.57,0.66,11.2,19.31,6.44,3.0,0.25
Danny O'Neil,San Diego State,NM,NM,-,-,41,19.34,42,19.34,237.84,1.65,1.07,11.0,12.60,7.00,1.8,0.33
Matthew Sluka,UNLV,Hawaii,UNLV,-,-,42,19.34,41,19.34,242.53,1.24,0.82,13.8,27.18,7.00,3.9,0.33
Logan Smothers,Jacksonville State,LaTech,JacSt,-,-,43,18.97,43,18.97,130.40,0.91,0.66,10.9,51.21,14.19,3.6,0.83
Cade Klubnik,Clemson,VaTech,Clem,-,-,44,18.85,44,18.85,233.88,1.65,0.74,10.1,14.17,9.47,1.5,0.25
Ethan Vasko,Coastal Carolina,App,App,-,-,45,18.70,45,18.70,209.84,1.65,0.58,11.4,27.20,6.51,4.2,0.16
Jack Turner,Louisiana Tech,JacSt,JacSt,-,-,46,18.56,46,18.56,234.20,1.27,1.10,11.4,16.02,7.25,2.2,0.42
Devon Dampier,New Mexico,SDSU,NM,-,-,47,18.50,47,18.50,217.63,1.41,0.99,12.2,16.87,6.20,2.7,0.41
Blake Shapen,Mississippi State,Tenn,MissSt,-,-,48,18.44,48,18.44,228.07,1.51,0.76,12.6,12.52,6.55,1.9,0.34
Mikey Keene,Fresno State,AF,Fres,-,-,49,18.13,49,18.13,274.68,2.10,1.01,10.5,-17.65,4.45,-4.0,0.08
Anthony Colandrea,Virginia,Pitt,UVa,-,-,50,18.01,50,18.01,226.52,1.40,1.05,11.8,28.38,9.78,2.9,0.09
Drew Allar,Penn State,Wash,Wash,-,-,51,18.00,51,18.00,179.45,1.82,0.25,12.5,20.52,6.21,3.3,0.25
Graham Mertz,Florida,Tex,Fla,-,-,52,17.96,52,17.96,252.82,1.76,0.59,11.6,-6.95,5.78,-1.2,0.25
Brendan Sorsby,Cincinnati,WVU,WVU,-,-,53,17.93,53,17.93,192.98,1.43,0.59,11.7,24.98,8.63,2.9,0.34
Alan Bowman,Oklahoma State,TCU,OkSt,-,-,54,17.88,54,17.88,280.00,1.51,1.09,11.3,1.51,2.09,0.7,0.08
Behren Morton,Texas Tech,Colo,Colo,-,-,55,17.87,55,17.87,233.83,1.73,0.99,10.4,0.91,3.63,0.3,0.25
Hudson Card,Purdue,OhioSt,Purdue,-,-,56,17.84,56,17.84,207.96,1.25,0.66,11.4,20.36,7.81,2.6,0.42
Will Rogers,Washington,PSU,Wash,-,-,57,17.47,57,17.47,258.10,1.90,0.74,11.2,-4.63,3.31,-1.4,0.00
Parker Navarro,Ohio,KentSt,Ohio,-,-,58,17.42,58,17.42,195.85,1.15,1.07,11.3,30.15,8.13,3.7,0.33
Brett Gabbert,Miami (OH),BallSt,Mia-O,-,-,59,17.35,59,17.35,190.76,1.61,0.85,14.0,17.76,6.43,2.8,0.25
Diego Pavia,Vanderbilt,SCar,SCar,-,-,60,17.25,60,17.25,177.42,1.23,0.82,13.0,32.68,8.19,4.0,0.33
Spencer Petras,Utah State,WashSt,UtahSt,-,-,61,17.19,61,17.19,242.88,1.59,2.17,12.2,1.25,6.10,0.2,0.17
Cam Fancher,Florida Atlantic,ECU,FlaAtl,-,-,62,16.38,62,16.38,195.05,1.15,1.07,9.7,19.98,8.72,2.3,0.33
Kyle McCord,Syracuse,BC,Syr,-,-,63,16.24,63,16.24,247.91,1.68,0.76,12.1,-3.95,2.60,-1.5,0.00
Maalik Murphy,Duke,NCSU,Duke,-,-,64,16.20,64,16.20,222.14,1.53,1.21,12.4,2.41,3.06,0.8,0.16
Ty Thompson,Tulane,Temple,Temple,-,-,65,16.01,65,16.01,200.00,1.41,0.66,13.2,13.62,3.99,3.4,0.17
Gevani McCoy,Oregon State,SJSU,SJSU,-,-,66,15.73,66,15.73,208.72,1.60,0.84,11.5,4.88,3.28,1.5,0.08
Ethan Garbers,UCLA,Iowa,Iowa,-,-,67,15.55,67,15.55,201.34,1.40,0.82,11.9,14.21,5.26,2.7,0.08
Davis Bryson,Kennesaw State,UTEP,KennSt,-,-,68,15.42,68,15.42,122.43,0.75,0.58,12.6,40.48,9.87,4.1,0.58
Bryson Daily,Army,NorTx,Army,-,-,69,15.31,69,15.31,79.44,0.59,0.59,15.2,67.60,17.80,3.8,0.50
Hayden Wolff,Western Michigan,NIU,NIU,-,-,70,15.13,70,15.13,214.57,1.18,0.67,10.2,3.20,6.40,0.5,0.25
John Busha,Air Force,Fres,Fres,-,-,71,15.04,71,15.04,76.31,0.70,0.35,18.1,54.86,14.42,3.8,0.62
Nate Yarnell,Pittsburgh,UVa,UVa,-,-,72,14.86,72,14.86,201.20,1.36,0.76,10.4,3.57,5.27,0.7,0.17
Tate Rodemaker,Southern Miss,Marsh,Marsh,-,-,73,14.84,73,14.84,194.22,1.49,1.16,11.3,6.05,6.05,1.0,0.08
Athan Kaliakmanis,Rutgers,Minn,Minn,-,-,74,14.32,74,14.32,157.56,1.25,0.75,11.6,15.37,6.15,2.5,0.25
General Booty,Louisiana-Monroe,TxSt,TxSt,-,-,75,14.18,75,14.18,175.29,1.15,0.98,12.3,15.84,7.22,2.2,0.16
Malachi Nelson,Boise State,Nevada,Nevada,-,-,76,14.16,77,14.16,224.00,0.00,0.00,14.0,52.00,16.00,3.3,0.00
Jake Retzlaff,BYU,Utah,BYU,-,-,77,14.16,76,14.16,154.25,1.00,0.50,11.6,14.92,6.75,2.2,0.42
Kadin Semonza,Ball State,Mia-O,Mia-O,-,-,78,13.79,78,13.79,182.80,1.34,1.17,10.4,6.12,6.12,1.0,0.08
Fernando Mendoza,California,Wake,Cal,-,-,79,13.58,79,13.58,155.50,1.19,0.85,11.5,10.71,6.04,1.8,0.26
Alex Orji,Michigan,Ind,Mich,-,-,80,13.50,80,13.50,154.29,1.01,0.59,12.3,17.82,4.12,4.3,0.25
Joe Labas,Central Michigan,BGSU,BGSU,-,-,81,13.45,81,13.45,169.95,1.16,0.91,11.9,10.26,6.87,1.5,0.17
Hank Bachmeier,Wake Forest,Cal,Cal,-,-,82,13.10,82,13.10,187.17,1.08,0.58,12.2,2.83,5.75,0.5,0.17
Cade McNamara,Iowa,UCLA,Iowa,-,-,83,13.03,83,13.03,175.71,1.15,0.82,12.0,4.19,5.17,0.8,0.16
Max Brosmer,Minnesota,Rut,Minn,-,-,84,12.50,84,12.50,151.96,1.23,0.66,12.4,5.09,3.94,1.3,0.16
Blake Horvath,Navy,USF,Navy,-,-,85,12.50,85,12.50,100.68,0.82,0.33,13.3,37.42,9.13,4.1,0.24
Connor Bazelak,Bowling Green,CentMi,BGSU,-,-,86,11.44,86,11.44,175.17,1.01,0.67,11.6,-11.20,5.13,-2.2,0.25
Dylan Morris,James Madison,GaSt,GaSt,-,-,87,11.25,87,11.25,146.60,0.93,1.01,12.5,6.59,5.49,1.2,0.17
Ethan Hampton,Northern Illinois,WestMI,NIU,-,-,88,11.01,88,11.01,136.07,0.85,0.77,11.8,6.07,4.19,1.4,0.26
Sam Leavitt,Arizona State,UCF,UCF,-,-,89,10.95,89,10.95,147.02,0.92,0.74,11.6,10.24,2.70,3.8,0.06
AJ Duffy,San Diego State,NM,NM,-,-,90,10.88,90,10.88,232.00,0.00,0.00,11.6,16.00,12.00,1.3,0.00
Brendon Lewis,Nevada,Boise,Nevada,-,-,91,10.37,91,10.37,110.02,0.66,0.58,10.4,23.23,5.81,4.0,0.17
Ben Wooldridge,Louisiana-Lafayette,ArkSt,ArkSt,-,-,92,10.29,92,10.29,103.10,0.81,0.24,11.6,14.73,3.64,4.0,0.24
Devin Kargman,Kent,Ohio,Ohio,-,-,93,10.23,93,10.23,153.48,1.01,0.84,10.9,-9.39,6.71,-1.4,0.17
Joseph Fagnano,UConn,UAB,UConn,-,-,94,10.10,94,10.10,142.67,0.75,0.75,10.7,8.92,3.92,2.3,0.08
Chandler Fields,Louisiana-Lafayette,ArkSt,ArkSt,-,-,95,9.76,95,9.76,103.75,0.81,0.32,11.8,9.14,3.64,2.5,0.24
MJ Morris,Maryland,Oregon,MD,-,-,96,9.72,96,9.72,137.80,0.76,0.68,12.1,1.36,3.98,0.3,0.17
Cade McConnell,UTEP,KennSt,KennSt,-,-,97,9.43,97,9.43,129.80,0.76,0.51,12.7,6.93,4.65,1.5,0.08
Zach Gibson,Georgia State,JMU,GaSt,-,-,98,9.05,98,9.05,126.00,0.76,0.68,11.9,4.65,4.65,1.0,0.08
Katin Houser,East Carolina,FlaAtl,FlaAtl,-,-,99,8.93,99,8.93,142.10,0.84,0.50,11.7,-1.18,4.03,-0.3,0.00
Evan Simon,Temple,Tulane,Temple,-,-,100,8.90,100,8.90,144.25,0.76,0.93,9.9,0.85,4.31,0.2,0.00
Emmett Brown,San Jose State,OreSt,SJSU,-,-,101,8.40,101,8.40,117.55,0.74,0.66,10.8,2.31,2.89,0.8,0.08
Chandler Rogers,California,Wake,Cal,-,-,102,8.32,102,8.32,103.43,0.76,0.17,12.0,6.19,2.46,2.5,0.08
Walker Eget,San Jose State,OreSt,SJSU,-,-,103,7.97,103,7.97,113.75,0.66,0.66,10.9,2.81,2.81,1.0,0.08
Skyler Locklear,UTEP,KennSt,KennSt,-,-,104,5.94,104,5.94,85.35,0.42,0.25,12.3,3.30,3.30,1.0,0.08
Cole Pennington,Marshall,SouMis,Marsh,-,-,105,5.70,105,5.70,69.13,0.51,0.42,10.9,3.98,1.44,2.8,0.08
Braylon Braxton,Marshall,SouMis,Marsh,-,-,106,5.67,106,5.67,70.23,0.42,0.42,11.1,6.60,1.61,4.1,0.08
Alonza Barnett,James Madison,GaSt,GaSt,-,-,107,5.64,107,5.64,55.75,0.33,0.41,12.5,10.97,2.47,4.4,0.16
Beau Pribula,Penn State,Wash,Wash,-,-,108,5.60,108,5.60,23.32,0.29,0.10,12.7,17.61,3.29,5.4,0.29
Jake Garcia,East Carolina,FlaAtl,FlaAtl,-,-,109,5.47,109,5.47,94.76,0.49,0.33,12.2,-2.78,3.92,-0.7,0.00
Santino Marucci,New Mexico State,WestKy,WestKy,-,-,110,5.45,110,5.45,70.00,0.48,0.56,11.9,2.34,2.90,0.8,0.08
Christian Veilleux,Georgia State,JMU,GaSt,-,-,111,5.22,111,5.22,82.82,0.51,0.42,11.5,-1.18,2.37,-0.5,0.00
Parker Awad,New Mexico State,WestKy,WestKy,-,-,112,5.16,112,5.16,52.82,0.34,0.34,11.4,11.53,2.92,3.9,0.09
Stone Earle,Marshall,SouMis,Marsh,-,-,113,5.14,113,5.14,71.33,0.42,0.42,11.4,5.92,1.35,4.4,0.00
Brady Lichtenberg,Cincinnati,WVU,WVU,-,-,114,4.68,114,4.68,21.65,0.16,0.08,12.7,17.11,4.30,4.0,0.24
Zevi Eckhaus,Washington State,UtahSt,UtahSt,-,-,115,4.66,115,4.66,66.75,0.37,0.37,11.9,4.87,1.50,3.2,0.00
Chubba Purdy,Nevada,Boise,Nevada,-,-,116,4.56,116,4.56,47.18,0.24,0.24,10.7,12.08,2.86,4.2,0.08
Tyler Huff,Jacksonville State,LaTech,JacSt,-,-,117,4.44,117,4.44,31.35,0.24,0.16,130.6,12.86,3.49,3.7,0.16
Deuce Hogan,New Mexico State,WestKy,WestKy,-,-,118,4.32,118,4.32,54.37,0.34,0.34,12.2,2.49,2.49,1.0,0.09
Billy Edwards,Maryland,Oregon,MD,-,-,119,4.29,119,4.29,43.27,0.24,0.24,11.5,5.96,2.04,2.9,0.16
Jalen Macon,Northern Illinois,WestMI,NIU,-,-,120,4.25,120,4.25,53.76,0.32,0.32,11.6,3.36,1.68,2.0,0.08
Forrest Brock,Temple,Tulane,Temple,-,-,121,4.01,121,4.01,70.23,0.42,0.76,8.8,-4.80,4.80,-1.0,0.00
Camden Orth,Bowling Green,CentMi,BGSU,-,-,122,3.96,122,3.96,21.00,0.09,0.09,12.1,11.18,3.73,3.0,0.27
Gerry Bohanon,BYU,Utah,BYU,-,-,123,3.52,123,3.52,33.64,0.25,0.08,11.7,6.44,1.61,4.0,0.08
Jeff Sims,Arizona State,UCF,UCF,-,-,124,3.35,124,3.35,60.00,0.00,0.50,12.0,9.50,2.00,4.8,0.00
Cameran Brown,Texas Tech,Colo,Colo,-,-,125,3.33,125,3.33,23.00,0.17,0.08,10.6,7.42,1.67,4.4,0.17
Davis Warren,Michigan,Ind,Mich,-,-,126,2.70,126,2.70,38.75,0.25,0.17,12.2,1.50,1.00,1.5,0.00
Bert Emanuel,Central Michigan,BGSU,BGSU,-,-,127,2.62,127,2.62,19.85,0.18,0.18,12.5,5.91,1.41,4.2,0.09
McCae Hillstead,BYU,Utah,BYU,-,-,128,2.58,128,2.58,33.64,0.25,0.17,11.7,2.20,2.46,0.9,0.00
Nate Johnson,Vanderbilt,SCar,SCar,-,-,129,2.41,129,2.41,19.18,0.09,0.09,13.2,7.36,2.36,3.1,0.09
Nick Evers,UConn,UAB,UConn,-,-,130,2.30,130,2.30,33.04,0.16,0.16,10.6,3.36,1.12,3.0,0.00
Grayson Loftis,Duke,NCSU,Duke,-,-,131,2.25,131,2.25,12.50,0.00,0.00,12.5,2.50,3.00,0.8,0.25
Caden Veltkamp,Western Kentucky,NMSt,WestKy,-,-,132,2.24,132,2.24,27.43,0.24,0.08,11.2,1.63,0.65,2.5,0.00
Kai Horton,Tulane,Temple,Temple,-,-,133,2.22,133,2.22,30.87,0.23,0.08,12.8,0.83,0.68,1.2,0.00
Cameron Edge,Maryland,Oregon,MD,-,-,134,2.07,135,2.07,34.41,0.17,0.17,13.1,0.17,0.68,0.3,0.00
Michael Kern,Wake Forest,Cal,Cal,-,-,135,2.07,134,2.07,28.62,0.18,0.09,11.9,2.13,1.07,2.0,0.00
Colin Parachek,Marshall,SouMis,Marsh,-,-,136,2.01,136,2.01,24.93,0.19,0.19,11.2,2.70,1.12,2.4,0.00
Steve Angeli,Notre Dame,FlaSt,FlaSt,-,-,137,1.59,137,1.59,17.45,0.18,0.09,13.7,1.64,0.45,3.6,0.00
Ben Gulbranson,Oregon State,SJSU,SJSU,-,-,138,1.50,138,1.50,20.78,0.15,0.07,11.4,0.88,0.66,1.3,0.00
Devin Brown,Ohio State,Purdue,Purdue,-,-,139,1.41,139,1.41,15.70,0.15,0.07,13.2,1.93,0.74,2.6,0.00
Ty Simpson,Alabama,LSU,Ala,-,-,140,1.37,140,1.37,7.89,0.00,0.00,14.1,3.89,0.89,4.4,0.11
Brock Glenn,Florida State,ND,FlaSt,-,-,141,1.35,141,1.35,7.00,0.00,0.00,12.3,2.14,1.71,1.3,0.14
Collin Schlee,Virginia Tech,Clem,Clem,-,-,142,1.30,142,1.30,7.17,0.00,0.00,10.7,10.17,1.67,6.1,0.00
Tony Muskett,Virginia,Pitt,UVa,-,-,143,1.25,143,1.25,20.93,0.07,0.07,11.0,1.17,0.95,1.2,0.00
Justyn Martin,UCLA,Iowa,Iowa,-,-,144,1.14,144,1.14,13.78,0.11,0.11,12.4,1.44,0.67,2.1,0.00
Dante Moore,Oregon,MD,MD,-,-,145,1.14,145,1.14,15.44,0.11,0.11,11.6,0.78,0.33,2.4,0.00
Bryson Barnes,Utah State,WashSt,UtahSt,-,-,146,1.12,146,1.12,14.90,0.10,0.10,12.4,1.20,0.60,2.0,0.00
Ethan Crawford,Southern Miss,Marsh,Marsh,-,-,147,1.09,147,1.09,13.56,0.11,0.11,11.1,1.00,0.44,2.3,0.00
Ryan Burger,Liberty,MiddTn,Lib,-,-,148,1.02,148,1.02,8.00,0.14,0.00,14.0,1.29,0.71,1.8,0.00
Gabarri Johnson,Oregon State,SJSU,SJSU,-,-,149,1.00,149,1.00,13.80,0.10,0.10,11.5,0.50,0.40,1.3,0.00
Gunner Stockton,Georgia,Miss,UGa,-,-,150,0.99,150,0.99,7.50,0.08,0.00,11.2,3.58,0.83,4.3,0.00
Arch Manning,Texas,Fla,Fla,-,-,151,0.82,151,0.82,8.60,0.10,0.00,12.3,0.80,0.40,2.0,0.00
Nicco Marchiol,West Virginia,Cin,WVU,-,-,152,0.75,153,0.75,5.00,0.00,0.00,10.0,5.50,1.50,3.7,0.00
AJ Padgett,Rice,Mem,Rice,-,-,153,0.75,152,0.75,6.00,0.13,0.00,9.5,0.13,0.25,0.5,0.00
Hunter Herring,Louisiana-Monroe,TxSt,TxSt,-,-,154,0.74,154,0.74,6.53,0.06,0.06,12.3,2.41,0.53,4.5,0.00
Drew Pyne,Missouri,Okla,Okla,-,-,155,0.74,155,0.74,7.73,0.09,0.00,12.1,0.64,0.36,1.8,0.00
Ajani Sheppard,Rutgers,Minn,Minn,-,-,156,0.73,156,0.73,6.50,0.00,0.00,13.0,4.67,1.17,4.0,0.00
Cole Ballard,Kansas,IaSt,IaSt,-,-,157,0.70,157,0.70,7.50,0.00,0.00,15.0,4.00,1.17,3.4,0.00
Robby Ashford,South Carolina,Vandy,SCar,-,-,158,0.60,158,0.60,5.63,0.00,0.00,11.3,3.75,0.88,4.3,0.00
Braden Bohannon,Kennesaw State,UTEP,KennSt,-,-,159,0.55,159,0.55,7.09,0.00,0.00,12.9,2.64,0.73,3.6,0.00
JJ Kohl,Iowa State,Kansas,IaSt,-,-,160,0.54,160,0.54,7.86,0.00,0.00,13.8,2.29,0.57,4.0,0.00
RJ Martinez,Texas State,UL-Mon,TxSt,-,-,161,0.54,161,0.54,7.88,0.00,0.00,12.5,2.25,0.50,4.5,0.00
Tommy Ulatowski,Kent,Ohio,Ohio,-,-,162,0.53,162,0.53,6.13,0.06,0.06,12.3,0.38,0.19,2.0,0.00
Zach Pyron,Georgia Tech,Mia-Fl,Mia-Fl,-,-,163,0.51,163,0.51,7.43,0.00,0.00,13.0,2.14,0.57,3.8,0.00
Sam Huard,Utah,BYU,BYU,-,-,164,0.50,164,0.50,7.47,0.06,0.06,12.7,-0.35,0.24,-1.5,0.00
Tyriq Starks,Florida Atlantic,ECU,FlaAtl,-,-,165,0.48,166,0.48,12.10,0.00,0.00,10.1,0.00,0.40,0.0,0.00
Hajj-Malik Williams,UNLV,Hawaii,UNLV,-,-,166,0.48,165,0.48,8.00,0.00,0.00,14.0,1.57,0.57,2.8,0.00
Eli Holstein,Pittsburgh,UVa,UVa,-,-,167,0.47,167,0.47,6.37,0.05,0.05,11.0,0.05,0.11,0.5,0.00
Timmy McClain,Arkansas State,UL-Laf,ArkSt,-,-,168,0.47,168,0.47,8.43,0.00,0.00,14.8,1.29,0.43,3.0,0.00
Jacurri Brown,Central Florida,AriSt,UCF,-,-,169,0.46,169,0.46,6.57,0.00,0.00,9.3,2.00,0.57,3.5,0.00
Evan Bullock,Louisiana Tech,JacSt,JacSt,-,-,170,0.45,170,0.45,6.88,0.00,0.00,10.9,1.75,1.13,1.5,0.00
CJ Bailey,North Carolina State,Duke,Duke,-,-,171,0.44,171,0.44,7.00,0.00,0.00,12.3,1.57,0.57,2.8,0.00
Walker Howard,Mississippi,UGa,UGa,-,-,172,0.44,172,0.44,8.75,0.00,0.00,13.9,0.88,0.38,2.3,0.00
Noah Kim,Coastal Carolina,App,App,-,-,173,0.43,173,0.43,7.14,0.00,0.00,12.5,1.43,0.57,2.5,0.00
AJ Swann,LSU,Ala,Ala,-,-,174,0.42,174,0.42,8.00,0.00,0.00,12.7,1.00,0.75,1.3,0.00
DJ Lagway,Florida,Tex,Fla,-,-,175,0.40,176,0.40,7.13,0.00,0.00,11.3,1.13,0.38,3.0,0.00
Cash McCollum,North Texas,Army,Army,-,-,176,0.40,177,0.40,7.00,0.00,0.00,12.5,1.22,0.56,2.2,0.00
Xavier Williams,Middle Tenn. St,Lib,Lib,-,-,177,0.40,175,0.40,6.63,0.00,0.00,10.5,1.38,0.38,3.6,0.00
Cade Cunningham,Memphis,Rice,Rice,-,-,178,0.39,179,0.39,7.44,0.00,0.00,11.1,0.89,0.33,2.7,0.00
Trent Pearman,Clemson,VaTech,Clem,-,-,179,0.39,181,0.39,6.33,0.00,0.00,9.4,1.33,0.56,2.4,0.00
Casey Thompson,Oklahoma,Missou,Okla,-,-,180,0.39,182,0.39,8.88,0.00,0.00,14.1,0.38,0.50,0.8,0.00
Callum Wither,Ohio,KentSt,Ohio,-,-,181,0.39,180,0.39,6.86,0.00,0.00,12.0,1.14,0.43,2.7,0.00
Joshua Wood,Fresno State,AF,Fres,-,-,182,0.39,178,0.39,7.33,0.00,0.00,10.9,1.00,0.22,4.5,0.00
Grayson James,Boston College,Syr,Syr,-,-,183,0.37,183,0.37,6.14,0.00,0.00,10.8,1.29,1.29,1.0,0.00
Brendan Sullivan,Iowa,UCLA,Iowa,-,-,184,0.36,184,0.36,5.71,0.00,0.00,10.0,1.29,0.71,1.8,0.00
Tayven Jackson,Indiana,Mich,Mich,-,-,185,0.34,186,0.34,7.38,0.00,0.00,11.7,0.50,0.50,1.0,0.00
Chris Parson,Mississippi State,Tenn,MissSt,-,-,186,0.34,187,0.34,7.86,0.00,0.00,13.8,0.29,0.57,0.5,0.00
Billy Wiles,Appalachian State,CoastC,App,-,-,187,0.34,185,0.34,7.13,0.00,0.00,14.3,0.50,0.50,1.0,0.00
Marcos Davila,Purdue,OhioSt,Purdue,-,-,188,0.33,188,0.33,6.13,0.00,0.00,12.3,0.88,0.50,1.8,0.00
Ken Seals,TCU,OkSt,OkSt,-,-,189,0.32,190,0.32,7.00,0.00,0.00,12.5,0.44,0.56,0.8,0.00
Demond Williams,Washington,PSU,Wash,-,-,190,0.32,189,0.32,7.63,0.00,0.00,10.2,0.13,0.25,0.5,0.00
Zane Flores,Oklahoma State,TCU,OkSt,-,-,191,0.30,193,0.30,7.00,0.00,0.00,11.7,0.20,0.20,1.0,0.00
Drake Lindsay,Minnesota,Rut,Minn,-,-,192,0.30,192,0.30,6.17,0.00,0.00,12.3,0.50,0.67,0.7,0.00
Gaston Moore,Tennessee,MissSt,MissSt,-,-,193,0.30,191,0.30,6.25,0.00,0.00,12.5,0.50,0.38,1.3,0.00
