,,Week 5 Game,,,,Standard,,PPR,,Passing,,,,Rushing,,,
Joshua Wood,Fresno State,UNLV,Fres,-,-,195,0.39,191,0.39,7.33,0.00,0.00,10.9,1.00,0.22,4.5,0.00
Grayson James,Boston College,WestKy,WestKy,-,-,196,0.37,196,0.37,6.14,0.00,0.00,10.8,1.29,1.29,1.0,0.00
Tucker Kilcrease,Troy,UL-Mon,UL-Mon,-,-,197,0.37,197,0.37,7.14,0.00,0.00,12.5,0.86,0.43,2.0,0.00
Bishop Davenport,South Alabama,LSU,USA,-,-,198,0.36,198,0.36,7.25,0.00,0.00,11.5,0.75,0.25,3.0,0.00
Tayven Jackson,Indiana,MD,MD,-,-,199,0.34,200,0.34,7.38,0.00,0.00,11.7,0.50,0.50,1.0,0.00
Chris Parson,Mississippi State,Tex,MissSt,-,-,200,0.34,199,0.34,7.86,0.00,0.00,13.8,0.29,0.57,0.5,0.00
Billy Wiles,Appalachian State,Lib,Lib,-,-,201,0.34,201,0.34,7.13,0.00,0.00,14.3,0.50,0.50,1.0,0.00
Marcos Davila,Purdue,Neb,Neb,-,-,202,0.33,202,0.33,6.13,0.00,0.00,12.3,0.88,0.50,1.8,0.00
Brayden Dorman,Arizona,Utah,Ari,-,-,203,0.32,204,0.32,7.11,0.00,0.00,12.7,0.33,0.67,0.5,0.00
Tommy Schuster,Michigan State,OhioSt,OhioSt,-,-,204,0.32,205,0.32,6.86,0.00,0.00,12.0,0.43,0.57,0.8,0.00
Ken Seals,TCU,Kansas,TCU,-,-,205,0.32,206,0.32,7.00,0.00,0.00,12.5,0.44,0.56,0.8,0.00
Demond Williams,Washington,Rut,Wash,-,-,206,0.32,203,0.32,7.63,0.00,0.00,10.2,0.13,0.25,0.5,0.00
Zane Flores,Oklahoma State,KanSt,OkSt,-,-,207,0.30,209,0.30,7.00,0.00,0.00,11.7,0.20,0.20,1.0,0.00
Donovan Leary,Illinois,PSU,Ill,-,-,208,0.30,207,0.30,6.50,0.00,0.00,10.3,0.38,0.38,1.0,0.00
Drake Lindsay,Minnesota,Mich,Minn,-,-,209,0.30,208,0.30,6.17,0.00,0.00,12.3,0.50,0.67,0.7,0.00
Grant Gunnell,Sam Houston,TxSt,TxSt,-,-,210,0.28,212,0.28,6.00,0.00,0.00,10.7,0.44,0.89,0.5,0.00
Aidan Leffler,Ball State,JMU,BallSt,-,-,211,0.28,210,0.28,7.00,0.00,0.00,12.3,0.00,0.00,0.0,0.00
Broc Lowry,Western Michigan,Marsh,WestMI,-,-,212,0.28,211,0.28,6.25,0.00,0.00,12.5,0.25,0.50,0.5,0.00
Jayden Clemons,Wyoming,AF,AF,-,-,213,0.27,213,0.27,5.75,0.00,0.00,11.5,0.38,0.38,1.0,0.00
Holden Geriner,Auburn,Okla,Okla,-,-,214,0.26,214,0.26,7.33,0.00,0.00,10.9,-0.33,0.33,-1.0,0.00
Maddox Kopp,Miami (OH),UMass,UMass,-,-,215,0.24,215,0.24,7.33,0.00,0.00,14.7,-0.50,0.50,-1.0,0.00
Landry Lyddy,UAB,Navy,Navy,-,-,216,0.23,216,0.23,5.78,0.00,0.00,8.6,0.00,0.44,0.0,0.00
Ryan Staub,Colorado,UCF,Colo,-,-,217,0.18,217,0.18,6.67,0.00,0.00,10.0,-0.89,0.44,-2.0,0.00
Bryce Archie,South Florida,Tulane,USF,-,-,218,0.17,219,0.17,4.13,0.00,0.00,8.3,0.00,0.63,0.0,0.00
Emory Williams,Miami,VaTech,VaTech,-,-,219,0.17,218,0.17,7.00,0.00,0.00,11.1,-1.13,0.38,-3.0,0.00
Haden Carlson,Florida International,LaTech,LaTech,-,-,220,0.04,220,0.04,9.25,0.00,0.00,14.7,-3.25,0.50,-6.5,0.00
