,,Week 14 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Coleman Owen,Ohio,BallSt,BallSt,-,-,195,6.32,152,10.51,48.44,4.18,11.6,0.24,0.32,0.08,4.0,0.00
Tiger Bachmeier,Stanford,SJSU,Stan,-,-,196,6.31,165,10.24,46.01,3.93,11.7,0.26,1.71,0.17,10.1,0.00
Kobe Prentice,Alabama,Auburn,Auburn,-,-,197,6.29,200,9.57,44.14,3.28,13.5,0.31,0.00,0.00,0.0,0.00
Hykeem Williams,Florida State,Fla,Fla,-,-,198,6.29,240,8.60,35.09,2.31,15.2,0.46,0.00,0.00,0.0,0.00
Tyler Morris,Michigan,OhioSt,Mich,-,-,199,6.28,213,9.24,45.74,2.96,15.5,0.28,0.37,0.09,4.1,0.00
DT Sheffield,North Texas,Temple,NorTx,-,-,200,6.28,197,9.62,37.33,3.33,11.2,0.42,0.50,0.17,2.9,0.00
Andre Johnson,Miami (OH),BGSU,Mia-O,-,-,201,6.26,242,8.57,41.24,2.31,17.9,0.36,0.00,0.00,0.0,0.00
Mac Dalena,Fresno State,UCLA,Fres,-,-,202,6.23,176,10.00,43.23,3.77,11.5,0.31,0.62,0.08,7.8,0.00
Jacoby Jones,Central Florida,Utah,Utah,-,-,203,6.23,236,8.71,38.32,2.48,15.5,0.40,0.00,0.00,0.0,0.00
Cade McDonald,Miami (OH),BGSU,Mia-O,-,-,204,6.22,210,9.35,40.00,3.13,12.8,0.36,0.80,0.18,4.4,0.00
Eli Pancol,Duke,Wake,Duke,-,-,205,6.22,191,9.79,42.73,3.57,12.0,0.32,0.00,0.00,0.0,0.00
Kelby Williams,Old Dominion,ArkSt,ODU,-,-,206,6.22,230,8.81,40.00,2.59,15.4,0.37,0.00,0.09,0.0,0.00
DeMarcus Harris,Marshall,JMU,Marsh,-,-,207,6.21,164,10.24,46.38,4.02,11.5,0.26,0.00,0.00,0.0,0.00
Anthony Sambucci,Western Michigan,EastMi,EastMi,-,-,208,6.21,244,8.56,33.73,2.35,14.4,0.47,0.16,0.16,1.0,0.00
Naiem Simmons,South Florida,Rice,USF,-,-,209,6.17,225,8.89,39.09,2.72,14.4,0.38,0.00,0.00,0.0,0.00
Noah Rogers,North Carolina State,UNC,NCSU,-,-,210,6.16,221,8.96,41.27,2.80,14.7,0.34,0.00,0.00,0.0,0.00
Marlyn Johnson,Florida Atlantic,Tulsa,FlaAtl,-,-,211,6.14,199,9.58,42.16,3.44,12.3,0.32,0.00,0.00,0.0,0.00
Ja'Shaun Poke,San Diego State,AF,AF,-,-,212,6.11,172,10.11,41.08,4.00,10.3,0.33,0.00,0.00,0.0,0.00
Jahmal Banks,Nebraska,Iowa,Neb,-,-,213,6.10,198,9.60,39.57,3.50,11.3,0.36,0.00,0.00,0.0,0.00
Robert Williams,Louisiana-Lafayette,UL-Mon,UL-Laf,-,-,214,6.10,212,9.25,38.80,3.15,12.3,0.37,0.00,0.00,0.0,0.00
Austin Bolt,Boise State,OreSt,OreSt,-,-,215,6.09,271,8.09,42.46,2.00,21.2,0.31,0.00,0.00,0.0,0.00
Jimmy Holiday,Louisiana Tech,KennSt,KennSt,-,-,216,6.03,232,8.78,44.08,2.75,16.0,0.25,1.25,0.50,2.5,0.00
Traylon Ray,West Virginia,TxTch,WVU,-,-,217,6.02,272,8.06,42.11,2.04,20.6,0.30,0.00,0.00,0.0,0.00
Jamahdia Whitby,Coastal Carolina,GaSt,CoastC,-,-,218,6.01,227,8.88,37.87,2.87,13.2,0.37,0.00,0.00,0.0,0.00
Jalil Farooq,Oklahoma,LSU,Okla,-,-,219,6.00,203,9.48,46.17,3.48,13.3,0.17,3.39,0.61,5.6,0.00
JB Mitchell,Eastern Michigan,WestMI,EastMi,-,-,220,6.00,188,9.81,43.95,3.81,11.5,0.27,0.09,0.09,1.0,0.00
Luke Wysong,New Mexico,Hawaii,NM,-,-,221,6.00,247,8.54,36.92,2.54,14.5,0.38,0.00,0.00,0.0,0.00
Bru McCoy,Tennessee,Vandy,Tenn,-,-,222,5.98,215,9.14,41.23,3.15,13.1,0.31,0.15,0.08,1.9,0.00
Blair Conwright,North Texas,Temple,NorTx,-,-,223,5.97,251,8.50,44.09,2.52,17.5,0.26,0.00,0.00,0.0,0.00
Bryant Wesco Jr.,Clemson,SCar,SCar,-,-,224,5.97,220,9.05,39.67,3.08,12.9,0.33,0.00,0.00,0.0,0.00
Myles Price,Indiana,Purdue,Purdue,-,-,225,5.93,155,10.45,42.71,4.52,9.4,0.27,0.62,0.18,3.4,0.00
Jaden Smith,UTEP,NMSt,UTEP,-,-,226,5.93,206,9.45,43.46,3.51,12.4,0.26,0.43,0.09,4.8,0.00
Monaray Baldwin,Baylor,Kansas,Kansas,-,-,227,5.91,218,9.06,43.42,3.16,13.7,0.24,1.42,0.24,5.9,0.00
Tyson Davis,Central Michigan,NIU,CentMi,-,-,228,5.91,255,8.41,38.50,2.50,15.4,0.33,0.58,0.17,3.4,0.00
Jonah Wilson,Houston,BYU,Hou,-,-,229,5.90,231,8.80,39.60,2.90,13.7,0.32,0.00,0.00,0.0,0.00
Kam Thomas,UTEP,NMSt,UTEP,-,-,230,5.88,226,8.88,36.77,3.00,12.3,0.23,3.62,1.00,3.6,0.08
Traeshon Holden,Oregon,Wash,Wash,-,-,231,5.87,254,8.48,31.83,2.61,12.2,0.43,0.78,0.17,4.6,0.00
CJ Daniels,LSU,Okla,Okla,-,-,232,5.86,260,8.29,36.06,2.44,14.8,0.38,0.00,0.00,0.0,0.00
Qua'Vez Humphreys,Sam Houston,Lib,Lib,-,-,233,5.86,237,8.69,38.31,2.82,13.6,0.32,0.97,0.24,4.0,0.00
JP Richardson,TCU,Cin,TCU,-,-,234,5.84,202,9.50,43.32,3.66,11.8,0.23,1.01,0.23,4.4,0.00
Andrel Anthony,Oklahoma,LSU,Okla,-,-,235,5.82,257,8.36,44.38,2.54,17.5,0.23,0.00,0.00,0.0,0.00
Chedon James,Fresno State,UCLA,Fres,-,-,236,5.81,195,9.65,43.68,3.84,11.4,0.24,0.00,0.00,0.0,0.00
Steven McBride,Hawaii,NM,NM,-,-,237,5.80,263,8.20,36.62,2.40,15.3,0.36,0.00,0.00,0.0,0.00
Key'Shawn Smith,SMU,Cal,Cal,-,-,238,5.79,239,8.64,37.24,2.84,13.1,0.34,0.00,0.00,0.0,0.00
Kenari Wilcher,Illinois,NW,Ill,-,-,239,5.77,182,9.94,47.75,4.17,11.5,0.17,0.00,0.00,0.0,0.00
Chase Lane,Georgia Tech,UGa,GaTech,-,-,240,5.74,249,8.52,40.74,2.78,14.7,0.28,0.00,0.00,0.0,0.00
Hudson Clement,West Virginia,TxTch,WVU,-,-,241,5.71,311,7.44,38.13,1.74,21.9,0.32,0.00,0.00,0.0,0.00
Isiah Paige,Old Dominion,ArkSt,ODU,-,-,242,5.70,201,9.52,40.36,3.82,10.6,0.27,0.27,0.09,3.0,0.00
Omar Cooper,Indiana,Purdue,Purdue,-,-,243,5.69,253,8.48,41.44,2.80,14.8,0.25,0.17,0.08,2.1,0.00
Javon Tracy,Miami (OH),BGSU,Mia-O,-,-,244,5.66,273,8.03,40.27,2.36,17.1,0.27,0.00,0.00,0.0,0.00
Jaden Bray,West Virginia,TxTch,WVU,-,-,245,5.65,290,7.79,35.20,2.13,16.5,0.36,0.00,0.00,0.0,0.00
Hal Presley,Baylor,Kansas,Kansas,-,-,246,5.64,222,8.95,45.74,3.30,13.9,0.17,0.26,0.17,1.5,0.00
Adrian Norton,Akron,Toledo,Toledo,-,-,247,5.61,207,9.43,39.73,3.82,10.4,0.27,0.00,0.00,0.0,0.00
Kaleb Brown,Iowa,Neb,Neb,-,-,248,5.60,233,8.73,44.69,3.13,14.3,0.18,0.54,0.09,6.0,0.00
Naseim Brantley,Rutgers,MSU,Rut,-,-,249,5.59,265,8.18,34.46,2.59,13.3,0.36,0.00,0.00,0.0,0.00
Jesse Prewitt III,Central Michigan,NIU,CentMi,-,-,250,5.56,267,8.15,36.29,2.58,14.1,0.32,0.00,0.00,0.0,0.00
Cadarrius Thompson,Georgia State,CoastC,CoastC,-,-,251,5.54,250,8.52,36.05,2.98,12.1,0.32,0.00,0.00,0.0,0.00
LV Bunkley-Shelton,Georgia Southern,App,App,-,-,252,5.53,219,9.06,41.85,3.53,11.9,0.22,0.00,0.00,0.0,0.00
Kevin Coleman,Mississippi State,Miss,MissSt,-,-,253,5.53,228,8.84,39.44,3.31,11.9,0.24,1.37,0.32,4.3,0.00
Kendrick Law,Alabama,Auburn,Auburn,-,-,254,5.48,248,8.52,39.84,3.03,13.1,0.25,0.25,0.08,3.1,0.00
Marlion Jackson,Louisiana Tech,KennSt,KennSt,-,-,255,5.46,258,8.36,37.54,2.89,13.0,0.26,1.32,0.35,3.8,0.00
Tylan Hines,Hawaii,NM,NM,-,-,256,5.45,217,9.13,38.80,3.68,10.5,0.24,1.28,0.32,4.0,0.00
Taji Johnson,Buffalo,KentSt,KentSt,-,-,257,5.45,256,8.38,33.79,2.93,11.5,0.34,0.00,0.00,0.0,0.00
Latrell Caples,Boise State,OreSt,OreSt,-,-,258,5.44,235,8.71,38.00,3.27,11.6,0.27,0.00,0.00,0.0,0.00
Jared Brown,South Carolina,Clem,SCar,-,-,259,5.41,243,8.57,38.75,3.17,12.2,0.25,0.33,0.33,1.0,0.00
Chase Hendricks,Ohio,BallSt,BallSt,-,-,260,5.41,269,8.12,38.31,2.71,14.1,0.25,0.51,0.17,3.0,0.00
Moose Muhammad III,Texas A&M,Tex,Tex,-,-,261,5.41,234,8.72,37.50,3.31,11.3,0.24,2.10,0.48,4.4,0.00
Reymello Murphy,Arizona,AriSt,AriSt,-,-,262,5.41,278,7.94,30.69,2.53,12.1,0.33,3.84,0.82,4.7,0.00
Colby Bowman,Utah State,ColoSt,UtahSt,-,-,263,5.40,262,8.26,37.95,2.86,13.3,0.27,0.00,0.00,0.0,0.00
Qian Magwood,Ball State,Ohio,BallSt,-,-,264,5.40,216,9.13,37.64,3.73,10.1,0.27,0.00,0.00,0.0,0.00
Matthew Golden,Texas,TexA&M,Tex,-,-,265,5.39,277,7.98,35.06,2.59,13.5,0.31,0.00,0.08,0.0,0.00
Gary Bryant Jr.,Oregon,Wash,Wash,-,-,266,5.38,296,7.70,34.84,2.32,15.0,0.29,1.55,0.29,5.3,0.00
Ryan Davis,New Mexico,Hawaii,NM,-,-,267,5.37,224,8.90,43.15,3.53,12.2,0.18,0.00,0.00,0.0,0.00
Jordan Faison,Notre Dame,USC,ND,-,-,268,5.37,309,7.47,34.10,2.10,16.2,0.30,1.60,0.20,8.0,0.00
Montana Lemonious-Craig,Arizona,AriSt,AriSt,-,-,269,5.37,259,8.32,32.32,2.95,11.0,0.36,0.00,0.00,0.0,0.00
Dante Cephas,Kansas State,IaSt,KanSt,-,-,270,5.36,270,8.11,37.17,2.75,13.5,0.25,1.42,0.33,4.3,0.00
Quentin Skinner,Kansas,Baylor,Kansas,-,-,271,5.34,291,7.72,42.38,2.38,17.8,0.17,0.77,0.17,4.5,0.00
Ashtyn Hawkins,Baylor,Kansas,Kansas,-,-,272,5.33,266,8.16,38.25,2.83,13.5,0.25,0.00,0.08,0.0,0.00
Tyson Mobley,Liberty,SamHou,Lib,-,-,273,5.33,336,6.96,31.45,1.64,19.2,0.36,0.00,0.00,0.0,0.00
Trech Kekahuna,Wisconsin,Minn,Minn,-,-,274,5.28,241,8.58,36.70,3.30,11.1,0.27,0.00,0.00,0.0,0.00
Milan Tucker,Florida Atlantic,Tulsa,FlaAtl,-,-,275,5.23,245,8.56,35.65,3.33,10.7,0.28,0.00,0.00,0.0,0.00
Trent Walker,Oregon State,Boise,OreSt,-,-,276,5.22,252,8.49,36.29,3.28,11.1,0.26,0.34,0.09,3.8,0.00
Caleb Douglas,Texas Tech,WVU,WVU,-,-,277,5.21,238,8.66,36.55,3.45,10.6,0.26,0.00,0.00,0.0,0.00
Harvey Broussard,Louisiana-Lafayette,UL-Mon,UL-Laf,-,-,278,5.19,287,7.83,35.55,2.64,13.5,0.27,0.00,0.00,0.0,0.00
Gavin Blackwell,North Carolina,NCSU,NCSU,-,-,279,5.18,297,7.64,37.54,2.46,15.3,0.24,0.00,0.00,0.0,0.00
Mekhi Shaw,San Diego State,AF,AF,-,-,280,5.17,264,8.18,37.38,3.02,12.4,0.24,0.00,0.00,0.0,0.00
Luke Floriea,Kent,Buff,KentSt,-,-,281,5.15,261,8.27,32.26,3.12,10.3,0.31,0.55,0.08,6.9,0.00
Jeremiah Ballard,Tulsa,FlaAtl,FlaAtl,-,-,282,5.14,275,8.01,46.03,2.87,16.0,0.09,0.00,0.00,0.0,0.00
Horatio Fields,Wake Forest,Duke,Duke,-,-,283,5.12,279,7.90,34.54,2.78,12.4,0.28,0.00,0.00,0.0,0.00
Antonio Jones,Temple,NorTx,NorTx,-,-,284,5.10,298,7.64,41.51,2.54,16.3,0.16,0.00,0.00,0.0,0.00
KeAndre Lambert-Smith,Auburn,Ala,Auburn,-,-,285,5.08,289,7.81,34.45,2.73,12.6,0.27,0.00,0.00,0.0,0.00
Giles Jackson,Washington,Oregon,Wash,-,-,286,5.07,246,8.54,34.52,3.47,9.9,0.24,1.69,0.40,4.2,0.00
Will Pelissier,Wyoming,WashSt,Wyo,-,-,287,5.04,294,7.71,35.08,2.67,13.1,0.25,0.33,0.17,1.9,0.00
Devonte Ross,Troy,SouMis,SouMis,-,-,288,5.02,293,7.72,36.23,2.69,13.5,0.23,0.15,0.08,1.9,0.00
O'Mega Blake,UNC Charlotte,UAB,UAB,-,-,289,5.00,320,7.29,32.86,2.29,14.3,0.29,0.00,0.00,0.0,0.00
Lance LeGendre,Louisiana-Lafayette,UL-Mon,UL-Laf,-,-,290,4.98,307,7.50,34.17,2.52,13.6,0.26,0.00,0.00,0.0,0.00
Aaron Anderson,LSU,Okla,Okla,-,-,291,4.95,300,7.61,33.47,2.67,12.5,0.27,0.00,0.00,0.0,0.00
Duce Robinson,USC,ND,ND,-,-,292,4.95,347,6.66,34.95,1.70,20.6,0.24,0.00,0.00,0.0,0.00
Jyaire Shorter,Memphis,Tulane,Mem,-,-,293,4.95,308,7.48,29.88,2.53,11.8,0.33,0.00,0.00,0.0,0.00
Armani Winfield,Colorado State,UtahSt,UtahSt,-,-,294,4.95,274,8.01,38.43,3.06,12.6,0.19,0.00,0.00,0.0,0.00
Marc Britt,Louisiana-Monroe,UL-Laf,UL-Laf,-,-,295,4.94,304,7.53,32.50,2.59,12.5,0.28,0.19,0.09,2.1,0.00
Julian Gray,Liberty,SamHou,Lib,-,-,296,4.94,342,6.77,29.17,1.83,15.9,0.33,0.25,0.08,3.1,0.00
Michael Mathison,Western Kentucky,JacSt,JacSt,-,-,297,4.94,276,8.01,34.92,3.06,11.4,0.24,0.00,0.00,0.0,0.00
Tyrone Broden,Arkansas,Missou,Ark,-,-,298,4.93,303,7.55,35.08,2.62,13.4,0.23,0.38,0.08,4.8,0.00
Moochie Dixon,SMU,Cal,Cal,-,-,299,4.93,327,7.09,29.84,2.16,13.8,0.32,0.24,0.08,3.0,0.00
Elijah Canion,Liberty,SamHou,Lib,-,-,300,4.91,348,6.64,27.27,1.73,15.8,0.36,0.00,0.00,0.0,0.00
Koby Drake,Memphis,Tulane,Mem,-,-,301,4.91,268,8.14,34.60,3.23,10.7,0.24,0.00,0.00,0.0,0.00
Ja'Cyais Credle,Georgia State,CoastC,CoastC,-,-,302,4.90,288,7.82,35.15,2.92,12.0,0.23,0.00,0.00,0.0,0.00
Eric Rivers,Florida International,MiddTn,MiddTn,-,-,303,4.89,285,7.84,34.10,2.95,11.6,0.25,0.00,0.00,0.0,0.00
Porter Rooks,Eastern Michigan,WestMI,EastMi,-,-,304,4.89,283,7.84,38.21,2.95,13.0,0.18,0.00,0.00,0.0,0.00
Christian Dremel,Rutgers,MSU,Rut,-,-,305,4.88,281,7.85,33.13,2.97,11.2,0.23,1.64,0.31,5.3,0.00
Peyton Higgins,Troy,SouMis,SouMis,-,-,306,4.86,312,7.44,38.33,2.58,14.9,0.17,0.25,0.08,3.1,0.00
Dacari Collins,North Carolina State,UNC,NCSU,-,-,307,4.84,330,7.07,32.44,2.22,14.6,0.27,0.00,0.00,0.0,0.00
Kody Epps,BYU,Hou,Hou,-,-,308,4.84,306,7.50,33.75,2.66,12.7,0.23,0.63,0.23,2.7,0.00
Carlos Hernandez,Washington State,Wyo,Wyo,-,-,309,4.81,280,7.86,39.44,3.06,12.9,0.14,0.28,0.14,2.0,0.00
Iverson Hooks,UAB,Char,UAB,-,-,310,4.80,310,7.44,28.80,2.64,10.9,0.32,0.00,0.00,0.0,0.00
Prince Strachan,Boise State,OreSt,OreSt,-,-,311,4.76,360,6.38,33.77,1.62,20.8,0.23,0.00,0.00,0.0,0.00
Davon Wells,Louisiana-Monroe,UL-Laf,UL-Laf,-,-,312,4.75,299,7.62,32.79,2.87,11.4,0.25,0.00,0.00,0.0,0.00
Kyre Duplessis,Coastal Carolina,GaSt,CoastC,-,-,313,4.74,282,7.85,35.16,3.11,11.3,0.16,2.38,0.98,2.4,0.00
Makai Jackson,Appalachian State,GaSo,App,-,-,314,4.74,321,7.22,36.00,2.48,14.5,0.19,0.00,0.00,0.0,0.00
Damien Alford,Utah,UCF,Utah,-,-,315,4.73,328,7.08,33.18,2.35,14.1,0.24,0.00,0.00,0.0,0.00
Daejon Reynolds,Pittsburgh,BC,Pitt,-,-,316,4.73,295,7.70,33.28,2.97,11.2,0.23,0.00,0.00,0.0,0.00
Chuck Montgomery,Marshall,JMU,Marsh,-,-,317,4.70,314,7.40,32.21,2.70,11.9,0.25,0.00,0.00,0.0,0.00
Frank Covey IV,Northwestern,Ill,Ill,-,-,318,4.67,284,7.84,36.09,3.18,11.3,0.18,0.00,0.00,0.0,0.00
Andre Greene,Virginia,VaTech,UVa,-,-,319,4.66,301,7.61,36.72,2.95,12.4,0.16,0.00,0.00,0.0,0.00
Melquan Stovall,Arizona State,Ari,AriSt,-,-,320,4.66,313,7.42,34.22,2.76,12.4,0.17,2.07,0.34,6.1,0.00
Cortez Braham,Nevada,UNLV,Nevada,-,-,321,4.65,324,7.19,32.14,2.54,12.7,0.24,0.08,0.08,1.0,0.00
Rawson MacNeill,Rice,USF,USF,-,-,322,4.63,302,7.58,35.63,2.95,12.1,0.18,0.00,0.00,0.0,0.00
Baylin Brooks,San Diego State,AF,AF,-,-,323,4.61,325,7.16,35.61,2.54,14.0,0.18,0.00,0.00,0.0,0.00
Myles Butler,Middle Tenn. St,FIU,MiddTn,-,-,324,4.60,340,6.81,30.64,2.21,13.9,0.26,0.00,0.00,0.0,0.00
Brett Buckman,UConn,UMass,UConn,-,-,325,4.59,286,7.83,35.76,3.24,11.0,0.16,0.41,0.16,2.6,0.00
CJ Smith,Purdue,Ind,Purdue,-,-,326,4.59,333,7.03,33.09,2.45,13.5,0.21,0.00,0.00,0.0,0.00
Willie McCoy,UTSA,Army,Tx-SA,-,-,327,4.55,326,7.15,28.37,2.60,10.9,0.28,0.37,0.28,1.3,0.00
Sterling Galban,Massachusetts,UConn,UConn,-,-,328,4.54,317,7.35,31.33,2.81,11.1,0.23,0.00,0.00,0.0,0.00
Zae Baines,Temple,NorTx,NorTx,-,-,329,4.52,292,7.72,40.40,3.20,12.6,0.08,0.00,0.00,0.0,0.00
Donovan Ollie,Colorado State,UtahSt,UtahSt,-,-,330,4.51,318,7.33,35.40,2.82,12.6,0.16,0.00,0.00,0.0,0.00
Alex Perry,Hawaii,NM,NM,-,-,331,4.51,322,7.21,30.79,2.70,11.4,0.24,0.00,0.00,0.0,0.00
RJ Garcia,Bowling Green,Mia-O,Mia-O,-,-,332,4.49,319,7.31,34.35,2.82,12.2,0.16,0.89,0.24,3.7,0.00
Braylen Walker,Rice,USF,USF,-,-,333,4.49,362,6.37,28.03,1.88,14.9,0.28,0.00,0.00,0.0,0.00
Devin Boddie,Wyoming,WashSt,Wyo,-,-,334,4.48,315,7.39,32.64,2.91,11.2,0.18,1.27,0.27,4.7,0.00
Malcolm Johnson,Bowling Green,Mia-O,Mia-O,-,-,335,4.45,329,7.08,34.07,2.63,13.0,0.17,0.25,0.08,3.1,0.00
Landon Parker,Troy,SouMis,SouMis,-,-,336,4.44,353,6.53,28.00,2.09,13.4,0.27,0.00,0.00,0.0,0.00
Skyler Bell,UConn,UMass,UConn,-,-,337,4.43,332,7.06,27.91,2.64,10.6,0.27,0.00,0.00,0.0,0.00
Josiah Freeman,Fresno State,UCLA,Fres,-,-,338,4.43,346,6.69,28.61,2.26,12.7,0.26,0.00,0.00,0.0,0.00
Donovan Faupel,New Mexico State,UTEP,UTEP,-,-,339,4.39,354,6.51,25.10,2.12,11.8,0.31,0.00,0.00,0.0,0.00
Robert Lewis,Auburn,Ala,Auburn,-,-,340,4.38,337,6.94,29.58,2.57,11.5,0.23,0.60,0.08,7.5,0.00
Jake Smith,Arizona State,Ari,AriSt,-,-,341,4.34,331,7.07,29.30,2.73,10.7,0.23,0.00,0.00,0.0,0.00
Titus Mokiao-Atimalala,UCLA,Fres,Fres,-,-,342,4.33,356,6.49,28.25,2.17,13.0,0.25,0.00,0.00,0.0,0.00
Reagan Ealy,Arkansas State,ODU,ODU,-,-,343,4.29,358,6.43,31.72,2.14,14.8,0.19,0.00,0.00,0.0,0.00
Diante Vines,Old Dominion,ArkSt,ODU,-,-,344,4.29,363,6.37,28.16,2.08,13.5,0.24,0.32,0.08,4.0,0.00
Jacob Bernard,Louisiana-Lafayette,UL-Mon,UL-Laf,-,-,345,4.28,316,7.37,38.26,3.09,12.4,0.08,0.00,0.00,0.0,0.00
Brionne Penny,James Madison,Marsh,Marsh,-,-,346,4.26,339,6.82,32.43,2.55,12.7,0.17,0.00,0.00,0.0,0.00
Chris Parker,Central Michigan,NIU,CentMi,-,-,347,4.24,374,6.20,27.76,1.96,14.2,0.24,0.00,0.00,0.0,0.00
Gamarion Carter,Middle Tenn. St,FIU,MiddTn,-,-,348,4.20,369,6.29,31.09,2.09,14.9,0.18,0.00,0.18,0.0,0.00
Trell Harris,Virginia,VaTech,UVa,-,-,349,4.20,355,6.50,31.83,2.30,13.8,0.17,0.00,0.00,0.0,0.00
TreyShun Hurry,San Jose State,Stan,Stan,-,-,350,4.20,335,6.96,31.64,2.76,11.5,0.17,0.00,0.00,0.0,0.00
Ja'Varrius Johnson,Central Florida,Utah,Utah,-,-,351,4.20,338,6.84,30.27,2.64,11.5,0.18,0.82,0.09,9.1,0.00
Jordan Mosley,Mississippi State,Miss,MissSt,-,-,352,4.20,361,6.38,29.91,2.18,13.7,0.18,1.18,0.27,4.4,0.00
Larry Simmons,Southern Miss,Troy,SouMis,-,-,353,4.20,351,6.58,28.15,2.38,11.8,0.23,0.00,0.00,0.0,0.00
Nazeviah Burris,Florida International,MiddTn,MiddTn,-,-,354,4.18,366,6.34,32.16,2.16,14.9,0.16,0.00,0.00,0.0,0.00
Tony Johnson,Cincinnati,TCU,TCU,-,-,355,4.18,367,6.31,30.13,2.13,14.1,0.18,0.98,0.09,10.9,0.00
Raphael Williams,Pittsburgh,BC,Pitt,-,-,356,4.18,345,6.70,26.17,2.52,10.4,0.26,0.00,0.00,0.0,0.00
Jasaiah Gathings,UConn,UMass,UConn,-,-,357,4.17,305,7.51,36.51,3.34,10.9,0.09,0.00,0.00,0.0,0.00
Adam Jones,Arkansas State,ODU,ODU,-,-,358,4.17,390,6.00,31.67,1.83,17.3,0.17,0.00,0.00,0.0,0.00
Caleb Odom,Alabama,Auburn,Auburn,-,-,359,4.16,387,6.01,25.68,1.85,13.9,0.26,0.00,0.00,0.0,0.00
Jayden Thomas,Notre Dame,USC,ND,-,-,360,4.13,383,6.07,29.03,1.94,15.0,0.19,0.68,0.10,6.8,0.00
Gage Larvadain,South Carolina,Clem,SCar,-,-,361,4.09,364,6.36,29.27,2.27,12.9,0.18,0.73,0.18,4.1,0.00
Justin Bowick,Ball State,Ohio,BallSt,-,-,362,4.08,352,6.58,25.83,2.50,10.3,0.25,0.00,0.00,0.0,0.00
Jayden McGowan,Boston College,Pitt,Pitt,-,-,363,4.07,334,7.02,33.30,2.95,11.3,0.09,2.05,0.45,4.6,0.00
T.J. Jones,UAB,Char,UAB,-,-,364,4.05,406,5.64,24.62,1.59,15.5,0.26,0.00,0.00,0.0,0.00
Nick Marsh,Michigan State,Rut,Rut,-,-,365,4.05,404,5.66,26.12,1.61,16.2,0.22,1.17,0.22,5.3,0.00
Seth Anderson,Iowa,Neb,Neb,-,-,366,4.03,372,6.25,29.92,2.21,13.5,0.16,0.57,0.08,7.1,0.00
Keagan Johnson,Kansas State,IaSt,KanSt,-,-,367,4.02,370,6.26,23.84,2.24,10.6,0.24,2.00,0.56,3.6,0.00
Anthony Smith,East Carolina,Navy,Navy,-,-,368,4.02,381,6.10,30.17,2.08,14.5,0.17,0.00,0.00,0.0,0.00
Alex Brown,Wyoming,WashSt,Wyo,-,-,369,4.01,373,6.22,24.77,2.21,11.2,0.26,0.00,0.00,0.0,0.00
Casey Cain,UNLV,Nevada,Nevada,-,-,370,4.00,378,6.14,28.84,2.14,13.5,0.19,0.00,0.00,0.0,0.00
Nate McCollum,North Carolina,NCSU,NCSU,-,-,371,4.00,323,7.20,35.08,3.20,11.0,0.08,0.00,0.00,0.0,0.00
Dalton Stroman,Appalachian State,GaSo,App,-,-,372,4.00,419,5.42,25.50,1.42,18.0,0.24,0.32,0.08,4.0,0.00
Romello Brinson,SMU,Cal,Cal,-,-,373,3.96,380,6.12,29.58,2.17,13.6,0.17,0.00,0.00,0.0,0.00
Dalevon Campbell,South Carolina,Clem,SCar,-,-,374,3.96,382,6.09,33.96,2.13,15.9,0.09,0.27,0.09,3.0,0.00
Malik Phillips,Sam Houston,Lib,Lib,-,-,375,3.95,343,6.75,33.73,2.80,12.0,0.08,0.68,0.25,2.7,0.00
Trebor Pena,Syracuse,Mia-Fl,Mia-Fl,-,-,376,3.92,371,6.25,29.17,2.33,12.5,0.17,0.00,0.00,0.0,0.00
Kaden Saunders,Penn State,MD,MD,-,-,377,3.92,408,5.61,20.23,1.69,12.0,0.31,0.46,0.08,5.8,0.00
Javon Harvey,Duke,Wake,Duke,-,-,378,3.89,391,5.98,27.43,2.10,13.1,0.19,0.00,0.00,0.0,0.00
Jordan Smith,New Mexico State,UTEP,UTEP,-,-,379,3.89,357,6.44,28.00,2.55,11.0,0.18,0.00,0.00,0.0,0.00
Isaiah Alston,Iowa State,KanSt,KanSt,-,-,380,3.85,399,5.75,26.50,1.90,13.9,0.20,0.00,0.00,0.0,0.00
Stephon Johnson,Houston,BYU,Hou,-,-,381,3.85,379,6.13,26.91,2.27,11.9,0.18,0.73,0.09,8.1,0.00
Dont'e Thornton Jr.,Tennessee,Vandy,Tenn,-,-,382,3.85,414,5.49,27.64,1.64,16.9,0.18,0.00,0.00,0.0,0.00
Emmett Mosley,Stanford,SJSU,Stan,-,-,383,3.84,388,6.01,27.17,2.17,12.5,0.17,1.25,0.17,7.4,0.00
Kordell David,New Mexico State,UTEP,UTEP,-,-,384,3.82,392,5.94,24.08,2.12,11.4,0.24,0.00,0.00,0.0,0.00
Elijah Spencer,Minnesota,Wisc,Minn,-,-,385,3.82,401,5.74,23.76,1.92,12.4,0.24,0.00,0.00,0.0,0.00
Dane Pardridge,Northern Illinois,CentMi,CentMi,-,-,386,3.81,389,6.00,26.67,2.19,12.2,0.19,0.00,0.00,0.0,0.00
Walker Merrill,Wake Forest,Duke,Duke,-,-,387,3.78,376,6.16,27.57,2.38,11.6,0.17,0.00,0.00,0.0,0.00
Jimmy Horn,Colorado,OkSt,OkSt,-,-,388,3.77,365,6.34,25.81,2.57,10.0,0.19,0.48,0.10,4.8,0.00
