,,Week 12 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Moliki Matavao,UCLA,Wash,UCLA,-,-,44,4.23,47,6.58,26.70,2.35,11.4,0.26,0.00,0.00,0.0,0.00
Mason Williams,Ohio,EastMi,EastMi,-,-,45,4.22,45,6.71,26.22,2.49,10.5,0.27,0.00,0.00,0.0,0.00
Jake Newell,Akron,NIU,Akron,-,-,46,4.18,39,7.02,25.78,2.84,9.1,0.27,0.00,0.00,0.0,0.00
Tyler Fromm,Georgia Southern,Troy,Troy,-,-,47,4.15,52,6.38,24.74,2.23,11.1,0.28,0.00,0.00,0.0,0.00
Sean Brown,Jacksonville State,FIU,FIU,-,-,48,4.10,69,5.21,20.40,1.11,18.4,0.34,0.00,0.00,0.0,0.00
Joey Beljan,Cincinnati,IaSt,Cin,-,-,49,4.07,60,6.02,22.73,1.95,11.7,0.30,0.00,0.00,0.0,0.00
Markeston Douglas,Arizona State,KanSt,AriSt,-,-,50,4.07,50,6.45,29.24,2.38,12.3,0.19,0.00,0.00,0.0,0.00
Jaxxon Warren,Colorado State,Wyo,Wyo,-,-,51,4.07,44,6.73,29.24,2.67,11.0,0.19,0.00,0.00,0.0,0.00
Bryce Damous,UAB,Mem,UAB,-,-,52,4.03,57,6.06,22.84,2.03,11.3,0.29,0.00,0.00,0.0,0.00
Dominick Mazotti,Massachusetts,Lib,Lib,-,-,53,4.02,46,6.69,28.76,2.67,10.8,0.19,0.00,0.00,0.0,0.00
Brady Hunt,South Carolina,Missou,Missou,-,-,54,4.01,42,6.90,29.87,2.89,10.3,0.17,0.00,0.00,0.0,0.00
Donovan Green,Texas A&M,NMSt,NMSt,-,-,55,3.98,61,5.95,24.34,1.97,12.4,0.26,0.00,0.00,0.0,0.00
Colin Weber,UNC Charlotte,USF,USF,-,-,56,3.98,41,6.90,34.83,2.92,11.9,0.08,0.00,0.00,0.0,0.00
Jack Endries,California,Syr,Syr,-,-,57,3.97,49,6.46,29.07,2.49,11.7,0.18,0.00,0.00,0.0,0.00
Preston Howard,Maryland,Rut,Rut,-,-,58,3.95,54,6.22,28.55,2.27,12.6,0.18,0.00,0.00,0.0,0.00
Gavin Bartholomew,Pittsburgh,Clem,Clem,-,-,59,3.94,62,5.94,21.40,2.00,10.7,0.30,0.00,0.00,0.0,0.00
Blake Bosma,Western Michigan,BGSU,WestMI,-,-,60,3.94,58,6.03,28.45,2.09,13.6,0.18,0.00,0.00,0.0,0.00
Cameron Hite,Wake Forest,UNC,Wake,-,-,61,3.86,64,5.81,22.76,1.94,11.7,0.26,0.00,0.00,0.0,0.00
Anthony Landphere,Memphis,UAB,UAB,-,-,62,3.84,55,6.18,20.85,2.34,8.9,0.29,0.00,0.00,0.0,0.00
Manny Stevenson,Arkansas State,GaSt,ArkSt,-,-,63,3.81,48,6.48,20.95,2.67,7.8,0.29,0.00,0.00,0.0,0.00
Luke McGary,Tulsa,ECU,ECU,-,-,64,3.69,72,5.06,18.00,1.37,13.1,0.32,0.00,0.00,0.0,0.00
Jared Casey,Kansas,BYU,Kansas,-,-,65,3.59,67,5.59,20.92,2.00,10.5,0.25,0.00,0.00,0.0,0.00
Broc Lane,Utah State,Hawaii,Hawaii,-,-,66,3.54,59,6.02,25.76,2.48,10.4,0.16,0.00,0.00,0.0,0.00
Roberto Miranda,Arizona,Hou,Hou,-,-,67,3.54,66,5.59,21.16,2.05,10.3,0.24,0.00,0.00,0.0,0.00
Sam Olson,Arizona,Hou,Hou,-,-,68,3.53,68,5.43,22.10,1.90,11.6,0.22,0.00,0.00,0.0,0.00
Keleki Latu,Washington,UCLA,UCLA,-,-,69,3.51,65,5.73,19.63,2.23,8.8,0.26,0.00,0.00,0.0,0.00
Jermaine Terry,Oregon State,AF,OreSt,-,-,70,3.45,70,5.15,19.86,1.70,11.7,0.24,0.00,0.00,0.0,0.00
Kaleo Ballungay,UNLV,SDSU,SDSU,-,-,71,3.38,79,4.86,24.89,1.48,16.8,0.15,0.00,0.00,0.0,0.00
Thomas Jewett,Sam Houston,KennSt,SamHou,-,-,72,3.31,53,6.35,22.41,3.04,7.4,0.18,0.00,0.00,0.0,0.00
Jake Orlando,Buffalo,BallSt,BallSt,-,-,73,3.16,71,5.13,20.34,1.97,10.3,0.19,0.00,0.00,0.0,0.00
Trace Bruckler,New Mexico,WashSt,WashSt,-,-,74,3.11,80,4.85,16.89,1.74,9.7,0.24,0.00,0.00,0.0,0.00
Maliq Carr,Houston,Ari,Hou,-,-,75,3.10,74,5.00,17.85,1.90,9.4,0.22,0.00,0.00,0.0,0.00
Kyirin Heath,Southern Miss,TxSt,SouMis,-,-,76,3.10,73,5.03,19.35,1.94,10.0,0.19,0.00,0.00,0.0,0.00
Chris Carter,Northern Illinois,Akron,Akron,-,-,77,3.05,85,4.26,17.64,1.21,14.6,0.21,0.00,0.00,0.0,0.00
Ahmon Green,Georgia State,ArkSt,ArkSt,-,-,78,3.04,81,4.52,12.59,1.48,8.5,0.30,0.00,0.00,0.0,0.00
Hayden Hansen,Florida,LSU,LSU,-,-,79,3.01,82,4.48,17.47,1.47,11.9,0.21,0.00,0.00,0.0,0.00
Ethan Davis,Tennessee,UGa,Tenn,-,-,80,2.97,84,4.28,15.85,1.31,12.1,0.23,0.00,0.00,0.0,0.00
Oscar Cardenas,UTSA,NorTx,NorTx,-,-,81,2.81,75,4.93,18.95,2.12,8.9,0.15,0.37,0.15,2.5,0.00
Vince Brown,Colorado State,Wyo,Wyo,-,-,82,2.80,77,4.90,18.98,2.10,9.0,0.15,0.00,0.00,0.0,0.00
Jordan Dingle,Kentucky,Murray,Murray,-,-,83,2.75,90,3.95,21.50,1.20,17.9,0.10,0.00,0.00,0.0,0.00
Will Swanson,Kansas State,AriSt,AriSt,-,-,84,2.71,92,3.76,14.42,1.05,13.7,0.21,0.00,0.00,0.0,0.00
Cade Conley,Marshall,CoastC,CoastC,-,-,85,2.69,78,4.89,20.90,2.20,9.5,0.10,0.00,0.00,0.0,0.00
Landen King,Utah,Colo,Utah,-,-,86,2.68,89,3.95,14.00,1.26,11.1,0.21,0.21,0.11,1.9,0.00
Lake McRee,USC,Neb,Neb,-,-,87,2.63,86,4.25,17.08,1.62,10.5,0.15,0.00,0.00,0.0,0.00
Trevor Stephens,New Mexico State,TexA&M,NMSt,-,-,88,2.51,83,4.37,20.19,1.86,10.9,0.08,0.00,0.00,0.0,0.00
Gee Scott,Ohio State,NW,OhioSt,-,-,89,2.50,91,3.83,15.00,1.33,11.3,0.17,0.00,0.00,0.0,0.00
CJ Dippre,Alabama,Merc,Merc,-,-,90,2.47,87,4.05,14.67,1.58,9.3,0.17,0.00,0.00,0.0,0.00
Nate Jones,Louisiana Tech,WestKy,LaTech,-,-,91,2.36,76,4.93,22.76,2.58,8.8,0.00,0.80,0.27,3.0,0.00
Tucker Ashcraft,Wisconsin,Oregon,Oregon,-,-,92,2.35,93,3.71,13.92,1.36,10.2,0.16,0.00,0.00,0.0,0.00
Riley Nowakowski,Wisconsin,Oregon,Oregon,-,-,93,2.31,95,3.55,11.71,1.24,9.4,0.19,0.00,0.00,0.0,0.00
Casey Kelly,East Carolina,Tulsa,ECU,-,-,94,2.26,88,3.99,17.84,1.74,10.3,0.08,0.00,0.00,0.0,0.00
Carson Kent,Kennesaw State,SamHou,SamHou,-,-,95,2.18,96,3.43,16.83,1.25,13.5,0.08,0.00,0.00,0.0,0.00
Cooper Mathers,Washington State,NM,WashSt,-,-,96,2.12,94,3.63,17.03,1.52,11.2,0.07,0.00,0.00,0.0,0.00
Matt Lauter,Boise State,SJSU,Boise,-,-,97,2.11,110,2.91,9.07,0.80,11.3,0.20,0.00,0.00,0.0,0.00
Andrew Rappleyea,Penn State,Purdue,PSU,-,-,98,2.06,98,3.33,14.32,1.26,11.4,0.11,0.00,0.00,0.0,0.00
Marshall Lang,Northwestern,OhioSt,OhioSt,-,-,99,2.00,97,3.36,14.55,1.36,10.7,0.09,0.00,0.00,0.0,0.00
Victor Konopka,Rutgers,MD,Rut,-,-,100,1.96,104,3.11,11.07,1.14,9.7,0.14,0.00,0.00,0.0,0.00
Dylan Wade,Maryland,Rut,Rut,-,-,101,1.95,105,3.02,10.23,1.08,9.5,0.15,0.00,0.00,0.0,0.00
Sam Hart,Colorado,Utah,Utah,-,-,102,1.89,101,3.22,12.22,1.33,9.2,0.11,0.00,0.00,0.0,0.00
Patrick Herbert,Oregon,Wisc,Oregon,-,-,103,1.88,114,2.59,10.21,0.71,14.4,0.14,0.00,0.00,0.0,0.00
Jeremiah Franklin,Boston College,SMU,BC,-,-,104,1.87,109,2.91,12.95,1.05,12.3,0.10,0.00,0.00,0.0,0.00
Konner Fox,Texas State,SouMis,SouMis,-,-,105,1.83,108,2.92,12.82,1.09,11.8,0.09,0.00,0.00,0.0,0.00
Rocky Beers,Florida International,JacSt,FIU,-,-,106,1.81,99,3.29,13.63,1.48,9.2,0.07,0.00,0.00,0.0,0.00
George Burhenn,Purdue,PSU,PSU,-,-,107,1.73,106,2.97,13.17,1.24,10.6,0.07,0.00,0.00,0.0,0.00
Evan King,Buffalo,BallSt,BallSt,-,-,108,1.72,107,2.96,13.03,1.24,10.5,0.07,0.00,0.00,0.0,0.00
Quentin Moore,Washington,UCLA,UCLA,-,-,109,1.72,102,3.15,11.52,1.43,8.1,0.10,0.00,0.00,0.0,0.00
Blake Daniels,Eastern Michigan,Ohio,EastMi,-,-,110,1.65,112,2.69,11.68,1.04,11.2,0.08,0.00,0.00,0.0,0.00
Holden Staes,Tennessee,UGa,Tenn,-,-,111,1.65,115,2.27,7.31,0.62,11.8,0.15,0.00,0.00,0.0,0.00
Reese Clark,Temple,FlaAtl,FlaAtl,-,-,112,1.64,103,3.13,12.00,1.48,8.1,0.07,0.00,0.00,0.0,0.00
Weston Wolff,South Florida,Char,USF,-,-,113,1.61,100,3.27,16.08,1.67,9.6,0.00,0.00,0.00,0.0,0.00
Lawson Luckie,Georgia,Tenn,Tenn,-,-,114,1.52,116,2.15,7.75,0.63,12.3,0.13,0.00,0.00,0.0,0.00
Jaleel Skinner,Louisville,Stan,Lou,-,-,115,1.51,117,2.14,7.63,0.63,12.1,0.13,0.00,0.00,0.0,0.00
Jalen Butler,Old Dominion,JMU,JMU,-,-,116,1.45,111,2.83,9.85,1.38,7.1,0.08,0.00,0.00,0.0,0.00
Gunnar Helm,Texas,Ark,Tex,-,-,117,1.33,118,2.02,8.69,0.69,12.6,0.08,0.00,0.00,0.0,0.00
Jere Getzinger,Eastern Michigan,Ohio,EastMi,-,-,118,1.29,113,2.62,7.92,1.33,6.0,0.08,0.00,0.00,0.0,0.00
Brennan Parachek,Michigan State,Ill,MSU,-,-,119,1.27,121,1.85,7.67,0.58,13.2,0.08,0.00,0.00,0.0,0.00
Sackett Wood,Virginia,ND,UVa,-,-,120,1.23,124,1.79,8.50,0.56,15.2,0.06,0.00,0.00,0.0,0.00
Carson Tabaracci,USC,Neb,Neb,-,-,121,1.21,119,2.01,6.10,0.80,7.6,0.10,0.00,0.00,0.0,0.00
Ty Washington,Arkansas,Tex,Tex,-,-,122,1.19,120,1.86,7.93,0.67,11.8,0.07,0.00,0.00,0.0,0.00
Tyler Neville,Virginia,ND,UVa,-,-,123,1.18,122,1.80,8.00,0.63,12.7,0.06,0.00,0.00,0.0,0.00
Stevo Klotz,Iowa State,Cin,Cin,-,-,124,1.15,123,1.79,6.09,0.64,9.5,0.09,0.00,0.00,0.0,0.00
Josh Kattus,Kentucky,Murray,Murray,-,-,125,1.10,128,1.57,7.47,0.47,15.9,0.06,0.00,0.00,0.0,0.00
Khamari Anderson,Kentucky,Murray,Murray,-,-,126,1.07,127,1.57,5.67,0.50,11.3,0.08,0.00,0.00,0.0,0.00
Thomas Gordon,Northwestern,OhioSt,OhioSt,-,-,127,1.00,125,1.69,6.25,0.69,9.1,0.06,0.00,0.00,0.0,0.00
Trevor Kardell,Kansas,BYU,Kansas,-,-,128,0.98,126,1.58,5.80,0.60,9.7,0.07,0.00,0.00,0.0,0.00
Preston Daniel,Miami (OH),KentSt,KentSt,-,-,129,0.91,129,1.51,3.10,0.60,5.2,0.10,0.00,0.00,0.0,0.00
Jack Pedersen,UCLA,Wash,UCLA,-,-,130,0.65,130,1.25,6.50,0.60,10.8,0.00,0.00,0.00,0.0,0.00
Tanner Arkin,Illinois,MSU,MSU,-,-,131,0.44,131,1.02,4.35,0.59,7.4,0.00,0.00,0.00,0.0,0.00
Sage Ennis,Virginia,ND,UVa,-,-,132,0.00,133,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Cole Rusk,Illinois,MSU,MSU,-,-,133,0.00,132,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
