,,Week 5 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Benjamin Yurosek,Georgia,Ala,UGa,-,-,22,5.73,28,8.50,34.48,2.76,12.5,0.38,0.00,0.00,0.0,0.00
Michael Harrison,San Diego State,CentMi,SDSU,-,-,23,5.70,23,8.94,34.81,3.24,10.7,0.37,0.00,0.00,0.0,0.00
Garrett Oakley,Kansas State,OkSt,OkSt,-,-,24,5.70,26,8.65,37.30,2.95,12.6,0.33,0.00,0.00,0.0,0.00
Sam Roush,Stanford,Clem,Stan,-,-,25,5.70,14,9.64,41.40,3.94,10.5,0.26,0.17,0.09,1.9,0.00
Benjamin Brahmer,Iowa State,Hou,IaSt,-,-,26,5.59,25,8.86,39.55,3.27,12.1,0.27,0.00,0.00,0.0,0.00
Max Klare,Purdue,Neb,Neb,-,-,27,5.54,22,8.96,33.15,3.43,9.7,0.37,0.00,0.00,0.0,0.00
Amari Niblack,Texas,MissSt,MissSt,-,-,28,5.38,31,8.04,38.75,2.67,14.5,0.25,0.00,0.00,0.0,0.00
Mitchell Evans,Notre Dame,Lou,Lou,-,-,29,5.36,29,8.10,34.75,2.75,12.6,0.31,0.00,0.00,0.0,0.00
Seydou Traore,Mississippi State,Tex,MissSt,-,-,30,5.36,32,8.03,30.76,2.67,11.5,0.38,0.00,0.00,0.0,0.00
DJ Thomas-Jones,South Alabama,LSU,USA,-,-,31,5.22,33,7.98,23.62,2.76,8.6,0.48,0.00,0.00,0.0,0.00
Tanner Koziol,Ball State,JMU,BallSt,-,-,32,5.18,27,8.61,31.20,3.43,9.1,0.34,0.00,0.00,0.0,0.00
Keanu Hill,BYU,Baylor,BYU,-,-,33,4.91,30,8.06,37.96,3.15,12.1,0.19,0.00,0.00,0.0,0.00
Ethan Conner,Troy,UL-Mon,UL-Mon,-,-,34,4.85,36,7.47,30.08,2.62,11.5,0.31,0.00,0.00,0.0,0.00
Eli Wilson,Appalachian State,Lib,Lib,-,-,35,4.83,38,7.36,27.48,2.52,10.9,0.35,0.00,0.00,0.0,0.00
Dan Villari,Syracuse,HolyCr,HolyCr,-,-,36,4.82,47,6.79,21.51,1.97,10.9,0.26,6.09,1.29,4.7,0.09
Thomas Fidone,Nebraska,Purdue,Neb,-,-,37,4.70,39,7.28,27.00,2.58,10.5,0.33,0.00,0.00,0.0,0.00
Terrance Carter,Louisiana-Lafayette,Wake,UL-Laf,-,-,38,4.66,34,7.64,27.76,2.98,9.3,0.31,0.00,0.00,0.0,0.00
Elijah Arroyo,Miami,VaTech,VaTech,-,-,39,4.64,37,7.43,24.09,2.79,8.6,0.37,0.00,0.00,0.0,0.00
Jalin Conyers,Texas Tech,Cin,Cin,-,-,40,4.54,46,6.86,26.16,2.32,11.3,0.32,0.00,0.00,0.0,0.00
Boden Groen,Rice,Char,Char,-,-,41,4.54,35,7.50,31.04,2.96,10.5,0.24,0.00,0.00,0.0,0.00
Mark Redman,Louisville,ND,Lou,-,-,42,4.48,40,7.19,29.35,2.71,10.8,0.26,0.00,0.00,0.0,0.00
Kamari Morales,Boston College,WestKy,WestKy,-,-,43,4.47,41,7.08,34.26,2.61,13.1,0.17,0.00,0.00,0.0,0.00
Michael Trigg,Baylor,BYU,BYU,-,-,44,4.46,43,6.96,29.58,2.50,11.8,0.25,0.00,0.00,0.0,0.00
Bentley Hanshaw,Liberty,App,Lib,-,-,45,4.45,62,5.93,18.43,1.48,12.5,0.43,0.00,0.00,0.0,0.00
Alex Bauman,Tulane,USF,USF,-,-,46,4.31,52,6.41,20.63,2.10,9.8,0.38,0.00,0.00,0.0,0.00
John Copenhaver,North Carolina,Duke,UNC,-,-,47,4.25,57,6.16,26.18,1.91,13.7,0.27,0.00,0.00,0.0,0.00
Moliki Matavao,UCLA,Oregon,Oregon,-,-,48,4.23,51,6.58,26.70,2.35,11.4,0.26,0.00,0.00,0.0,0.00
Mason Williams,Ohio,Akron,Akron,-,-,49,4.22,48,6.71,26.22,2.49,10.5,0.27,0.00,0.00,0.0,0.00
Jake Newell,Akron,Ohio,Akron,-,-,50,4.18,42,7.02,25.78,2.84,9.1,0.27,0.00,0.00,0.0,0.00
Randy Pittman,Central Florida,Colo,Colo,-,-,51,4.17,45,6.87,31.30,2.70,11.6,0.17,0.00,0.00,0.0,0.00
Tyler Fromm,Georgia Southern,GaSt,GaSo,-,-,52,4.15,53,6.38,24.74,2.23,11.1,0.28,0.00,0.00,0.0,0.00
Joey Beljan,Cincinnati,TxTch,Cin,-,-,53,4.07,60,6.02,22.73,1.95,11.7,0.30,0.00,0.00,0.0,0.00
Nicky Dalmolin,Duke,UNC,UNC,-,-,54,4.07,50,6.67,29.49,2.60,11.3,0.19,0.00,0.00,0.0,0.00
Bryce Damous,UAB,Navy,Navy,-,-,55,4.03,58,6.06,22.84,2.03,11.3,0.29,0.00,0.00,0.0,0.00
Dominick Mazotti,Massachusetts,Mia-O,UMass,-,-,56,4.02,49,6.69,28.76,2.67,10.8,0.19,0.00,0.00,0.0,0.00
Donovan Green,Texas A&M,Ark,Ark,-,-,57,3.98,61,5.95,24.34,1.97,12.4,0.26,0.00,0.00,0.0,0.00
Colin Weber,UNC Charlotte,Rice,Char,-,-,58,3.98,44,6.90,34.83,2.92,11.9,0.08,0.00,0.00,0.0,0.00
Preston Howard,Maryland,Ind,MD,-,-,59,3.95,55,6.22,28.55,2.27,12.6,0.18,0.00,0.00,0.0,0.00
Blake Bosma,Western Michigan,Marsh,WestMI,-,-,60,3.94,59,6.03,28.45,2.09,13.6,0.18,0.00,0.00,0.0,0.00
Cameron Hite,Wake Forest,UL-Laf,UL-Laf,-,-,61,3.86,64,5.81,22.76,1.94,11.7,0.26,0.00,0.00,0.0,0.00
Anthony Landphere,Memphis,MiddTn,MiddTn,-,-,62,3.84,56,6.18,20.85,2.34,8.9,0.29,0.00,0.00,0.0,0.00
Luke McGary,Tulsa,NorTx,Tulsa,-,-,63,3.69,73,5.06,18.00,1.37,13.1,0.32,0.00,0.00,0.0,0.00
Jake Boust,Fresno State,UNLV,Fres,-,-,64,3.62,68,5.52,17.29,1.89,9.1,0.32,0.00,0.00,0.0,0.00
Jared Casey,Kansas,TCU,TCU,-,-,65,3.59,66,5.59,20.92,2.00,10.5,0.25,0.00,0.00,0.0,0.00
Roberto Miranda,Arizona,Utah,Ari,-,-,66,3.54,67,5.59,21.16,2.05,10.3,0.24,0.00,0.00,0.0,0.00
Sam Olson,Arizona,Utah,Ari,-,-,67,3.53,69,5.43,22.10,1.90,11.6,0.22,0.00,0.00,0.0,0.00
Keleki Latu,Washington,Rut,Wash,-,-,68,3.51,65,5.73,19.63,2.23,8.8,0.26,0.00,0.00,0.0,0.00
Mason Tharp,Texas Tech,Cin,Cin,-,-,69,3.41,71,5.17,18.18,1.76,10.3,0.26,0.00,0.00,0.0,0.00
Kaleo Ballungay,UNLV,Fres,Fres,-,-,70,3.38,78,4.86,24.89,1.48,16.8,0.15,0.00,0.00,0.0,0.00
Kyle Morlock,Florida State,SMU,FlaSt,-,-,71,3.37,70,5.27,20.49,1.90,10.8,0.22,0.00,0.00,0.0,0.00
Nick Gallo,Virginia Tech,Mia-Fl,VaTech,-,-,72,3.36,63,5.82,22.73,2.45,9.3,0.18,0.00,0.00,0.0,0.00
Thomas Jewett,Sam Houston,TxSt,TxSt,-,-,73,3.31,54,6.35,22.41,3.04,7.4,0.18,0.00,0.00,0.0,0.00
Jake Orlando,Buffalo,UConn,Buff,-,-,74,3.16,72,5.13,20.34,1.97,10.3,0.19,0.00,0.00,0.0,0.00
Trace Bruckler,New Mexico,NMSt,NM,-,-,75,3.11,79,4.85,16.89,1.74,9.7,0.24,0.00,0.00,0.0,0.00
Maliq Carr,Houston,IaSt,IaSt,-,-,76,3.10,74,5.00,17.85,1.90,9.4,0.22,0.00,0.00,0.0,0.00
Chris Carter,Northern Illinois,NCSU,NIU,-,-,77,3.05,83,4.26,17.64,1.21,14.6,0.21,0.00,0.00,0.0,0.00
Ahmon Green,Georgia State,GaSo,GaSo,-,-,78,3.04,81,4.52,12.59,1.48,8.5,0.30,0.00,0.00,0.0,0.00
Oscar Cardenas,UTSA,ECU,Tx-SA,-,-,79,2.81,75,4.93,18.95,2.12,8.9,0.15,0.37,0.15,2.5,0.00
Jake Roberts,Oklahoma,Auburn,Okla,-,-,80,2.76,80,4.66,21.60,1.90,11.4,0.10,0.00,0.00,0.0,0.00
Jordan Dingle,Kentucky,Miss,Kty,-,-,81,2.75,87,3.95,21.50,1.20,17.9,0.10,0.00,0.00,0.0,0.00
Will Swanson,Kansas State,OkSt,OkSt,-,-,82,2.71,90,3.76,14.42,1.05,13.7,0.21,0.00,0.00,0.0,0.00
Cade Conley,Marshall,WestMI,WestMI,-,-,83,2.69,77,4.89,20.90,2.20,9.5,0.10,0.00,0.00,0.0,0.00
Landen King,Utah,Ari,Ari,-,-,84,2.68,88,3.95,14.00,1.26,11.1,0.21,0.21,0.11,1.9,0.00
Lake McRee,USC,Wisc,Wisc,-,-,85,2.63,84,4.25,17.08,1.62,10.5,0.15,0.00,0.00,0.0,0.00
Trevor Stephens,New Mexico State,NM,NM,-,-,86,2.51,82,4.37,20.19,1.86,10.9,0.08,0.00,0.00,0.0,0.00
Gee Scott,Ohio State,MSU,OhioSt,-,-,87,2.50,89,3.83,15.00,1.33,11.3,0.17,0.00,0.00,0.0,0.00
CJ Dippre,Alabama,UGa,UGa,-,-,88,2.47,85,4.05,14.67,1.58,9.3,0.17,0.00,0.00,0.0,0.00
Nate Jones,Louisiana Tech,FIU,LaTech,-,-,89,2.36,76,4.93,22.76,2.58,8.8,0.00,0.80,0.27,3.0,0.00
Tucker Ashcraft,Wisconsin,USC,Wisc,-,-,90,2.35,91,3.71,13.92,1.36,10.2,0.16,0.00,0.00,0.0,0.00
Riley Nowakowski,Wisconsin,USC,Wisc,-,-,91,2.31,93,3.55,11.71,1.24,9.4,0.19,0.00,0.00,0.0,0.00
Casey Kelly,East Carolina,Tx-SA,Tx-SA,-,-,92,2.26,86,3.99,17.84,1.74,10.3,0.08,0.00,0.00,0.0,0.00
Carson Kent,Kennesaw State,TN-Mar,TN-Mar,-,-,93,2.18,94,3.43,16.83,1.25,13.5,0.08,0.00,0.00,0.0,0.00
Zach Horton,Indiana,MD,MD,-,-,94,2.14,95,3.39,13.17,1.24,10.6,0.14,0.00,0.00,0.0,0.00
Cooper Mathers,Washington State,Boise,WashSt,-,-,95,2.12,92,3.63,17.03,1.52,11.2,0.07,0.00,0.00,0.0,0.00
Matt Lauter,Boise State,WashSt,WashSt,-,-,96,2.11,109,2.91,9.07,0.80,11.3,0.20,0.00,0.00,0.0,0.00
Andrew Rappleyea,Penn State,Ill,Ill,-,-,97,2.06,96,3.33,14.32,1.26,11.4,0.11,0.00,0.00,0.0,0.00
Victor Konopka,Rutgers,Wash,Wash,-,-,98,1.96,102,3.11,11.07,1.14,9.7,0.14,0.00,0.00,0.0,0.00
Dylan Wade,Maryland,Ind,MD,-,-,99,1.95,104,3.02,10.23,1.08,9.5,0.15,0.00,0.00,0.0,0.00
Sam Hart,Colorado,UCF,Colo,-,-,100,1.89,99,3.22,12.22,1.33,9.2,0.11,0.00,0.00,0.0,0.00
Patrick Herbert,Oregon,UCLA,Oregon,-,-,101,1.88,114,2.59,10.21,0.71,14.4,0.14,0.00,0.00,0.0,0.00
Jeremiah Franklin,Boston College,WestKy,WestKy,-,-,102,1.87,108,2.91,12.95,1.05,12.3,0.10,0.00,0.00,0.0,0.00
Konner Fox,Texas State,SamHou,TxSt,-,-,103,1.83,107,2.92,12.82,1.09,11.8,0.09,0.00,0.00,0.0,0.00
Rocky Beers,Florida International,LaTech,LaTech,-,-,104,1.81,97,3.29,13.63,1.48,9.2,0.07,0.00,0.00,0.0,0.00
George Burhenn,Purdue,Neb,Neb,-,-,105,1.73,105,2.97,13.17,1.24,10.6,0.07,0.00,0.00,0.0,0.00
Evan King,Buffalo,UConn,Buff,-,-,106,1.72,106,2.96,13.03,1.24,10.5,0.07,0.00,0.00,0.0,0.00
Quentin Moore,Washington,Rut,Wash,-,-,107,1.72,100,3.15,11.52,1.43,8.1,0.10,0.00,0.00,0.0,0.00
Tyler Foster,Oklahoma State,KanSt,OkSt,-,-,108,1.68,103,3.06,12.15,1.38,8.8,0.08,0.00,0.00,0.0,0.00
Blake Daniels,Eastern Michigan,KentSt,EastMi,-,-,109,1.65,111,2.69,11.68,1.04,11.2,0.08,0.00,0.00,0.0,0.00
Reese Clark,Temple,Army,Army,-,-,110,1.64,101,3.13,12.00,1.48,8.1,0.07,0.00,0.00,0.0,0.00
Weston Wolff,South Florida,Tulane,USF,-,-,111,1.61,98,3.27,16.08,1.67,9.6,0.00,0.00,0.00,0.0,0.00
Lawson Luckie,Georgia,Ala,UGa,-,-,112,1.52,116,2.15,7.75,0.63,12.3,0.13,0.00,0.00,0.0,0.00
Jaleel Skinner,Louisville,ND,Lou,-,-,113,1.51,117,2.14,7.63,0.63,12.1,0.13,0.00,0.00,0.0,0.00
Marlin Klein,Michigan,Minn,Minn,-,-,114,1.47,113,2.61,8.95,1.14,7.9,0.10,0.00,0.00,0.0,0.00
Jalen Butler,Old Dominion,BGSU,ODU,-,-,115,1.45,110,2.83,9.85,1.38,7.1,0.08,0.00,0.00,0.0,0.00
Jameson Geers,Minnesota,Mich,Minn,-,-,116,1.44,115,2.54,10.28,1.10,9.3,0.07,0.00,0.00,0.0,0.00
Gunnar Helm,Texas,MissSt,MissSt,-,-,117,1.33,118,2.02,8.69,0.69,12.6,0.08,0.00,0.00,0.0,0.00
Jere Getzinger,Eastern Michigan,KentSt,EastMi,-,-,118,1.29,112,2.62,7.92,1.33,6.0,0.08,0.00,0.00,0.0,0.00
Brennan Parachek,Michigan State,OhioSt,OhioSt,-,-,119,1.27,121,1.85,7.67,0.58,13.2,0.08,0.00,0.00,0.0,0.00
Carson Tabaracci,USC,Wisc,Wisc,-,-,120,1.21,119,2.01,6.10,0.80,7.6,0.10,0.00,0.00,0.0,0.00
Ty Washington,Arkansas,TexA&M,Ark,-,-,121,1.19,120,1.86,7.93,0.67,11.8,0.07,0.00,0.00,0.0,0.00
Stevo Klotz,Iowa State,Hou,IaSt,-,-,122,1.15,122,1.79,6.09,0.64,9.5,0.09,0.00,0.00,0.0,0.00
Josh Kattus,Kentucky,Miss,Kty,-,-,123,1.10,125,1.57,7.47,0.47,15.9,0.06,0.00,0.00,0.0,0.00
Khamari Anderson,Kentucky,Miss,Kty,-,-,124,1.07,126,1.57,5.67,0.50,11.3,0.08,0.00,0.00,0.0,0.00
Bauer Sharp,Oklahoma,Auburn,Okla,-,-,125,1.04,123,1.68,6.82,0.65,10.5,0.06,0.00,0.00,0.0,0.00
Trevor Kardell,Kansas,TCU,TCU,-,-,126,0.98,124,1.58,5.80,0.60,9.7,0.07,0.00,0.00,0.0,0.00
Preston Daniel,Miami (OH),UMass,UMass,-,-,127,0.91,127,1.51,3.10,0.60,5.2,0.10,0.00,0.00,0.0,0.00
Jack Pedersen,UCLA,Oregon,Oregon,-,-,128,0.65,128,1.25,6.50,0.60,10.8,0.00,0.00,0.00,0.0,0.00
Juice Vereen,North Carolina State,NIU,NIU,-,-,129,0.56,129,1.14,5.58,0.58,9.6,0.00,0.00,0.00,0.0,0.00
Tanner Arkin,Illinois,PSU,Ill,-,-,130,0.44,130,1.02,4.35,0.59,7.4,0.00,0.00,0.00,0.0,0.00
Cole Rusk,Illinois,PSU,Ill,-,-,131,0.00,131,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
