,,,Week 11 Game,,,,Fantasy,Rushing,,,Receiving,,
34,Brian Robinson,WAS,PHI,-,-,,6.87,10.40,39.37,0.29,1.21,8.94,0.05
35,Zach Charbonnet,SEA,SF,-,-,,6.20,8.10,31.63,0.23,1.76,12.98,0.06
36,Jerome Ford,CLE,NO,-,-,,6.01,6.80,28.23,0.23,2.00,14.43,0.06
37,Blake Corum,LAR,NE,-,-,,5.63,6.50,29.49,0.24,1.18,8.76,0.06
38,Tyler Allgeier,ATL,DEN,-,-,,5.20,7.30,31.41,0.16,1.05,7.39,0.06
39,Ty Chandler,MIN,TEN,-,-,,5.08,6.70,27.23,0.17,1.29,9.77,0.06
40,Jaleel McLaughlin,DEN,ATL,-,-,,5.04,6.50,27.59,0.17,1.24,8.99,0.06
41,Rico Dowdle,DAL,HOU,-,-,,4.69,5.90,25.59,0.16,1.20,8.75,0.05
42,Khalil Herbert,CHI,GB,-,-,,4.66,6.30,26.90,0.19,0.62,4.68,0.06
43,Kendre Miller,NO,CLE,-,-,,4.62,6.00,23.77,0.19,1.03,7.45,0.06
44,Antonio Gibson,NE,LAR,-,-,,4.38,4.90,19.02,0.11,1.96,14.59,0.06
45,Elijah Mitchell,SF,SEA,-,-,,4.23,5.20,25.78,0.19,0.67,5.09,0.00
46,Kimani Vidal,LAC,CIN,-,-,,4.21,5.50,22.63,0.20,1.00,7.43,0.00
47,Ray Davis,BUF,KC,-,-,,4.16,5.00,22.38,0.15,0.85,6.66,0.06
48,Dameon Pierce,HOU,DAL,-,-,,4.06,6.20,25.61,0.18,0.56,4.14,0.00
49,MarShawn Lloyd,GB,CHI,-,-,,3.91,4.80,20.25,0.13,0.90,6.87,0.07
50,Alexander Mattison,LV,MIA,-,-,,3.69,5.20,20.16,0.12,0.87,5.90,0.06
51,Clyde Edwards-Helaire,KC,BUF,-,-,,3.66,3.90,16.63,0.13,1.16,8.55,0.06
52,Roschon Johnson,CHI,GB,-,-,,3.61,3.60,14.90,0.14,1.14,8.64,0.07
53,Will Shipley,PHI,WAS,-,-,,3.50,4.10,18.64,0.12,0.76,5.58,0.06
54,Braelon Allen,NYJ,IND,-,-,,3.34,4.10,17.93,0.16,0.47,3.51,0.04
55,AJ Dillon,GB,CHI,-,-,,3.32,4.60,18.60,0.17,0.60,4.39,0.00
56,Deuce Vaughn,DAL,HOU,-,-,,3.25,3.20,14.26,0.09,1.00,7.43,0.09
57,Jaylen Wright,MIA,LV,-,-,,3.21,3.50,16.58,0.12,0.68,4.72,0.06
58,Jamaal Williams,NO,CLE,-,-,,2.95,4.70,18.16,0.13,0.50,3.50,0.00
59,Isaac Guerendo,SF,SEA,-,-,,2.87,3.40,15.88,0.13,0.67,5.02,0.00
60,J.K. Dobbins,LAC,CIN,-,-,,2.85,3.40,13.78,0.12,0.68,5.12,0.04
61,Chris Rodriguez,WAS,PHI,-,-,,2.79,4.20,16.33,0.14,0.44,3.21,0.00
62,Ty Johnson,BUF,KC,-,-,,2.71,2.60,11.33,0.07,1.02,7.38,0.07
63,Tank Bigsby,JAX,DET,-,-,,2.57,3.60,15.21,0.11,0.54,3.89,0.00
64,Kenneth Gainwell,PHI,WAS,-,-,,2.51,2.60,11.48,0.06,0.86,6.37,0.06
65,D'Onta Foreman,CLE,NO,-,-,,2.50,3.70,15.31,0.10,0.49,3.65,0.00
66,Kevin Harris,NE,LAR,-,-,,2.39,3.50,13.94,0.11,0.46,3.33,0.00
67,Justice Hill,BAL,PIT,-,-,,2.33,1.80,7.76,0.06,1.15,8.38,0.06
68,Evan Hull,IND,NYJ,-,-,,2.29,2.50,10.27,0.06,0.74,5.47,0.06
69,Audric Estime,DEN,ATL,-,-,,2.25,3.10,12.71,0.11,0.48,3.18,0.00
70,Rasheen Ali,BAL,PIT,-,-,,2.23,3.00,13.12,0.07,0.68,4.97,0.00
71,Keaton Mitchell,BAL,PIT,-,-,,2.06,2.70,12.35,0.06,0.62,4.64,0.00
72,Dylan Laube,LV,MIA,-,-,,1.97,2.50,9.91,0.08,0.68,5.00,0.00
73,Jase McClellan,ATL,DEN,-,-,,1.89,1.70,7.04,0.06,0.63,4.70,0.06
74,Samaje Perine,DEN,ATL,-,-,,1.78,1.50,5.94,0.04,0.99,7.03,0.04
75,Frank Gore,BUF,KC,-,-,,1.76,2.40,10.60,0.07,0.39,2.78,0.00
76,Trey Sermon,IND,NYJ,-,-,,1.75,2.60,10.68,0.07,0.35,2.60,0.00
77,Cam Akers,HOU,DAL,-,-,,1.58,2.60,10.30,0.07,0.20,1.34,0.00
78,DeWayne McBride,MIN,TEN,-,-,,1.53,2.10,8.67,0.07,0.32,2.38,0.00
79,Craig Reynolds,DET,JAX,-,-,,1.52,1.90,8.54,0.06,0.40,3.02,0.00
80,Cordarrelle Patterson,PIT,BAL,-,-,,1.44,1.90,7.62,0.05,0.50,3.77,0.00
81,Kyle Juszczyk,SF,SEA,-,-,,1.33,0.30,1.04,0.00,0.86,8.04,0.07
82,Jawhar Jordan,HOU,DAL,-,-,,1.32,1.90,7.75,0.06,0.24,1.81,0.00
83,Emani Bailey,KC,BUF,-,-,,1.32,2.20,9.57,0.00,0.41,3.66,0.00
84,Ronnie Rivers,LAR,NE,-,-,,1.27,1.60,6.90,0.07,0.25,1.60,0.00
85,Jeff Wilson,MIA,LV,-,-,,1.22,1.50,6.78,0.06,0.26,1.85,0.00
86,Pierre Strong,CLE,NO,-,-,,1.21,1.50,6.32,0.06,0.28,2.14,0.00
87,Isaiah Spiller,LAC,CIN,-,-,,1.18,1.60,6.63,0.06,0.23,1.58,0.00
88,Isaiah Davis,NYJ,IND,-,-,,1.16,1.50,6.66,0.06,0.17,1.29,0.00
89,Blake Watson,DEN,ATL,-,-,,1.13,1.50,6.01,0.06,0.23,1.68,0.00
90,Israel Abanikanda,NYJ,IND,-,-,,1.11,2.10,9.13,0.00,0.28,1.94,0.00
91,Boston Scott,LAR,NE,-,-,,1.09,1.40,6.19,0.06,0.15,1.13,0.00
92,Matt Breida,SF,SEA,-,-,,0.99,1.10,5.04,0.06,0.16,1.25,0.00
93,Dare Ogunbowale,HOU,DAL,-,-,,0.78,0.60,2.52,0.00,0.72,5.30,0.00
94,Zach Evans,LAR,NE,-,-,,0.76,1.50,6.16,0.00,0.15,1.39,0.00
95,Ameer Abdullah,LV,MIA,-,-,,0.62,0.60,2.41,0.00,0.50,3.81,0.00
96,Elijah Dotson,LAC,CIN,-,-,,0.58,1.10,4.30,0.00,0.20,1.47,0.00
97,Travis Homer,CHI,GB,-,-,,0.51,0.80,3.38,0.00,0.24,1.68,0.00
98,D'Ernest Johnson,JAX,DET,-,-,,0.50,0.90,3.80,0.00,0.15,1.16,0.00
99,Nyheim Hines,CLE,NO,-,-,,0.50,0.40,1.64,0.00,0.47,3.37,0.00
100,Cody Schrader,SF,SEA,-,-,,0.49,0.90,4.50,0.00,0.22,0.44,0.00
101,Jordan Mason,SF,SEA,-,-,,0.48,0.50,2.32,0.02,0.18,1.29,0.00
102,Malik Davis,DAL,HOU,-,-,,0.48,0.80,3.58,0.00,0.16,1.22,0.00
103,Emanuel Wilson,GB,CHI,-,-,,0.47,0.60,2.43,0.02,0.15,1.08,0.00
104,Kene Nwangwu,MIN,TEN,-,-,,0.36,0.70,2.83,0.00,0.13,0.73,0.00
105,Kenny McIntosh,SEA,SF,-,-,,0.36,0.70,2.71,0.00,0.12,0.93,0.00
106,Hassan Haskins,TEN,MIN,-,-,,0.32,0.60,2.44,0.00,0.13,0.71,0.00
107,Keilan Robinson,JAX,DET,-,-,,0.31,0.50,2.07,0.00,0.13,1.00,0.00
108,JaMycal Hasty,NE,LAR,-,-,,0.26,0.40,1.59,0.00,0.13,0.96,0.00
109,Keaontay Ingram,KC,BUF,-,-,,0.23,0.40,1.74,0.00,0.10,0.51,0.00
110,Patrick Taylor,SF,SEA,-,-,,0.20,0.20,0.92,0.00,0.15,1.09,0.00
111,Tyrion Davis-Price,PHI,WAS,-,-,,0.12,0.20,0.90,0.00,0.11,0.32,0.00
112,Terrell Jennings,NE,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113,John Kelly,BAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
114,Zonovan Knight,DET,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
115,Jalen Jackson,JAX,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
116,Ke'Shawn Vaughn,SF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
117,Michael Wiley,WAS,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
118,Jacob Saylors,CLE,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
119,J.J. Taylor,HOU,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
120,Patrick Ricard,BAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
121,La'Mical Perine,PIT,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
122,Lew Nichols,PHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
123,Ellis Merriweather,GB,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
124,Sincere McCormick,LV,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
125,Hunter Luepke,DAL,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
126,Tyler Badie,DEN,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
127,Anthony McFarland,MIA,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
128,Nick Bawden,HOU,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129,Jordan Mims,NO,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,Andrew Beck,HOU,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
131,Henry Pearson,GB,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
132,Khari Blasingame,CHI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
133,Deneric Prince,KC,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134,Gary Brightwell,JAX,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135,Kairee Robinson,SEA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136,Chris Brooks,MIA,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137,Jabari Small,TEN,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
138,British Brooks,HOU,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
139,Sione Vaki,DET,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,Brittain Brown,LV,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
141,Carlos Washington,ATL,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
142,Spencer Brown,ATL,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
143,Trayveon Williams,CIN,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
144,Robert Burns,ATL,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
145,Deon Jackson,NYJ,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
146,Michael Burton,DEN,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
147,Jermar Jefferson,DET,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
148,Noah Cain,CIN,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
149,Austin Jones,WAS,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
150,Julius Chestnut,TEN,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
151,Jacob Kibodi,NO,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
152,Jack Colletto,PIT,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
153,Kobe Lewis,SEA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154,Chris Collier,BAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
155,Tyreik McAllister,LV,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
156,Elijah Collins,CIN,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157,Nate McCrary,GB,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
158,Snoop Conner,DAL,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
159,Jeremy McNichols,WAS,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,Daijun Edwards,PIT,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
161,Kendall Milton,PHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
162,Darrynton Evans,BUF,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
163,Chris Myarick,JAX,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164,Chris Evans,CIN,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
165,Jaret Patterson,LAC,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
166,Demetric Felton,IND,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
167,Nathaniel Peat,DAL,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
168,Deshaun Fenwick,NE,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
169,Adam Prentice,NO,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
170,Royce Freeman,DAL,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
171,Louis Rees-Zammit,KC,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
172,Jake Funk,DET,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
173,Aidan Robbins,CLE,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
174,Myles Gaskin,MIN,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
175,James Robinson,NO,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
176,Reggie Gilliam,BUF,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
177,Aaron Shampklin,PIT,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
178,Tyler Goodson,IND,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
179,Carson Steele,KC,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
180,Troy Hairston,HOU,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
181,SaRodorick Thompson,LAR,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
182,C.J. Ham,MIN,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
183,Xazavian Valladay,NYJ,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
184,George Holani,SEA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
185,Jonathan Ward,PIT,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
186,Zander Horvath,MIA,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187,Ian Wheeler,CHI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
188,Jarveon Howard,GB,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
189,Avery Williams,ATL,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
190,Mohamed Ibrahim,MIN,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
191,Owen Wright,BAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
192,Alec Ingold,MIA,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
