,,,Week 5 Game,,,,Fantasy,Receiving,,,Rushing,,
113,David Bell,CLE,WAS,-,-,,1.69,1.10,11.72,0.08,0.08,0.34,0.00
114,Brandon Johnson,DEN,LV,-,-,,1.59,0.85,10.52,0.08,0.08,0.59,0.00
115,Russell Gage,BAL,CIN,-,-,,1.55,0.86,9.84,0.09,0.09,0.26,0.00
116,Xavier Hutchinson,HOU,BUF,-,-,,1.55,0.86,10.70,0.06,0.18,1.16,0.00
117,D.J. Montgomery,IND,JAX,-,-,,1.54,0.95,11.42,0.06,0.06,0.36,0.00
118,Quez Watkins,PIT,DAL,-,-,,1.49,0.79,11.03,0.06,0.06,0.28,0.00
119,Nelson Agholor,BAL,CIN,-,-,,1.46,0.77,9.56,0.08,0.08,0.23,0.00
120,Isaiah Hodgins,NYG,SEA,-,-,,1.44,0.81,10.55,0.06,0.06,0.23,0.00
121,Rakim Jarrett,TB,ATL,-,-,,1.42,0.80,9.98,0.06,0.11,0.57,0.00
122,KaVontae Turpin,DAL,PIT,-,-,,1.41,0.64,7.23,0.06,0.52,3.27,0.00
123,John Metchie,HOU,BUF,-,-,,1.40,0.86,9.91,0.06,0.06,0.49,0.00
124,Xavier Gipson,NYJ,MIN,-,-,,1.40,0.85,9.16,0.06,0.24,1.27,0.00
125,Jacob Cowing,SF,ARI,-,-,,1.36,0.74,8.98,0.07,0.07,0.40,0.00
126,Charlie Jones,CIN,BAL,-,-,,1.36,0.76,9.75,0.06,0.06,0.29,0.00
127,Brandon Powell,MIN,NYJ,-,-,,1.29,0.79,7.97,0.06,0.23,1.30,0.00
128,Skyy Moore,KC,NO,-,-,,1.26,0.78,8.37,0.06,0.13,0.58,0.00
129,Jason Brownlee,NYJ,MIN,-,-,,1.25,0.69,8.66,0.06,0.06,0.19,0.00
130,Ronnie Bell,SF,ARI,-,-,,1.25,0.71,8.64,0.06,0.06,0.26,0.00
131,Ray-Ray McCloud,ATL,TB,-,-,,1.24,0.71,7.72,0.06,0.18,1.04,0.00
132,Trent Sherfield,MIN,NYJ,-,-,,1.23,0.71,9.12,0.05,0.05,0.22,0.00
133,Jamari Thrash,CLE,WAS,-,-,,1.22,0.64,8.23,0.06,0.06,0.35,0.00
134,Malik Heath,GB,LAR,-,-,,1.22,0.65,7.82,0.07,0.07,0.22,0.00
135,Olamide Zaccheaus,WAS,CLE,-,-,,1.22,0.68,8.28,0.06,0.06,0.28,0.00
136,Kayshon Boutte,NE,MIA,-,-,,1.20,0.64,8.06,0.06,0.06,0.29,0.00
137,Tahj Washington,MIA,NE,-,-,,1.19,0.70,8.29,0.06,0.00,0.00,0.00
138,Jordan Whittington,LAR,GB,-,-,,1.17,0.70,8.13,0.06,0.00,0.00,0.00
139,Bub Means,NO,KC,-,-,,1.16,0.66,8.01,0.06,0.00,0.00,0.00
140,Casey Washington,ATL,TB,-,-,,1.12,0.60,7.60,0.06,0.00,0.00,0.00
141,Trenton Irwin,CIN,BAL,-,-,,1.12,0.55,7.30,0.06,0.06,0.25,0.00
142,Ryan Flournoy,DAL,PIT,-,-,,1.12,0.67,7.63,0.06,0.00,0.00,0.00
143,Marcus Rosemy-Jacksaint,WAS,CLE,-,-,,1.10,0.56,7.09,0.06,0.06,0.34,0.00
144,Michael Woods,CLE,WAS,-,-,,1.10,0.54,7.20,0.06,0.06,0.24,0.00
145,Justyn Ross,KC,NO,-,-,,1.09,0.52,6.73,0.07,0.00,0.00,0.00
146,Mack Hollins,BUF,HOU,-,-,,1.09,0.57,7.26,0.06,0.00,0.00,0.00
147,Chris Conley,SF,ARI,-,-,,1.08,0.56,6.96,0.06,0.06,0.25,0.00
148,Jalen Guyton,LV,DEN,-,-,,1.06,0.51,6.79,0.06,0.06,0.23,0.00
149,Devaughn Vele,DEN,LV,-,-,,1.06,0.57,7.01,0.06,0.00,0.00,0.00
150,Tyquan Thornton,NE,MIA,-,-,,1.06,0.51,6.58,0.06,0.11,0.45,0.00
151,Zach Pascal,ARI,SF,-,-,,1.05,0.50,6.64,0.06,0.06,0.22,0.00
152,Tejhaun Palmer,ARI,SF,-,-,,1.05,0.62,6.93,0.06,0.00,0.00,0.00
153,Luke McCaffrey,WAS,CLE,-,-,,1.05,0.71,7.75,0.04,0.08,0.37,0.00
154,Allen Robinson,NYG,SEA,-,-,,1.04,0.64,6.54,0.06,0.06,0.23,0.00
155,Ben Skowronek,HOU,BUF,-,-,,1.04,0.53,6.57,0.06,0.06,0.24,0.00
156,David Moore,CAR,CHI,-,-,,1.03,0.47,6.99,0.05,0.05,0.26,0.00
157,Isaiah McKenzie,NYG,SEA,-,-,,1.01,0.61,5.96,0.06,0.11,0.56,0.00
158,Deonte Harty,BAL,CIN,-,-,,1.00,0.46,5.52,0.06,0.17,0.87,0.00
159,Danny Gray,SF,ARI,-,-,,0.99,0.45,6.01,0.06,0.06,0.26,0.00
160,Anthony Gould,IND,JAX,-,-,,0.97,0.50,6.08,0.06,0.00,0.00,0.00
161,Ashton Dulin,IND,JAX,-,-,,0.96,0.51,5.78,0.06,0.06,0.23,0.00
162,Tim Jones,JAX,IND,-,-,,0.96,0.48,5.74,0.06,0.06,0.24,0.00
163,Jalen Reagor,NE,MIA,-,-,,0.90,0.44,5.79,0.05,0.05,0.22,0.00
164,Equanimeous St. Brown,NO,KC,-,-,,0.81,0.38,4.89,0.05,0.05,0.21,0.00
165,Laviska Shenault,SEA,NYG,-,-,,0.73,0.36,4.18,0.00,0.67,3.15,0.00
166,Byron Pringle,WAS,CLE,-,-,,0.53,0.43,5.02,0.00,0.00,0.29,0.00
167,Devin Duvernay,JAX,IND,-,-,,0.49,0.32,4.14,0.00,0.13,0.78,0.00
168,Tylan Wallace,BAL,CIN,-,-,,0.42,0.31,3.98,0.00,0.06,0.25,0.00
169,Scotty Miller,PIT,DAL,-,-,,0.41,0.30,3.86,0.00,0.06,0.24,0.00
170,Terrace Marshall,CAR,CHI,-,-,,0.39,0.29,3.68,0.00,0.06,0.23,0.00
171,Dee Eskridge,SEA,NYG,-,-,,0.36,0.23,3.23,0.00,0.06,0.35,0.00
172,Ty Scott,SEA,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
173,Kendric Pryor,CIN,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
174,Stanley Morgan,NO,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
175,Lance McCutcheon,NYJ,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
176,Tanner Knue,TB,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
177,Cody White,SEA,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
178,Samori Toure,GB,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
179,Kawaan Baker,NE,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
180,Alex Bachman,LV,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
181,Andre Baccellia,ARI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
182,Kevin Austin,NO,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
183,Ayir Asante,NYG,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
184,Kazmeir Allen,WAS,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
185,Steven Sims,HOU,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
186,Mike Strachan,CAR,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187,Daylen Baldwin,ARI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
188,Greg Ward,IND,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
189,Michael Bandy,DEN,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
190,Easop Winston,SEA,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
191,Tyron Billy-Johnson,DAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
192,Peter LeBlanc,CHI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
193,Chris Blair,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
194,Anthony Miller,BAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
195,Miles Boykin,NYG,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
196,Dante Pettis,CHI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
197,Jalen Brooks,DAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Sean Ryan,BAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,Phillip Brooks,KC,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
200,Sterling Shepard,TB,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
201,Ahmarean Brown,CLE,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
202,Ihmir Smith-Marsette,CAR,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
203,Martavis Bryant,WAS,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
204,Thayer Thomas,MIN,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
205,Cole Burgess,CIN,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
206,DJ Turner,LV,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
207,Deontay Burnett,DAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
208,Jalen Wayne,GB,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
209,Je'Quan Burton,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
210,Seth Williams,JAX,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
211,Hakeem Butler,CIN,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
212,Keith Kirkwood,BAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
213,Terrell Bynum,LV,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
214,Matt Landers,NE,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
215,Damiere Byrd,BUF,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
216,Tay Martin,SF,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
217,Deon Cain,BUF,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
218,Racey McMath,DAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
219,DeAndre Carter,CHI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
220,Denzel Mims,JAX,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
221,Devin Carter,CAR,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
222,Jalen Nailor,MIN,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223,Joshua Cephus,JAX,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
224,Cornell Powell,KC,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
225,Quintez Cephus,HOU,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
226,Marcus Riley,NYJ,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
227,Irvin Charles,NYJ,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
228,Joseph Scates,JAX,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
229,Dan Chisena,ARI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
230,Tyrell Shavers,BUF,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
231,Robbie Chosen,SF,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
232,David Sills,DEN,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
233,Tyrie Cleveland,IND,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
234,Brandon Smith,NYJ,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
235,Jalen Coker,CAR,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
236,Dimitri Stanley,GB,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
237,Elijah Cooks,JAX,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
238,Malik Taylor,NYJ,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
239,Jacob Copeland,PIT,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
240,Mitchell Tinsley,WAS,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
241,Chase Cota,NYG,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
242,Laquon Treadwell,IND,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
243,River Cracraft,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
244,Dayton Wade,BAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
245,Jalen Cropper,DAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
246,Isaiah Washington,BAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
247,Jamison Crowder,WAS,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
248,Raleigh Webb,TB,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
249,Malik Cunningham,BAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
250,Sam Wiglusz,LAR,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
251,Jaelon Darden,CLE,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
252,Juwann Winfree,IND,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
253,Davion Davis,WAS,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
254,Josh Ali,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
255,Shaquan Davis,NO,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
256,Malik Knowles,MIN,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
257,Phillip Dorsett,DEN,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
258,JJ Laap,LAR,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
259,Dylan Drummond,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
260,Kwamie Lassiter,CIN,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
261,Grant DuBose,GB,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
262,T.J. Luther,PIT,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
263,David Durden,DAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
264,Jesse Matthews,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
265,Erik Ezukanma,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
266,Kyric McGowan,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
267,Dez Fitzpatrick,PIT,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
268,Ryan Miller,TB,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
269,Bryce Ford-Wheaton,NYG,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
270,Dax Milne,LV,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
271,Jeff Foreman,LV,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
