,,,Week 11 Game,,,,Fantasy,Receiving,,,Rushing,,
19,DJ Moore,CHI,GB,-,-,,8.64,4.51,61.03,0.40,0.23,1.39,0.00
20,DK Metcalf,SEA,SF,-,-,,8.39,4.02,57.83,0.43,0.05,0.27,0.00
21,Jordan Addison,MIN,TEN,-,-,,8.33,4.28,59.34,0.38,0.19,1.13,0.00
22,Davante Adams,LV,MIA,-,-,,8.26,5.18,61.92,0.34,0.06,0.28,0.00
23,Stefon Diggs,HOU,DAL,-,-,,8.26,4.82,58.31,0.40,0.06,0.29,0.00
24,Christian Kirk,JAX,DET,-,-,,8.23,4.76,60.68,0.35,0.12,0.65,0.00
25,Tank Dell,HOU,DAL,-,-,,8.18,4.53,57.51,0.34,0.68,3.85,0.00
26,George Pickens,PIT,BAL,-,-,,8.02,3.96,59.80,0.33,0.11,0.56,0.00
27,Zay Flowers,BAL,PIT,-,-,,7.89,4.77,54.87,0.35,0.47,3.00,0.00
28,Rome Odunze,CHI,GB,-,-,,7.82,4.20,56.82,0.35,0.06,0.41,0.00
29,Jayden Reed,GB,CHI,-,-,,7.68,4.12,51.40,0.29,0.75,4.41,0.06
30,Calvin Ridley,TEN,MIN,-,-,,7.67,4.06,54.97,0.33,0.33,1.89,0.00
31,Keenan Allen,CHI,GB,-,-,,7.64,4.93,54.75,0.35,0.12,0.65,0.00
32,Michael Pittman,IND,NYJ,-,-,,7.57,5.18,58.02,0.29,0.06,0.29,0.00
33,Terry McLaurin,WAS,PHI,-,-,,7.23,4.22,55.73,0.27,0.05,0.33,0.00
34,Rashee Rice,KC,BUF,-,-,,7.05,4.65,50.18,0.33,0.11,0.49,0.00
35,Xavier Worthy,KC,BUF,-,-,,7.04,3.64,48.79,0.34,0.17,1.25,0.00
36,Christian Watson,GB,CHI,-,-,,6.77,3.29,45.09,0.35,0.29,1.56,0.00
37,Marquise Brown,KC,BUF,-,-,,6.76,3.50,48.72,0.30,0.18,0.83,0.00
38,DeAndre Hopkins,TEN,MIN,-,-,,6.72,4.01,48.06,0.31,0.13,0.50,0.00
39,Mike Williams,NYJ,IND,-,-,,6.47,3.33,45.74,0.31,0.06,0.31,0.00
40,Jameson Williams,DET,JAX,-,-,,6.41,3.20,45.36,0.28,0.34,1.96,0.00
41,Brian Thomas,JAX,DET,-,-,,6.35,3.52,45.22,0.29,0.12,0.87,0.00
42,Ladd McConkey,LAC,CIN,-,-,,6.30,3.50,42.63,0.33,0.05,0.60,0.00
43,Brandin Cooks,DAL,HOU,-,-,,6.15,3.36,41.79,0.31,0.19,1.06,0.00
44,Keon Coleman,BUF,KC,-,-,,6.13,3.31,43.57,0.29,0.06,0.29,0.00
45,Romeo Doubs,GB,CHI,-,-,,6.13,3.50,43.61,0.29,0.06,0.29,0.00
46,Khalil Shakir,BUF,KC,-,-,,6.05,3.60,42.65,0.29,0.06,0.47,0.00
47,Gabe Davis,JAX,DET,-,-,,6.05,3.14,43.40,0.28,0.06,0.28,0.00
48,Dontayvion Wicks,GB,CHI,-,-,,6.01,3.01,39.36,0.33,0.20,0.92,0.00
49,Courtland Sutton,DEN,ATL,-,-,,5.99,3.28,44.08,0.26,0.05,0.26,0.00
50,Ricky Pearsall,SF,SEA,-,-,,5.93,3.24,38.97,0.32,0.19,1.08,0.00
51,Tyler Lockett,SEA,SF,-,-,,5.86,3.51,42.09,0.27,0.05,0.27,0.00
52,Curtis Samuel,BUF,KC,-,-,,5.81,3.40,37.87,0.21,0.68,4.60,0.05
53,Jerry Jeudy,CLE,NO,-,-,,5.80,3.21,41.07,0.27,0.11,0.70,0.00
54,Jaxon Smith-Njigba,SEA,SF,-,-,,5.78,3.75,40.47,0.28,0.11,0.56,0.00
55,Jahan Dotson,PHI,WAS,-,-,,5.64,3.14,40.76,0.25,0.08,0.68,0.00
56,Malachi Corley,NYJ,IND,-,-,,5.61,3.49,36.77,0.28,0.42,2.51,0.00
57,Joshua Palmer,LAC,CIN,-,-,,5.56,2.98,37.25,0.30,0.05,0.35,0.00
58,Rashid Shaheed,NO,CLE,-,-,,5.42,2.84,38.18,0.22,0.44,2.84,0.00
59,Jakobi Meyers,LV,MIA,-,-,,5.40,3.42,38.64,0.23,0.23,1.20,0.00
60,Troy Franklin,DEN,ATL,-,-,,5.35,3.01,36.90,0.27,0.09,0.36,0.00
61,Josh Downs,IND,NYJ,-,-,,5.29,3.40,37.88,0.23,0.17,1.19,0.00
62,Roman Wilson,PIT,BAL,-,-,,5.23,2.79,37.43,0.22,0.22,1.62,0.00
63,Adonai Mitchell,IND,NYJ,-,-,,5.15,2.85,37.23,0.23,0.06,0.46,0.00
64,Ja'Lynn Polk,NE,LAR,-,-,,5.09,3.06,36.29,0.23,0.06,0.79,0.00
65,Darnell Mooney,ATL,DEN,-,-,,5.08,2.73,36.80,0.22,0.11,0.82,0.00
66,DeMario Douglas,NE,LAR,-,-,,5.02,3.24,35.68,0.21,0.31,1.90,0.00
67,Marvin Mims,DEN,ATL,-,-,,4.96,2.56,35.37,0.21,0.21,1.64,0.00
68,Quentin Johnston,LAC,CIN,-,-,,4.93,2.81,35.15,0.23,0.06,0.34,0.00
69,Jermaine Burton,CIN,LAC,-,-,,4.82,2.63,33.18,0.24,0.06,0.60,0.00
70,Rashod Bateman,BAL,PIT,-,-,,4.62,2.56,32.67,0.22,0.06,0.28,0.00
71,Devontez Walker,BAL,PIT,-,-,,4.51,2.50,30.78,0.23,0.08,0.55,0.00
72,Tyler Boyd,TEN,MIN,-,-,,4.00,2.74,28.72,0.18,0.12,0.48,0.00
73,Kendrick Bourne,NE,LAR,-,-,,3.82,2.16,27.37,0.17,0.11,0.67,0.00
74,Odell Beckham,MIA,LV,-,-,,3.82,2.12,26.37,0.19,0.06,0.44,0.00
75,Demarcus Robinson,LAR,NE,-,-,,3.63,1.92,23.81,0.20,0.04,0.45,0.00
76,Elijah Moore,CLE,NO,-,-,,3.51,2.20,23.88,0.17,0.23,1.04,0.00
77,K.J. Osborn,NE,LAR,-,-,,3.43,1.84,23.75,0.17,0.06,0.33,0.00
78,Javon Baker,NE,LAR,-,-,,3.40,1.97,23.89,0.15,0.15,1.08,0.00
79,Marquez Valdes-Scantling,BUF,KC,-,-,,3.11,1.33,20.05,0.18,0.09,0.27,0.00
80,Jalen Tolbert,DAL,HOU,-,-,,3.10,1.92,22.27,0.14,0.05,0.34,0.00
81,DJ Chark,LAC,CIN,-,-,,3.10,1.74,22.92,0.13,0.04,0.31,0.00
82,Tyler Scott,CHI,GB,-,-,,2.94,1.62,18.31,0.15,0.44,2.13,0.00
83,A.T. Perry,NO,CLE,-,-,,2.86,1.45,20.56,0.13,0.07,0.26,0.00
84,Josh Reynolds,DEN,ATL,-,-,,2.83,1.69,21.44,0.11,0.06,0.28,0.00
85,Tre Tucker,LV,MIA,-,-,,2.81,1.66,17.76,0.14,0.32,1.94,0.00
86,Treylon Burks,TEN,MIN,-,-,,2.75,1.51,19.61,0.11,0.26,1.28,0.00
87,Malik Washington,MIA,LV,-,-,,2.66,1.45,18.46,0.11,0.22,1.56,0.00
88,Noah Brown,HOU,DAL,-,-,,2.61,1.27,17.51,0.14,0.07,0.21,0.00
89,Jake Bobo,SEA,SF,-,-,,2.57,1.38,16.97,0.14,0.07,0.28,0.00
90,Jauan Jennings,SF,SEA,-,-,,2.57,1.48,18.12,0.12,0.04,0.40,0.00
91,Alec Pierce,IND,NYJ,-,-,,2.52,1.24,18.91,0.10,0.05,0.25,0.00
92,Cedric Tillman,CLE,NO,-,-,,2.49,1.30,17.41,0.12,0.06,0.30,0.00
93,KJ Hamler,BUF,KC,-,-,,2.49,1.18,16.39,0.13,0.13,0.66,0.00
94,Van Jefferson,PIT,BAL,-,-,,2.45,1.35,17.23,0.11,0.11,0.67,0.00
95,Kalif Raymond,DET,JAX,-,-,,2.43,1.28,16.03,0.10,0.36,2.25,0.00
96,Andrei Iosivas,CIN,LAC,-,-,,2.31,1.29,16.10,0.11,0.04,0.37,0.00
97,Parker Washington,JAX,DET,-,-,,2.28,1.41,15.08,0.12,0.12,0.47,0.00
98,Cedrick Wilson,NO,CLE,-,-,,2.28,1.26,15.87,0.11,0.06,0.34,0.00
99,Calvin Austin,PIT,BAL,-,-,,2.14,1.28,13.65,0.09,0.38,2.34,0.00
100,Dyami Brown,WAS,PHI,-,-,,2.08,1.16,13.91,0.11,0.11,0.32,0.00
101,Brenden Rice,LAC,CIN,-,-,,2.07,1.14,14.25,0.10,0.10,0.41,0.00
102,Allen Lazard,NYJ,IND,-,-,,2.04,0.99,13.59,0.11,0.11,0.22,0.00
103,Tutu Atwell,LAR,NE,-,-,,1.94,1.16,14.75,0.06,0.18,1.04,0.00
104,Mecole Hardman,KC,BUF,-,-,,1.92,0.93,12.21,0.08,0.34,2.20,0.00
105,Braxton Berrios,MIA,LV,-,-,,1.91,1.31,12.99,0.09,0.09,0.70,0.00
106,Justin Watson,KC,BUF,-,-,,1.84,0.99,13.03,0.09,0.00,0.00,0.00
107,Robert Woods,HOU,DAL,-,-,,1.79,1.18,12.09,0.09,0.09,0.36,0.00
108,Bo Melton,GB,CHI,-,-,,1.77,0.87,11.42,0.10,0.03,0.30,0.00
109,Tim Patrick,DEN,ATL,-,-,,1.73,0.99,12.22,0.08,0.05,0.24,0.00
110,Kadarius Toney,KC,BUF,-,-,,1.69,0.84,10.34,0.06,0.48,2.95,0.00
111,David Bell,CLE,NO,-,-,,1.66,1.08,11.47,0.08,0.08,0.33,0.00
112,Brandon Johnson,DEN,ATL,-,-,,1.59,0.84,10.47,0.08,0.08,0.59,0.00
113,Russell Gage,BAL,PIT,-,-,,1.56,0.87,9.92,0.09,0.09,0.26,0.00
114,Donovan Peoples-Jones,DET,JAX,-,-,,1.53,0.83,11.49,0.06,0.06,0.25,0.00
115,Xavier Hutchinson,HOU,DAL,-,-,,1.51,0.83,10.39,0.06,0.18,1.13,0.00
116,D.J. Montgomery,IND,NYJ,-,-,,1.51,0.93,11.17,0.06,0.06,0.35,0.00
117,Quez Watkins,PIT,BAL,-,-,,1.48,0.78,10.88,0.06,0.06,0.28,0.00
118,KaVontae Turpin,DAL,HOU,-,-,,1.48,0.68,7.71,0.06,0.56,3.48,0.00
119,Nelson Agholor,BAL,PIT,-,-,,1.47,0.78,9.64,0.08,0.08,0.23,0.00
120,Johnny Wilson,PHI,WAS,-,-,,1.47,0.90,10.75,0.06,0.06,0.32,0.00
121,Nick Westbrook-Ikhine,TEN,MIN,-,-,,1.42,0.75,10.36,0.06,0.06,0.23,0.00
122,Xavier Gipson,NYJ,IND,-,-,,1.42,0.86,9.28,0.06,0.25,1.29,0.00
123,Derius Davis,LAC,CIN,-,-,,1.39,0.68,8.55,0.06,0.28,1.70,0.00
124,John Metchie,HOU,DAL,-,-,,1.37,0.83,9.61,0.06,0.06,0.47,0.00
125,Charlie Jones,CIN,LAC,-,-,,1.36,0.75,9.67,0.06,0.06,0.29,0.00
126,Jacob Cowing,SF,SEA,-,-,,1.35,0.73,8.91,0.07,0.07,0.40,0.00
127,Parris Campbell,PHI,WAS,-,-,,1.34,0.87,9.50,0.06,0.06,0.31,0.00
128,Trent Sherfield,MIN,TEN,-,-,,1.33,0.74,9.46,0.06,0.06,0.23,0.00
129,Cornelius Johnson,LAC,CIN,-,-,,1.33,0.65,9.74,0.06,0.00,0.00,0.00
130,Brandon Powell,MIN,TEN,-,-,,1.32,0.82,8.26,0.06,0.23,1.35,0.00
131,Tahj Washington,MIA,LV,-,-,,1.27,0.72,8.53,0.07,0.00,0.00,0.00
132,Ainias Smith,PHI,WAS,-,-,,1.26,0.67,8.63,0.06,0.06,0.37,0.00
133,Jason Brownlee,NYJ,IND,-,-,,1.26,0.70,8.77,0.06,0.06,0.19,0.00
134,Ray-Ray McCloud,ATL,DEN,-,-,,1.24,0.71,7.72,0.06,0.18,1.04,0.00
135,Antoine Green,DET,JAX,-,-,,1.24,0.75,8.77,0.06,0.00,0.00,0.00
136,Ronnie Bell,SF,SEA,-,-,,1.24,0.70,8.58,0.06,0.06,0.26,0.00
137,Skyy Moore,KC,BUF,-,-,,1.22,0.75,8.02,0.06,0.12,0.56,0.00
138,Olamide Zaccheaus,WAS,PHI,-,-,,1.21,0.67,8.17,0.06,0.06,0.28,0.00
139,Jamari Thrash,CLE,NO,-,-,,1.20,0.63,8.06,0.06,0.06,0.34,0.00
140,Kayshon Boutte,NE,LAR,-,-,,1.20,0.64,8.06,0.06,0.06,0.29,0.00
141,Malik Heath,GB,CHI,-,-,,1.20,0.63,7.58,0.07,0.07,0.21,0.00
142,Bub Means,NO,CLE,-,-,,1.19,0.69,8.28,0.06,0.00,0.00,0.00
143,Ryan Flournoy,DAL,HOU,-,-,,1.17,0.71,8.14,0.06,0.00,0.00,0.00
144,Jordan Whittington,LAR,NE,-,-,,1.16,0.69,8.03,0.06,0.00,0.00,0.00
145,Casey Washington,ATL,DEN,-,-,,1.12,0.60,7.60,0.06,0.00,0.00,0.00
146,Trenton Irwin,CIN,LAC,-,-,,1.11,0.55,7.23,0.06,0.06,0.24,0.00
147,Mack Hollins,BUF,KC,-,-,,1.11,0.58,7.45,0.06,0.00,0.00,0.00
148,Marcus Rosemy-Jacksaint,WAS,PHI,-,-,,1.09,0.55,6.99,0.06,0.06,0.33,0.00
149,Michael Woods,CLE,NO,-,-,,1.09,0.53,7.05,0.06,0.06,0.24,0.00
150,Chris Conley,SF,SEA,-,-,,1.08,0.56,6.90,0.06,0.06,0.25,0.00
151,Jalen Guyton,LV,MIA,-,-,,1.07,0.52,6.86,0.06,0.06,0.23,0.00
152,Devaughn Vele,DEN,ATL,-,-,,1.06,0.57,6.98,0.06,0.00,0.00,0.00
153,Tyquan Thornton,NE,LAR,-,-,,1.06,0.51,6.58,0.06,0.11,0.45,0.00
154,Luke McCaffrey,WAS,PHI,-,-,,1.04,0.70,7.64,0.04,0.08,0.37,0.00
155,Ben Skowronek,HOU,DAL,-,-,,1.02,0.52,6.37,0.06,0.06,0.23,0.00
156,Justyn Ross,KC,BUF,-,-,,1.01,0.50,6.45,0.06,0.00,0.00,0.00
157,Deonte Harty,BAL,PIT,-,-,,1.01,0.47,5.57,0.06,0.18,0.88,0.00
158,Danny Gray,SF,SEA,-,-,,0.98,0.44,5.97,0.06,0.06,0.25,0.00
159,Ashton Dulin,IND,NYJ,-,-,,0.95,0.50,5.65,0.06,0.06,0.22,0.00
160,Tim Jones,JAX,DET,-,-,,0.94,0.47,5.57,0.06,0.06,0.23,0.00
161,Jalen Reagor,NE,LAR,-,-,,0.90,0.44,5.79,0.05,0.05,0.22,0.00
162,Equanimeous St. Brown,NO,CLE,-,-,,0.89,0.39,5.05,0.06,0.06,0.22,0.00
163,Anthony Gould,IND,NYJ,-,-,,0.89,0.49,5.94,0.05,0.00,0.00,0.00
164,Jha'Quan Jackson,TEN,MIN,-,-,,0.73,0.71,7.32,0.00,0.00,0.00,0.00
165,Laviska Shenault,SEA,SF,-,-,,0.68,0.33,3.85,0.00,0.61,2.90,0.00
166,Kyle Philips,TEN,MIN,-,-,,0.60,0.58,5.84,0.00,0.00,0.15,0.00
167,Byron Pringle,WAS,PHI,-,-,,0.52,0.42,4.95,0.00,0.00,0.28,0.00
168,Devin Duvernay,JAX,DET,-,-,,0.48,0.31,4.02,0.00,0.13,0.75,0.00
169,Tylan Wallace,BAL,PIT,-,-,,0.43,0.31,4.02,0.00,0.06,0.25,0.00
170,Scotty Miller,PIT,BAL,-,-,,0.41,0.30,3.81,0.00,0.06,0.24,0.00
171,Dee Eskridge,SEA,SF,-,-,,0.33,0.21,2.97,0.00,0.05,0.32,0.00
172,Malik Taylor,NYJ,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
173,Ty Scott,SEA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
174,Derek Slywka,IND,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
175,Samson Nacua,NO,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
176,Nikko Remigio,KC,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
177,Seth Williams,JAX,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
178,Josh Ali,ATL,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
179,Tyron Billy-Johnson,DAL,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
180,Chris Blair,ATL,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
181,Kawaan Baker,NE,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
182,Michael Bandy,DEN,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
183,Alex Bachman,LV,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
184,Kevin Austin,NO,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
185,Kazmeir Allen,WAS,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
186,Brycen Tremayne,WAS,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187,Malik Knowles,MIN,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
188,Austin Watkins,PHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
189,Lance McCutcheon,NYJ,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
190,Jalen Brooks,DAL,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
191,Maurice Alexander,DET,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
192,Peter LeBlanc,CHI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
193,Phillip Brooks,KC,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
194,Dax Milne,LV,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
195,Ahmarean Brown,CLE,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
196,Dante Pettis,CHI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
197,Martavis Bryant,WAS,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Braylon Sanders,MIA,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,Cole Burgess,CIN,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
200,Justin Shorter,BUF,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
201,Deontay Burnett,DAL,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
202,Willie Snead,MIA,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
203,Je'Quan Burton,MIA,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
204,Mason Tipton,NO,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
205,Hakeem Butler,CIN,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
206,David Wallis,NE,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
207,Terrell Bynum,LV,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
208,Cody White,SEA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
209,Damiere Byrd,BUF,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
210,Isaiah Winstead,NYJ,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
211,Deon Cain,BUF,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
212,Jontre Kirklin,SF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
213,Jalon Calhoun,DET,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
214,Matt Landers,NE,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
215,DeAndre Carter,CHI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
216,Tay Martin,SF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
217,Quintez Cephus,HOU,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
218,Racey McMath,DAL,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
219,Joshua Cephus,JAX,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
220,Rondale Moore,ATL,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
221,Irvin Charles,NYJ,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
222,Joseph Ngata,PHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223,Robbie Chosen,SF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
224,James Proche,CLE,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
225,Tyrie Cleveland,IND,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
226,John Ross,PHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
227,Elijah Cooks,JAX,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
228,Sam Schnee,TEN,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
229,Jacob Copeland,PIT,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
230,Tyrell Shavers,BUF,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
231,Britain Covey,PHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
232,Marcus Simms,SEA,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
233,River Cracraft,MIA,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
234,Tre'Quan Smith,DET,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
235,Jalen Cropper,DAL,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
236,Drake Stoops,LAR,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
237,Jamison Crowder,WAS,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
238,Thayer Thomas,MIN,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
239,Malik Cunningham,BAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
240,Austin Trammell,JAX,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
241,Jaelon Darden,CLE,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
242,Jalen Virgil,DEN,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
243,Davion Davis,WAS,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
244,Montrell Washington,KC,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
245,Kaden Davis,DET,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
246,Jalen Wayne,GB,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
247,Shaquan Davis,NO,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
248,Sam Wiglusz,LAR,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
249,Phillip Dorsett,DEN,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
250,Isaiah Williams,DET,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
251,Colton Dowell,TEN,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
252,Isaiah Wooden,LAC,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
253,Dylan Drummond,ATL,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
254,Mason Kinsey,TEN,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
255,Grant DuBose,GB,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
256,Keith Kirkwood,BAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
257,David Durden,DAL,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
258,JJ Laap,LAR,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
259,Erik Ezukanma,MIA,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
260,Kwamie Lassiter,CIN,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
261,Simi Fehoko,LAC,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
262,T.J. Luther,PIT,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
263,Dez Fitzpatrick,PIT,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
264,Jesse Matthews,ATL,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
265,Jeff Foreman,LV,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
266,Kyric McGowan,MIA,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
267,Daurice Fountain,DET,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
268,Anthony Miller,BAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
269,Jaelen Gill,LAC,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
270,Denzel Mims,JAX,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
271,Lideatrick Griffin,LV,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
