,,,Week 13 Game,,,,Fantasy,Rushing,,,Receiving,,
32,Raheem Mostert,MIA,GB,-,-,,8.06,9.80,44.26,0.38,1.47,10.53,0.05
33,Jonathon Brooks,CAR,TB,-,-,,8.04,10.60,44.08,0.30,1.96,14.69,0.06
34,Tyjae Spears,TEN,WAS,-,-,,7.57,8.30,35.63,0.21,2.68,19.67,0.13
35,Austin Ekeler,WAS,TEN,-,-,,7.50,7.70,33.20,0.25,2.58,19.56,0.12
36,Brian Robinson,WAS,TEN,-,-,,7.46,10.40,42.67,0.32,1.32,9.69,0.05
37,Jaylen Warren,PIT,CIN,-,-,,7.40,9.10,37.83,0.21,2.30,16.92,0.11
38,Chase Brown,CIN,PIT,-,-,,7.32,8.90,38.41,0.24,2.20,16.77,0.06
39,Zach Charbonnet,SEA,NYJ,-,-,,6.45,8.10,32.97,0.24,1.83,13.53,0.06
40,Jerome Ford,CLE,DEN,-,-,,6.16,6.80,28.86,0.24,2.04,14.75,0.06
41,Chuba Hubbard,CAR,TB,-,-,,6.00,8.50,33.50,0.23,1.27,9.05,0.06
42,Trey Benson,ARI,MIN,-,-,,5.75,7.60,31.44,0.23,1.20,8.65,0.06
43,Blake Corum,LAR,NO,-,-,,5.61,6.50,29.36,0.24,1.18,8.73,0.06
44,Tyler Allgeier,ATL,LAC,-,-,,5.34,7.30,32.08,0.17,1.07,7.55,0.06
45,Ty Chandler,MIN,ARI,-,-,,5.16,6.70,27.83,0.17,1.32,9.99,0.06
46,Jaleel McLaughlin,DEN,CLE,-,-,,4.97,6.50,27.09,0.17,1.22,8.83,0.06
47,Rico Dowdle,DAL,NYG,-,-,,4.80,5.90,25.91,0.16,1.22,8.86,0.06
48,Kendre Miller,NO,LAR,-,-,,4.77,6.00,24.87,0.19,1.08,7.79,0.06
49,Khalil Herbert,CHI,DET,-,-,,4.67,6.30,27.02,0.19,0.62,4.70,0.06
50,Antonio Gibson,NE,IND,-,-,,4.43,4.90,19.28,0.11,1.99,14.79,0.06
51,Kimani Vidal,LAC,ATL,-,-,,4.26,5.50,23.04,0.20,1.02,7.56,0.00
52,MarShawn Lloyd,GB,MIA,-,-,,4.11,4.80,21.70,0.13,0.97,7.36,0.07
53,Dameon Pierce,HOU,JAX,-,-,,4.06,6.20,25.61,0.18,0.56,4.14,0.00
54,Elijah Mitchell,SF,BUF,-,-,,4.00,5.20,24.42,0.18,0.63,4.82,0.00
55,Ray Davis,BUF,SF,-,-,,3.99,5.00,21.52,0.15,0.82,6.41,0.05
56,Clyde Edwards-Helaire,KC,LV,-,-,,3.77,3.90,17.35,0.13,1.21,8.92,0.06
57,Alexander Mattison,LV,KC,-,-,,3.63,5.20,19.70,0.12,0.85,5.77,0.06
58,Roschon Johnson,CHI,DET,-,-,,3.63,3.60,14.97,0.14,1.15,8.68,0.07
59,AJ Dillon,GB,MIA,-,-,,3.60,4.60,19.93,0.19,0.64,4.71,0.00
60,Bucky Irving,TB,CAR,-,-,,3.38,4.20,17.10,0.11,0.98,7.11,0.05
61,Braelon Allen,NYJ,SEA,-,-,,3.36,4.10,18.08,0.16,0.47,3.54,0.04
62,Deuce Vaughn,DAL,NYG,-,-,,3.28,3.20,14.44,0.09,1.01,7.52,0.09
63,Will Shipley,PHI,BAL,-,-,,3.25,4.10,17.17,0.11,0.70,5.14,0.06
64,Jamaal Williams,NO,LAR,-,-,,3.11,4.70,19.00,0.14,0.52,3.66,0.00
65,Chris Rodriguez,WAS,TEN,-,-,,3.02,4.20,17.70,0.15,0.48,3.47,0.00
66,Jaylen Wright,MIA,GB,-,-,,2.96,3.50,15.56,0.11,0.64,4.43,0.05
67,J.K. Dobbins,LAC,ATL,-,-,,2.88,3.40,14.02,0.12,0.69,5.21,0.04
68,Isaac Guerendo,SF,BUF,-,-,,2.70,3.40,15.05,0.12,0.63,4.76,0.00
69,Tyrone Tracy,NYG,DAL,-,-,,2.70,3.10,11.97,0.08,0.88,6.58,0.06
70,Ty Johnson,BUF,SF,-,-,,2.64,2.60,10.90,0.07,0.98,7.10,0.07
71,Tank Bigsby,JAX,HOU,-,-,,2.60,3.60,15.47,0.11,0.55,3.96,0.00
72,Emari Demercado,ARI,MIN,-,-,,2.56,2.40,10.00,0.07,1.07,7.79,0.06
73,D'Onta Foreman,CLE,DEN,-,-,,2.54,3.70,15.66,0.10,0.50,3.73,0.00
74,Kevin Harris,NE,IND,-,-,,2.41,3.50,14.13,0.11,0.47,3.37,0.00
75,Justice Hill,BAL,PHI,-,-,,2.40,1.80,8.06,0.06,1.19,8.71,0.06
76,Kenneth Gainwell,PHI,BAL,-,-,,2.36,2.60,10.58,0.06,0.79,5.86,0.06
77,Evan Hull,IND,NE,-,-,,2.35,2.50,10.64,0.06,0.77,5.67,0.06
78,Rasheen Ali,BAL,PHI,-,-,,2.30,3.00,13.64,0.07,0.70,5.17,0.00
79,Eric Gray,NYG,DAL,-,-,,2.28,3.30,12.75,0.09,0.64,4.68,0.00
80,Audric Estime,DEN,CLE,-,-,,2.16,3.10,12.48,0.10,0.47,3.13,0.00
81,Keaton Mitchell,BAL,PHI,-,-,,2.13,2.70,12.84,0.06,0.64,4.82,0.00
82,Dylan Laube,LV,KC,-,-,,1.94,2.50,9.69,0.08,0.67,4.89,0.00
83,Jase McClellan,ATL,LAC,-,-,,1.92,1.70,7.19,0.06,0.64,4.80,0.06
84,Trey Sermon,IND,NE,-,-,,1.80,2.60,11.07,0.07,0.36,2.69,0.00
85,Chase Edmonds,TB,CAR,-,-,,1.79,1.80,7.23,0.06,0.96,7.11,0.00
86,Samaje Perine,DEN,CLE,-,-,,1.75,1.50,5.83,0.04,0.97,6.90,0.04
87,Miles Sanders,CAR,TB,-,-,,1.73,2.80,11.10,0.06,0.36,2.64,0.00
88,Frank Gore,BUF,SF,-,-,,1.71,2.40,10.19,0.07,0.37,2.68,0.00
89,Cam Akers,HOU,JAX,-,-,,1.58,2.60,10.30,0.07,0.20,1.34,0.00
90,DeWayne McBride,MIN,ARI,-,-,,1.55,2.10,8.87,0.07,0.32,2.43,0.00
91,Craig Reynolds,DET,CHI,-,-,,1.52,1.90,8.54,0.06,0.40,3.02,0.00
92,Michael Carter,ARI,MIN,-,-,,1.43,1.60,6.49,0.06,0.61,4.19,0.00
93,Cordarrelle Patterson,PIT,CIN,-,-,,1.43,1.90,7.58,0.05,0.50,3.76,0.00
94,Emani Bailey,KC,LV,-,-,,1.38,2.20,9.98,0.00,0.42,3.82,0.00
95,Jawhar Jordan,HOU,JAX,-,-,,1.32,1.90,7.75,0.06,0.24,1.81,0.00
96,Ronnie Rivers,LAR,NO,-,-,,1.27,1.60,6.87,0.07,0.25,1.59,0.00
97,Pierre Strong,CLE,DEN,-,-,,1.23,1.50,6.46,0.06,0.29,2.19,0.00
98,Kyle Juszczyk,SF,BUF,-,-,,1.22,0.30,0.99,0.00,0.82,7.62,0.06
99,Isaiah Spiller,LAC,ATL,-,-,,1.20,1.60,6.75,0.06,0.24,1.61,0.00
100,Jeff Wilson,MIA,GB,-,-,,1.17,1.50,6.36,0.06,0.24,1.74,0.00
101,Isaiah Davis,NYJ,SEA,-,-,,1.16,1.50,6.71,0.06,0.17,1.30,0.00
102,Israel Abanikanda,NYJ,SEA,-,-,,1.12,2.10,9.21,0.00,0.28,1.96,0.00
103,Boston Scott,LAR,NO,-,-,,1.09,1.40,6.16,0.06,0.15,1.12,0.00
104,Blake Watson,DEN,CLE,-,-,,1.06,1.50,5.90,0.05,0.23,1.65,0.00
105,Matt Breida,SF,BUF,-,-,,0.96,1.10,4.77,0.06,0.15,1.19,0.00
106,Dare Ogunbowale,HOU,JAX,-,-,,0.78,0.60,2.52,0.00,0.72,5.30,0.00
107,Zach Evans,LAR,NO,-,-,,0.75,1.50,6.13,0.00,0.15,1.38,0.00
108,Raheem Blackshear,CAR,TB,-,-,,0.71,0.80,3.25,0.00,0.50,3.81,0.00
109,Ameer Abdullah,LV,KC,-,-,,0.61,0.60,2.35,0.00,0.49,3.72,0.00
110,Elijah Dotson,LAC,ATL,-,-,,0.59,1.10,4.38,0.00,0.20,1.49,0.00
111,Travis Homer,CHI,DET,-,-,,0.51,0.80,3.40,0.00,0.24,1.69,0.00
112,Nyheim Hines,CLE,DEN,-,-,,0.51,0.40,1.67,0.00,0.48,3.45,0.00
113,Emanuel Wilson,GB,MIA,-,-,,0.50,0.60,2.61,0.02,0.16,1.16,0.00
114,D'Ernest Johnson,JAX,HOU,-,-,,0.50,0.90,3.86,0.00,0.15,1.18,0.00
115,Malik Davis,DAL,NYG,-,-,,0.49,0.80,3.62,0.00,0.16,1.23,0.00
116,Cody Schrader,SF,BUF,-,-,,0.47,0.90,4.27,0.00,0.21,0.41,0.00
117,Jordan Mason,SF,BUF,-,-,,0.46,0.50,2.19,0.02,0.17,1.22,0.00
118,DeeJay Dallas,ARI,MIN,-,-,,0.45,0.60,2.48,0.00,0.28,2.03,0.00
119,Kenny McIntosh,SEA,NYJ,-,-,,0.38,0.70,2.83,0.00,0.13,0.97,0.00
120,Kene Nwangwu,MIN,ARI,-,-,,0.36,0.70,2.90,0.00,0.14,0.74,0.00
121,Sean Tucker,TB,CAR,-,-,,0.32,0.50,2.05,0.00,0.13,1.19,0.00
122,Hassan Haskins,TEN,WAS,-,-,,0.32,0.60,2.50,0.00,0.13,0.73,0.00
123,Keilan Robinson,JAX,HOU,-,-,,0.31,0.50,2.11,0.00,0.14,1.02,0.00
124,JaMycal Hasty,NE,IND,-,-,,0.26,0.40,1.62,0.00,0.13,0.97,0.00
125,Keaontay Ingram,KC,LV,-,-,,0.24,0.40,1.82,0.00,0.11,0.53,0.00
126,Patrick Taylor,SF,BUF,-,-,,0.19,0.20,0.88,0.00,0.14,1.03,0.00
127,Tyrion Davis-Price,PHI,BAL,-,-,,0.11,0.20,0.83,0.00,0.10,0.29,0.00
128,Austin Jones,WAS,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129,John Kelly,BAL,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,Jermar Jefferson,DET,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
131,Jakob Johnson,NYG,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
132,DJ Williams,TB,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
133,Zonovan Knight,DET,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134,SaRodorick Thompson,LAR,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135,Jonathan Ward,PIT,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136,Kairee Robinson,SEA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137,Jaden Shirden,CAR,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
138,Deneric Prince,KC,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
139,Henry Pearson,GB,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,Jordan Mims,NO,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
141,Jeremy McNichols,WAS,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
142,Tyreik McAllister,LV,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
143,Lorenzo Lingard,NYG,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
144,Tyler Badie,DEN,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
145,Nate McCrary,GB,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
146,Nick Bawden,HOU,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
147,Dante Miller,NYG,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
148,Andrew Beck,HOU,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
149,Lew Nichols,PHI,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
150,Khari Blasingame,CHI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
151,La'Mical Perine,PIT,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
152,Mike Boone,CAR,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
153,Patrick Ricard,BAL,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154,Gary Brightwell,JAX,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
155,Jacob Saylors,CLE,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
156,Chris Brooks,MIA,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157,Carson Steele,KC,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
158,British Brooks,HOU,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
159,Xazavian Valladay,NYJ,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,Brittain Brown,LV,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
161,Ian Wheeler,CHI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
162,Spencer Brown,ATL,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
163,Avery Williams,ATL,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164,Robert Burns,ATL,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
165,Ramon Jefferson,TB,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
166,Michael Burton,DEN,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
167,Terrell Jennings,NE,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
168,Noah Cain,CIN,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
169,Tony Jones,ARI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
170,Julius Chestnut,TEN,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
171,Joshua Kelley,NYG,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
172,Jack Colletto,PIT,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
173,Jacob Kibodi,NO,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
174,Chris Collier,BAL,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
175,Kobe Lewis,SEA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
176,Elijah Collins,CIN,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
177,Hunter Luepke,DAL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
178,Snoop Conner,DAL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
179,Sincere McCormick,LV,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
180,Daijun Edwards,PIT,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
181,Anthony McFarland,MIA,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
182,Chris Evans,CIN,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
183,Ellis Merriweather,GB,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
184,Darrynton Evans,BUF,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
185,Kendall Milton,PHI,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
186,Demetric Felton,IND,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187,Chris Myarick,JAX,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
188,Deshaun Fenwick,NE,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
189,Jaret Patterson,LAC,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
190,Royce Freeman,DAL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
191,Nathaniel Peat,DAL,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
192,Jake Funk,DET,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
193,Adam Prentice,NO,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
194,Myles Gaskin,MIN,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
195,Louis Rees-Zammit,KC,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
196,Reggie Gilliam,BUF,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
197,Aidan Robbins,CLE,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Tyler Goodson,IND,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,James Robinson,NO,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
200,Troy Hairston,HOU,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
201,Aaron Shampklin,PIT,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
202,Hassan Hall,ARI,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
203,Jabari Small,TEN,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
204,C.J. Ham,MIN,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
205,J.J. Taylor,HOU,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
206,George Holani,SEA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
207,Sione Vaki,DET,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
208,Zander Horvath,MIA,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
209,Ke'Shawn Vaughn,SF,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
210,Jarveon Howard,GB,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
211,Carlos Washington,ATL,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
212,Mohamed Ibrahim,MIN,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
213,Michael Wiley,WAS,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
214,Alec Ingold,MIA,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
215,Trayveon Williams,CIN,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
216,Deon Jackson,NYJ,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
217,Owen Wright,BAL,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
218,Jalen Jackson,JAX,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
