,,,Week 7 Game,,,,Fantasy,Rushing,,,Receiving,,
48,Antonio Gibson,NE,JAX,-,-,,4.18,4.90,18.23,0.11,1.88,13.99,0.05
49,Elijah Mitchell,SF,KC,-,-,,4.11,5.20,24.84,0.19,0.65,4.90,0.00
50,MarShawn Lloyd,GB,HOU,-,-,,4.09,4.80,21.60,0.13,0.96,7.33,0.07
51,Dameon Pierce,HOU,GB,-,-,,4.06,6.20,25.61,0.18,0.56,4.14,0.00
52,Alexander Mattison,LV,LAR,-,-,,3.77,5.20,20.35,0.13,0.88,5.96,0.06
53,Clyde Edwards-Helaire,KC,SF,-,-,,3.65,3.90,16.56,0.13,1.16,8.51,0.06
54,AJ Dillon,GB,HOU,-,-,,3.59,4.60,19.85,0.19,0.64,4.69,0.00
55,Will Shipley,PHI,NYG,-,-,,3.42,4.10,18.02,0.12,0.74,5.40,0.06
56,Bucky Irving,TB,BAL,-,-,,3.24,4.20,16.50,0.10,0.94,6.86,0.05
57,Braelon Allen,NYJ,PIT,-,-,,3.18,4.10,17.02,0.15,0.44,3.33,0.04
58,Jaylen Wright,MIA,IND,-,-,,3.16,3.50,16.17,0.12,0.67,4.60,0.06
59,Jamaal Williams,NO,DEN,-,-,,3.13,4.70,19.16,0.14,0.53,3.69,0.00
60,Chris Rodriguez,WAS,CAR,-,-,,2.96,4.20,17.24,0.15,0.46,3.39,0.00
61,J.K. Dobbins,LAC,ARI,-,-,,2.87,3.40,13.90,0.12,0.69,5.17,0.04
62,Ty Johnson,BUF,TEN,-,-,,2.85,2.60,11.81,0.07,1.07,7.69,0.08
63,Tyrone Tracy,NYG,PHI,-,-,,2.74,3.10,12.25,0.08,0.90,6.73,0.06
64,Isaac Guerendo,SF,KC,-,-,,2.73,3.40,15.30,0.12,0.65,4.84,0.00
65,Tank Bigsby,JAX,NE,-,-,,2.62,3.60,15.61,0.11,0.56,4.00,0.00
66,Emari Demercado,ARI,LAC,-,-,,2.59,2.40,10.18,0.07,1.09,7.93,0.06
67,D'Onta Foreman,CLE,CIN,-,-,,2.52,3.70,15.52,0.10,0.50,3.70,0.00
68,Kenneth Gainwell,PHI,NYG,-,-,,2.45,2.60,11.10,0.06,0.83,6.15,0.06
69,Justice Hill,BAL,TB,-,-,,2.40,1.80,8.10,0.06,1.20,8.74,0.06
70,Evan Hull,IND,MIA,-,-,,2.38,2.50,10.83,0.06,0.78,5.77,0.06
71,Eric Gray,NYG,PHI,-,-,,2.33,3.30,13.06,0.09,0.65,4.79,0.00
72,Kevin Harris,NE,JAX,-,-,,2.32,3.50,13.37,0.11,0.44,3.19,0.00
73,Rasheen Ali,BAL,TB,-,-,,2.31,3.00,13.70,0.07,0.71,5.19,0.00
74,Audric Estime,DEN,NO,-,-,,2.15,3.10,12.42,0.10,0.47,3.11,0.00
75,Keaton Mitchell,BAL,TB,-,-,,2.13,2.70,12.89,0.06,0.65,4.84,0.00
76,Dylan Laube,LV,LAR,-,-,,1.99,2.50,10.00,0.08,0.69,5.05,0.00
77,Jase McClellan,ATL,SEA,-,-,,1.93,1.70,7.28,0.06,0.65,4.86,0.06
78,Frank Gore,BUF,TEN,-,-,,1.88,2.40,11.05,0.08,0.40,2.90,0.00
79,Trey Sermon,IND,MIA,-,-,,1.82,2.60,11.27,0.07,0.36,2.74,0.00
80,Samaje Perine,DEN,NO,-,-,,1.75,1.50,5.81,0.04,0.97,6.87,0.04
81,Chase Edmonds,TB,BAL,-,-,,1.74,1.80,6.97,0.06,0.92,6.86,0.00
82,Miles Sanders,CAR,WAS,-,-,,1.71,2.80,10.90,0.06,0.35,2.59,0.00
83,Cam Akers,HOU,GB,-,-,,1.58,2.60,10.30,0.07,0.20,1.34,0.00
84,DeWayne McBride,MIN,DET,-,-,,1.53,2.10,8.71,0.07,0.32,2.39,0.00
85,Cordarrelle Patterson,PIT,NYJ,-,-,,1.52,1.90,7.76,0.06,0.51,3.84,0.00
86,Craig Reynolds,DET,MIN,-,-,,1.49,1.90,8.33,0.06,0.39,2.95,0.00
87,Michael Carter,ARI,LAC,-,-,,1.45,1.60,6.61,0.06,0.62,4.26,0.00
88,Jawhar Jordan,HOU,GB,-,-,,1.32,1.90,7.75,0.06,0.24,1.81,0.00
89,Emani Bailey,KC,SF,-,-,,1.32,2.20,9.52,0.00,0.41,3.65,0.00
90,Ronnie Rivers,LAR,LV,-,-,,1.28,1.60,6.99,0.07,0.25,1.62,0.00
91,Kyle Juszczyk,SF,KC,-,-,,1.24,0.30,1.01,0.00,0.83,7.75,0.06
92,Pierre Strong,CLE,CIN,-,-,,1.22,1.50,6.40,0.06,0.29,2.17,0.00
93,Jeff Wilson,MIA,IND,-,-,,1.20,1.50,6.61,0.06,0.25,1.81,0.00
94,Isaiah Spiller,LAC,ARI,-,-,,1.19,1.60,6.69,0.06,0.24,1.60,0.00
95,Isaiah Davis,NYJ,PIT,-,-,,1.11,1.50,6.32,0.06,0.16,1.22,0.00
96,Boston Scott,LAR,LV,-,-,,1.10,1.40,6.26,0.06,0.16,1.14,0.00
97,Israel Abanikanda,NYJ,PIT,-,-,,1.05,2.10,8.67,0.00,0.26,1.84,0.00
98,Blake Watson,DEN,NO,-,-,,1.05,1.50,5.87,0.05,0.23,1.64,0.00
99,Matt Breida,SF,KC,-,-,,0.97,1.10,4.86,0.06,0.16,1.21,0.00
100,Dare Ogunbowale,HOU,GB,-,-,,0.78,0.60,2.52,0.00,0.72,5.30,0.00
101,Zach Evans,LAR,LV,-,-,,0.76,1.50,6.24,0.00,0.16,1.40,0.00
102,Raheem Blackshear,CAR,WAS,-,-,,0.69,0.80,3.19,0.00,0.49,3.74,0.00
103,Ameer Abdullah,LV,LAR,-,-,,0.63,0.60,2.43,0.00,0.51,3.84,0.00
104,Elijah Dotson,LAC,ARI,-,-,,0.58,1.10,4.34,0.00,0.20,1.48,0.00
105,D'Ernest Johnson,JAX,NE,-,-,,0.51,0.90,3.90,0.00,0.15,1.19,0.00
106,Nyheim Hines,CLE,CIN,-,-,,0.51,0.40,1.66,0.00,0.48,3.42,0.00
107,Emanuel Wilson,GB,HOU,-,-,,0.49,0.60,2.59,0.02,0.16,1.15,0.00
108,Cody Schrader,SF,KC,-,-,,0.48,0.90,4.34,0.00,0.21,0.42,0.00
109,Jordan Mason,SF,KC,-,-,,0.47,0.50,2.23,0.02,0.17,1.24,0.00
110,DeeJay Dallas,ARI,LAC,-,-,,0.46,0.60,2.52,0.00,0.29,2.07,0.00
111,Kenny McIntosh,SEA,ATL,-,-,,0.39,0.70,2.89,0.00,0.13,0.99,0.00
112,Kene Nwangwu,MIN,DET,-,-,,0.36,0.70,2.85,0.00,0.13,0.73,0.00
113,Keilan Robinson,JAX,NE,-,-,,0.32,0.50,2.13,0.00,0.14,1.03,0.00
114,Sean Tucker,TB,BAL,-,-,,0.31,0.50,1.98,0.00,0.13,1.15,0.00
115,Hassan Haskins,TEN,BUF,-,-,,0.31,0.60,2.40,0.00,0.13,0.70,0.00
116,JaMycal Hasty,NE,JAX,-,-,,0.25,0.40,1.53,0.00,0.12,0.92,0.00
117,Keaontay Ingram,KC,SF,-,-,,0.23,0.40,1.74,0.00,0.10,0.51,0.00
118,Patrick Taylor,SF,KC,-,-,,0.19,0.20,0.89,0.00,0.14,1.05,0.00
119,Tyrion Davis-Price,PHI,NYG,-,-,,0.12,0.20,0.87,0.00,0.10,0.31,0.00
120,Carlos Washington,ATL,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
121,Avery Williams,ATL,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
122,Jabari Small,TEN,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
123,Sione Vaki,DET,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
124,Louis Rees-Zammit,KC,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
125,James Robinson,NO,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
126,Henry Pearson,GB,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
127,Jordan Mims,NO,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
128,Jeremy McNichols,WAS,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129,Tyreik McAllister,LV,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,Jacob Kibodi,NO,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
131,Joshua Kelley,NYG,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
132,Tyler Badie,DEN,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
133,Kobe Lewis,SEA,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134,Nick Bawden,HOU,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135,Nate McCrary,GB,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136,Andrew Beck,HOU,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137,Dante Miller,NYG,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
138,Mike Boone,CAR,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
139,Lew Nichols,PHI,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,Gary Brightwell,JAX,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
141,Adam Prentice,NO,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
142,Chris Brooks,MIA,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
143,Aidan Robbins,CLE,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
144,British Brooks,HOU,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
145,Aaron Shampklin,PIT,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
146,Brittain Brown,LV,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
147,J.J. Taylor,HOU,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
148,Spencer Brown,ATL,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
149,Ke'Shawn Vaughn,SF,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
150,Ramon Jefferson,TB,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
151,DJ Williams,TB,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
152,Terrell Jennings,NE,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
153,Robert Burns,ATL,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154,Tony Jones,ARI,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
155,Jermar Jefferson,DET,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
156,Michael Burton,DEN,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157,Jakob Johnson,NYG,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
158,Noah Cain,CIN,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
159,Austin Jones,WAS,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,Julius Chestnut,TEN,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
161,John Kelly,BAL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
162,Jack Colletto,PIT,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
163,Zonovan Knight,DET,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164,Chris Collier,BAL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
165,Lorenzo Lingard,NYG,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
166,Elijah Collins,CIN,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
167,Sincere McCormick,LV,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
168,Daijun Edwards,PIT,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
169,Anthony McFarland,MIA,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
170,Chris Evans,CIN,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
171,Ellis Merriweather,GB,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
172,Darrynton Evans,BUF,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
173,Kendall Milton,PHI,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
174,Demetric Felton,IND,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
175,Chris Myarick,JAX,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
176,Deshaun Fenwick,NE,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
177,Jaret Patterson,LAC,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
178,Jake Funk,DET,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
179,La'Mical Perine,PIT,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
180,Myles Gaskin,MIN,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
181,Deneric Prince,KC,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
182,Reggie Gilliam,BUF,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
183,Patrick Ricard,BAL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
184,Tyler Goodson,IND,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
185,Kairee Robinson,SEA,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
186,Troy Hairston,HOU,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187,Jacob Saylors,CLE,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
188,Hassan Hall,ARI,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
189,Jaden Shirden,CAR,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
190,C.J. Ham,MIN,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
191,Carson Steele,KC,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
192,George Holani,SEA,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
193,SaRodorick Thompson,LAR,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
194,Zander Horvath,MIA,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
195,Xazavian Valladay,NYJ,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
196,Jarveon Howard,GB,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
197,Jonathan Ward,PIT,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Mohamed Ibrahim,MIN,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,Michael Wiley,WAS,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
200,Alec Ingold,MIA,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
201,Trayveon Williams,CIN,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
202,Deon Jackson,NYJ,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
203,Owen Wright,BAL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
204,Jalen Jackson,JAX,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
