,,,Week 7 Game,,,,Fantasy,Receiving,,,Rushing,,
60,Adonai Mitchell,IND,MIA,-,-,,5.41,3.01,39.26,0.24,0.06,0.48,0.00
61,Roman Wilson,PIT,NYJ,-,-,,5.36,2.84,38.13,0.23,0.23,1.65,0.00
62,Malachi Corley,NYJ,PIT,-,-,,5.29,3.31,34.91,0.26,0.40,2.38,0.00
63,Darnell Mooney,ATL,SEA,-,-,,5.27,2.82,38.07,0.23,0.11,0.85,0.00
64,Michael Wilson,ARI,LAC,-,-,,5.26,2.83,37.88,0.24,0.06,0.30,0.00
65,Troy Franklin,DEN,NO,-,-,,5.26,2.94,36.06,0.27,0.09,0.36,0.00
66,Diontae Johnson,CAR,WAS,-,-,,5.12,3.74,39.18,0.19,0.10,0.62,0.00
67,Quentin Johnston,LAC,ARI,-,-,,4.96,2.83,35.47,0.23,0.06,0.35,0.00
68,Wan'Dale Robinson,NYG,PHI,-,-,,4.92,3.22,32.92,0.22,0.56,3.05,0.00
69,Marvin Mims,DEN,NO,-,-,,4.88,2.50,34.57,0.21,0.21,1.60,0.00
70,Ja'Lynn Polk,NE,JAX,-,-,,4.87,2.93,34.78,0.22,0.05,0.76,0.00
71,Jermaine Burton,CIN,CLE,-,-,,4.83,2.64,33.33,0.24,0.06,0.60,0.00
72,Rashod Bateman,BAL,TB,-,-,,4.82,2.67,34.10,0.23,0.06,0.29,0.00
73,DeMario Douglas,NE,JAX,-,-,,4.80,3.11,34.20,0.20,0.30,1.83,0.00
74,Devontez Walker,BAL,TB,-,-,,4.71,2.61,32.13,0.24,0.08,0.57,0.00
75,Adam Thielen,CAR,WAS,-,-,,4.48,3.30,33.03,0.19,0.05,0.34,0.00
76,Jalen McMillan,TB,BAL,-,-,,4.28,2.80,29.68,0.20,0.15,1.12,0.00
77,Greg Dortch,ARI,LAC,-,-,,4.22,3.12,30.60,0.17,0.28,1.42,0.00
78,Darius Slayton,NYG,PHI,-,-,,4.16,2.15,31.08,0.17,0.06,0.28,0.00
79,Tyler Boyd,TEN,BUF,-,-,,3.95,2.69,28.20,0.18,0.12,0.47,0.00
80,Demarcus Robinson,LAR,LV,-,-,,3.72,1.94,24.12,0.21,0.04,0.45,0.00
81,Odell Beckham,MIA,IND,-,-,,3.70,2.07,25.72,0.18,0.06,0.43,0.00
82,Zay Jones,ARI,LAC,-,-,,3.69,2.22,26.24,0.17,0.12,0.41,0.00
83,Kendrick Bourne,NE,JAX,-,-,,3.65,2.08,26.24,0.16,0.11,0.64,0.00
84,Elijah Moore,CLE,CIN,-,-,,3.61,2.23,24.20,0.18,0.23,1.06,0.00
85,K.J. Osborn,NE,JAX,-,-,,3.27,1.76,22.77,0.16,0.05,0.32,0.00
86,Javon Baker,NE,JAX,-,-,,3.23,1.89,22.90,0.14,0.14,1.04,0.00
87,Marquez Valdes-Scantling,BUF,TEN,-,-,,3.20,1.39,20.90,0.18,0.09,0.28,0.00
88,DJ Chark,LAC,ARI,-,-,,3.12,1.75,23.12,0.13,0.04,0.31,0.00
89,A.T. Perry,NO,DEN,-,-,,3.04,1.53,21.69,0.14,0.07,0.28,0.00
90,Jalin Hyatt,NYG,PHI,-,-,,3.00,1.48,22.01,0.13,0.06,0.19,0.00
91,Tre Tucker,LV,LAR,-,-,,2.83,1.68,17.92,0.14,0.33,1.96,0.00
92,Josh Reynolds,DEN,NO,-,-,,2.78,1.65,20.95,0.11,0.05,0.27,0.00
93,Jake Bobo,SEA,ATL,-,-,,2.74,1.47,18.09,0.15,0.07,0.29,0.00
94,Treylon Burks,TEN,BUF,-,-,,2.71,1.48,19.26,0.11,0.26,1.26,0.00
95,KJ Hamler,BUF,TEN,-,-,,2.62,1.23,17.09,0.14,0.14,0.68,0.00
96,Alec Pierce,IND,MIA,-,-,,2.62,1.30,19.94,0.10,0.05,0.26,0.00
97,Malik Washington,MIA,IND,-,-,,2.61,1.41,18.01,0.11,0.22,1.52,0.00
98,Noah Brown,HOU,GB,-,-,,2.61,1.27,17.51,0.14,0.07,0.21,0.00
99,Jauan Jennings,SF,KC,-,-,,2.51,1.43,17.46,0.12,0.04,0.39,0.00
100,Cedric Tillman,CLE,CIN,-,-,,2.51,1.32,17.64,0.12,0.06,0.30,0.00
101,Van Jefferson,PIT,NYJ,-,-,,2.48,1.37,17.55,0.11,0.11,0.69,0.00
102,Jonathan Mingo,CAR,WAS,-,-,,2.44,1.44,17.29,0.11,0.04,0.46,0.00
103,Cedrick Wilson,NO,DEN,-,-,,2.43,1.33,16.75,0.12,0.06,0.36,0.00
104,Trey Palmer,TB,BAL,-,-,,2.42,1.40,17.24,0.10,0.20,1.00,0.00
105,Kalif Raymond,DET,MIN,-,-,,2.38,1.24,15.64,0.10,0.35,2.19,0.00
106,Parker Washington,JAX,NE,-,-,,2.32,1.44,15.47,0.12,0.12,0.48,0.00
107,Andrei Iosivas,CIN,CLE,-,-,,2.31,1.30,16.17,0.11,0.04,0.37,0.00
108,Calvin Austin,PIT,NYJ,-,-,,2.17,1.30,13.90,0.09,0.39,2.38,0.00
109,Dyami Brown,WAS,CAR,-,-,,2.16,1.22,14.69,0.11,0.11,0.33,0.00
110,Chris Moore,ARI,LAC,-,-,,2.09,1.10,13.86,0.10,0.20,1.00,0.00
111,Brenden Rice,LAC,ARI,-,-,,2.08,1.15,14.37,0.10,0.10,0.42,0.00
112,Tutu Atwell,LAR,LV,-,-,,1.96,1.17,14.94,0.06,0.19,1.05,0.00
113,Mecole Hardman,KC,SF,-,-,,1.92,0.93,12.16,0.08,0.34,2.20,0.00
114,Bo Melton,GB,HOU,-,-,,1.91,0.93,12.19,0.11,0.04,0.32,0.00
115,Allen Lazard,NYJ,PIT,-,-,,1.91,0.94,12.90,0.10,0.10,0.21,0.00
116,Braxton Berrios,MIA,IND,-,-,,1.88,1.28,12.67,0.09,0.09,0.68,0.00
117,Justin Watson,KC,SF,-,-,,1.84,0.99,12.97,0.09,0.00,0.00,0.00
118,Robert Woods,HOU,GB,-,-,,1.79,1.18,12.09,0.09,0.09,0.36,0.00
119,Tim Patrick,DEN,NO,-,-,,1.70,0.97,11.94,0.08,0.05,0.23,0.00
120,Kadarius Toney,KC,SF,-,-,,1.68,0.84,10.30,0.06,0.48,2.93,0.00
121,David Bell,CLE,CIN,-,-,,1.68,1.09,11.62,0.08,0.08,0.34,0.00
122,Russell Gage,BAL,TB,-,-,,1.60,0.91,10.36,0.09,0.09,0.27,0.00
123,D.J. Montgomery,IND,MIA,-,-,,1.57,0.98,11.77,0.06,0.06,0.37,0.00
124,Brandon Johnson,DEN,NO,-,-,,1.56,0.82,10.23,0.08,0.08,0.58,0.00
125,Nelson Agholor,BAL,TB,-,-,,1.51,0.81,10.06,0.08,0.08,0.24,0.00
126,Xavier Hutchinson,HOU,GB,-,-,,1.51,0.83,10.39,0.06,0.18,1.13,0.00
127,Donovan Peoples-Jones,DET,MIN,-,-,,1.51,0.81,11.21,0.06,0.06,0.25,0.00
128,Quez Watkins,PIT,NYJ,-,-,,1.50,0.79,11.08,0.06,0.06,0.28,0.00
129,Isaiah Hodgins,NYG,PHI,-,-,,1.44,0.81,10.60,0.06,0.06,0.23,0.00
130,Johnny Wilson,PHI,NYG,-,-,,1.43,0.87,10.39,0.06,0.06,0.31,0.00
131,Rakim Jarrett,TB,BAL,-,-,,1.41,0.79,9.93,0.06,0.11,0.57,0.00
132,Nick Westbrook-Ikhine,TEN,BUF,-,-,,1.40,0.73,10.17,0.06,0.06,0.23,0.00
133,Derius Davis,LAC,ARI,-,-,,1.39,0.69,8.63,0.06,0.29,1.71,0.00
134,John Metchie,HOU,GB,-,-,,1.37,0.83,9.61,0.06,0.06,0.47,0.00
135,Charlie Jones,CIN,CLE,-,-,,1.36,0.76,9.71,0.06,0.06,0.29,0.00
136,Xavier Gipson,NYJ,PIT,-,-,,1.36,0.82,8.81,0.06,0.23,1.22,0.00
137,Cornelius Johnson,LAC,ARI,-,-,,1.34,0.65,9.83,0.06,0.00,0.00,0.00
138,Trent Sherfield,MIN,DET,-,-,,1.33,0.74,9.50,0.06,0.06,0.23,0.00
139,Brandon Powell,MIN,DET,-,-,,1.33,0.82,8.30,0.06,0.24,1.35,0.00
140,Parris Campbell,PHI,NYG,-,-,,1.31,0.85,9.18,0.06,0.06,0.30,0.00
141,Ray-Ray McCloud,ATL,SEA,-,-,,1.27,0.73,7.98,0.06,0.18,1.08,0.00
142,Jacob Cowing,SF,KC,-,-,,1.26,0.70,8.58,0.06,0.06,0.38,0.00
143,Olamide Zaccheaus,WAS,CAR,-,-,,1.25,0.70,8.62,0.06,0.06,0.29,0.00
144,Malik Heath,GB,HOU,-,-,,1.25,0.67,8.09,0.07,0.07,0.22,0.00
145,Ainias Smith,PHI,NYG,-,-,,1.23,0.65,8.34,0.06,0.06,0.36,0.00
146,Bub Means,NO,DEN,-,-,,1.23,0.72,8.74,0.06,0.00,0.00,0.00
147,Antoine Green,DET,MIN,-,-,,1.22,0.73,8.56,0.06,0.00,0.00,0.00
148,Skyy Moore,KC,SF,-,-,,1.22,0.74,7.99,0.06,0.12,0.56,0.00
149,Ronnie Bell,SF,KC,-,-,,1.21,0.68,8.26,0.06,0.06,0.25,0.00
150,Jason Brownlee,NYJ,PIT,-,-,,1.21,0.66,8.32,0.06,0.06,0.18,0.00
151,Jamari Thrash,CLE,CIN,-,-,,1.21,0.64,8.16,0.06,0.06,0.35,0.00
152,Tahj Washington,MIA,IND,-,-,,1.19,0.70,8.32,0.06,0.00,0.00,0.00
153,Jordan Whittington,LAR,LV,-,-,,1.17,0.70,8.13,0.06,0.00,0.00,0.00
154,Kayshon Boutte,NE,JAX,-,-,,1.16,0.62,7.73,0.06,0.06,0.28,0.00
155,Casey Washington,ATL,SEA,-,-,,1.15,0.62,7.86,0.06,0.00,0.00,0.00
156,Mack Hollins,BUF,TEN,-,-,,1.14,0.61,7.77,0.06,0.00,0.00,0.00
157,Marcus Rosemy-Jacksaint,WAS,CAR,-,-,,1.13,0.59,7.38,0.06,0.06,0.35,0.00
158,Tejhaun Palmer,ARI,LAC,-,-,,1.11,0.68,7.49,0.06,0.00,0.00,0.00
159,Trenton Irwin,CIN,CLE,-,-,,1.11,0.55,7.27,0.06,0.06,0.24,0.00
160,Zach Pascal,ARI,LAC,-,-,,1.10,0.54,7.17,0.06,0.06,0.24,0.00
161,Michael Woods,CLE,CIN,-,-,,1.10,0.54,7.14,0.06,0.06,0.24,0.00
162,Luke McCaffrey,WAS,CAR,-,-,,1.09,0.73,8.07,0.04,0.08,0.39,0.00
163,Jalen Guyton,LV,LAR,-,-,,1.08,0.52,6.92,0.06,0.06,0.23,0.00
164,Chris Conley,SF,KC,-,-,,1.05,0.54,6.65,0.06,0.06,0.24,0.00
165,Devaughn Vele,DEN,NO,-,-,,1.04,0.55,6.82,0.06,0.00,0.00,0.00
166,David Moore,CAR,WAS,-,-,,1.04,0.48,7.16,0.05,0.05,0.27,0.00
167,Allen Robinson,NYG,PHI,-,-,,1.04,0.64,6.57,0.06,0.06,0.23,0.00
168,Deonte Harty,BAL,TB,-,-,,1.03,0.49,5.81,0.06,0.18,0.92,0.00
169,Ben Skowronek,HOU,GB,-,-,,1.02,0.52,6.37,0.06,0.06,0.23,0.00
170,Isaiah McKenzie,NYG,PHI,-,-,,1.02,0.62,5.99,0.06,0.11,0.56,0.00
171,Justyn Ross,KC,SF,-,-,,1.00,0.50,6.42,0.06,0.00,0.00,0.00
172,Anthony Gould,IND,MIA,-,-,,0.99,0.52,6.27,0.06,0.00,0.00,0.00
173,Ashton Dulin,IND,MIA,-,-,,0.98,0.53,5.96,0.06,0.06,0.23,0.00
174,Tyquan Thornton,NE,JAX,-,-,,0.97,0.49,6.31,0.05,0.11,0.43,0.00
175,Tim Jones,JAX,NE,-,-,,0.96,0.48,5.71,0.06,0.06,0.24,0.00
176,Danny Gray,SF,KC,-,-,,0.96,0.43,5.75,0.06,0.06,0.24,0.00
177,Equanimeous St. Brown,NO,DEN,-,-,,0.92,0.41,5.33,0.06,0.06,0.23,0.00
178,Jalen Reagor,NE,JAX,-,-,,0.88,0.42,5.55,0.05,0.05,0.21,0.00
179,Laviska Shenault,SEA,ATL,-,-,,0.72,0.36,4.10,0.00,0.65,3.09,0.00
180,Jha'Quan Jackson,TEN,BUF,-,-,,0.72,0.70,7.19,0.00,0.00,0.00,0.00
181,Kyle Philips,TEN,BUF,-,-,,0.59,0.57,5.74,0.00,0.00,0.14,0.00
182,Byron Pringle,WAS,CAR,-,-,,0.55,0.45,5.23,0.00,0.00,0.30,0.00
183,Devin Duvernay,JAX,NE,-,-,,0.49,0.32,4.12,0.00,0.13,0.77,0.00
184,Tylan Wallace,BAL,TB,-,-,,0.45,0.33,4.19,0.00,0.07,0.26,0.00
185,Scotty Miller,PIT,NYJ,-,-,,0.41,0.30,3.88,0.00,0.06,0.24,0.00
186,Terrace Marshall,CAR,WAS,-,-,,0.40,0.29,3.77,0.00,0.06,0.24,0.00
187,Dee Eskridge,SEA,ATL,-,-,,0.35,0.23,3.17,0.00,0.06,0.34,0.00
188,Ty Scott,SEA,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
189,Marcus Riley,NYJ,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
190,Joseph Ngata,PHI,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
191,Ryan Miller,TB,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
192,Cody White,SEA,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
193,Samori Toure,GB,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
194,Andre Baccellia,ARI,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
195,Kevin Austin,NO,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
196,Ayir Asante,NYG,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
197,Kazmeir Allen,WAS,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Josh Ali,ATL,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,Maurice Alexander,DET,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
200,Steven Sims,HOU,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
201,Drake Stoops,LAR,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
202,Alex Bachman,LV,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
203,Greg Ward,IND,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
204,Kawaan Baker,NE,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
205,Isaiah Winstead,NYJ,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
206,Daylen Baldwin,ARI,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
207,Tay Martin,SF,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
208,Michael Bandy,DEN,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
209,Rondale Moore,ATL,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
210,Chris Blair,ATL,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
211,Cornell Powell,KC,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
212,Miles Boykin,NYG,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
213,Braylon Sanders,MIA,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
214,Phillip Brooks,KC,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
215,Sterling Shepard,TB,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
216,Ahmarean Brown,CLE,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
217,Xavier Smith,LAR,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
218,Martavis Bryant,WAS,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
219,Thayer Thomas,MIN,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
220,Cole Burgess,CIN,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
221,DJ Turner,LV,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
222,Je'Quan Burton,MIA,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223,Duece Watts,PIT,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
224,Hakeem Butler,CIN,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
225,Seth Williams,JAX,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
226,Jontre Kirklin,SF,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
227,Terrell Bynum,LV,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
228,JJ Laap,LAR,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
229,Malik Knowles,MIN,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
230,Damiere Byrd,BUF,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
231,Kwamie Lassiter,CIN,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
232,Deon Cain,BUF,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
233,Lance McCutcheon,NYJ,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
234,Jalon Calhoun,DET,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
235,Dax Milne,LV,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
236,Devin Carter,CAR,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
237,Samson Nacua,NO,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
238,Joshua Cephus,JAX,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
239,Gunner Olszewski,NYG,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
240,Quintez Cephus,HOU,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
241,Kendric Pryor,CIN,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
242,Irvin Charles,NYJ,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
243,John Ross,PHI,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
244,Dan Chisena,ARI,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
245,Sam Schnee,TEN,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
246,Robbie Chosen,SF,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
247,Tyrell Shavers,BUF,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
248,Tyrie Cleveland,IND,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
249,David Sills,DEN,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
250,Jalen Coker,CAR,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
251,Brandon Smith,NYJ,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
252,Elijah Cooks,JAX,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
253,Willie Snead,MIA,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
254,Jacob Copeland,PIT,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
255,Trent Taylor,SF,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
256,Chase Cota,NYG,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
257,Mitchell Tinsley,WAS,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
258,Britain Covey,PHI,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
259,Laquon Treadwell,IND,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
260,River Cracraft,MIA,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
261,Dayton Wade,BAL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
262,Jamison Crowder,WAS,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
263,Isaiah Washington,BAL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
264,Malik Cunningham,BAL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
265,Xavier Weaver,ARI,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
266,Jaelon Darden,CLE,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
267,Sam Wiglusz,LAR,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
268,Davion Davis,WAS,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
269,Isaiah Williams,DET,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
270,Kaden Davis,DET,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
271,Isaiah Wooden,LAC,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
