,,,Week 5 Game,,,,Fantasy,Rushing,,,Receiving,,
47,Ray Davis,BUF,HOU,-,-,,4.09,5.00,21.81,0.15,0.83,6.49,0.06
48,MarShawn Lloyd,GB,LAR,-,-,,4.00,4.80,20.88,0.13,0.93,7.08,0.07
49,Clyde Edwards-Helaire,KC,NO,-,-,,3.77,3.90,17.35,0.13,1.21,8.92,0.06
50,Roschon Johnson,CHI,CAR,-,-,,3.72,3.60,15.17,0.15,1.16,8.79,0.07
51,Alexander Mattison,LV,DEN,-,-,,3.66,5.20,19.98,0.12,0.86,5.85,0.06
52,AJ Dillon,GB,LAR,-,-,,3.45,4.60,19.18,0.18,0.62,4.53,0.00
53,Braelon Allen,NYJ,MIN,-,-,,3.26,4.10,17.70,0.15,0.46,3.46,0.04
54,Bucky Irving,TB,ATL,-,-,,3.25,4.20,16.57,0.10,0.95,6.89,0.05
55,Jaylen Wright,MIA,NE,-,-,,3.15,3.50,16.10,0.12,0.66,4.58,0.06
56,Deuce Vaughn,DAL,PIT,-,-,,3.05,3.20,13.37,0.09,0.93,6.97,0.08
57,Isaac Guerendo,SF,ARI,-,-,,2.89,3.40,16.01,0.13,0.67,5.06,0.00
58,Jamaal Williams,NO,KC,-,-,,2.88,4.70,17.57,0.13,0.48,3.38,0.00
59,Chris Rodriguez,WAS,CLE,-,-,,2.82,4.20,16.55,0.14,0.45,3.25,0.00
60,Tyrone Tracy,NYG,SEA,-,-,,2.73,3.10,12.19,0.08,0.90,6.70,0.06
61,Ty Johnson,BUF,HOU,-,-,,2.66,2.60,11.04,0.07,1.00,7.19,0.07
62,Tank Bigsby,JAX,IND,-,-,,2.63,3.60,15.67,0.11,0.56,4.01,0.00
63,D'Onta Foreman,CLE,WAS,-,-,,2.54,3.70,15.66,0.10,0.50,3.73,0.00
64,Emari Demercado,ARI,SF,-,-,,2.40,2.40,9.42,0.06,1.01,7.34,0.06
65,Kevin Harris,NE,MIA,-,-,,2.39,3.50,13.94,0.11,0.46,3.33,0.00
66,Evan Hull,IND,JAX,-,-,,2.33,2.50,10.50,0.06,0.76,5.60,0.06
67,Justice Hill,BAL,CIN,-,-,,2.32,1.80,7.69,0.06,1.13,8.30,0.06
68,Eric Gray,NYG,SEA,-,-,,2.32,3.30,12.99,0.09,0.65,4.76,0.00
69,Audric Estime,DEN,LV,-,-,,2.26,3.10,12.77,0.11,0.48,3.20,0.00
70,Rasheen Ali,BAL,CIN,-,-,,2.21,3.00,13.01,0.07,0.67,4.93,0.00
71,Keaton Mitchell,BAL,CIN,-,-,,2.05,2.70,12.25,0.06,0.61,4.60,0.00
72,Dylan Laube,LV,DEN,-,-,,1.96,2.50,9.82,0.08,0.68,4.96,0.00
73,Jase McClellan,ATL,TB,-,-,,1.89,1.70,7.04,0.06,0.63,4.70,0.06
74,Samaje Perine,DEN,LV,-,-,,1.78,1.50,5.97,0.04,0.99,7.06,0.04
75,Trey Sermon,IND,JAX,-,-,,1.78,2.60,10.93,0.07,0.35,2.66,0.00
76,Chase Edmonds,TB,ATL,-,-,,1.75,1.80,7.00,0.06,0.93,6.89,0.00
77,Frank Gore,BUF,HOU,-,-,,1.72,2.40,10.33,0.07,0.38,2.71,0.00
78,Miles Sanders,CAR,CHI,-,-,,1.62,2.80,10.64,0.05,0.35,2.53,0.00
79,Cam Akers,HOU,BUF,-,-,,1.62,2.60,10.62,0.07,0.21,1.38,0.00
80,Cordarrelle Patterson,PIT,DAL,-,-,,1.52,1.90,7.72,0.06,0.51,3.83,0.00
81,DeWayne McBride,MIN,NYJ,-,-,,1.49,2.10,8.37,0.07,0.31,2.29,0.00
82,Emani Bailey,KC,NO,-,-,,1.38,2.20,9.98,0.00,0.42,3.82,0.00
83,Michael Carter,ARI,SF,-,-,,1.37,1.60,6.12,0.06,0.57,3.95,0.00
84,Jawhar Jordan,HOU,BUF,-,-,,1.35,1.90,7.99,0.06,0.25,1.86,0.00
85,Kyle Juszczyk,SF,ARI,-,-,,1.34,0.30,1.05,0.00,0.87,8.11,0.07
86,Ronnie Rivers,LAR,GB,-,-,,1.28,1.60,6.99,0.07,0.25,1.62,0.00
87,Pierre Strong,CLE,WAS,-,-,,1.23,1.50,6.46,0.06,0.29,2.19,0.00
88,Jeff Wilson,MIA,NE,-,-,,1.20,1.50,6.58,0.06,0.25,1.80,0.00
89,Isaiah Davis,NYJ,MIN,-,-,,1.14,1.50,6.57,0.06,0.16,1.27,0.00
90,Blake Watson,DEN,LV,-,-,,1.13,1.50,6.04,0.06,0.23,1.69,0.00
91,Boston Scott,LAR,GB,-,-,,1.10,1.40,6.26,0.06,0.16,1.14,0.00
92,Israel Abanikanda,NYJ,MIN,-,-,,1.09,2.10,9.01,0.00,0.27,1.92,0.00
93,Matt Breida,SF,ARI,-,-,,0.99,1.10,5.08,0.06,0.16,1.26,0.00
94,Dare Ogunbowale,HOU,BUF,-,-,,0.81,0.60,2.60,0.00,0.75,5.47,0.00
95,Zach Evans,LAR,GB,-,-,,0.76,1.50,6.24,0.00,0.16,1.40,0.00
96,Raheem Blackshear,CAR,CHI,-,-,,0.68,0.80,3.12,0.00,0.48,3.65,0.00
97,Ameer Abdullah,LV,DEN,-,-,,0.62,0.60,2.39,0.00,0.50,3.77,0.00
98,Travis Homer,CHI,CAR,-,-,,0.52,0.80,3.44,0.00,0.24,1.71,0.00
99,D'Ernest Johnson,JAX,IND,-,-,,0.51,0.90,3.91,0.00,0.16,1.19,0.00
100,Nyheim Hines,CLE,WAS,-,-,,0.51,0.40,1.67,0.00,0.48,3.45,0.00
101,Cody Schrader,SF,ARI,-,-,,0.50,0.90,4.54,0.00,0.22,0.44,0.00
102,Jordan Mason,SF,ARI,-,-,,0.48,0.50,2.33,0.02,0.18,1.30,0.00
103,Emanuel Wilson,GB,LAR,-,-,,0.48,0.60,2.51,0.02,0.15,1.11,0.00
104,Malik Davis,DAL,PIT,-,-,,0.45,0.80,3.35,0.00,0.15,1.14,0.00
105,DeeJay Dallas,ARI,SF,-,-,,0.42,0.60,2.33,0.00,0.27,1.91,0.00
106,Kenny McIntosh,SEA,NYG,-,-,,0.40,0.70,2.94,0.00,0.13,1.01,0.00
107,Kene Nwangwu,MIN,NYJ,-,-,,0.34,0.70,2.73,0.00,0.13,0.70,0.00
108,Sean Tucker,TB,ATL,-,-,,0.32,0.50,1.99,0.00,0.13,1.16,0.00
109,Keilan Robinson,JAX,IND,-,-,,0.32,0.50,2.14,0.00,0.14,1.04,0.00
110,JaMycal Hasty,NE,MIA,-,-,,0.26,0.40,1.59,0.00,0.13,0.96,0.00
111,Keaontay Ingram,KC,NO,-,-,,0.24,0.40,1.82,0.00,0.11,0.53,0.00
112,Patrick Taylor,SF,ARI,-,-,,0.20,0.20,0.93,0.00,0.15,1.10,0.00
113,Ramon Jefferson,TB,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
114,DJ Williams,TB,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
115,Jakob Johnson,NYG,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
116,J.J. Taylor,HOU,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
117,Jonathan Ward,PIT,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
118,Patrick Ricard,BAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
119,Jacob Saylors,CLE,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
120,La'Mical Perine,PIT,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
121,Jordan Mims,NO,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
122,Anthony McFarland,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
123,Hunter Luepke,DAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
124,John Kelly,BAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
125,Austin Jones,WAS,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
126,Tyler Badie,DEN,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
127,Kobe Lewis,SEA,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
128,Nick Bawden,HOU,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129,Sincere McCormick,LV,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,Andrew Beck,HOU,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
131,Ellis Merriweather,GB,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
132,Khari Blasingame,CHI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
133,Henry Pearson,GB,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134,Mike Boone,CAR,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135,Deneric Prince,KC,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136,Gary Brightwell,JAX,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137,Kairee Robinson,SEA,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
138,Chris Brooks,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
139,Jaden Shirden,CAR,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,British Brooks,HOU,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
141,Xazavian Valladay,NYJ,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
142,Spencer Brown,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
143,Ian Wheeler,CHI,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
144,Brittain Brown,LV,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
145,Trayveon Williams,CIN,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
146,Robert Burns,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
147,Jalen Jackson,JAX,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
148,Michael Burton,DEN,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
149,Terrell Jennings,NE,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
150,Noah Cain,CIN,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
151,Tony Jones,ARI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
152,Jack Colletto,PIT,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
153,Joshua Kelley,NYG,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154,Chris Collier,BAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
155,Jacob Kibodi,NO,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
156,Elijah Collins,CIN,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157,Lorenzo Lingard,NYG,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
158,Snoop Conner,DAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
159,Tyreik McAllister,LV,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,Daijun Edwards,PIT,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
161,Nate McCrary,GB,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
162,Chris Evans,CIN,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
163,Jeremy McNichols,WAS,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164,Darrynton Evans,BUF,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
165,Dante Miller,NYG,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
166,Demetric Felton,IND,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
167,Chris Myarick,JAX,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
168,Deshaun Fenwick,NE,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
169,Nathaniel Peat,DAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
170,Royce Freeman,DAL,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
171,Adam Prentice,NO,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
172,Myles Gaskin,MIN,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
173,Louis Rees-Zammit,KC,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
174,Reggie Gilliam,BUF,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
175,Aidan Robbins,CLE,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
176,Tyler Goodson,IND,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
177,James Robinson,NO,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
178,Troy Hairston,HOU,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
179,Aaron Shampklin,PIT,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
180,Hassan Hall,ARI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
181,Carson Steele,KC,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
182,C.J. Ham,MIN,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
183,SaRodorick Thompson,LAR,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
184,George Holani,SEA,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
185,Ke'Shawn Vaughn,SF,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
186,Zander Horvath,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187,Carlos Washington,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
188,Jarveon Howard,GB,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
189,Michael Wiley,WAS,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
190,Mohamed Ibrahim,MIN,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
191,Avery Williams,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
192,Alec Ingold,MIA,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
193,Owen Wright,BAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
194,Deon Jackson,NYJ,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
