,,,Week 2 Game,,,,Fantasy,Receiving,,,Rushing,,
240,Sam Wiglusz,LAR,ARI,LAR,-2.0,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
241,Deon Cain,BUF,MIA,MIA,2,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
242,Isaiah Wooden,LAC,CAR,LAC,-3.5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
243,Jalon Calhoun,DET,TB,DET,-6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
244,Keith Kirkwood,BAL,LV,BAL,-8.0,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
245,Devin Carter,CAR,LAC,LAC,3.5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
246,Matt Landers,NE,SEA,SEA,3,41.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
247,DeAndre Carter,CHI,HOU,HOU,3.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
248,Tay Martin,SF,MIN,SF,-7.0,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
249,Quintez Cephus,HOU,CHI,HOU,-3.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
250,Racey McMath,DAL,NO,DAL,-6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
251,Joshua Cephus,JAX,CLE,JAX,-2.0,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
252,Denzel Mims,JAX,CLE,JAX,-2.0,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
253,Irvin Charles,NYJ,TEN,NYJ,-4.0,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
254,Jalen Nailor,MIN,SF,SF,7,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
255,Dan Chisena,ARI,LAR,LAR,2,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
256,Dante Pettis,CHI,HOU,HOU,3.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
257,Robbie Chosen,SF,MIN,SF,-7.0,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
258,Kendric Pryor,CIN,KC,KC,3.5,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
259,Tyrie Cleveland,IND,GB,GB,5,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
260,John Ross,PHI,ATL,PHI,-4.0,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
261,Jalen Coker,CAR,LAC,LAC,3.5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
262,Sam Schnee,TEN,NYJ,NYJ,4,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
263,Elijah Cooks,JAX,CLE,JAX,-2.0,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
264,Tyrell Shavers,BUF,MIA,MIA,2,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
265,Jacob Copeland,PIT,DEN,PIT,-2.5,40.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
266,David Sills,DEN,PIT,PIT,2.5,40.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
267,Chase Cota,NYG,WAS,WAS,2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
268,Xavier Smith,LAR,ARI,LAR,-2.0,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
269,Britain Covey,PHI,ATL,PHI,-4.0,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
270,Willie Snead,MIA,BUF,MIA,-2.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
271,River Cracraft,MIA,BUF,MIA,-2.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
272,Freddie Swain,CHI,HOU,HOU,3.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
273,Jalen Cropper,DAL,NO,DAL,-6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
274,Cody Thompson,TB,DET,DET,6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
275,Jamison Crowder,WAS,NYG,WAS,-2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
276,Austin Trammell,JAX,CLE,JAX,-2.0,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
277,Malik Cunningham,BAL,LV,BAL,-8.0,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
278,Jalen Virgil,DEN,PIT,PIT,2.5,40.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
279,Jaelon Darden,CLE,JAX,JAX,2,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
280,Montrell Washington,KC,CIN,KC,-3.5,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
281,Davion Davis,WAS,NYG,WAS,-2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
282,Jalen Wayne,GB,IND,GB,-5.0,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
283,Kaden Davis,DET,TB,DET,-6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
284,Cody White,SEA,NE,SEA,-3.0,41.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
285,Shaquan Davis,NO,DAL,DAL,6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
286,Seth Williams,JAX,CLE,JAX,-2.0,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
287,Tom Kennedy,DET,TB,DET,-6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
288,Isaiah Winstead,NYJ,TEN,NYJ,-4.0,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
289,Mason Kinsey,TEN,NYJ,NYJ,4,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
290,Phillip Dorsett,DEN,PIT,PIT,2.5,40.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
291,Maurice Alexander,DET,TB,DET,-6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
292,Ramel Keyton,LV,BAL,BAL,8,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
293,Colton Dowell,TEN,NYJ,NYJ,4,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
294,Jontre Kirklin,SF,MIN,SF,-7.0,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
295,Dylan Drummond,ATL,PHI,PHI,4,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
296,Malik Knowles,MIN,SF,SF,7,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
297,Grant DuBose,GB,IND,GB,-5.0,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
298,JJ Laap,LAR,ARI,LAR,-2.0,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
299,David Durden,DAL,NO,DAL,-6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300,Kwamie Lassiter,CIN,KC,KC,3.5,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
301,Erik Ezukanma,MIA,BUF,MIA,-2.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,T.J. Luther,PIT,DEN,PIT,-2.5,40.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
303,Simi Fehoko,LAC,CAR,LAC,-3.5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
304,Jesse Matthews,ATL,PHI,PHI,4,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
305,Dez Fitzpatrick,PIT,DEN,PIT,-2.5,40.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
306,Kyric McGowan,MIA,BUF,MIA,-2.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
307,Bryce Ford-Wheaton,NYG,WAS,WAS,2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
308,Anthony Miller,BAL,LV,BAL,-8.0,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
309,Jeff Foreman,LV,BAL,BAL,8,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310,Dax Milne,LV,BAL,BAL,8,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
311,Daurice Fountain,DET,TB,DET,-6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
312,Rondale Moore,ATL,PHI,PHI,4,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
313,Jaelen Gill,LAC,CAR,LAC,-3.5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
314,Samson Nacua,NO,DAL,DAL,6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
315,Lideatrick Griffin,LV,BAL,BAL,8,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,Joseph Ngata,PHI,ATL,PHI,-4.0,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
317,Justin Hall,MIN,SF,SF,7,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
318,Gunner Olszewski,NYG,WAS,WAS,2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
319,Mike Harley,MIA,BUF,MIA,-2.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
320,Sam Pinckney,CAR,LAC,LAC,3.5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
321,Kelvin Harmon,DAL,NO,DAL,-6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
322,James Proche,CLE,JAX,JAX,2,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
323,Tyler Harrell,NYJ,TEN,NYJ,-4.0,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
324,Nikko Remigio,KC,CIN,KC,-3.5,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
325,Jacob Harris,PHI,ATL,PHI,-4.0,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
326,Tayvion Robinson,CAR,LAC,LAC,3.5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
327,Tre'Shaun Harrison,TEN,NYJ,NYJ,4,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
328,Sean Ryan,BAL,LV,BAL,-8.0,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
329,Hayden Hatten,SEA,NE,SEA,-3.0,41.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
330,Joseph Scates,JAX,CLE,JAX,-2.0,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
331,Jaaron Hayek,KC,CIN,KC,-3.5,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
332,Anthony Schwartz,MIA,BUF,MIA,-2.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
333,Griffin Hebert,PHI,ATL,PHI,-4.0,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
334,Zavier Scott,IND,GB,GB,5,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
335,Julian Hicks,GB,IND,GB,-5.0,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
336,Kyle Sheets,KC,CIN,KC,-3.5,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
337,Odieu Hiliare,ATL,PHI,PHI,4,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
338,Justin Shorter,BUF,MIA,MIA,2,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
339,KhaDarel Hodge,ATL,PHI,PHI,4,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
340,Marcus Simms,SEA,NE,SEA,-3.0,41.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
341,Dennis Houston,NYG,WAS,WAS,2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
342,Derek Slywka,IND,GB,GB,5,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
343,Lil'Jordan Humphrey,DEN,PIT,PIT,2.5,40.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
344,Tre'Quan Smith,DET,TB,DET,-6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
345,Andy Isabella,BUF,MIA,MIA,2,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
346,Ihmir Smith-Marsette,CAR,LAC,LAC,3.5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
347,Qadir Ismail,BAL,LV,BAL,-8.0,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
348,Dimitri Stanley,GB,IND,GB,-5.0,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
349,John Jackson,CHI,HOU,HOU,3.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
350,Mike Strachan,CAR,LAC,LAC,3.5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
351,JaQuae Jackson,NE,SEA,SEA,3,41.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,Malik Taylor,NYJ,TEN,NYJ,-4.0,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
353,Shed Jackson,CIN,KC,KC,3.5,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
354,Thayer Thomas,MIN,SF,SF,7,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
355,Lucky Jackson,MIN,SF,SF,7,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
356,Mitchell Tinsley,WAS,NYG,WAS,-2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
357,Trishton Jackson,MIN,SF,SF,7,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
358,Samori Toure,GB,IND,GB,-5.0,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
359,Kearis Jackson,TEN,NYJ,NYJ,4,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
360,Laquon Treadwell,IND,GB,GB,5,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
361,Jadon Janke,MIA,BUF,MIA,-2.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
362,DJ Turner,LV,BAL,BAL,8,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
363,Jaray Jenkins,PIT,DEN,PIT,-2.5,40.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
364,Dayton Wade,BAL,LV,BAL,-8.0,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
365,John Jiles,NYG,WAS,WAS,2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
366,Greg Ward,IND,GB,GB,5,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
367,Kameron Johnson,TB,DET,DET,6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
368,Isaiah Washington,BAL,LV,BAL,-8.0,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
369,Cam Johnson,DAL,NO,DAL,-6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
370,Duece Watts,PIT,DEN,PIT,-2.5,40.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
371,Xavier Johnson,BUF,MIA,MIA,2,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
372,Xavier Weaver,ARI,LAR,LAR,2,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
373,Jaylen Johnson,LAC,CAR,LAC,-3.5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
374,Nsimba Webster,CHI,HOU,HOU,3.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
375,Cephus Johnson,TB,DET,DET,6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
376,David White,JAX,CLE,JAX,-2.0,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
377,Johnny Johnson,HOU,CHI,HOU,-3.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
378,Kristian Wilkerson,LV,BAL,BAL,8,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
379,Tyler Johnson,LAR,ARI,LAR,-2.0,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
380,Dee Williams,SEA,NE,SEA,-3.0,41.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
381,Collin Johnson,CHI,HOU,HOU,3.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
382,Juwann Winfree,IND,GB,GB,5,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
383,Velus Jones,CHI,HOU,HOU,3.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
384,Easop Winston,SEA,NE,SEA,-3.0,41.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
385,Jeshaun Jones,MIN,SF,SF,7,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
386,Dareke Young,SEA,NE,SEA,-3.0,41.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
387,Latreal Jones,TB,DET,DET,6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
