,,,Week 3 Game,,,,Fantasy,Rushing,,,Receiving,,
34,Jaylen Warren,PIT,LAC,-,-,,7.71,9.10,39.59,0.22,2.40,17.71,0.11
35,Chase Brown,CIN,WAS,-,-,,7.64,8.90,40.20,0.25,2.30,17.55,0.06
36,Tyjae Spears,TEN,GB,-,-,,7.23,8.30,34.22,0.20,2.58,18.89,0.12
37,Austin Ekeler,WAS,CIN,-,-,,7.06,7.70,31.20,0.23,2.42,18.38,0.12
38,Brian Robinson,WAS,CIN,-,-,,7.02,10.40,40.10,0.30,1.24,9.10,0.05
39,Zach Charbonnet,SEA,MIA,-,-,,6.72,8.10,34.47,0.25,1.92,14.15,0.06
40,Jerome Ford,CLE,NYG,-,-,,6.26,6.80,29.49,0.24,2.08,15.07,0.06
41,Chuba Hubbard,CAR,LV,-,-,,5.86,8.50,32.89,0.22,1.24,8.88,0.06
42,Trey Benson,ARI,DET,-,-,,5.82,7.60,32.00,0.23,1.22,8.81,0.06
43,Blake Corum,LAR,SF,-,-,,5.50,6.50,28.98,0.23,1.16,8.61,0.06
44,Tyler Allgeier,ATL,KC,-,-,,5.09,7.30,31.00,0.16,1.03,7.29,0.05
45,Jaleel McLaughlin,DEN,TB,-,-,,4.97,6.50,27.09,0.17,1.22,8.83,0.06
46,Ty Chandler,MIN,HOU,-,-,,4.97,6.70,26.87,0.16,1.27,9.64,0.06
47,Kendre Miller,NO,PHI,-,-,,4.68,6.00,24.21,0.19,1.05,7.59,0.06
48,Khalil Herbert,CHI,IND,-,-,,4.64,6.30,26.78,0.19,0.61,4.66,0.06
49,Rico Dowdle,DAL,BAL,-,-,,4.61,5.90,24.96,0.16,1.17,8.53,0.05
50,Ray Davis,BUF,JAX,-,-,,4.32,5.00,23.14,0.16,0.88,6.89,0.06
51,Dameon Pierce,HOU,MIN,-,-,,4.16,6.20,26.51,0.18,0.58,4.29,0.00
52,Antonio Gibson,NE,NYJ,-,-,,4.14,4.90,17.97,0.11,1.86,13.79,0.05
53,Elijah Mitchell,SF,LAR,-,-,,4.13,5.20,24.95,0.19,0.65,4.92,0.00
54,Kimani Vidal,LAC,PIT,-,-,,4.08,5.50,22.12,0.19,0.98,7.26,0.00
55,MarShawn Lloyd,GB,TEN,-,-,,4.01,4.80,20.97,0.13,0.93,7.11,0.07
56,Alexander Mattison,LV,CAR,-,-,,3.95,5.20,21.27,0.13,0.92,6.23,0.07
57,Clyde Edwards-Helaire,KC,ATL,-,-,,3.76,3.90,17.28,0.13,1.21,8.88,0.06
58,Roschon Johnson,CHI,IND,-,-,,3.60,3.60,14.84,0.14,1.14,8.60,0.07
59,Bucky Irving,TB,DEN,-,-,,3.47,4.20,17.33,0.11,0.99,7.21,0.06
60,AJ Dillon,GB,TEN,-,-,,3.46,4.60,19.26,0.18,0.62,4.55,0.00
61,Will Shipley,PHI,NO,-,-,,3.42,4.10,18.02,0.12,0.74,5.40,0.06
62,Braelon Allen,NYJ,NE,-,-,,3.34,4.10,17.86,0.16,0.47,3.49,0.04
63,Deuce Vaughn,DAL,BAL,-,-,,3.20,3.20,13.91,0.09,0.97,7.24,0.09
64,Jaylen Wright,MIA,SEA,-,-,,3.18,3.50,16.31,0.12,0.67,4.64,0.06
65,Jamaal Williams,NO,PHI,-,-,,3.05,4.70,18.49,0.14,0.51,3.56,0.00
66,Ty Johnson,BUF,JAX,-,-,,2.84,2.60,11.72,0.07,1.06,7.63,0.08
67,Chris Rodriguez,WAS,CIN,-,-,,2.83,4.20,16.63,0.14,0.45,3.27,0.00
68,J.K. Dobbins,LAC,PIT,-,-,,2.81,3.40,13.47,0.12,0.66,5.01,0.04
69,Isaac Guerendo,SF,LAR,-,-,,2.74,3.40,15.37,0.12,0.65,4.86,0.00
70,Tyrone Tracy,NYG,CLE,-,-,,2.67,3.10,11.80,0.08,0.87,6.48,0.06
71,D'Onta Foreman,CLE,NYG,-,-,,2.64,3.70,16.00,0.11,0.52,3.81,0.00
72,Emari Demercado,ARI,DET,-,-,,2.59,2.40,10.18,0.07,1.09,7.93,0.06
73,Tank Bigsby,JAX,BUF,-,-,,2.49,3.60,15.01,0.10,0.53,3.84,0.00
74,Kenneth Gainwell,PHI,NO,-,-,,2.45,2.60,11.10,0.06,0.83,6.15,0.06
75,Evan Hull,IND,CHI,-,-,,2.39,2.50,10.92,0.06,0.79,5.82,0.06
76,Justice Hill,BAL,DAL,-,-,,2.35,1.80,7.82,0.06,1.16,8.45,0.06
77,Kevin Harris,NE,NYJ,-,-,,2.29,3.50,13.17,0.11,0.43,3.14,0.00
78,Eric Gray,NYG,CLE,-,-,,2.26,3.30,12.57,0.09,0.63,4.61,0.00
79,Rasheen Ali,BAL,DAL,-,-,,2.25,3.00,13.24,0.07,0.68,5.02,0.00
80,Audric Estime,DEN,TB,-,-,,2.16,3.10,12.48,0.10,0.47,3.13,0.00
81,Keaton Mitchell,BAL,DAL,-,-,,2.07,2.70,12.46,0.06,0.62,4.68,0.00
82,Dylan Laube,LV,CAR,-,-,,2.05,2.50,10.46,0.08,0.72,5.28,0.00
83,Jase McClellan,ATL,KC,-,-,,1.88,1.70,6.95,0.06,0.62,4.64,0.06
84,Frank Gore,BUF,JAX,-,-,,1.86,2.40,10.96,0.08,0.40,2.88,0.00
85,Trey Sermon,IND,CHI,-,-,,1.83,2.60,11.36,0.07,0.37,2.76,0.00
86,Chase Edmonds,TB,DEN,-,-,,1.81,1.80,7.32,0.06,0.97,7.20,0.00
87,Samaje Perine,DEN,TB,-,-,,1.75,1.50,5.83,0.04,0.97,6.90,0.04
88,Miles Sanders,CAR,LV,-,-,,1.71,2.80,10.90,0.06,0.35,2.59,0.00
89,Cam Akers,HOU,MIN,-,-,,1.63,2.60,10.67,0.07,0.21,1.39,0.00
90,Cordarrelle Patterson,PIT,LAC,-,-,,1.55,1.90,7.93,0.06,0.52,3.93,0.00
91,Craig Reynolds,DET,ARI,-,-,,1.52,1.90,8.54,0.06,0.40,3.02,0.00
92,DeWayne McBride,MIN,HOU,-,-,,1.51,2.10,8.56,0.07,0.31,2.35,0.00
93,Michael Carter,ARI,DET,-,-,,1.45,1.60,6.61,0.06,0.62,4.26,0.00
94,Emani Bailey,KC,ATL,-,-,,1.38,2.20,9.94,0.00,0.42,3.81,0.00
95,Jawhar Jordan,HOU,MIN,-,-,,1.35,1.90,8.02,0.06,0.25,1.87,0.00
96,Kyle Juszczyk,SF,LAR,-,-,,1.24,0.30,1.01,0.00,0.84,7.78,0.06
97,Pierre Strong,CLE,NYG,-,-,,1.24,1.50,6.60,0.06,0.29,2.24,0.00
98,Jeff Wilson,MIA,SEA,-,-,,1.21,1.50,6.67,0.06,0.25,1.82,0.00
99,Ronnie Rivers,LAR,SF,-,-,,1.20,1.60,6.78,0.06,0.24,1.57,0.00
100,Isaiah Spiller,LAC,PIT,-,-,,1.16,1.60,6.49,0.06,0.23,1.55,0.00
101,Isaiah Davis,NYJ,NE,-,-,,1.15,1.50,6.63,0.06,0.17,1.28,0.00
102,Israel Abanikanda,NYJ,NE,-,-,,1.10,2.10,9.09,0.00,0.28,1.93,0.00
103,Boston Scott,LAR,SF,-,-,,1.08,1.40,6.08,0.06,0.15,1.11,0.00
104,Blake Watson,DEN,TB,-,-,,1.06,1.50,5.90,0.05,0.23,1.65,0.00
105,Matt Breida,SF,LAR,-,-,,0.97,1.10,4.88,0.06,0.16,1.21,0.00
106,Dare Ogunbowale,HOU,MIN,-,-,,0.81,0.60,2.61,0.00,0.75,5.49,0.00
107,Zach Evans,LAR,SF,-,-,,0.74,1.50,6.05,0.00,0.15,1.36,0.00
108,Raheem Blackshear,CAR,LV,-,-,,0.69,0.80,3.19,0.00,0.49,3.74,0.00
109,Ameer Abdullah,LV,CAR,-,-,,0.66,0.60,2.54,0.00,0.53,4.02,0.00
110,Elijah Dotson,LAC,PIT,-,-,,0.56,1.10,4.21,0.00,0.19,1.43,0.00
111,Nyheim Hines,CLE,NYG,-,-,,0.52,0.40,1.71,0.00,0.49,3.53,0.00
112,Travis Homer,CHI,IND,-,-,,0.50,0.80,3.37,0.00,0.24,1.67,0.00
113,D'Ernest Johnson,JAX,BUF,-,-,,0.49,0.90,3.75,0.00,0.15,1.14,0.00
114,Emanuel Wilson,GB,TEN,-,-,,0.48,0.60,2.52,0.02,0.15,1.12,0.00
115,Cody Schrader,SF,LAR,-,-,,0.48,0.90,4.36,0.00,0.21,0.42,0.00
116,Jordan Mason,SF,LAR,-,-,,0.47,0.50,2.24,0.02,0.18,1.25,0.00
117,Malik Davis,DAL,BAL,-,-,,0.47,0.80,3.49,0.00,0.15,1.19,0.00
118,DeeJay Dallas,ARI,DET,-,-,,0.46,0.60,2.52,0.00,0.29,2.07,0.00
119,Kenny McIntosh,SEA,MIA,-,-,,0.40,0.70,2.96,0.00,0.14,1.01,0.00
120,Kene Nwangwu,MIN,HOU,-,-,,0.35,0.70,2.80,0.00,0.13,0.72,0.00
121,Sean Tucker,TB,DEN,-,-,,0.33,0.50,2.08,0.00,0.13,1.21,0.00
122,Hassan Haskins,TEN,GB,-,-,,0.31,0.60,2.40,0.00,0.13,0.70,0.00
123,Keilan Robinson,JAX,BUF,-,-,,0.30,0.50,2.04,0.00,0.13,0.99,0.00
124,JaMycal Hasty,NE,NYJ,-,-,,0.24,0.40,1.51,0.00,0.12,0.90,0.00
125,Keaontay Ingram,KC,ATL,-,-,,0.23,0.40,1.81,0.00,0.11,0.53,0.00
126,Patrick Taylor,SF,LAR,-,-,,0.19,0.20,0.89,0.00,0.14,1.05,0.00
127,Tyrion Davis-Price,PHI,NO,-,-,,0.12,0.20,0.87,0.00,0.10,0.31,0.00
128,Austin Jones,WAS,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129,John Kelly,BAL,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,Jermar Jefferson,DET,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
131,Jakob Johnson,NYG,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
132,DJ Williams,TB,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
133,Zonovan Knight,DET,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134,SaRodorick Thompson,LAR,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135,Jonathan Ward,PIT,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136,Kairee Robinson,SEA,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137,Jaden Shirden,CAR,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
138,Deneric Prince,KC,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
139,Henry Pearson,GB,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,Jordan Mims,NO,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
141,Jeremy McNichols,WAS,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
142,Tyreik McAllister,LV,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
143,Lorenzo Lingard,NYG,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
144,Tyler Badie,DEN,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
145,Nate McCrary,GB,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
146,Nick Bawden,HOU,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
147,Dante Miller,NYG,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
148,Andrew Beck,HOU,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
149,Lew Nichols,PHI,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
150,Khari Blasingame,CHI,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
151,La'Mical Perine,PIT,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
152,Mike Boone,CAR,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
153,Patrick Ricard,BAL,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154,Gary Brightwell,JAX,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
155,Jacob Saylors,CLE,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
156,Chris Brooks,MIA,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157,Carson Steele,KC,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
158,British Brooks,HOU,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
159,Xazavian Valladay,NYJ,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,Brittain Brown,LV,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
161,Ian Wheeler,CHI,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
162,Spencer Brown,ATL,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
163,Avery Williams,ATL,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164,Robert Burns,ATL,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
165,Ramon Jefferson,TB,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
166,Michael Burton,DEN,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
167,Terrell Jennings,NE,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
168,Noah Cain,CIN,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
169,Tony Jones,ARI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
170,Julius Chestnut,TEN,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
171,Joshua Kelley,NYG,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
172,Jack Colletto,PIT,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
173,Jacob Kibodi,NO,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
174,Chris Collier,BAL,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
175,Kobe Lewis,SEA,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
176,Elijah Collins,CIN,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
177,Hunter Luepke,DAL,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
178,Snoop Conner,DAL,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
179,Sincere McCormick,LV,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
180,Daijun Edwards,PIT,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
181,Anthony McFarland,MIA,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
182,Chris Evans,CIN,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
183,Ellis Merriweather,GB,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
184,Darrynton Evans,BUF,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
185,Kendall Milton,PHI,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
186,Demetric Felton,IND,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187,Chris Myarick,JAX,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
188,Deshaun Fenwick,NE,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
189,Jaret Patterson,LAC,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
190,Royce Freeman,DAL,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
191,Nathaniel Peat,DAL,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
192,Jake Funk,DET,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
193,Adam Prentice,NO,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
194,Myles Gaskin,MIN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
195,Louis Rees-Zammit,KC,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
196,Reggie Gilliam,BUF,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
197,Aidan Robbins,CLE,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Tyler Goodson,IND,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,James Robinson,NO,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
200,Troy Hairston,HOU,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
201,Aaron Shampklin,PIT,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
202,Hassan Hall,ARI,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
203,Jabari Small,TEN,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
204,C.J. Ham,MIN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
205,J.J. Taylor,HOU,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
206,George Holani,SEA,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
207,Sione Vaki,DET,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
208,Zander Horvath,MIA,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
209,Ke'Shawn Vaughn,SF,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
210,Jarveon Howard,GB,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
211,Carlos Washington,ATL,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
212,Mohamed Ibrahim,MIN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
213,Michael Wiley,WAS,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
214,Alec Ingold,MIA,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
215,Trayveon Williams,CIN,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
216,Deon Jackson,NYJ,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
217,Owen Wright,BAL,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
218,Jalen Jackson,JAX,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
