,,,Week 18 Game,,,,Fantasy,Receiving,,,Rushing,,
272,Freddie Swain,CHI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
273,Jalen Cropper,DAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
274,Cody Thompson,TB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
275,Jamison Crowder,WAS,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
276,Austin Trammell,JAX,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
277,Malik Cunningham,BAL,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
278,Jalen Virgil,DEN,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
279,Jaelon Darden,CLE,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
280,Montrell Washington,KC,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
281,Kaden Davis,DET,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
282,Jalen Wayne,GB,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
283,Shaquan Davis,NO,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
284,Cody White,SEA,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
285,Davion Davis,WAS,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
286,Seth Williams,JAX,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
287,Tom Kennedy,DET,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
288,Isaiah Winstead,NYJ,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
289,Mason Kinsey,TEN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
290,Phillip Dorsett,DEN,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
291,Maurice Alexander,DET,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
292,Ramel Keyton,LV,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
293,Colton Dowell,TEN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
294,Jontre Kirklin,SF,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
295,Dylan Drummond,ATL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
296,Malik Knowles,MIN,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
297,Grant DuBose,GB,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
298,JJ Laap,LAR,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
299,David Durden,DAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300,Kwamie Lassiter,CIN,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
301,Erik Ezukanma,MIA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,T.J. Luther,PIT,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
303,Simi Fehoko,LAC,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
304,Jesse Matthews,ATL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
305,Dez Fitzpatrick,PIT,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
306,Kyric McGowan,MIA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
307,Bryce Ford-Wheaton,NYG,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
308,Anthony Miller,BAL,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
309,Jeff Foreman,LV,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310,Dax Milne,LV,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
311,Daurice Fountain,DET,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
312,Rondale Moore,ATL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
313,Jaelen Gill,LAC,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
314,Samson Nacua,NO,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
315,Lideatrick Griffin,LV,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,Joseph Ngata,PHI,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
317,Justin Hall,MIN,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
318,Gunner Olszewski,NYG,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
319,Mike Harley,MIA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
320,Sam Pinckney,CAR,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
321,Kelvin Harmon,DAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
322,James Proche,CLE,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
323,Tyler Harrell,NYJ,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
324,Nikko Remigio,KC,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
325,Jacob Harris,PHI,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
326,Tayvion Robinson,CAR,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
327,Tre'Shaun Harrison,TEN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
328,Sean Ryan,BAL,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
329,Hayden Hatten,SEA,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
330,Joseph Scates,JAX,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
331,Jaaron Hayek,KC,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
332,Anthony Schwartz,MIA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
333,Griffin Hebert,PHI,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
334,Zavier Scott,IND,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
335,Julian Hicks,GB,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
336,Kyle Sheets,KC,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
337,Odieu Hiliare,ATL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
338,Justin Shorter,BUF,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
339,KhaDarel Hodge,ATL,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
340,Marcus Simms,SEA,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
341,Dennis Houston,NYG,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
342,Derek Slywka,IND,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
343,Lil'Jordan Humphrey,DEN,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
344,Tre'Quan Smith,DET,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
345,Andy Isabella,BUF,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
346,Ihmir Smith-Marsette,CAR,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
347,Qadir Ismail,BAL,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
348,Dimitri Stanley,GB,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
349,John Jackson,CHI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
350,Mike Strachan,CAR,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
351,JaQuae Jackson,NE,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,Malik Taylor,NYJ,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
353,Shed Jackson,CIN,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
354,Thayer Thomas,MIN,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
355,Lucky Jackson,MIN,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
356,Mitchell Tinsley,WAS,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
357,Trishton Jackson,MIN,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
358,Samori Toure,GB,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
359,Kearis Jackson,TEN,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
360,Laquon Treadwell,IND,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
361,Jadon Janke,MIA,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
362,DJ Turner,LV,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
363,Jaray Jenkins,PIT,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
364,Dayton Wade,BAL,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
365,John Jiles,NYG,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
366,Greg Ward,IND,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
367,Cam Johnson,DAL,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
368,Isaiah Washington,BAL,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
369,Kameron Johnson,TB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
370,Duece Watts,PIT,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
371,Xavier Johnson,BUF,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
372,Xavier Weaver,ARI,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
373,Jaylen Johnson,LAC,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
374,Nsimba Webster,CHI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
375,Cephus Johnson,TB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
376,David White,JAX,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
377,Johnny Johnson,HOU,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
378,Kristian Wilkerson,LV,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
379,Tyler Johnson,LAR,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
380,Dee Williams,SEA,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
381,Collin Johnson,CHI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
382,Juwann Winfree,IND,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
383,Velus Jones,CHI,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
384,Easop Winston,SEA,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
385,Jeshaun Jones,MIN,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
386,Dareke Young,SEA,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
387,Latreal Jones,TB,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
