,,,Week 10 Game,,,,Fantasy,Rushing,,,Receiving,,
48,Elijah Mitchell,SF,TB,-,-,,4.10,5.20,24.74,0.19,0.64,4.88,0.00
49,Clyde Edwards-Helaire,KC,DEN,-,-,,3.88,3.90,17.71,0.13,1.24,9.10,0.07
50,Roschon Johnson,CHI,NE,-,-,,3.74,3.60,15.30,0.15,1.17,8.87,0.07
51,Will Shipley,PHI,DAL,-,-,,3.38,4.10,17.71,0.12,0.72,5.30,0.06
52,Braelon Allen,NYJ,ARI,-,-,,3.34,4.10,17.86,0.16,0.47,3.49,0.04
53,Bucky Irving,TB,SF,-,-,,3.27,4.20,16.72,0.10,0.96,6.96,0.05
54,Deuce Vaughn,DAL,PHI,-,-,,3.21,3.20,14.03,0.09,0.98,7.31,0.09
55,Jamaal Williams,NO,ATL,-,-,,3.07,4.70,18.66,0.14,0.51,3.59,0.00
56,Jaylen Wright,MIA,LAR,-,-,,2.98,3.50,15.69,0.11,0.65,4.47,0.05
57,J.K. Dobbins,LAC,TEN,-,-,,2.93,3.40,14.33,0.12,0.71,5.33,0.04
58,Chris Rodriguez,WAS,PIT,-,-,,2.85,4.20,16.78,0.14,0.45,3.30,0.00
59,Tyrone Tracy,NYG,CAR,-,-,,2.80,3.10,12.65,0.08,0.93,6.95,0.06
60,Isaac Guerendo,SF,TB,-,-,,2.73,3.40,15.24,0.12,0.64,4.82,0.00
61,Ty Johnson,BUF,IND,-,-,,2.70,2.60,11.24,0.07,1.01,7.32,0.07
62,Tank Bigsby,JAX,MIN,-,-,,2.60,3.60,15.41,0.11,0.55,3.95,0.00
63,Emari Demercado,ARI,NYJ,-,-,,2.55,2.40,9.96,0.07,1.06,7.75,0.06
64,Kenneth Gainwell,PHI,DAL,-,-,,2.42,2.60,10.91,0.06,0.81,6.05,0.06
65,Justice Hill,BAL,CIN,-,-,,2.38,1.80,7.96,0.06,1.18,8.60,0.06
66,Eric Gray,NYG,CAR,-,-,,2.38,3.30,13.48,0.09,0.68,4.94,0.00
67,Kevin Harris,NE,CHI,-,-,,2.34,3.50,13.56,0.11,0.45,3.24,0.00
68,Evan Hull,IND,BUF,-,-,,2.33,2.50,10.50,0.06,0.76,5.60,0.06
69,Rasheen Ali,BAL,CIN,-,-,,2.28,3.00,13.47,0.07,0.70,5.10,0.00
70,Audric Estime,DEN,KC,-,-,,2.12,3.10,12.19,0.10,0.46,3.05,0.00
71,Keaton Mitchell,BAL,CIN,-,-,,2.10,2.70,12.68,0.06,0.63,4.76,0.00
72,Jase McClellan,ATL,NO,-,-,,1.88,1.70,6.95,0.06,0.62,4.64,0.06
73,Trey Sermon,IND,BUF,-,-,,1.78,2.60,10.93,0.07,0.35,2.66,0.00
74,Chase Edmonds,TB,SF,-,-,,1.76,1.80,7.07,0.06,0.93,6.95,0.00
75,Frank Gore,BUF,IND,-,-,,1.75,2.40,10.51,0.07,0.38,2.76,0.00
76,Miles Sanders,CAR,NYG,-,-,,1.74,2.80,11.15,0.06,0.36,2.65,0.00
77,Samaje Perine,DEN,KC,-,-,,1.72,1.50,5.70,0.04,0.95,6.74,0.04
78,Cam Akers,HOU,DET,-,-,,1.62,2.60,10.62,0.07,0.21,1.38,0.00
79,Cordarrelle Patterson,PIT,WAS,-,-,,1.55,1.90,7.97,0.06,0.52,3.95,0.00
80,DeWayne McBride,MIN,JAX,-,-,,1.50,2.10,8.44,0.07,0.31,2.32,0.00
81,Craig Reynolds,DET,HOU,-,-,,1.46,1.90,8.09,0.06,0.38,2.86,0.00
82,Michael Carter,ARI,NYJ,-,-,,1.42,1.60,6.46,0.06,0.60,4.17,0.00
83,Emani Bailey,KC,DEN,-,-,,1.41,2.20,10.19,0.00,0.43,3.90,0.00
84,Jawhar Jordan,HOU,DET,-,-,,1.35,1.90,7.99,0.06,0.25,1.86,0.00
85,Isaiah Spiller,LAC,TEN,-,-,,1.28,1.60,6.90,0.07,0.24,1.65,0.00
86,Ronnie Rivers,LAR,MIA,-,-,,1.27,1.60,6.90,0.07,0.25,1.60,0.00
87,Kyle Juszczyk,SF,TB,-,-,,1.23,0.30,1.00,0.00,0.83,7.72,0.06
88,Jeff Wilson,MIA,LAR,-,-,,1.18,1.50,6.42,0.06,0.24,1.76,0.00
89,Isaiah Davis,NYJ,ARI,-,-,,1.15,1.50,6.63,0.06,0.17,1.28,0.00
90,Israel Abanikanda,NYJ,ARI,-,-,,1.10,2.10,9.09,0.00,0.28,1.93,0.00
91,Boston Scott,LAR,MIA,-,-,,1.09,1.40,6.19,0.06,0.15,1.13,0.00
92,Blake Watson,DEN,KC,-,-,,1.04,1.50,5.77,0.05,0.22,1.61,0.00
93,Matt Breida,SF,TB,-,-,,0.96,1.10,4.84,0.06,0.16,1.20,0.00
94,Dare Ogunbowale,HOU,DET,-,-,,0.81,0.60,2.60,0.00,0.75,5.47,0.00
95,Zach Evans,LAR,MIA,-,-,,0.76,1.50,6.16,0.00,0.15,1.39,0.00
96,Raheem Blackshear,CAR,NYG,-,-,,0.71,0.80,3.27,0.00,0.51,3.83,0.00
97,Elijah Dotson,LAC,TEN,-,-,,0.60,1.10,4.48,0.00,0.20,1.53,0.00
98,Travis Homer,CHI,NE,-,-,,0.52,0.80,3.47,0.00,0.25,1.72,0.00
99,D'Ernest Johnson,JAX,MIN,-,-,,0.50,0.90,3.85,0.00,0.15,1.17,0.00
100,Cody Schrader,SF,TB,-,-,,0.47,0.90,4.32,0.00,0.21,0.42,0.00
101,Malik Davis,DAL,PHI,-,-,,0.47,0.80,3.52,0.00,0.16,1.20,0.00
102,Jordan Mason,SF,TB,-,-,,0.47,0.50,2.22,0.02,0.17,1.24,0.00
103,DeeJay Dallas,ARI,NYJ,-,-,,0.45,0.60,2.46,0.00,0.28,2.02,0.00
104,Kene Nwangwu,MIN,JAX,-,-,,0.35,0.70,2.76,0.00,0.13,0.71,0.00
105,Sean Tucker,TB,SF,-,-,,0.32,0.50,2.01,0.00,0.13,1.17,0.00
106,Keilan Robinson,JAX,MIN,-,-,,0.31,0.50,2.10,0.00,0.14,1.02,0.00
107,Hassan Haskins,TEN,LAC,-,-,,0.31,0.60,2.38,0.00,0.13,0.69,0.00
108,JaMycal Hasty,NE,CHI,-,-,,0.25,0.40,1.55,0.00,0.12,0.93,0.00
109,Keaontay Ingram,KC,DEN,-,-,,0.24,0.40,1.86,0.00,0.11,0.54,0.00
110,Patrick Taylor,SF,TB,-,-,,0.19,0.20,0.89,0.00,0.14,1.04,0.00
111,Tyrion Davis-Price,PHI,DAL,-,-,,0.12,0.20,0.85,0.00,0.10,0.30,0.00
112,Trayveon Williams,CIN,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113,Joshua Kelley,NYG,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
114,Xazavian Valladay,NYJ,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
115,Ian Wheeler,CHI,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
116,James Robinson,NO,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
117,Carson Steele,KC,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
118,Adam Prentice,NO,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
119,Lew Nichols,PHI,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
120,Dante Miller,NYG,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
121,Lorenzo Lingard,NYG,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
122,Terrell Jennings,NE,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
123,Tony Jones,ARI,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
124,Tyler Badie,DEN,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
125,Jacob Kibodi,NO,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
126,Nick Bawden,HOU,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
127,Anthony McFarland,MIA,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
128,Andrew Beck,HOU,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129,Jordan Mims,NO,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,Khari Blasingame,CHI,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
131,Nathaniel Peat,DAL,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
132,Mike Boone,CAR,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
133,Louis Rees-Zammit,KC,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134,Gary Brightwell,JAX,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135,Jaden Shirden,CAR,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136,Chris Brooks,MIA,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137,SaRodorick Thompson,LAR,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
138,British Brooks,HOU,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
139,Jonathan Ward,PIT,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,Spencer Brown,ATL,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
141,DJ Williams,TB,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
142,Deon Jackson,NYJ,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
143,Robert Burns,ATL,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
144,Ramon Jefferson,TB,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
145,Jalen Jackson,JAX,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
146,Michael Burton,DEN,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
147,Jermar Jefferson,DET,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
148,Noah Cain,CIN,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
149,Jakob Johnson,NYG,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
150,Julius Chestnut,TEN,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
151,Austin Jones,WAS,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
152,Jack Colletto,PIT,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
153,John Kelly,BAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154,Chris Collier,BAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
155,Zonovan Knight,DET,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
156,Elijah Collins,CIN,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157,Hunter Luepke,DAL,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
158,Snoop Conner,DAL,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
159,Jeremy McNichols,WAS,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,Daijun Edwards,PIT,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
161,Kendall Milton,PHI,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
162,Chris Evans,CIN,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
163,Chris Myarick,JAX,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164,Darrynton Evans,BUF,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
165,Jaret Patterson,LAC,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
166,Demetric Felton,IND,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
167,La'Mical Perine,PIT,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
168,Deshaun Fenwick,NE,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
169,Deneric Prince,KC,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
170,Royce Freeman,DAL,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
171,Patrick Ricard,BAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
172,Jake Funk,DET,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
173,Aaron Shampklin,PIT,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
174,Myles Gaskin,MIN,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
175,Jabari Small,TEN,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
176,Reggie Gilliam,BUF,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
177,J.J. Taylor,HOU,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
178,Tyler Goodson,IND,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
179,Sione Vaki,DET,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
180,Troy Hairston,HOU,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
181,Ke'Shawn Vaughn,SF,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
182,Hassan Hall,ARI,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
183,Carlos Washington,ATL,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
184,C.J. Ham,MIN,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
185,Michael Wiley,WAS,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
186,Zander Horvath,MIA,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187,Avery Williams,ATL,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
188,Mohamed Ibrahim,MIN,JAX,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
189,Owen Wright,BAL,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
190,Alec Ingold,MIA,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
