,,,Week 1 Game,,,,Fantasy,Receiving,,,Rushing,,
243,Ahmarean Brown,CLE,DAL,CLE,-2.0,43.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
244,Mason Kinsey,TEN,CHI,CHI,4.5,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
245,Martavis Bryant,WAS,TB,TB,3,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
246,Tanner Knue,TB,WAS,TB,-3.0,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
247,Cole Burgess,CIN,NE,CIN,-9.0,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
248,Peter LeBlanc,CHI,TEN,CHI,-4.5,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
249,Deontay Burnett,DAL,CLE,CLE,2,43.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
250,Lance McCutcheon,NYJ,SF,SF,4,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
251,Je'Quan Burton,MIA,JAX,MIA,-3.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
252,Anthony Miller,BAL,KC,KC,2.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
253,Hakeem Butler,CIN,NE,CIN,-9.0,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
254,Stanley Morgan,NO,CAR,NO,-4.0,40.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
255,Terrell Bynum,LV,LAC,LAC,3.5,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
256,Gunner Olszewski,NYG,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
257,Deon Cain,BUF,ARI,BUF,-6.0,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
258,Kendric Pryor,CIN,NE,CIN,-9.0,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
259,Jalon Calhoun,DET,LAR,DET,-3.5,51.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
260,John Ross,PHI,GB,PHI,-2.0,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
261,Devin Carter,CAR,NO,NO,4,40.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
262,Sam Schnee,TEN,CHI,CHI,4.5,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
263,Joshua Cephus,JAX,MIA,MIA,3.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
264,Tyrell Shavers,BUF,ARI,BUF,-6.0,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
265,Quintez Cephus,HOU,IND,HOU,-2.0,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
266,David Sills,DEN,SEA,SEA,5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
267,Irvin Charles,NYJ,SF,SF,4,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
268,Xavier Smith,LAR,DET,DET,3.5,51.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
269,Dan Chisena,ARI,BUF,BUF,6,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
270,Dimitri Stanley,GB,PHI,PHI,2,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
271,Robbie Chosen,SF,NYJ,SF,-4.0,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
272,Malik Taylor,NYJ,SF,SF,4,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
273,Tyrie Cleveland,IND,HOU,HOU,2,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
274,Mitchell Tinsley,WAS,TB,TB,3,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
275,Jalen Coker,CAR,NO,NO,4,40.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
276,Laquon Treadwell,IND,HOU,HOU,2,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
277,Elijah Cooks,JAX,MIA,MIA,3.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
278,Dayton Wade,BAL,KC,KC,2.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
279,Jacob Copeland,PIT,ATL,ATL,3,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
280,Isaiah Washington,BAL,KC,KC,2.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
281,Chase Cota,NYG,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
282,Jalen Wayne,GB,PHI,PHI,2,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
283,Jalen Cropper,DAL,CLE,CLE,2,43.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
284,Cody White,SEA,DEN,SEA,-5.0,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
285,Malik Cunningham,BAL,KC,KC,2.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
286,Seth Williams,JAX,MIA,MIA,3.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
287,Jaelon Darden,CLE,DAL,CLE,-2.0,43.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
288,Isaiah Winstead,NYJ,SF,SF,4,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
289,Jeshaun Jones,MIN,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
290,Davion Davis,WAS,TB,TB,3,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
291,Tom Kennedy,DET,LAR,DET,-3.5,51.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
292,Latreal Jones,TB,WAS,TB,-3.0,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
293,Kaden Davis,DET,LAR,DET,-3.5,51.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
294,Ramel Keyton,LV,LAC,LAC,3.5,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
295,Shaquan Davis,NO,CAR,NO,-4.0,40.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
296,Jontre Kirklin,SF,NYJ,SF,-4.0,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
297,Phillip Dorsett,DEN,SEA,SEA,5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
298,Malik Knowles,MIN,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
299,Colton Dowell,TEN,CHI,CHI,4.5,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300,JJ Laap,LAR,DET,DET,3.5,51.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
301,Dylan Drummond,ATL,PIT,ATL,-3.0,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,Kwamie Lassiter,CIN,NE,CIN,-9.0,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
303,Grant DuBose,GB,PHI,PHI,2,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
304,T.J. Luther,PIT,ATL,ATL,3,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
305,David Durden,DAL,CLE,CLE,2,43.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
306,Jesse Matthews,ATL,PIT,ATL,-3.0,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
307,Erik Ezukanma,MIA,JAX,MIA,-3.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
308,Kyric McGowan,MIA,JAX,MIA,-3.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
309,Simi Fehoko,LAC,LV,LAC,-3.5,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310,Ryan Miller,TB,WAS,TB,-3.0,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
311,Dez Fitzpatrick,PIT,ATL,ATL,3,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
312,Dax Milne,LV,LAC,LAC,3.5,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
313,Bryce Ford-Wheaton,NYG,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
314,Rondale Moore,ATL,PIT,ATL,-3.0,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
315,Jeff Foreman,LV,LAC,LAC,3.5,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,Samson Nacua,NO,CAR,NO,-4.0,40.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
317,Daurice Fountain,DET,LAR,DET,-3.5,51.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
318,Bryce Oliver,TEN,CHI,CHI,4.5,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
319,Jaelen Gill,LAC,LV,LAC,-3.5,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
320,Dante Pettis,CHI,TEN,CHI,-4.5,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
321,Antoine Green,DET,LAR,DET,-3.5,51.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
322,Cornell Powell,KC,BAL,KC,-2.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
323,Lideatrick Griffin,LV,LAC,LAC,3.5,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
324,Nikko Remigio,KC,BAL,KC,-2.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
325,Justin Hall,MIN,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
326,Tayvion Robinson,CAR,NO,NO,4,40.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
327,Mike Harley,MIA,JAX,MIA,-3.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
328,Sean Ryan,BAL,KC,KC,2.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
329,Kelvin Harmon,DAL,CLE,CLE,2,43.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
330,Joseph Scates,JAX,MIA,MIA,3.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
331,Tyler Harrell,NYJ,SF,SF,4,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
332,Anthony Schwartz,MIA,JAX,MIA,-3.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
333,Jacob Harris,PHI,GB,PHI,-2.0,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
334,Zavier Scott,IND,HOU,HOU,2,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
335,Tre'Shaun Harrison,TEN,CHI,CHI,4.5,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
336,Kyle Sheets,KC,BAL,KC,-2.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
337,Hayden Hatten,SEA,DEN,SEA,-5.0,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
338,Justin Shorter,BUF,ARI,BUF,-6.0,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
339,Jaaron Hayek,KC,BAL,KC,-2.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
340,Marcus Simms,SEA,DEN,SEA,-5.0,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
341,Griffin Hebert,PHI,GB,PHI,-2.0,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
342,Derek Slywka,IND,HOU,HOU,2,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
343,Julian Hicks,GB,PHI,PHI,2,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
344,Tre'Quan Smith,DET,LAR,DET,-3.5,51.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
345,Odieu Hiliare,ATL,PIT,ATL,-3.0,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
346,Willie Snead,MIA,JAX,MIA,-3.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
347,Dennis Houston,NYG,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
348,Drake Stoops,LAR,DET,DET,3.5,51.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
349,Lil'Jordan Humphrey,DEN,SEA,SEA,5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
350,Freddie Swain,CHI,TEN,CHI,-4.5,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
351,Andy Isabella,BUF,ARI,BUF,-6.0,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,Trent Taylor,SF,NYJ,SF,-4.0,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
353,Qadir Ismail,BAL,KC,KC,2.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
354,Cody Thompson,TB,WAS,TB,-3.0,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
355,John Jackson,CHI,TEN,CHI,-4.5,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
356,Mason Tipton,NO,CAR,NO,-4.0,40.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
357,Shed Jackson,CIN,NE,CIN,-9.0,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
358,Austin Trammell,JAX,MIA,MIA,3.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
359,JaQuae Jackson,NE,CIN,CIN,9,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
360,Brycen Tremayne,WAS,TB,TB,3,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
361,Trishton Jackson,MIN,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
362,Jalen Virgil,DEN,SEA,SEA,5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
363,Lucky Jackson,MIN,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
364,David Wallis,NE,CIN,CIN,9,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
365,Kearis Jackson,TEN,CHI,CHI,4.5,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
366,Montrell Washington,KC,BAL,KC,-2.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
367,Jadon Janke,MIA,JAX,MIA,-3.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
368,Tahj Washington,MIA,JAX,MIA,-3.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
369,Jaray Jenkins,PIT,ATL,ATL,3,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
370,Duece Watts,PIT,ATL,ATL,3,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
371,John Jiles,NYG,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
372,Xavier Weaver,ARI,BUF,BUF,6,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
373,Cam Johnson,DAL,CLE,CLE,2,43.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
374,Nsimba Webster,CHI,TEN,CHI,-4.5,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
375,Xavier Johnson,BUF,ARI,BUF,-6.0,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
376,David White,JAX,MIA,MIA,3.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
377,Kameron Johnson,TB,WAS,TB,-3.0,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
378,Kristian Wilkerson,LV,LAC,LAC,3.5,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
379,Jaylen Johnson,LAC,LV,LAC,-3.5,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
380,Dee Williams,SEA,DEN,SEA,-5.0,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
381,Cephus Johnson,TB,WAS,TB,-3.0,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
382,Juwann Winfree,IND,HOU,HOU,2,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
383,Johnny Johnson,HOU,IND,HOU,-2.0,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
384,Easop Winston,SEA,DEN,SEA,-5.0,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
385,Collin Johnson,CHI,TEN,CHI,-4.5,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
386,Dareke Young,SEA,DEN,SEA,-5.0,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
387,Tyler Johnson,LAR,DET,DET,3.5,51.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
