,,,Week 8 Game,,,,Fantasy,Receiving,,,Rushing,,
137,Isaiah Hodgins,NYG,PIT,-,-,,1.43,0.80,10.45,0.06,0.06,0.23,0.00
138,Derius Davis,LAC,NO,-,-,,1.42,0.70,8.86,0.06,0.29,1.76,0.00
139,John Metchie,HOU,IND,-,-,,1.42,0.87,10.12,0.06,0.06,0.50,0.00
140,Johnny Wilson,PHI,CIN,-,-,,1.40,0.84,10.08,0.06,0.06,0.30,0.00
141,Nick Westbrook-Ikhine,TEN,DET,-,-,,1.39,0.73,10.08,0.06,0.06,0.22,0.00
142,KaVontae Turpin,DAL,SF,-,-,,1.39,0.63,7.07,0.06,0.51,3.19,0.00
143,Charlie Jones,CIN,PHI,-,-,,1.39,0.78,9.96,0.06,0.06,0.30,0.00
144,Xavier Gipson,NYJ,NE,-,-,,1.38,0.83,8.96,0.06,0.24,1.25,0.00
145,Cornelius Johnson,LAC,NO,-,-,,1.37,0.67,10.09,0.06,0.00,0.00,0.00
146,Jacob Cowing,SF,DAL,-,-,,1.33,0.72,8.73,0.07,0.07,0.39,0.00
147,Trent Sherfield,MIN,LAR,-,-,,1.31,0.72,9.25,0.06,0.06,0.22,0.00
148,Brandon Powell,MIN,LAR,-,-,,1.30,0.80,8.08,0.06,0.23,1.32,0.00
149,Parris Campbell,PHI,CIN,-,-,,1.28,0.82,8.90,0.06,0.06,0.29,0.00
150,Tahj Washington,MIA,ARI,-,-,,1.27,0.72,8.53,0.07,0.00,0.00,0.00
151,Skyy Moore,KC,LV,-,-,,1.25,0.78,8.33,0.06,0.13,0.58,0.00
152,Olamide Zaccheaus,WAS,CHI,-,-,,1.23,0.69,8.43,0.06,0.06,0.29,0.00
153,Jason Brownlee,NYJ,NE,-,-,,1.23,0.68,8.47,0.06,0.06,0.18,0.00
154,Ronnie Bell,SF,DAL,-,-,,1.23,0.69,8.40,0.06,0.06,0.25,0.00
155,Antoine Green,DET,TEN,-,-,,1.23,0.74,8.74,0.06,0.00,0.00,0.00
156,Malik Heath,GB,JAX,-,-,,1.22,0.65,7.82,0.07,0.07,0.22,0.00
157,Ray-Ray McCloud,ATL,TB,-,-,,1.21,0.68,7.45,0.06,0.17,1.00,0.00
158,Jamari Thrash,CLE,BAL,-,-,,1.20,0.63,8.09,0.06,0.06,0.34,0.00
159,Ainias Smith,PHI,CIN,-,-,,1.20,0.63,8.09,0.06,0.06,0.34,0.00
160,Bub Means,NO,LAC,-,-,,1.20,0.69,8.36,0.06,0.00,0.00,0.00
161,Kayshon Boutte,NE,NYJ,-,-,,1.17,0.62,7.80,0.06,0.06,0.28,0.00
162,Jordan Whittington,LAR,MIN,-,-,,1.17,0.69,8.06,0.06,0.00,0.00,0.00
163,Trenton Irwin,CIN,PHI,-,-,,1.13,0.56,7.45,0.06,0.06,0.25,0.00
164,Marcus Rosemy-Jacksaint,WAS,CHI,-,-,,1.12,0.57,7.22,0.06,0.06,0.34,0.00
165,Mack Hollins,BUF,SEA,-,-,,1.11,0.58,7.45,0.06,0.00,0.00,0.00
166,Ryan Flournoy,DAL,SF,-,-,,1.11,0.65,7.46,0.06,0.00,0.00,0.00
167,Justyn Ross,KC,LV,-,-,,1.09,0.52,6.70,0.07,0.00,0.00,0.00
168,Casey Washington,ATL,TB,-,-,,1.09,0.58,7.34,0.06,0.00,0.00,0.00
169,Michael Woods,CLE,BAL,-,-,,1.09,0.54,7.08,0.06,0.06,0.24,0.00
170,Tejhaun Palmer,ARI,MIA,-,-,,1.08,0.65,7.16,0.06,0.00,0.00,0.00
171,Jalen Guyton,LV,KC,-,-,,1.08,0.52,6.92,0.06,0.06,0.23,0.00
172,Devaughn Vele,DEN,CAR,-,-,,1.08,0.58,7.17,0.06,0.00,0.00,0.00
173,Luke McCaffrey,WAS,CHI,-,-,,1.07,0.72,7.89,0.04,0.08,0.38,0.00
174,Zach Pascal,ARI,MIA,-,-,,1.07,0.52,6.86,0.06,0.06,0.23,0.00
175,Ben Skowronek,HOU,IND,-,-,,1.06,0.54,6.71,0.06,0.06,0.24,0.00
176,Chris Conley,SF,DAL,-,-,,1.06,0.55,6.76,0.06,0.06,0.24,0.00
177,David Moore,CAR,DEN,-,-,,1.05,0.48,7.19,0.05,0.05,0.27,0.00
178,Allen Robinson,NYG,PIT,-,-,,1.03,0.63,6.48,0.06,0.06,0.23,0.00
179,Isaiah McKenzie,NYG,PIT,-,-,,1.01,0.61,5.91,0.06,0.11,0.55,0.00
180,Deonte Harty,BAL,CLE,-,-,,1.01,0.47,5.59,0.06,0.18,0.88,0.00
181,Tyquan Thornton,NE,NYJ,-,-,,0.98,0.49,6.37,0.05,0.11,0.44,0.00
182,Danny Gray,SF,DAL,-,-,,0.97,0.44,5.84,0.06,0.06,0.25,0.00
183,Anthony Gould,IND,HOU,-,-,,0.97,0.50,6.05,0.06,0.00,0.00,0.00
184,Ashton Dulin,IND,HOU,-,-,,0.96,0.51,5.75,0.06,0.06,0.23,0.00
185,Tim Jones,JAX,GB,-,-,,0.94,0.46,5.52,0.06,0.06,0.23,0.00
186,Equanimeous St. Brown,NO,LAC,-,-,,0.89,0.39,5.10,0.06,0.06,0.22,0.00
187,Jalen Reagor,NE,NYJ,-,-,,0.88,0.42,5.60,0.05,0.05,0.21,0.00
188,Laviska Shenault,SEA,BUF,-,-,,0.71,0.35,4.07,0.00,0.65,3.07,0.00
189,Jha'Quan Jackson,TEN,DET,-,-,,0.71,0.69,7.12,0.00,0.00,0.00,0.00
190,Kyle Philips,TEN,DET,-,-,,0.58,0.57,5.68,0.00,0.00,0.14,0.00
191,Byron Pringle,WAS,CHI,-,-,,0.54,0.44,5.11,0.00,0.00,0.29,0.00
192,Devin Duvernay,JAX,GB,-,-,,0.47,0.31,3.98,0.00,0.12,0.75,0.00
193,Scotty Miller,PIT,NYG,-,-,,0.43,0.32,4.04,0.00,0.06,0.25,0.00
194,Tylan Wallace,BAL,CLE,-,-,,0.43,0.32,4.04,0.00,0.06,0.25,0.00
195,Terrace Marshall,CAR,DEN,-,-,,0.40,0.30,3.79,0.00,0.06,0.24,0.00
196,Dee Eskridge,SEA,BUF,-,-,,0.35,0.22,3.14,0.00,0.06,0.34,0.00
197,Ryan Miller,TB,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Bryce Oliver,TEN,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,Josh Ali,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
200,Peter LeBlanc,CHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
201,Mason Tipton,NO,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
202,Raleigh Webb,TB,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
203,Kawaan Baker,NE,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
204,Steven Sims,HOU,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
205,Andre Baccellia,ARI,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
206,Alex Bachman,LV,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
207,Kevin Austin,NO,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
208,Ayir Asante,NYG,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
209,Kazmeir Allen,WAS,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
210,Marcus Riley,NYJ,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
211,Daylen Baldwin,ARI,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
212,Ty Scott,SEA,BUF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
213,Michael Bandy,DEN,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
214,Drake Stoops,LAR,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
215,Tyron Billy-Johnson,DAL,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
216,David Wallis,NE,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
217,Chris Blair,ATL,TB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
218,Isaiah Williams,DET,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
219,Miles Boykin,NYG,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
220,Tanner Knue,TB,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
221,Phillip Brooks,KC,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
222,Lance McCutcheon,NYJ,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223,Jalen Brooks,DAL,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
224,Stanley Morgan,NO,LAC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
225,Ahmarean Brown,CLE,BAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
226,Cornell Powell,KC,LV,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
227,Martavis Bryant,WAS,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
228,Braylon Sanders,MIA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
229,Cole Burgess,CIN,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
230,Sterling Shepard,TB,ATL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
231,Deontay Burnett,DAL,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
232,Brandon Smith,NYJ,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
233,Je'Quan Burton,MIA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
234,Trent Taylor,SF,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
235,Hakeem Butler,CIN,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
236,Brycen Tremayne,WAS,CHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
237,Terrell Bynum,LV,KC,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
238,Austin Watkins,PHI,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
239,Damiere Byrd,BUF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
240,Sam Wiglusz,LAR,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
241,Deon Cain,BUF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
242,Isaiah Wooden,LAC,NO,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
243,Jalon Calhoun,DET,TEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
244,Keith Kirkwood,BAL,CLE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
245,Devin Carter,CAR,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
246,Matt Landers,NE,NYJ,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
247,DeAndre Carter,CHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
248,Tay Martin,SF,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
249,Quintez Cephus,HOU,IND,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
250,Racey McMath,DAL,SF,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
251,Joshua Cephus,JAX,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
252,Denzel Mims,JAX,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
253,Irvin Charles,NYJ,NE,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
254,Jalen Nailor,MIN,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
255,Dan Chisena,ARI,MIA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
256,Dante Pettis,CHI,WAS,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
257,Robbie Chosen,SF,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
258,Kendric Pryor,CIN,PHI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
259,Tyrie Cleveland,IND,HOU,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
260,John Ross,PHI,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
261,Jalen Coker,CAR,DEN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
262,Sam Schnee,TEN,DET,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
263,Elijah Cooks,JAX,GB,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
264,Tyrell Shavers,BUF,SEA,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
265,Jacob Copeland,PIT,NYG,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
266,David Sills,DEN,CAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
267,Chase Cota,NYG,PIT,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
268,Xavier Smith,LAR,MIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
269,Britain Covey,PHI,CIN,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
270,Willie Snead,MIA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
271,River Cracraft,MIA,ARI,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
