,,,Week 2 Game,,,,Fantasy,Rushing,,,Receiving,,
32,Zack Moss,CIN,KC,KC,3.5,47.5,7.79,10.20,41.64,0.33,1.77,12.84,0.06
33,Jaylen Warren,PIT,DEN,PIT,-2.5,40.5,7.63,9.10,39.06,0.22,2.37,17.47,0.11
34,Austin Ekeler,WAS,NYG,WAS,-2.5,41.5,7.26,7.70,32.06,0.24,2.49,18.89,0.12
35,Brian Robinson,WAS,NYG,WAS,-2.5,41.5,7.22,10.40,41.20,0.31,1.27,9.35,0.05
36,Tyjae Spears,TEN,NYJ,NYJ,4,43.5,7.18,8.30,33.90,0.20,2.55,18.72,0.12
37,Chase Brown,CIN,KC,KC,3.5,47.5,7.00,8.90,36.61,0.23,2.10,15.99,0.06
38,Zach Charbonnet,SEA,NE,SEA,-3.0,41.0,6.60,8.10,33.57,0.25,1.87,13.78,0.06
39,Jerome Ford,CLE,JAX,JAX,2,44.5,5.95,6.80,27.85,0.23,1.97,14.23,0.06
40,Trey Benson,ARI,LAR,LAR,2,48.0,5.82,7.60,32.00,0.23,1.22,8.81,0.06
41,Blake Corum,LAR,ARI,LAR,-2.0,48.0,5.67,6.50,29.86,0.24,1.20,8.88,0.06
42,Nick Chubb,CLE,JAX,JAX,2,44.5,5.33,6.90,30.72,0.26,0.58,4.53,0.04
43,Tyler Allgeier,ATL,PHI,PHI,4,47.5,5.01,7.30,30.32,0.16,1.01,7.13,0.05
44,Jaleel McLaughlin,DEN,PIT,PIT,2.5,40.5,4.86,6.50,26.71,0.17,1.20,8.71,0.05
45,Ty Chandler,MIN,SF,SF,7,45.5,4.76,6.70,25.78,0.16,1.22,9.25,0.05
46,Rico Dowdle,DAL,NO,DAL,-6.5,44.5,4.67,5.90,25.38,0.16,1.19,8.68,0.05
47,Khalil Herbert,CHI,HOU,HOU,3.5,46.5,4.53,6.30,26.31,0.18,0.60,4.57,0.06
48,Kendre Miller,NO,DAL,DAL,6.5,44.5,4.50,6.00,23.33,0.18,1.01,7.31,0.06
49,Kimani Vidal,LAC,CAR,LAC,-3.5,42.0,4.27,5.50,23.14,0.20,1.03,7.59,0.00
50,Antonio Gibson,NE,SEA,SEA,3,41.0,4.24,4.90,18.58,0.11,1.92,14.25,0.05
51,MarShawn Lloyd,GB,IND,GB,-5.0,47.0,4.18,4.80,21.79,0.14,0.97,7.39,0.07
52,Dameon Pierce,HOU,CHI,HOU,-3.5,46.5,4.16,6.20,26.51,0.18,0.58,4.29,0.00
53,Elijah Mitchell,SF,MIN,SF,-7.0,45.5,4.15,5.20,25.15,0.19,0.65,4.96,0.00
54,Ray Davis,BUF,MIA,MIA,2,50.5,4.14,5.00,22.19,0.15,0.85,6.60,0.06
55,Clyde Edwards-Helaire,KC,CIN,KC,-3.5,47.5,3.73,3.90,17.13,0.13,1.20,8.81,0.06
56,AJ Dillon,GB,IND,GB,-5.0,47.0,3.61,4.60,20.01,0.19,0.65,4.73,0.00
57,Roschon Johnson,CHI,HOU,HOU,3.5,46.5,3.56,3.60,14.58,0.14,1.12,8.45,0.07
58,Alexander Mattison,LV,BAL,BAL,8,43.5,3.56,5.20,19.15,0.12,0.83,5.61,0.06
59,Will Shipley,PHI,ATL,PHI,-4.0,47.5,3.49,4.10,18.56,0.12,0.76,5.56,0.06
60,Bucky Irving,TB,DET,DET,6.5,48.5,3.26,4.20,16.65,0.10,0.95,6.93,0.05
61,Braelon Allen,NYJ,TEN,NYJ,-4.0,43.5,3.24,4.10,17.55,0.15,0.46,3.43,0.04
62,Deuce Vaughn,DAL,NO,DAL,-6.5,44.5,3.23,3.20,14.14,0.09,0.99,7.37,0.09
63,Jaylen Wright,MIA,BUF,MIA,-2.0,50.5,3.20,3.50,16.51,0.12,0.68,4.70,0.06
64,Chris Rodriguez,WAS,NYG,WAS,-2.5,41.5,2.95,4.20,17.09,0.15,0.46,3.36,0.00
65,Jamaal Williams,NO,DAL,DAL,6.5,44.5,2.91,4.70,17.82,0.13,0.49,3.43,0.00
66,J.K. Dobbins,LAC,CAR,LAC,-3.5,42.0,2.89,3.40,14.09,0.12,0.70,5.24,0.04
67,Isaac Guerendo,SF,MIN,SF,-7.0,45.5,2.76,3.40,15.49,0.12,0.65,4.90,0.00
68,Tyrone Tracy,NYG,WAS,WAS,2.5,41.5,2.72,3.10,12.14,0.08,0.89,6.67,0.06
69,Ty Johnson,BUF,MIA,MIA,2,50.5,2.70,2.60,11.24,0.07,1.01,7.32,0.07
70,Emari Demercado,ARI,LAR,LAR,2,48.0,2.59,2.40,10.18,0.07,1.09,7.93,0.06
71,Tank Bigsby,JAX,CLE,JAX,-2.0,44.5,2.58,3.60,15.27,0.11,0.54,3.91,0.00
72,Kenneth Gainwell,PHI,ATL,PHI,-4.0,47.5,2.50,2.60,11.44,0.06,0.85,6.34,0.06
73,D'Onta Foreman,CLE,JAX,JAX,2,44.5,2.47,3.70,15.11,0.10,0.49,3.60,0.00
74,Justice Hill,BAL,LV,BAL,-8.0,43.5,2.41,1.80,8.13,0.06,1.20,8.78,0.06
75,Kevin Harris,NE,SEA,SEA,3,41.0,2.35,3.50,13.62,0.11,0.45,3.25,0.00
76,Rasheen Ali,BAL,LV,BAL,-8.0,43.5,2.32,3.00,13.76,0.07,0.71,5.21,0.00
77,Eric Gray,NYG,WAS,WAS,2.5,41.5,2.31,3.30,12.93,0.09,0.65,4.74,0.00
78,Evan Hull,IND,GB,GB,5,47.0,2.29,2.50,10.27,0.06,0.74,5.47,0.06
79,Audric Estime,DEN,PIT,PIT,2.5,40.5,2.14,3.10,12.31,0.10,0.47,3.08,0.00
80,Keaton Mitchell,BAL,LV,BAL,-8.0,43.5,2.14,2.70,12.95,0.06,0.65,4.86,0.00
81,Jase McClellan,ATL,PHI,PHI,4,47.5,1.85,1.70,6.80,0.06,0.60,4.53,0.06
82,Dylan Laube,LV,BAL,BAL,8,43.5,1.84,2.50,9.42,0.07,0.65,4.75,0.00
83,Chase Edmonds,TB,DET,DET,6.5,48.5,1.76,1.80,7.03,0.06,0.93,6.92,0.00
84,Trey Sermon,IND,GB,GB,5,47.0,1.75,2.60,10.68,0.07,0.35,2.60,0.00
85,Frank Gore,BUF,MIA,MIA,2,50.5,1.75,2.40,10.51,0.07,0.38,2.76,0.00
86,Samaje Perine,DEN,PIT,PIT,2.5,40.5,1.74,1.50,5.75,0.04,0.96,6.81,0.04
87,Miles Sanders,CAR,LAC,LAC,3.5,42.0,1.70,2.80,10.85,0.06,0.35,2.58,0.00
88,Cordarrelle Patterson,PIT,DEN,PIT,-2.5,40.5,1.53,1.90,7.83,0.06,0.51,3.88,0.00
89,Craig Reynolds,DET,TB,DET,-6.5,48.5,1.53,1.90,8.61,0.06,0.41,3.05,0.00
90,DeWayne McBride,MIN,SF,SF,7,45.5,1.47,2.10,8.21,0.07,0.30,2.25,0.00
91,Michael Carter,ARI,LAR,LAR,2,48.0,1.45,1.60,6.61,0.06,0.62,4.26,0.00
92,Emani Bailey,KC,CIN,KC,-3.5,47.5,1.36,2.20,9.85,0.00,0.42,3.77,0.00
93,Jawhar Jordan,HOU,CHI,HOU,-3.5,46.5,1.35,1.90,8.02,0.06,0.25,1.87,0.00
94,Ronnie Rivers,LAR,ARI,LAR,-2.0,48.0,1.28,1.60,6.99,0.07,0.25,1.62,0.00
95,Kyle Juszczyk,SF,MIN,SF,-7.0,45.5,1.25,0.30,1.02,0.00,0.84,7.85,0.06
96,Jeff Wilson,MIA,BUF,MIA,-2.0,50.5,1.22,1.50,6.75,0.06,0.25,1.85,0.00
97,Isaiah Spiller,LAC,CAR,LAC,-3.5,42.0,1.20,1.60,6.78,0.06,0.24,1.62,0.00
98,Pierre Strong,CLE,JAX,JAX,2,44.5,1.19,1.50,6.23,0.06,0.28,2.11,0.00
99,Isaiah Davis,NYJ,TEN,NYJ,-4.0,43.5,1.14,1.50,6.52,0.06,0.16,1.26,0.00
100,Boston Scott,LAR,ARI,LAR,-2.0,48.0,1.10,1.40,6.26,0.06,0.16,1.14,0.00
101,Israel Abanikanda,NYJ,TEN,NYJ,-4.0,43.5,1.08,2.10,8.94,0.00,0.27,1.90,0.00
102,Blake Watson,DEN,PIT,PIT,2.5,40.5,1.05,1.50,5.82,0.05,0.22,1.63,0.00
103,Matt Breida,SF,MIN,SF,-7.0,45.5,0.97,1.10,4.92,0.06,0.16,1.22,0.00
104,Cam Akers,HOU,CHI,HOU,-3.5,46.5,0.95,2.60,7.20,0.02,0.21,1.10,0.00
105,Dare Ogunbowale,HOU,CHI,HOU,-3.5,46.5,0.81,0.60,2.61,0.00,0.75,5.49,0.00
106,Zach Evans,LAR,ARI,LAR,-2.0,48.0,0.76,1.50,6.24,0.00,0.16,1.40,0.00
107,Raheem Blackshear,CAR,LAC,LAC,3.5,42.0,0.69,0.80,3.18,0.00,0.49,3.72,0.00
108,Elijah Dotson,LAC,CAR,LAC,-3.5,42.0,0.59,1.10,4.40,0.00,0.20,1.50,0.00
109,Ameer Abdullah,LV,BAL,BAL,8,43.5,0.59,0.60,2.29,0.00,0.48,3.62,0.00
110,D'Ernest Johnson,JAX,CLE,JAX,-2.0,44.5,0.50,0.90,3.81,0.00,0.15,1.16,0.00
111,Emanuel Wilson,GB,IND,GB,-5.0,47.0,0.50,0.60,2.62,0.02,0.16,1.16,0.00
112,Travis Homer,CHI,HOU,HOU,3.5,46.5,0.50,0.80,3.31,0.00,0.23,1.64,0.00
113,Nyheim Hines,CLE,JAX,JAX,2,44.5,0.49,0.40,1.61,0.00,0.47,3.33,0.00
114,Cody Schrader,SF,MIN,SF,-7.0,45.5,0.48,0.90,4.39,0.00,0.21,0.42,0.00
115,Malik Davis,DAL,NO,DAL,-6.5,44.5,0.48,0.80,3.55,0.00,0.16,1.21,0.00
116,Jordan Mason,SF,MIN,SF,-7.0,45.5,0.47,0.50,2.26,0.02,0.18,1.26,0.00
117,DeeJay Dallas,ARI,LAR,LAR,2,48.0,0.46,0.60,2.52,0.00,0.29,2.07,0.00
118,Kenny McIntosh,SEA,NE,SEA,-3.0,41.0,0.39,0.70,2.88,0.00,0.13,0.99,0.00
119,Kene Nwangwu,MIN,SF,SF,7,45.5,0.34,0.70,2.68,0.00,0.13,0.69,0.00
120,Sean Tucker,TB,DET,DET,6.5,48.5,0.32,0.50,2.00,0.00,0.13,1.16,0.00
121,Keilan Robinson,JAX,CLE,JAX,-2.0,44.5,0.31,0.50,2.08,0.00,0.13,1.01,0.00
122,Hassan Haskins,TEN,NYJ,NYJ,4,43.5,0.31,0.60,2.38,0.00,0.13,0.69,0.00
123,JaMycal Hasty,NE,SEA,SEA,3,41.0,0.25,0.40,1.56,0.00,0.12,0.93,0.00
124,Keaontay Ingram,KC,CIN,KC,-3.5,47.5,0.23,0.40,1.80,0.00,0.10,0.52,0.00
125,Patrick Taylor,SF,MIN,SF,-7.0,45.5,0.20,0.20,0.90,0.00,0.14,1.06,0.00
126,Tyrion Davis-Price,PHI,ATL,PHI,-4.0,47.5,0.12,0.20,0.89,0.00,0.11,0.32,0.00
127,Jacob Saylors,CLE,JAX,JAX,2,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
128,La'Mical Perine,PIT,DEN,PIT,-2.5,40.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129,Patrick Ricard,BAL,LV,BAL,-8.0,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,Dante Miller,NYG,WAS,WAS,2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
131,Lew Nichols,PHI,ATL,PHI,-4.0,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
132,Nate McCrary,GB,IND,GB,-5.0,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
133,Lorenzo Lingard,NYG,WAS,WAS,2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134,John Kelly,BAL,LV,BAL,-8.0,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135,Carson Steele,KC,CIN,KC,-3.5,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136,Ian Wheeler,CHI,HOU,HOU,3.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137,Xazavian Valladay,NYJ,TEN,NYJ,-4.0,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
138,Tyler Badie,DEN,PIT,PIT,2.5,40.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
139,Avery Williams,ATL,PHI,PHI,4,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,Nick Bawden,HOU,CHI,HOU,-3.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
141,Austin Jones,WAS,NYG,WAS,-2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
142,Andrew Beck,HOU,CHI,HOU,-3.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
143,Zonovan Knight,DET,TB,DET,-6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
144,Khari Blasingame,CHI,HOU,HOU,3.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
145,Tyreik McAllister,LV,BAL,BAL,8,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
146,Mike Boone,CAR,LAC,LAC,3.5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
147,Jeremy McNichols,WAS,NYG,WAS,-2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
148,Gary Brightwell,JAX,CLE,JAX,-2.0,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
149,Jordan Mims,NO,DAL,DAL,6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
150,Chris Brooks,MIA,BUF,MIA,-2.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
151,Henry Pearson,GB,IND,GB,-5.0,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
152,Jonathon Brooks,CAR,LAC,LAC,3.5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
153,Deneric Prince,KC,CIN,KC,-3.5,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154,British Brooks,HOU,CHI,HOU,-3.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
155,Kairee Robinson,SEA,NE,SEA,-3.0,41.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
156,Brittain Brown,LV,BAL,BAL,8,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157,Jaden Shirden,CAR,LAC,LAC,3.5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
158,Spencer Brown,ATL,PHI,PHI,4,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
159,SaRodorick Thompson,LAR,ARI,LAR,-2.0,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,Robert Burns,ATL,PHI,PHI,4,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
161,Jonathan Ward,PIT,DEN,PIT,-2.5,40.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
162,Michael Burton,DEN,PIT,PIT,2.5,40.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
163,DJ Williams,TB,DET,DET,6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164,Jermar Jefferson,DET,TB,DET,-6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
165,Noah Cain,CIN,KC,KC,3.5,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
166,Jakob Johnson,NYG,WAS,WAS,2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
167,Terrell Jennings,NE,SEA,SEA,3,41.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
168,Julius Chestnut,TEN,NYJ,NYJ,4,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
169,Tony Jones,ARI,LAR,LAR,2,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
170,Jack Colletto,PIT,DEN,PIT,-2.5,40.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
171,Joshua Kelley,NYG,WAS,WAS,2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
172,Chris Collier,BAL,LV,BAL,-8.0,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
173,Jacob Kibodi,NO,DAL,DAL,6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
174,Elijah Collins,CIN,KC,KC,3.5,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
175,Kobe Lewis,SEA,NE,SEA,-3.0,41.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
176,Snoop Conner,DAL,NO,DAL,-6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
177,Hunter Luepke,DAL,NO,DAL,-6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
178,Daijun Edwards,PIT,DEN,PIT,-2.5,40.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
179,Sincere McCormick,LV,BAL,BAL,8,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
180,Chris Evans,CIN,KC,KC,3.5,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
181,Anthony McFarland,MIA,BUF,MIA,-2.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
182,Darrynton Evans,BUF,MIA,MIA,2,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
183,Ellis Merriweather,GB,IND,GB,-5.0,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
184,Demetric Felton,IND,GB,GB,5,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
185,Kendall Milton,PHI,ATL,PHI,-4.0,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
186,Deshaun Fenwick,NE,SEA,SEA,3,41.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187,Chris Myarick,JAX,CLE,JAX,-2.0,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
188,Royce Freeman,DAL,NO,DAL,-6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
189,Jaret Patterson,LAC,CAR,LAC,-3.5,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
190,Jake Funk,DET,TB,DET,-6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
191,Nathaniel Peat,DAL,NO,DAL,-6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
192,Myles Gaskin,MIN,SF,SF,7,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
193,Adam Prentice,NO,DAL,DAL,6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
194,Reggie Gilliam,BUF,MIA,MIA,2,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
195,Louis Rees-Zammit,KC,CIN,KC,-3.5,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
196,Tyler Goodson,IND,GB,GB,5,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
197,Aidan Robbins,CLE,JAX,JAX,2,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
198,Troy Hairston,HOU,CHI,HOU,-3.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,James Robinson,NO,DAL,DAL,6.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
200,Hassan Hall,ARI,LAR,LAR,2,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
201,Aaron Shampklin,PIT,DEN,PIT,-2.5,40.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
202,C.J. Ham,MIN,SF,SF,7,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
203,Jabari Small,TEN,NYJ,NYJ,4,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
204,George Holani,SEA,NE,SEA,-3.0,41.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
205,J.J. Taylor,HOU,CHI,HOU,-3.5,46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
206,Zander Horvath,MIA,BUF,MIA,-2.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
207,Sione Vaki,DET,TB,DET,-6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
208,Jarveon Howard,GB,IND,GB,-5.0,47.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
209,Ke'Shawn Vaughn,SF,MIN,SF,-7.0,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
210,Mohamed Ibrahim,MIN,SF,SF,7,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
211,Carlos Washington,ATL,PHI,PHI,4,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
212,Alec Ingold,MIA,BUF,MIA,-2.0,50.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
213,Michael Wiley,WAS,NYG,WAS,-2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
214,Deon Jackson,NYJ,TEN,NYJ,-4.0,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
215,Trayveon Williams,CIN,KC,KC,3.5,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
216,Jalen Jackson,JAX,CLE,JAX,-2.0,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
217,Owen Wright,BAL,LV,BAL,-8.0,43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
218,Ramon Jefferson,TB,DET,DET,6.5,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
